Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams,,,,,,,,,,,,,
,,Alabaminella,,,,weddelensis,,,,Alabaminella weddelensis,benthic_forams,423746,Alabaminella,genus,241423,Eponididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Alabamina,,,,sp.,,,,Alabamina sp.,benthic_forams,,,,,,,,,,,,,
,,Alabaminella,,,,weddelensis,,,,Alabaminella weddelensis,benthic_forams,,,,,,,,,,,,,
,,Ammodiscus,,,,latus,,,,Ammodiscus latus,benthic_forams,818,Ammodiscus,genus,112199,Ammodiscidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Ammonia,,,,parkinsoniana,f.,aoteana,,Ammonia parkinsoniana f. aoteana,benthic_forams,823,Ammonia,genus,103768,Rotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Amphicoryna,,,,sp.,,,,Amphicoryna sp.,benthic_forams,835,Amphicoryna,genus,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,spherica,,,,Anomalina spherica,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,cf.,globulosus,,,,Anomalinoides cf. globulosus,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,parvumbilia,,,,Anomalinoides parvumbilia,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,sp. A,,,,Anomalinoides sp. A,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,sp. B,,,,Anomalinoides sp. B,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,sp.,,,,Anomalinoides sp.,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,sphericus,,,,Anomalinoides sphericus,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,subnonionoides,,,,Anomalinoides subnonionoides,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,?,Anomalinoides,,,,sp.,,,,? Anomalinoides sp.,benthic_forams,,,,,,,,,,,,,
,,Astrononion,,,,spp.,,,,Astrononion spp.,benthic_forams,,,,,,,,,,,,,
,,Astrononion,,,,kickinskii,,,,Astrononion kickinskii,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrononion,,,,sp.,,,,Astrononion sp.,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrorhiza,,,,sp.,,,,Astrorhiza sp.,benthic_forams,912,Astrorhiza,genus,147614,Astrorhizidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Awhea,,,,tosta,,,,Awhea tosta,benthic_forams,928,Awhea,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,sp.,,,,Bolivina sp.,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,affiliata,,,,Bolivina affiliata,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,sp. 1,,,,Bolivina sp. 1,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,sp. A,,,,Bolivina sp. A,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivinita,,,cf.,pliozea,,,,Bolivinita cf. pliozea,benthic_forams,998,Bolivinita,genus,155884,Bolivinitidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivinita,,,cf.,pohana,,,,Bolivinita cf. pohana,benthic_forams,998,Bolivinita,genus,155884,Bolivinitidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Botellina,,,,labyrinthica,,,,Botellina labyrinthica,benthic_forams,247314,Botellina,genus,155937,Hippocrepinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Brizalina,,,cf.,spathula,,,,Brizalina cf. spathula,benthic_forams,1017,Brizalina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Brizalina,,,,pussilla,,,,Brizalina pussilla,benthic_forams,1017,Brizalina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Brizalina,,,,pygmaea,,,,Brizalina pygmaea,benthic_forams,1017,Brizalina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,,sp.,,,,Bulimina sp.,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,,aculeata,,,cf. smooth,Bulimina aculeata (cf. smooth),benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,aff.,exilis,,,,Bulimina aff. exilis,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,aff.,mexicana,,,,Bulimina aff. mexicana,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,aff.,striata,,,,Bulimina aff. striata,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,,pyrula,,spinescens,,Bulimina pyrula spinescens,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,,sp. A,,,,Bulimina sp. A,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,,sp. B,,,,Bulimina sp. B,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,,sp. C,,,,Bulimina sp. C,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,cf.,striata,,,,Bulimina cf. striata,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
Foraminifera indet.,,Foraminifera,,,,indet.,,,,Foraminifera indet. Foraminifera indet.,benthic_forams,288974,Foraminifera,phylum,,,,,,,,,212476,Rhizaria
,,Cancris,,,cf.,phillipinensis,,,,Cancris cf. phillipinensis,benthic_forams,1051,Cancris,genus,241044,Bagginidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cassidulina,,,,sp.,,,,Cassidulina sp.,benthic_forams,1064,Cassidulina,genus,103771,Cassidulinidae,33187,Cassiduloida,32733,Echinoidea,288974,Foraminifera,212476,Rhizaria
,,Cassidulina,,,,laevigata,var.,carinata,,Cassidulina laevigata var. carinata,benthic_forams,1064,Cassidulina,genus,103771,Cassidulinidae,33187,Cassiduloida,32733,Echinoidea,288974,Foraminifera,212476,Rhizaria
,,Cassidulina,,,,neocarinata,,,,Cassidulina neocarinata,benthic_forams,1064,Cassidulina,genus,103771,Cassidulinidae,33187,Cassiduloida,32733,Echinoidea,288974,Foraminifera,212476,Rhizaria
,,Cassidulina,,,,sp. A,,,,Cassidulina sp. A,benthic_forams,1064,Cassidulina,genus,103771,Cassidulinidae,33187,Cassiduloida,32733,Echinoidea,288974,Foraminifera,212476,Rhizaria
,?,Cassidulina,,,,sp.,,,,? Cassidulina sp.,benthic_forams,1064,Cassidulina,genus,103771,Cassidulinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Caudammina,,,,sp.,,,,Caudammina sp.,benthic_forams,,,,,,,,,,,,,
,,Chrysalogonium,,,,sp.,,,,Chrysalogonium sp.,benthic_forams,1103,Chrysalogonium,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
,,Cibicides,,,,sp.,,,,Cibicides sp.,benthic_forams,1107,Cibicides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicides,,,,deliquatus,,,,Cibicides deliquatus,benthic_forams,1107,Cibicides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,cf.,perforatus,,,,Cibicidoides cf. perforatus,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,cf.,subhaidingerii,,,,Cibicidoides cf. subhaidingerii,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,eocanus,,,,Cibicidoides eocanus,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,grimusdalei,,,,Cibicidoides grimusdalei,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,havannsis,,,,Cibicidoides havannsis,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,neoperforatus,,,,Cibicidoides neoperforatus,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,perforatus,,,,Cibicidoides perforatus,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,premundulus,,,,Cibicidoides premundulus,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,sp. A,,,,Cibicidoides sp. A,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,sp. B,,,,Cibicidoides sp. B,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,sp. C,,,,Cibicidoides sp. C,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,sp.,,,,Cibicidoides sp.,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
