Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,comments
,,Pseudammodochium,,,,lingii,,,,Pseudammodochium lingii,ebridians,Pseudammodochium lingii,,
,,Pseudammodochium,,,,sphericum,,,,Pseudammodochium sphericum,ebridians,Pseudammodochium sphericum,,
,,Ammodochium,,,,rectangulare,,,,Ammodochium rectangulare,ebridians,Ammodochium rectangulare,,
,,Ebrinula,,,,paradoxa,,,,Ebrinula paradoxa,ebridians,Ebridulina paradoxa,misspelling,
