Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name
,,Bolivina,,,,albatrossi,,,,Bolivina albatrossi,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,,exilis,,,,Bulimina exilis,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Cibicidoides,,,,parki,,,,Cibicidoides parki,benthic_forams,1109,Cibicidoides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Heronallenia,,,,sp.,,,,Heronallenia sp.,benthic_forams,1616,Heronallenia,genus,432117,Heronalleniidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Lagena,,,,distoma,,,,Lagena distoma,benthic_forams,1739,Lagena,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
,,Lenticulina,,,,calcar,,,,Lenticulina calcar,benthic_forams,1763,Lenticulina,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
,,Nonion,,,,havanensis,,,,Nonion havanensis,benthic_forams,1955,Nonion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Nonionella,,,,magnalingua,,,,Nonionella magnalingua,benthic_forams,1956,Nonionella,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Oolina,,,,hexagona,,,,Oolina hexagona,benthic_forams,1984,Oolina,genus,155901,Ellipsolagenidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Oolina,,,,squamosa,,,,Oolina squamosa,benthic_forams,1984,Oolina,genus,155901,Ellipsolagenidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Paratrochamminoides,,,,sp.,,,,Paratrochamminoides sp.,benthic_forams,2081,Paratrochamminoides,genus,154152,Lituotubidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Psammosphaera,,,,fusca,,,,Psammosphaera fusca,benthic_forams,2232,Psammosphaera,genus,112311,Psammosphaeridae,,,,,288974,Foraminifera,212476,Rhizaria
,,Pullenia,,,,osloensis,,,,Pullenia osloensis,benthic_forams,2324,Pullenia,genus,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Pullenia,,,,quadriloba,,,,Pullenia quadriloba,benthic_forams,2324,Pullenia,genus,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Quadrimorphina,,,,profunda,,,,Quadrimorphina profunda,benthic_forams,2341,Quadrimorphina,genus,430287,Quadrimorphinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Quinqueloculina,,,,auberiana,,,,Quinqueloculina auberiana,benthic_forams,2355,Quinqueloculina,genus,81704,Miliolidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria
,,Reophax,,,,pilulifer,,,,Reophax pilulifer,benthic_forams,2400,Reophax,genus,112270,Hormosinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Robertina,,,,sp.,,,,Robertina sp.,benthic_forams,2422,Robertina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Turrilina,,,,robertsi,,,,Turrilina robertsi,benthic_forams,2743,Turrilina,genus,241013,Turrilinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Uvigerina,,,,miozea,,,,Uvigerina miozea,benthic_forams,2758,Uvigerina,genus,82201,Uvigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Actinoptychus,,,,bipunctatus,,,,Actinoptychus bipunctatus,diatoms,71244,Actinoptychus,genus,71209,Heliopeltaceae,426780,Coscinodiscales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Asteromphalus,,,,brookei,,,,Asteromphalus brookei,diatoms,82148,Asteromphalus,genus,71208,Asterolampraceae,426697,Asterolamprales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Asteromphalus,,,,hyalinus,,,,Asteromphalus hyalinus,diatoms,82148,Asteromphalus,genus,71208,Asterolampraceae,426697,Asterolamprales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Cocconeis,,,,placentula,,,,Cocconeis placentula,diatoms,387121,Cocconeis,genus,432644,Cocconeidaceae,427118,Achnanthales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Cocconeis,,,,vitrea,,,,Cocconeis vitrea,diatoms,387121,Cocconeis,genus,432644,Cocconeidaceae,427118,Achnanthales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Cyclotella,,,,sp.,,,,Cyclotella sp.,diatoms,82154,Cyclotella,genus,351514,Stephanodiscaceae,351515,Stephanodiscales,351518,Mediophyceae,432613,Ochrophyta,,
,,Detonula,,,,confervacea,,,,Detonula confervacea,diatoms,441489,Detonula,genus,433269,Skeletonemaceae,432628,Thalassiosirales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Diploneis,,,,interrupta,,,,Diploneis interrupta,diatoms,82159,Diploneis,genus,433092,Diploneidaceae,431889,Naviculales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Eunotia,,,,praerupta,,,,Eunotia praerupta,diatoms,433419,Eunotia,genus,71197,Eunotiaceae,427119,Eunotiales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Grammatophora,,,,arcuata,,,,Grammatophora arcuata,diatoms,339276,Grammatophora,genus,433471,Striatellaceae,426797,Striatellales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Grammatophora,,,,sp.,,,,Grammatophora sp.,diatoms,339276,Grammatophora,genus,433471,Striatellaceae,426797,Striatellales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Pinnularia,,,,gibba,,,,Pinnularia gibba,diatoms,387127,Pinnularia,genus,433094,Pinnulariaceae,431889,Naviculales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Pinnularia,,,,lata,,,,Pinnularia lata,diatoms,387127,Pinnularia,genus,433094,Pinnulariaceae,431889,Naviculales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Pinnularia,,,,sp.,,,,Pinnularia sp.,diatoms,387127,Pinnularia,genus,433094,Pinnulariaceae,431889,Naviculales,69587,Bacillariophyceae,432613,Ochrophyta,,
,,Pleurosigma,,,,directum,,,,Pleurosigma directum,diatoms,82167,Pleurosigma,genus,,,,,,,432613,Ochrophyta,,
