Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,comments
,,Candeina,,,,nitida,,,,Candeina nitida,planktic_foraminfera,Candeina nitida,,
,,Dentoglobigerina,,,,altispira,,,,Dentoglobigerina altispira,planktic_foraminfera,Dentoglobigerina altispira,,
,,Dentoglobigerina,,,,baroemoenensis,,,,Dentoglobigerina baroemoenensis,planktic_foraminfera,Dentoglobigerina baroemoenensis,,
,,Globigerina,,,,bulloides,,,,Globigerina bulloides,planktic_foraminfera,Globigerina bulloides,,
,,Globigerina,,,,falconensis,,,,Globigerina falconensis,planktic_foraminfera,Globigerina falconensis,,
,,Globigerina,,,,rubescens,,,,Globigerina rubescens,planktic_foraminfera,Globigerina rubescens,,
,,Globigerinella,,,,calida,,,,Globigerinella calida,planktic_foraminfera,Globigerinella calida,,
,,Globigerinella,,,,siphonifera,,,,Globigerinella siphonifera,planktic_foraminfera,Globigerinella siphonifera,,
,,Globigerinita,,,,glutinata,,,,Globigerinita glutinata,planktic_foraminfera,Globigerinita glutinata,,
,,Globigerinoides,,,,bulloideus,,,,Globigerinoides bulloideus,planktic_foraminfera,Globigerinoides bulloideus,,
,,Globigerinoides,,,,conglobatus,,,,Globigerinoides conglobatus,planktic_foraminfera,Globigerinoides conglobatus,,
,,Globigerinoides,,,,extremus,,,,Globigerinoides extremus,planktic_foraminfera,Globigerinoides extremus,,
,,Globigerinoides,,,,fistulosus,,,,Globigerinoides fistulosus,planktic_foraminfera,Globigerinoides fistulosus,,
,,Globigerinoides,,,,immaturus,,,,Globigerinoides immaturus,planktic_foraminfera,Globigerinoides immaturus,,
,,Globigerinoides,,,,obliquus,,,,Globigerinoides obliquus,planktic_foraminfera,Globigerinoides obliquus,,
,,Globigerinoides,,,,pyramidalis,,,,Globigerinoides pyramidalis,planktic_foraminfera,Globigerinoides pyramidalis,,
,,Globigerinoides,,,s.l.,ruber,,,,Globigerinoides s.l. ruber,planktic_foraminfera,"Globigerinoides ruber s.l. Wang, 2000",,
,,Globigerinoides,,,s.s.,ruber,,,,Globigerinoides s.s. ruber,planktic_foraminfera,Globigerinoides ruber s.s.,,
,,Globigerinoides,,,,sacculifer,,,,Globigerinoides sacculifer,planktic_foraminfera,Globigerinoides sacculifer,,
,,Globigerinoides,,,,sacculifer,,,without sac,Globigerinoides sacculifer (without sac),planktic_foraminfera,Globigerinoides sacculifer (without sac),,
,,Globigerinoides,,,,subquadratus,,,,Globigerinoides subquadratus,planktic_foraminfera,Globigerinoides subquadratus,,
,,Globigerinoides,,,,trilobus,,,,Globigerinoides trilobus,planktic_foraminfera,Globigerinoides trilobus,,
,,Globoconella,,,,inflata,,,,Globoconella inflata,planktic_foraminfera,Globoconella inflata,,
,,Globorotalia,,,,crassaformis,,,,Globorotalia crassaformis,planktic_foraminfera,Globorotalia crassaformis,,
,,Globorotalia,,,,flexuosa,,,,Globorotalia flexuosa,planktic_foraminfera,Globorotalia flexuosa,,
,,Globorotalia,,,,humerosa,,,,Globorotalia humerosa,planktic_foraminfera,Globorotalia humerosa,,
,,Globorotalia,,,,limbata,,,,Globorotalia limbata,planktic_foraminfera,Globorotalia limbata,,
,,Globorotalia,,,,margaritae,,,,Globorotalia margaritae,planktic_foraminfera,Globorotalia margaritae,,
,,Globorotalia,,,,menardii,,,,Globorotalia menardii,planktic_foraminfera,Globorotalia menardii,,
,,Globorotalia,,,,multicamerata,,,,Globorotalia multicamerata,planktic_foraminfera,Globorotalia multicamerata,,
,,Globorotalia,,,,pertenuis,,,,Globorotalia pertenuis,planktic_foraminfera,Globorotalia pertenuis,,
,,Globorotalia,,,,plesiotumida,,,,Globorotalia plesiotumida,planktic_foraminfera,Globorotalia plesiotumida,,
,,Globorotalia,,,,tosaensis,,,,Globorotalia tosaensis,planktic_foraminfera,Globorotalia tosaensis,,
,,Globorotalia,,,,truncatulinoides,,,,Globorotalia truncatulinoides,planktic_foraminfera,Globorotalia truncatulinoides,,
,,Globorotalia,,,,tumida,,,,Globorotalia tumida,planktic_foraminfera,Globorotalia tumida,,
,,Globorotalia,,,,ungulata,,,,Globorotalia ungulata,planktic_foraminfera,Globorotalia ungulata,,
,,Globoturborotalita,,,,apertura,,,,Globoturborotalita apertura,planktic_foraminfera,Globoturborotalita apertura,,
,,Globoturborotalita,,,,woodi,,,,Globoturborotalita woodi,planktic_foraminfera,Globoturborotalita woodi,,
