unique names ,4656
unique names of taxa ,4633
"unique names of non-taxa (ex, 'pyrite' 'terrestrial organic matter')",23
unique names of higher taxonomic names (any taxon above genus) ,89
unique genera ,1060
unique below genus ,4542
unique below species ,138
