name,taxon_group,pbdb_taxon_id,verbatim_name,comment
Sphaeropyle langii-robusta,radiolarians,302,Sphaeropyle langii/robusta group,
Sphaeropyle robusta,radiolarians,302,Sphaeropyle robusta,
Sphaeropyle tetrapila,radiolarians,302,Sphaeropyle tetrapila,
Sphaerozoum punctatum,radiolarians,304,Sphaerozoum punctatum,
Sphagnum sp.,palynology,321353,Spores of Sphagnum; Sphagnum,
Sphenolithus abies,nannofossils,255390,Sphenolithus abies,
Sphenolithus akropodus,nannofossils,255390,Sphenolithus akropodus,
Sphenolithus anarrhopus,nannofossils,255390,Sphenolithus anarrhopus,
Sphenolithus arthurii,nannofossils,255390,Sphenolithus arthurii,
Sphenolithus aubryae,nannofossils,255390,Sphenolithus aubryae,
Sphenolithus belemnos,nannofossils,255390,Sphenolithus belemnos,
Sphenolithus calyculus,nannofossils,255390,Sphenolithus calyculus,
Sphenolithus capricornutus,nannofossils,255390,Sphenolithus capricornutus,
Sphenolithus celsus,nannofossils,255390,Sphenolithus celsus,
Sphenolithus cf. abies,nannofossils,255390,Sphenolithus cf. abies,
Sphenolithus cf. belemnos,nannofossils,255390,Sphenolithus cf. belemnos,
Sphenolithus cf. delphix,nannofossils,255390,Sphenolithus cf. delphix,
Sphenolithus cf. neoabies,nannofossils,255390,Sphenolithus cf. neoabies,
Sphenolithus ciperoensis,nannofossils,255390,Sphenolithus ciperoensis,
Sphenolithus compactus,nannofossils,255390,Sphenolithus compactus,
Sphenolithus conicus,nannofossils,255390,Sphenolithus conicus,
Sphenolithus conspicuus,nannofossils,255390,Sphenolithus conspicuus,
Sphenolithus cuniculus,nannofossils,255390,Sphenolithus cuniculus,
Sphenolithus delphix,nannofossils,255390,Sphenolithus delphix,
Sphenolithus disbelemnos,nannofossils,255390,Sphenolithus disbelemnos,
Sphenolithus dissimilis,nannofossils,255390,Sphenolithus dissimilis,
Sphenolithus distentus,nannofossils,255390,Sphenolithus distentus,
Sphenolithus editus,nannofossils,255390,Sphenolithus editus,
Sphenolithus furcatolithoides,nannofossils,255390,Sphenolithus furcatolithoides,
Sphenolithus furcatolithoides morph A,nannofossils,255390,Sphenolithus furcatolithoides morph A,
Sphenolithus furcatolithoides morph B,nannofossils,255390,Sphenolithus furcatolithoides morph B,
Sphenolithus grandis,nannofossils,255390,Sphenolithus grandis,
Sphenolithus hetermorphus,nannofossils,255390,Sphenolithus hetermorphus,
Sphenolithus heteromorphus,nannofossils,255390,Sphenolithus heteromorphus; Sphenolithus heteromorpha,
Sphenolithus moriformis,nannofossils,255390,Sphenolithus moriformis; Sphenolithus moriformis gr.,
Sphenolithus neoabies,nannofossils,255390,Sphenolithus neoabies,
Sphenolithus obtusus,nannofossils,255390,Sphenolithus obtusus,
Sphenolithus orphanknollensis,nannofossils,255390,Sphenolithus orphanknollensis,
Sphenolithus pospichalii,nannofossils,255390,Sphenolithus pospichalii,
Sphenolithus predistentus,nannofossils,255390,Sphenolithus predistentus,
Sphenolithus primus,nannofossils,255390,Sphenolithus primus,
Sphenolithus pseudoheteromorphus,nannofossils,255390,Sphenolithus pseudoheteromorphus,
Sphenolithus pseudoradians,nannofossils,255390,Sphenolithus pseudoradians,
Sphenolithus radians,nannofossils,255390,Sphenolithus radians,
Sphenolithus runus,nannofossils,255390,Sphenolithus runus,
Sphenolithus spiniger,nannofossils,255390,Sphenolithus spiniger,
Sphenolithus spp.,nannofossils,255390,Sphenolithus spp.,
Sphenolithus strigosus,nannofossils,255390,Sphenolithus strigosus,
Sphenolithus tribulosus,nannofossils,255390,Sphenolithus tribulosus,
Sphenolithus villae,nannofossils,255390,Sphenolithus villae,
Sphynctolethus pacificus,diatoms,71274,Sphynctolethus pacificus,
Spinidinium macmurdoense,dinoflagellates,277897,Spinidinium macmurdoense,
Spinidinium schellenbergii,dinoflagellates,277897,Spinidinium schellenbergii,
Spiniferites belerius,dinoflagellates,264663,Spiniferites belerius,
Spiniferites elongatus,palynology,264663,Spiniferites elongatus,
Spiniferites mirabilis,palynology,264663,Spiniferites mirabilis,
Spiniferites ramosus,palynology,264663,Spiniferites ramosus,
Spiniferites spp.,dinoflagellates,264663,Spiniferites spp.,
Spirillina sp.,benthic_forams,2582,Spirillina sp.,
Spirillina spp.,benthic_forams,2582,Spirillina spp.,
Spirocyrtis sp.,radiolarians,654,Spirocyrtis sp.,
Spiroloculina bradyi,benthic_forams,2589,Spiroloculina bradyi,
Spiroloculina canaliculata,benthic_forams,2589,Spiroloculina canaliculata,
Spiroloculina corrugata,benthic_forams,2589,Sprioloculina corrugata,
Spiroloculina depressa,benthic_forams,2589,Spiroloculina depressa,
Spiroloculina excavata,benthic_forams,2589,Spiroloculina excavata,
Spiroloculina rotunda,benthic_forams,2589,Spiroloculina rotunda,
Spiroloculina sp.,benthic_forams,2589,Spiroculina sp.; Spiroloculina sp. N/A; Spiroloculina; Spiroloculina sp.,
Spiroloculina spp.,benthic_forams,2589,Spiroloculina spp.; Spiroloculina spp.?,
Spiroloculina tenui,benthic_forams,2589,Spiroloculina tenui,
Spirophthalmidium cf. actuimargo,benthic_forams,240113,Spirophtalmidium cf. actuimargo,
Spiroplectammina cubensis,benthic_forams,2592,Spiroplectammina cubensis,
Spiroplectammina sp.,benthic_forams,2592,Spiroplectammina sp.,
Spiroplectammina sp. A,benthic_forams,2592,Spiroplectammina sp. A,
Spiroplectammina spectabilis,benthic_forams,2592,Spiroplectammina spectabilis,
Spiroplectammina spectablis,benthic_forams,2592,Spiroplectammina spectablis,
Spiroplectammina spp.,benthic_forams,2592,Spiroplectammina spp.,
Spiroplectammina steinekei,benthic_forams,2592,Spiroplectammina steinekei,
Spiroplectella earlandi,benthic_forams,429518,Spiroplectella earlandi,
Spiroplectinata annectens,benthic_forams,2594,Spiroplectinata annectens,
Spiroplectinella sp.,benthic_forams,2595,Spirolectinella,
Spiroplectoides cubensis,benthic_forams,351886,Spiroplectoides cubensis,
Spirosigmoilina distorta,benthic_forams,2597,Spirosigmoilina distorta,
Spirosigmoilina pusilla,benthic_forams,2597,Spirosigmoilina pusilla,
Spirosigmoilina tenuis,benthic_forams,2597,Spirosigmoilopsis tenuis; Spirosigmoilina tenuis,genus misspelled
Spirosigmoilinella compressa,benthic_forams,2598,Spirosigmoilinella compressa; Spirosigmoillina compressa,genus misspelled
Spirosigmoilinella sp.,benthic_forams,2598,Spirosigmoilinella  sp.,
Spirotextularia fistulosa,benthic_forams,429515,Spirotextularia fistulosa,
Spirotextularia spp.,benthic_forams,429515,Spirotextularia spp.,
Spirotextularia tubulosa,benthic_forams,429515,Spirotextularia tubulosa,
Spongaster berminghami,radiolarians,306,Spongaster berminghami,
Spongaster pentas,radiolarians,306,Spongaster pentas,
Spongaster tetras,radiolarians,306,Spongaster tetras,
Spongaster tetras tetras,radiolarians,306,Spongaster tetras tetras,
Spongatractus balbis,radiolarians,308,Spongatractus balbis,
Spongatractus pachystylus,radiolarians,308,Spongatractus pachystylus,
Spongocore puella,radiolarians,314,Spongocore puella,
Spongocore sp.,radiolarians,314,Spongocore sp.,
Spongodiscus cruciferus,radiolarians,315,Spongodiscus cruciferus,
Spongodiscus resurgens,radiolarians,315,Spongodiscus resurgens,
Spongodiscus rhabdostylus,radiolarians,315,Spongodiscus rhabdostylus,
Spongodiscus sp.,radiolarians,315,Spongodiscus sp. (Ling 1973); Spongodiscus sp.,
Spongoplegma sp.,radiolarians,319,Spongoplegma sp.,
Spongopyle osculosa,radiolarians,321,Spongopyle osculosa,
Spongosphaera sp.,radiolarians,152639,Spongosphaera sp.,
Spongotrochus glacialis,radiolarians,326,Spongotrochus glacialis,
Spongotrochus sp. A,radiolarians,326,Spongotrochus sp. A Abelmann,
Spongurus bilobatus,radiolarians,328,Spongurus bilobatus,
Spongurus cylindricus,radiolarians,328,Spongurus cylindricus,
Spongurus pylomaticus,radiolarians,328,Spongurus pylomaticus,
Spongurus sp.,radiolarians,328,Spongurus sp.,
Stainforthia aff. fusiformis,benthic_forams,2606,Stainforthia aff. fusiformis,
Stainforthia complanata,benthic_forams,2606,Stainforthia complanata,
Stainforthia exilis var. tenuata,benthic_forams,2606,Stainforthia exilis var. tenuata,
Stainforthia fusiformis,benthic_forams,2606,Stainforthia fusiformis,
Stainforthia sandiegoensis,benthic_forams,2606,Stainforthia sandiegoensis,
Stainforthia sp.,benthic_forams,2606,Stainforthia sp.,
Stainforthia spp.,benthic_forams,2606,Stainforthia spp.,
Stainforthia tenuata,benthic_forams,2606,Stainforthia tenuata,
Staurolithites angustus,nannofossils,87876,Staurolithites angustus,
Staurolithites flavus,nannofossils,87876,Staurolithites flavus,
Staurolithites gausorhethium,nannofossils,87876,Staurolithites gausorhethium,
Staurolithites mutterlosei,nannofossils,87876,Staurolithites mutterlosei,
Staurolithites siesseri,nannofossils,87876,Staurolithites siesseri,
Staurolithites sp.,nannofossils,87876,Staurolithites,
Staurolithites spp.,nannofossils,87876,Staurolithites spp.,
Stauroneis spp.,diatoms,442332,Stauroneis spp.,
Stauroxiphos communis,radiolarians,432808,Stauroxiphos communis,
Stellarima microtrias,diatoms,71275,Stellarima microtrias,
Stellarima stellaris,diatoms,71275,Stellarima stellaris,
Stensioeina beccariiformis,benthic_forams,2612,Stensioeina beccariiformis,
Stephanocha Distephanus pseudofibula,diatoms,434215,Stephanocha (Distephanus) pseudofibula,
Stephanodiscus astraea,diatoms,351512,Stephanodiscus astraea,
Stephanonycites variegatus,diatoms,433875,Stephanonycites variegatus,
Stephanopyxis dimorpha,diatoms,71276,Stephanopyxis dimorpha,
Stephanopyxis grunowii,diatoms,71276,Stephanopyxis grunowii,
Stephanopyxis horridus,diatoms,71276,Stephanopyxis horridus,
Stephanopyxis palmeriana,diatoms,71276,Stephanopyxis palmeriana,
Stephanopyxis sp.,diatoms,71276,Stephanopyxis sp. C MSSTS,
Stephanopyxis spinossima,diatoms,71276,Stephanopyxis spinossima,
Stephanopyxis spp.,diatoms,71276,Stephanopyxis spp.,
Stephanopyxis turris,diatoms,71276,Stephanopyxis turris,
Stichocorys armata,radiolarians,663,Stichocorys armata,
Stichocorys delmontensis,radiolarians,663,Stichocorys delmontensis,
Stichocorys johnsoni,radiolarians,663,Stichocorys johnsoni,
Stichocorys peregrina,radiolarians,663,Stichocorys pergrina; Stichocorys peregrina,
Stichocorys seriata,radiolarians,663,Stichocorys seriata,
Stichocorys sp.,radiolarians,663,Stichocorys sp.,
Stichocorys spp.,radiolarians,663,Stichocorys spp. group,
Stichocorys wolffii,radiolarians,663,Stichocorys wolffii,
Stictodiscus hardmanianus,diatoms,82174,Stictodiscus hardmanianus,
Stilostomella abyssorum,benthic_forams,2616,Stilostomella abyssorum,
Stilostomella antillea,benthic_forams,2616,Stilostomella antillea,
Stilostomella consobrina,benthic_forams,2616,Stilostomella consobrina,
Stilostomella fistuca,benthic_forams,2616,Stilostomella fistuca,
Stilostomella gracillima,benthic_forams,2616,Stilostomella gracillima,
Stilostomella holoserica,benthic_forams,2616,Stilostomella holoserica,
Stilostomella lepidula,benthic_forams,2616,Stilostomella lepidula,
Stilostomella paleocenica,benthic_forams,2616,Stilostomella paleocenica,
Stilostomella sp.,benthic_forams,2616,Stilostomella sp.; Stilostomella,
Stilostomella spp.,benthic_forams,2616,Stilostominella spp.; Stilostomella spp.,
Stilostomella subspinosa,benthic_forams,2616,Stilostomella subspinosa,
Stilostomella subtertenuata,benthic_forams,2616,Stilostomella subtertenuata,
Stilostomellidae indet.,benthic_forams,155931,Stillostomellids; Stillostomellidae indet.,
Stoverius achylosus,nannofossils,87845,Stoverius achylosus,
Stoverius coronatus,nannofossils,87845,Stoverius coronatus,
Streblacantha circumtexta,radiolarians,452867,additional species: Streblacantha circumtexta,
Strictocostella scharbergana,benthic_forams,2627,Strictocostella scharbergana,
Strictocostella sp.,benthic_forams,2627,Strictocostella sp.,
Stylacontarium acquilonium,radiolarians,85204,Stylacontarium acquilonium,
Stylatractus ? plato,radiolarians,346,Stylatractus plato?,
Stylatractus neptunus,radiolarians,346,Stylatractus neptunus,
Stylatractus santaeannae,radiolarians,346,Stylatractus santaeannae,
Stylatractus sp.,radiolarians,346,Stylatractus sp.,
Stylatractus universus,radiolarians,346,Stylatractus universus,
Stylochlamydium asteriscus,radiolarians,347,Stylochlamydium asteriscus,
Stylochlamydium bensoni,radiolarians,347,Stylochlamydium bensoni,
Stylochlamydium venustum,radiolarians,347,Stylochlamidium  venustum; Stylochlamydium venustum,
Stylodictya aculeata,radiolarians,349,Stylodictya aculeata,
Stylodictya arachnia,radiolarians,349,Stylodictya arachnia,
Stylodictya multispina,radiolarians,349,Stylodictya multispina,
Stylodictya sp.,radiolarians,349,Stylodictya sp.,
Stylodictya spp.,radiolarians,349,Stylodictya spp.,
Stylodictya tenuispina,radiolarians,349,Stylodictya tenuispina,
Stylodictya validispina,radiolarians,349,Stilodictya validispina; Stylodictya validispina,
Stylosphaera minor,radiolarians,350,Stylosphaera minor,
Stylosphaera sp.,radiolarians,350,Stylosphaera sp.,
Stylotrochus nitidus,radiolarians,165526,Stylotrochus nitidus,
Subbotina angiporoides,planktic_forams,2631,Subbotina angiporoides,
Subbotina angiporoides minima,planktic_forams,2631,Subbotina angiporoides minima,
Subbotina brevis,planktic_forams,2631,Subbotina brevis,
Subbotina cancellata,planktic_forams,2631,Subbotina cancellata; additional species: Subbotina cancellata,
Subbotina corpulenta,planktic_forams,2631,Subbotina corpulenta (Subbotina) 1953 p 76-78 pl IX figs 5-7 pl X figs 2-4; Subbotina corpulenta,
Subbotina crociapertura,planktic_forams,2631,Subbotina crociapertura,
Subbotina eocaena,planktic_forams,2631,Subbotina eocaena,
Subbotina eocaenica,planktic_forams,2631,Subbotina eocaenica,
Subbotina eoceana,planktic_forams,2631,Subbotina eoceana,
Subbotina euapertura,planktic_forams,2631,Subbotina euapertura,
Subbotina gortanii,planktic_forams,2631,Subbotina gortanii,
Subbotina hagni,planktic_forams,2631,Subbotina hagni,
Subbotina hornibrooki,planktic_forams,2631,Subbotina hornibrooki,
Subbotina inaequispira,planktic_forams,2631,Subbotina inaequispira,
Subbotina jacksonensis,planktic_forams,2631,Subbotina jacksonensis,
Subbotina linaperta,planktic_forams,2631,Subbotina linaperta,
Subbotina lozanoi,planktic_forams,2631,Subbotina lozanoi,
Subbotina patagonica,planktic_forams,2631,Subbotina patagonica,
Subbotina pseudoeocaena,planktic_forams,2631,Subbotina pseudoeocaena,
Subbotina roesnaesensis,planktic_forams,2631,Subbotina roesnaesensis,
Subbotina s.l. eocaena,planktic_forams,2631,Subbotina eocaena s.l.,
Subbotina s.l. linaperta,planktic_forams,2631,Subbotina linaperta s.l.,
Subbotina senni,planktic_forams,2631,Subbotina senni,
Subbotina spp.,planktic_forams,2631,Subbotina spp.,
Subbotina triangularis,planktic_forams,2631,Subbotina triangularis,
Subbotina triloculinoides,planktic_forams,2631,Subbotina triloculinoides,
Subbotina trivialis,planktic_forams,2631,Subbotina trivialis,
Subbotina utilisindex,planktic_forams,2631,"Subbotina utilisindex (Jenkins and Orr, 1973); Subbotina utilisindex",
Subbotina utilsindex,planktic_forams,2631,Subbotina utilsindex,
Subbotina velascoensis,planktic_forams,2631,Subbotina velascoensis,
Subbotina yeguaensis,planktic_forams,2631,"Subbotina yeguaensis (Weinierl & Applin, 1929); Subbotina yeguaensis",
Subreophax aduncus,benthic_forams,247340,Subreophax aduncus,
Subreophax cf. scalaris,benthic_forams,247340,Subreophax sp. cf. Subreophax scalaris,
Subreophax scalaris,benthic_forams,247340,Subreophax scalaris,
Surirella fluminensis,diatoms,433619,Surirella fluminensis,
Surirella spp.,diatoms,433619,Surirella spp.,
Synedra jouseana,diatoms,82175,Synedra jouseana,
Synedra miocenica,diatoms,82175,Synedra miocenica,
Synedra sp.1,diatoms,82175,Synedra sp.1,
Synedra spp.,diatoms,82175,Synedra spp.,
Synedra tabulata var. rupicola,diatoms,82175,Synedra tabulata var. rupicola,
Synedra unla,diatoms,82175,Synedra ulna,
Synedropsis cheethamii,diatoms,433420,Synedropsis cheethamii,
Synedropsis sp.,diatoms,433420,Synedropsis sp.,
Synedropsis sp. C,diatoms,433420,Synedropsis sp. C,
Synedropsis spp.,diatoms,433420,Syndedropsis spp.,
Syracosphaera histrica,nannofossils,270678,Syracosphaera histrica,
Syracosphaera lamina,nannofossils,270678,Syracosphaera lamina,
Syracosphaera pulchra,nannofossils,270678,Syracosphaera pulchra,
Syracosphaera spp.,nannofossils,270678,Syracosphaera spp. (Neogene); Syracosphaera spp. (Paleogene); Syracosphaera spp.,
Tabellaria spp.,diatoms,442336,tabellaria spp.,
Takayanagia delicata,benthic_forams,2643,Takayanagia delicata,
Tamarix sp.,palynology,434786,Tamarix,
Tappanina laciniosa,benthic_forams,2647,Tappanina laciniosa,
Tappanina selmensis,benthic_forams,2647,Tappanina selmensis,
Tappanina sp.,benthic_forams,2647,Tappanina sp.,
Taraxacum sp.,palynology,435008,Taraxacum,
Taxus sp.,palynology,434997,Taxus,this is a homonym of a mammal already in the PBDB
Technitella sp.,benthic_forams,2650,Technitella sp.,
Tegumentum sp.,nannofossils,87860,Tegumentum,
Tegumentum stradneri,nannofossils,87860,Tegumentum stradneri,
Tenuitella anfracta,planktic_forams,2652,Tenuitella anfracta,
Tenuitella angustiumbilicata,planktic_forams,2652,Tenuitella angustiumbilicata,
Tenuitella clemenciae,planktic_forams,2652,Tenuitella clemenciae,
Tenuitella gemma,planktic_forams,2652,Tenuitella gemma; additional species: Tenuitella gemma,
Tenuitella munda,planktic_forams,2652,Tenuitella munda; Tenuitella munda _T_,
Tenuitella sp.,planktic_forams,2652,Tenuitella,
Tenuitella spp.,planktic_forams,2652,Tenuitutella spp.; Tenuitella spp. N/A,AF: genus is likely Tenuitella
Tenuitellinata angustiumbilicata,planktic_forams,423707,Tenuitellinata angustiumbilicata,
Tenuitellinata praestainforthi,planktic_forams,423707,Tenuitellinata praestainforthi,
Tetracyclus spp.,diatoms,442339,Tetracyclus spp.,
Tetralithoides quadrilaminata,nannofossils,432537,Tetralithoides quadrilaminata,
Tetralithoides symeonidesii,nannofossils,432537,Tetralithoides symeonidesii,
Tetrapodorhabdus decorus,nannofossils,87830,Tetrapodorhabdus decorus,
Tetrapyle octacantha,radiolarians,360,Tetrapyle octacatha; Tetrapyle octacantha,
Tetrapyle sp.,radiolarians,360,Tetrapyle sp.,
Textularia agglutinans,benthic_forams,2661,Textularia agglutinans,
Textularia catenata,benthic_forams,2661,Textularia catenata,
Textularia lateralis,benthic_forams,2661,Textularia lateralis,
Textularia lythostrota,benthic_forams,2661,Textularia lythostrota,
Textularia miozea,benthic_forams,2661,Textularia miozea,
Textularia pseudogramen,benthic_forams,2661,Textularia pseudogramen,
Textularia secasensis,benthic_forams,2661,Textularia secasensis,
Textularia sp.,benthic_forams,2661,Textularia sp.; Textularia,
Textularia sp. 1,benthic_forams,2661,Textularia sp. 1,
Textularia spp.,benthic_forams,2661,Texturalia spp.; Textularia spp.,genus misspelled
Textularia zeaggluta,benthic_forams,2661,Textularia zeaggluta,
Textulariella barrettii,benthic_forams,2662,Textulariella barrettii,
Textulariella spp.,benthic_forams,2662,Textulariella spp.?,
Textulariia indet.,benthic_forams,434530,Agglutinated gen. et sp. indet.; Agglutinated spp. (indeterminate); Agglutinated Foram. gen. et sp. indet.; Agglutinated indet.; Unidentified agglutinants; Tube-shaped agglutinated forms; Tube-shaped agglutinated form.; Undifferentiated agglutinate; Agglutinated,not a specific taxa; not a specific taxa; not a taxa; not a taxa; not a specific taxa
