Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments
,,Eggerella,,,,spp.,,,,Eggerella spp.,benthic_forams,Eggerella spp.,,,"in PBDB, but classification differs to WoRMS",
,,Ehrenbergina,,,,bicornis,,,,Ehrenbergina bicornis,benthic_forams,Ehrenbergina bicornis,,,"In PBDB, unresolved relationships",
,,Ehrenbergina,,,,carinata,,,,Ehrenbergina carinata,benthic_forams,Ehrenbergina carinata,,,"In PBDB, unresolved relationships",
,,Ehrenbergina,,,,glabra,,,,Ehrenbergina glabra,benthic_forams,Ehrenbergina glabra,,,"In PBDB, unresolved relationships",
,,Ehrenbergina,,,,histrix,,,,Ehrenbergina histrix,benthic_forams,Ehrenbergina histrix,,,"In PBDB, unresolved relationships",
,,Ehrenbergina,,,,marwicki,,,,Ehrenbergina marwicki,benthic_forams,Ehrenbergina marwicki,,,"In PBDB, unresolved relationships",
,,Ehrenbergina,,,,pacifica,,,,Ehrenbergina pacifica,benthic_forams,Ehrenbergina pacifica,,,"In PBDB, unresolved relationships",
,,Ehrenbergina,,,?,pupa,,,,Ehrenbergina ? pupa,benthic_forams,Ehrenbergina pupa?,,,"In PBDB, unresolved relationships",
,,Ehrenbergina,,,,sp.,,,,Ehrenbergina sp.,benthic_forams,Ehrenbergina sp.,,,"In PBDB, unresolved relationships",
,,Ehrenbergina,,,,spp.,,,,Ehrenbergina spp.,benthic_forams,Ehrenbergina spp.,,,"In PBDB, unresolved relationships",
,,Ehrenbergina,,,,trigona,,,,Ehrenbergina trigona,benthic_forams,Ehrenbergina trigona,,,"In PBDB, unresolved relationships",
,,Eilohedra,,,,rotunda,,,,Eilohedra rotunda,benthic_forams,Eilohedra rotunda,,,"in PBDB, so it will be classified correctly",
,,Eilohedra,,,,vitrea,,,,Eilohedra vitrea,benthic_forams,Eilohedra vitrea,,,"in PBDB, so it will be classified correctly",
,,Elphidium,,,,craticulatum,,,,Elphidium craticulatum,benthic_forams,Elhpidium craticulatum,,,"in PBDB, but classification differs to WoRMS",
,,Ellipsodimorphina,,,,macrocephala,,,,Ellipsodimorphina macrocephala,benthic_forams,Ellipsodimorphina macrocephala,,"in PBDB, but Unaccepted; Accepted as Nodosarella (Rzehak, 1895)",,
,,Ellipsodimorphina,,,,spp.,,,,Ellipsodimorphina spp.,benthic_forams,Ellipsodimorphina spp.,,"in PBDB, but Unaccepted; Accepted as Nodosarella (Rzehak, 1895)",,
,,Ellipsoglandulina,,,,sp.,,,,Ellipsoglandulina sp.,benthic_forams,Ellipsoglandulina sp.,,,"in PBDB, so it will be classified correctly",
,,Ellipsoidella,,,,sp.,,,,Ellipsoidella sp.,benthic_forams,Ellipsoidella  sp.,,,"in PBDB, so it will be classified correctly",
,,Ellipsoidina,,,,sp.,,,,Ellipsoidina sp.,benthic_forams,Ellipsoidina sp.,,,"in PBDB, so it will be classified correctly",
,,Elongobula,,,,parallela,,,,Elongobula parallela,benthic_forams,Elongobula parallela,,,"in PBDB, but higher taxonomic ranks are missing",
,,Elphidiella,,,,sp.,,,,Elphidiella sp.,benthic_forams,Elphidiella sp.,,,"in PBDB, so it will be classified correctly",
,,Elphidiella,,,,spp.,,,,Elphidiella spp.,benthic_forams,Elphidiella spp.,,,"in PBDB, so it will be classified correctly",
,,Elphidium,,,,aculeatum,,,,Elphidium aculeatum,benthic_forams,Elphidium aculeatum,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,advenum,,,,Elphidium advenum,benthic_forams,Elphidium advenum,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,advenum,,limbatum,,Elphidium advenum limbatum,benthic_forams,Elphidium advenum limbatum,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,cf.,jenseni,,,,Elphidium cf. jenseni,benthic_forams,Elphidium cf. jenseni,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,charlottensis,,,,Elphidium charlottensis,benthic_forams,Elphidium charlottensis,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,crispum,,,,Elphidium crispum,benthic_forams,Elphidium crispum,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,excavatum,,,,Elphidium excavatum,benthic_forams,Elphidium excavatum,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,hampdenense,,,,Elphidium hampdenense,benthic_forams,Elphidium hampdenense,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,macellum,,,,Elphidium macellum,benthic_forams,Elphidium macellum,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,magellanicum,,,,Elphidium magellanicum,benthic_forams,Elphidium magellanicum,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,novozealandicum,,,,Elphidium novozealandicum,benthic_forams,Elphidium novozealandicum,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,saginatum,,,,Elphidium saginatum,benthic_forams,Elphidium saginatum,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,sp.,,,,Elphidium sp.,benthic_forams,Elphidium sp.,,,"in PBDB, but classification differs to WoRMS",
,,Elphidium,,,,spp.,,,,Elphidium spp.,benthic_forams,Elphidium spp.,,,"in PBDB, but classification differs to WoRMS",
,,Eouvigerina,,,,sp.,,,,Eouvigerina sp.,benthic_forams,Eouvigerina sp.,,,"in PBDB, so it will be classified correctly",
,,Eouvigerina,,,,spp.,,,,Eouvigerina spp.,benthic_forams,Eouvigerina spp.,,,"in PBDB, so it will be classified correctly",
,,Epistomina,,,,sp.,,,,Epistomina sp.,benthic_forams,Epistomina sp.,,,"in PBDB, so it will be classified correctly",
,,Epistominella,,,,exigua,,,,Epistominella exigua,benthic_forams,Epistominella exigua,,,"in PBDB, but classification differs to WoRMS",
,,Epistominella,,,,pacifica,,,,Epistominella pacifica,benthic_forams,Epistominella pacifica,,,"in PBDB, but classification differs to WoRMS",
,,Epistominella,,,,pulchella,,,,Epistominella pulchella,benthic_forams,Epistominella pulchella,,,"in PBDB, but classification differs to WoRMS",
,,Epistominella,,,,smithi,,,,Epistominella smithi,benthic_forams,Epistominella smithi,,,"in PBDB, but classification differs to WoRMS",
,,Epistominella,,,,sp.,,,,Epistominella sp.,benthic_forams,Epistominella sp.,,,"in PBDB, but classification differs to WoRMS",
,,Epistominella,,,,spp.,,,,Epistominella spp.,benthic_forams,Epistominella spp.,,,"in PBDB, but classification differs to WoRMS",
,,Epistominella,,,?,umbonifera,,,,Epistominella ? umbonifera,benthic_forams,Epistominella umbonifera ?,,,"in PBDB, but classification differs to WoRMS",
,,Epistominella,,,,vitrea,,,,Epistominella vitrea,benthic_forams,Epistominella vitrea,,,"in PBDB, but classification differs to WoRMS",
,,Eponides,,,,concinnus,,,,Eponides concinnus,benthic_forams,Eponides concinnus,,,"in PBDB, so it will be classified correctly",
,,Eponides,,,,regularis,,,,Eponides regularis,benthic_forams,Eponides regularis,,,"in PBDB, so it will be classified correctly",
,,Eponides,,,,repandus,,,,Eponides repandus,benthic_forams,Eponides repandus,,,"in PBDB, so it will be classified correctly",
,,Eponides,,,,sp.,,,,Eponides sp.,benthic_forams,Eponides sp.,,,"in PBDB, so it will be classified correctly",
,,Eubuliminella,,,,exilis,,,,Eubuliminella exilis,benthic_forams,Eubuliminella exilis,,,"in PBDB, but classification differs to WoRMS",
,,Euloxostomum,,,,pseudobeyrichi,,,,Euloxostomum pseudobeyrichi,benthic_forams,Euloxostomum pseudobeyrichi,,,"in PBDB, but classification differs to WoRMS",
,,Eusphaeroidina,,,,inflata,,,,Eusphaeroidina inflata,benthic_forams,Eusphaeroidina inflata,,,"in PBDB, so it will be classified correctly",
,,Euuvigerina,,,,bortotara,,,,Euuvigerina bortotara,benthic_forams,Euuvigerina bortotara,,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)",,
,,Euuvigerina,,,cf.,peregrina,,,,Euuvigerina cf. peregrina,benthic_forams,Euuvigerina cf. peregrina,,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)",,
,,Euuvigerina,,,,miozea,,,,Euuvigerina miozea,benthic_forams,Euuvigerina miozea,,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)",,
,,Euuvigerina,,,,pliozea,,,,Euuvigerina pliozea,benthic_forams,Euuvigerina pliozea,,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)",,
,,Euuvigerina,,,,sp.,,,,Euuvigerina sp.,benthic_forams,Euuvigerina sp.,,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)",,
,,Euuvigerina,,,,spp.,,,,Euuvigerina spp.,benthic_forams,Euuvigerina spp.,,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)",,
,,Euuvigerina,,,,wanzea,,,,Euuvigerina wanzea,benthic_forams,Euuvigerina wanzea,,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)",,
,,Evolvocassidulina,,,,spp.,,,,Evolvocassidulina spp.,benthic_forams,Evolvocassidulina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Falsoguttulina,,,,sp.,,,,Falsoguttulina sp.,benthic_forams,Falsoguttulina sp.,,,"in PBDB, so it will be classified correctly",
,,Favocassidulina,,,,favus,,,,Favocassidulina favus,benthic_forams,Favocassidulina favus,,,"in PBDB, so it will be classified correctly",
,,Favocassidulina,,,,spinifer,,,,Favocassidulina spinifer,benthic_forams,Favocassidulina spinifer,,,"in PBDB, so it will be classified correctly",
,,Favocassidulina,,,,subfavus,,,,Favocassidulina subfavus,benthic_forams,Favocassidulina subfavus,,,"in PBDB, so it will be classified correctly",
,,Favulina,,,,spp.,,,,Favulina spp.,benthic_forams,Favulina spp.,,,"in PBDB, but higher taxonomic ranks differ to WoRMS",
,,Fissurina,,,,alveolata,,,,Fissurina alveolata,benthic_forams,Fissurina alveolata,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,cf.,radiata,,,,Fissurina cf. radiata,benthic_forams,Fissurina cf. radiata,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,cf.,staphyllearia,,,,Fissurina cf. staphyllearia,benthic_forams,Fissurina cf. staphyllearia,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,cucullata,,,,Fissurina cucullata,benthic_forams,Fissurina cucullata,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,formosa,,,,Fissurina formosa,benthic_forams,Fissurina formosa,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,lucida,,,,Fissurina lucida,benthic_forams,Fissurina lucida,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,marginata,,,,Fissurina marginata,benthic_forams,Fissurina marginata,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,orbignyana,,,,Fissurina orbignyana,benthic_forams,Fissurina orbignyana,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,radiata,,,,Fissurina radiata,benthic_forams,Fissurina radiata,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,semimarginata,,,,Fissurina semimarginata,benthic_forams,Fissurina semimarginata,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,sp.,,,,Fissurina sp.,benthic_forams,Fissurina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,spp.,,,,Fissurina spp.,benthic_forams,Fissurina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Fissurina,,,,wiesneri,,,,Fissurina wiesneri,benthic_forams,Fissurina wiesneri,,,"in PBDB, but classification differs to WoRMS",
,,Frondicularia,,,cf.,bulla,,,,Frondicularia cf. bulla,benthic_forams,Frondicularia cf. bulla,,,"in PBDB, so it will be classified correctly (Defrance 1824)",
,,Frondicularia,,,,sagittula,,,,Frondicularia sagittula,benthic_forams,Frondicularia sagittula,,,"in PBDB, so it will be classified correctly (Defrance 1824)",
,,Frondicularia,,,,sp.,,,,Frondicularia sp.,benthic_forams,Frondicularia sp.,,,"in PBDB, so it will be classified correctly (Defrance 1824)",
,,Frondicularia,,,,spp.,,,,Frondicularia spp.,benthic_forams,Frondicularia spp.,,,"in PBDB, so it will be classified correctly (Defrance 1824)",
,,Frondicularia,,,,spp.,,,,Frondicularia spp.,benthic_forams,Frondricularia spp.,,,"Winter 2021: Spelling mistake? Frondicularia? (d'Orbigny, 1826). AF: Yes, this should be corrected as it has been. The correct spelling is in the PBDB, so this is done.",
,,Fursenkoina,,,,acuta,,,,Fursenkoina acuta,benthic_forams,Fursenkoina acuta,,,"in PBDB, so it will be classified correctly",
,,Fursenkoina,,,,bradyi,,,,Fursenkoina bradyi,benthic_forams,Fursenkoina bradyi,,,"in PBDB, so it will be classified correctly",
,,Fursenkoina,,,,complanata,,,,Fursenkoina complanata,benthic_forams,Fursenkoina complanata,,,"in PBDB, so it will be classified correctly",
,,Fursenkoina,,,,fusiformis,,,,Fursenkoina fusiformis,benthic_forams,Fursenkoina fusiformis,,,"in PBDB, so it will be classified correctly",
,,Fursenkoina,,,,schreibersiana,,,,Fursenkoina schreibersiana,benthic_forams,Fursenkoina schreibersiana,,,"in PBDB, so it will be classified correctly",
,,Fursenkoina,,,,seminuda,,,,Fursenkoina seminuda,benthic_forams,Fursenkoina seminuda,,,"in PBDB, so it will be classified correctly",
,,Fursenkoina,,,,sp.,,,,Fursenkoina sp.,benthic_forams,Fursenkoina sp.,,,"in PBDB, so it will be classified correctly",
,,Fursenkoina,,,,spp.,,,,Fursenkoina spp.,benthic_forams,Fursenkoina spp.,,,"in PBDB, so it will be classified correctly",
,,Fursenkoina,,,,texturata,,,,Fursenkoina texturata,benthic_forams,Fursenkoina texturata,,,"in PBDB, so it will be classified correctly",
,,Fursenkoina,,,,sp.,,,,Fursenkoina sp.,benthic_forams,Furserkoina sp.,,,"in PBDB, so it will be classified correctly",
,,Gaudryina,,,,sp.,,,,Gaudryina sp.,benthic_forams,Gaudryina,,,"in PBDB, but classification differs to WoRMS",
,,Gaudryina,,,,convexa,,,,Gaudryina convexa,benthic_forams,Gaudryina convexa,,,"in PBDB, but classification differs to WoRMS",
,,Gaudryina,,,,pyramidata,,,,Gaudryina pyramidata,benthic_forams,Gaudryina pyramidata,,,"in PBDB, but classification differs to WoRMS",
,,Gaudryina,,,,sp.,,,,Gaudryina sp.,benthic_forams,Gaudryina sp,,,"in PBDB, but classification differs to WoRMS",
,,Gaudryina,,,,sp.,,,,Gaudryina sp.,benthic_forams,Gaudryina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Gaudryina,,,cf.,retusa,,,,Gaudryina cf. retusa,benthic_forams,Gaudryina sp. cf. retusa,,,"in PBDB, but classification differs to WoRMS",
,,Gaudryina,,,,spp.,,,,Gaudryina spp.,benthic_forams,Gaudryina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Gaudryina,,,,whangaia,,,,Gaudryina whangaia,benthic_forams,Gaudryina whangaia,,,"in PBDB, but classification differs to WoRMS",
,,Gavelinella,,,,sp.,,,,Gavelinella sp.,benthic_forams,Gavelinella,,,"in PBDB, so it will be classified correctly",
,,Gavelinella,,,,becarriformis,,,,Gavelinella becarriformis,benthic_forams,Gavelinella becarriformis,,,"in PBDB, so it will be classified correctly",
,,Gavelinella,,,cf.,ammonoides,,,,Gavelinella cf. ammonoides,benthic_forams,Gavelinella cf. ammonoides,,,"in PBDB, so it will be classified correctly",
,,Gavelinella,,,cf.,stellula,,,,Gavelinella cf. stellula,benthic_forams,Gavelinella cf. stellula,,,"in PBDB, so it will be classified correctly",
,,Gavelinella,,,cf.,complanata,,,,Gavelinella cf. complanata,benthic_forams,Gavelinella complanata (cf.),,,"in PBDB, so it will be classified correctly",
,,Gavelinella,,,,hyphalus,,,,Gavelinella hyphalus,benthic_forams,Gavelinella hyphalus,,,"in PBDB, so it will be classified correctly",
,,Gavelinella,,,,sp.,,,,Gavelinella sp.,benthic_forams,Gavelinella sp.,,,"in PBDB, so it will be classified correctly",
,,Gavelinella,,,,sp. 1,,,,Gavelinella sp. 1,benthic_forams,Gavelinella sp. 1,,,"in PBDB, so it will be classified correctly",
,,Gavelinella,,,,sp. 3,,,,Gavelinella sp. 3,benthic_forams,Gavelinella sp. 3,,,"in PBDB, so it will be classified correctly",
,,Gavelinella,,,,spp.,,,,Gavelinella spp.,benthic_forams,Gavelinella spp.,,,"in PBDB, so it will be classified correctly",
,,Gavelinopsis,,,,lobatulus,,,,Gavelinopsis lobatulus,benthic_forams,Gavelinopsis lobatulus,,,"in PBDB, so it will be classified correctly (Hofker 1951)",
,,Gavelinopsis,,,,praegeri,,,,Gavelinopsis praegeri,benthic_forams,Gavelinopsis praegeri,,,"in PBDB, so it will be classified correctly (Hofker 1951)",
,,Gavelinopsis,,,,sp.,,,,Gavelinopsis sp.,benthic_forams,Gavelinopsis sp.,,,"in PBDB, so it will be classified correctly (Hofker 1951)",
,?,Gavelinopsis,,,,sp.,,,,? Gavelinopsis sp.,benthic_forams,Gavelinopsis? Sp.,,,"in PBDB, so it will be classified correctly (Hofker 1951)",
,,Glabratella,,,,patelliformis,,,,Glabratella patelliformis,benthic_forams,Glabratella patelliformis,,,"in PBDB, so it will be classified correctly",
,,Glabratella,,,,spp.,,,,Glabratella spp.,benthic_forams,Glabratella spp.,,,"in PBDB, so it will be classified correctly",
,,Glandulina,,,,laevigata,,,,Glandulina laevigata,benthic_forams,Glandulina laevigata,,,"in PBDB, but classification differs to WoRMS",
,,Glandulina,,,,ovula,,,,Glandulina ovula,benthic_forams,Glandulina ovula,,,"in PBDB, but classification differs to WoRMS",
,,Glandulina,,,,sp.,,,,Glandulina sp.,benthic_forams,Glandulina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Glandulina,,,,spp.,,,,Glandulina spp.,benthic_forams,Glandulina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Glandulonodosaria,,,,spp.,,,,Glandulonodosaria spp.,benthic_forams,Glandulonodosaria spp.,,,"in PBDB, so it will be classified correctly",
,,Globobulimina,,,,spp.,,,,Globobulimina spp.,benthic_forams,Glbobulimina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Globigerinoides,,,,ruber,,,white,Globigerinoides ruber (white),benthic_forams,Globigerinoides ruber (white),,,"in PBDB, so it will be classified correctly",
,,Globobulimina,,,,affinis,,,,Globobulimina affinis,benthic_forams,Globobulimina affinis,,,"in PBDB, but classification differs to WoRMS",
,,Globobulimina,,,,auriculata,,,,Globobulimina auriculata,benthic_forams,Globobulimina auriculata,,,"in PBDB, but classification differs to WoRMS",
,,Globobulimina,,,,ovata,,,,Globobulimina ovata,benthic_forams,Globobulimina ovata,,,"in PBDB, but classification differs to WoRMS",
,,Globobulimina,,,,pacifica,,,,Globobulimina pacifica,benthic_forams,Globobulimina pacifica,,,"in PBDB, but classification differs to WoRMS",
,,Globobulimina,,,,pupoides,,,,Globobulimina pupoides,benthic_forams,Globobulimina pupoides,,,"in PBDB, but classification differs to WoRMS",
,,Globobulimina,,,,sp.,,,,Globobulimina sp.,benthic_forams,Globobulimina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Globobulimina,,,,spinescens,,,,Globobulimina spinescens,benthic_forams,Globobulimina spinescens,,,"in PBDB, but classification differs to WoRMS",
,,Globobulimina,,,,spp.,,,,Globobulimina spp.,benthic_forams,Globobulimina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Globobulimina,,,,turgida,,,,Globobulimina turgida,benthic_forams,Globobulimina turgida,,,"in PBDB, but classification differs to WoRMS",
,,Globocassidulina,,,,biora,,,,Globocassidulina biora,benthic_forams,Globocassidulina biora,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,crassa,,,,Globocassidulina crassa,benthic_forams,Globocassidulina crassa,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,globosa,,,,Globocassidulina globosa,benthic_forams,Globocassidulina globosa,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,moluccensis,,,,Globocassidulina moluccensis,benthic_forams,Globocassidulina moluccensis,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,oblonga,,,,Globocassidulina oblonga,benthic_forams,Globocassidulina oblonga,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,obtusa,,,,Globocassidulina obtusa,benthic_forams,Globocassidulina obtusa,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,pseudocrassa,,,,Globocassidulina pseudocrassa,benthic_forams,Globocassidulina pseudocrassa,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,punctata,,,,Globocassidulina punctata,benthic_forams,Globocassidulina punctata,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,sp.,,,,Globocassidulina sp.,benthic_forams,Globocassidulina sp.,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,spp.,,,,Globocassidulina spp.,benthic_forams,Globocassidulina spp.,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,subglobosa,,,,Globocassidulina subglobosa,benthic_forams,Globocassidulina subglobosa,,,"in PBDB, so it will be classified correctly",
,,Globocassidulina,,,,sp.,,,,Globocassidulina sp.,benthic_forams,Globocassidulina  sp.,,,"in PBDB, so it will be classified correctly",
,?,Globocassidulina,,,,sp. 1,,,,? Globocassidulina sp. 1,benthic_forams,Globocassidulina? sp. 1,,,"in PBDB, so it will be classified correctly",
,,Globorotalites,,,,sp.,,,,Globorotalites sp.,benthic_forams,Globorotalites,,,"in PBDB, but classification differs to WoRMS",
,,Globorotalites,,,,conicus,,,,Globorotalites conicus,benthic_forams,Globorotalites conicus,,,"in PBDB, but classification differs to WoRMS",
,,Globorotalites,,,,sp.,,,,Globorotalites sp.,benthic_forams,Globorotalites sp.,,,"in PBDB, but classification differs to WoRMS",
,,Globulina,,,,gibba,,,,Globulina gibba,benthic_forams,Globulina gibba,,,"in PBDB, so it will be classified correctly",
,,Globulina,,,,sp.,,,,Globulina sp.,benthic_forams,Globulina sp.,,,"in PBDB, so it will be classified correctly",
,,Globulina,,,,spp.,,,,Globulina spp.,benthic_forams,Globulina spp.,,,"in PBDB, so it will be classified correctly",
,,Globulotuba,,,,sp.,,,,Globulotuba sp.,benthic_forams,Globulotuba sp.,,,"in PBDB, so it will be classified correctly",
,,Globulina,,,,sp.,,,,Globulina sp.,benthic_forams,Globurina,,,"in PBDB; Winter 2021: Spelling mistake? Globurina? AF: Misspelling, but should be Globulina instead, via ET.",
,,Glomospira,,,aff.,charoides,,,,Glomospira aff. charoides,benthic_forams,Glomospira aff. charoides,,,"in PBDB, but classification differs to WoRMS",
,,Glomospira,,,,charoides,,,,Glomospira charoides,benthic_forams,Glomospira charoides,,,"in PBDB, but classification differs to WoRMS",
,,Glomospira,,,,gordialis,,,,Glomospira gordialis,benthic_forams,Glomospira gordialis,,,"in PBDB, but classification differs to WoRMS",
,,Glomospira,,,,irregularis,,,,Glomospira irregularis,benthic_forams,Glomospira irregularis,,,"in PBDB, but classification differs to WoRMS",
,,Glomospira,,,,sp.,,,,Glomospira sp.,benthic_forams,Glomospira sp.,,,"in PBDB, but classification differs to WoRMS",
,,Glomospira,,,,spp.,,,,Glomospira spp.,benthic_forams,Glomospira spp.,,,"in PBDB, but classification differs to WoRMS",
,,Glomospirella,,,,sp.,,,,Glomospirella sp.,benthic_forams,Glomospirella,,,"in PBDB, but classification differs to WoRMS",
,,Grigelis,,,,spp.,,,,Grigelis spp.,benthic_forams,Grigelis spp.,,,"in PBDB, so it will be classified correctly",
,,Guttulina,,,,communis,,,,Guttulina communis,benthic_forams,Guttulina communis,,,"in PBDB, so it will be classified correctly",
,,Guttulina,,,,sp.,,,,Guttulina sp.,benthic_forams,Guttulina sp.,,,"in PBDB, so it will be classified correctly",
,,Guttulina,,,,spp.,,,,Guttulina spp.,benthic_forams,Guttulina spp.,,,"in PBDB, so it will be classified correctly",
,,Guttulina,,,,yabei,,,,Guttulina yabei,benthic_forams,Guttulina yabei,,,"in PBDB, so it will be classified correctly",
,,Gyroidina,,,cf.,broeckhiana,,,,Gyroidina cf. broeckhiana,benthic_forams,Gyroidina cf. broeckhiana,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidina,,,,gemma,,,,Gyroidina gemma,benthic_forams,Gyroidina gemma,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidina,,,,neosoldanii,,,,Gyroidina neosoldanii,benthic_forams,Gyroidina neosoldanii,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidina,,,,orbicularis,,,,Gyroidina orbicularis,benthic_forams,Gyroidina obicularis,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidina,,,,orbicularis,,,,Gyroidina orbicularis,benthic_forams,Gyroidina orbicularis,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidina,,,,sp.,,,,Gyroidina sp.,benthic_forams,Gyroidina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidina,,,,spp.,,,,Gyroidina spp.,benthic_forams,Gyroidina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidina,,,,zealandica,,,,Gyroidina zealandica,benthic_forams,Gyroidina zealandica,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,sp.,,,,Gyroidinoides sp.,benthic_forams,Gyroidinoides,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,altiformis,,,,Gyroidinoides altiformis,benthic_forams,Gyroidinoides (or: Hansenisca) altiformis,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,allani,,,,Gyroidinoides allani,benthic_forams,Gyroidinoides allani,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,altiformis,,,,Gyroidinoides altiformis,benthic_forams,Gyroidinoides altiformis,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,beisseli,,,,Gyroidinoides beisseli,benthic_forams,Gyroidinoides beisseli,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,depressus,,,,Gyroidinoides depressus,benthic_forams,Gyroidinoides depressus,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,girardanus,,,,Gyroidinoides girardanus,benthic_forams,Gyroidinoides girardanus,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,globosus,,,,Gyroidinoides globosus,benthic_forams,Gyroidinoides globosa,,,"in PBDB, but classification differs to WoRMS",entered as Gyroidinoides globosa
,,Gyroidinoides,,,,globosus,,,,Gyroidinoides globosus,benthic_forams,Gyroidinoides globosus,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,lenticulus,,,,Gyroidinoides lenticulus,benthic_forams,Gyroidinoides lenticulus,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,neosoldanii,,,,Gyroidinoides neosoldanii,benthic_forams,Gyroidinoides neosoldanii,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,nitidus,,,,Gyroidinoides nitidus,benthic_forams,Gyroidinoides nitidus,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,orbicularis,,,,Gyroidinoides orbicularis,benthic_forams,Gyroidinoides orbicularis,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,planulatus,,,,Gyroidinoides planulatus,benthic_forams,Gyroidinoides planulatus,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,primitivus,,,,Gyroidinoides primitivus,benthic_forams,Gyroidinoides primitivus,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,soldanii,,,,Gyroidinoides soldanii,benthic_forams,Gyroidinoides soldanii,,,"in PBDB, but classification differs to WoRMS",
