,genus name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank
605,Helicopontosphaera,424493,Helicopontosphaera,genus
606,Heliolithus,424312,Heliolithus,genus
607,Holodiscolithus,424467,Holodiscolithus,genus
608,Hughesius,424281,Hughesius,genus
609,Ilselithina,424495,Ilselithina,genus
610,Isthmolithus,409879,Isthmolithus,genus
611,Jakubowskia,424318,Jakubowskia,genus
612,Kamptnerius,87788,Kamptnerius,genus
613,Lapideacassis,87752,Lapideacassis,genus
614,Liliasterites,87729,Liliasterites,genus
615,Lithastrinus,87744,Lithastrinus,genus
616,Lithoptychius,424301,Lithoptychius,genus
617,Lithraphidites,87751,Lithraphidites,genus
618,Lophodolithus,410573,Lophodolithus,genus
619,Loxolithus,87864,Loxolithus,genus
620,Lucianorhabdus,87778,Lucianorhabdus,genus
621,Manivitella,87804,Manivitella,genus
622,Markalius,87784,Markalius,genus
623,Marthasterites,87728,Marthasterites,genus
624,Micrantholithus,87757,Micrantholithus,genus
625,Microrhabdulus,87750,Microrhabdulus,genus
626,Micula,364628,Micula,genus
627,Minylitha,424501,Minylitha,genus
628,Misceomarginatus,87879,Misceomarginatus,genus
629,Monomarginatus,87878,Monomarginatus,genus
630,Nannoconus,7554,Nannoconus,genus
631,Nannotetrina,424341,Nannotetrina,genus
632,Neobiscutum,424324,Neobiscutum,genus
633,Neochiastozygus,87681,Neochiastozygus,genus
634,Neococcolithes,424345,Neococcolithes,genus
635,Neocrepidolithus,87865,Neocrepidolithus,genus
636,Neosphaera,424496,Neosphaera,genus
637,Nephrolithus,87887,Nephrolithus,genus
638,Octocyclus,87833,Octocyclus,genus
639,Octolithus,87771,Octolithus,genus
640,Oolithotus,432538,Oolithotus,genus
641,Pedinocyclus,424497,Pedinocyclus,genus
642,Pemma,412396,Pemma,genus
643,Perchnielsenella,87796,Perchnielsenella,genus
644,Perissocyclus,87886,Perissocyclus,genus
645,Petrarhabdus,87818,Petrarhabdus,genus
646,Placozygus,87872,Placozygus,genus
647,Prediscosphaera,87817,Prediscosphaera,genus
648,Prinsius,424330,Prinsius,genus
649,Pseudomicula,87748,Pseudomicula,genus
650,Pseudotriquetrorhabdulus,424332,Pseudotriquetrorhabdulus,genus
651,Quadrum,87743,Quadrum,genus
652,Reinhardtites,87871,Reinhardtites,genus
653,Repagulum,87782,Repagulum,genus
654,Retecapsa,87808,Retecapsa,genus
655,Rhagodiscus,87857,Rhagodiscus,genus
656,Rhomboaster,424462,Rhomboaster,genus
657,Rotelapillus,87847,Rotelapillus,genus
658,Rucinolithus,87736,Rucinolithus,genus
659,Scrippsiella,432564,Scrippsiella,genus
660,Seribiscutum,87823,Seribiscutum,genus
661,Solidopons,424282,Solidopons,genus
662,Speetonia,87807,Speetonia,genus
663,Staurolithites,87876,Staurolithites,genus
664,Stoverius,87845,Stoverius,genus
665,Tegumentum,87860,Tegumentum,genus
666,Tetralithoides,432537,Tetralithoides,genus
667,Tetrapodorhabdus,87830,Tetrapodorhabdus,genus
668,Thiersteinia,87791,Thiersteinia,genus
669,Thoracosphaera,432568,Thoracosphaera,genus
670,Toweius,208762,Toweius,genus
671,Tranolithus,87870,Tranolithus,genus
672,Tribrachiatus,424463,Tribrachiatus,genus
673,Umbellosphaera,432535,Umbellosphaera,genus
674,Uniplanarius,87741,Uniplanarius,genus
675,Watznaueria,87795,Watznaueria,genus
676,Zeugrhabdotus,87868,Zeugrhabdotus,genus
677,Zygodiscus,87678,Zygodiscus,genus
678,Argilloecia,23901,Argilloecia,genus
679,Bairdoppilata,23924,Bairdoppilata,genus
680,Bradleya,23950,Bradleya,genus
681,Cletocythereis,23987,Cletocythereis,genus
682,Cytheralison,24020,Cytheralison,genus
683,Cytherella,24713,Cytherella,genus
684,Cytheropteron,24031,Cytheropteron,genus
685,Glencoeleberis,435350,Glencoeleberis,genus
686,Krithe,24217,Krithe,genus
687,Oertliella,24349,Oertliella,genus
688,Poseidonamicus,24466,Poseidonamicus,genus
689,Xestoleberis,24702,Xestoleberis,genus
690,Typha,252000,Typha,genus
691,Ulmus,55984,Ulmus,genus
692,Achomosphaera,277048,Achomosphaera,genus
693,Alnus,54588,Alnus,genus
694,Anthemis,434782,Anthemis,genus
695,Arcticacysta,435348,Arcticacysta,genus
696,Artemisia,434783,Artemisia,genus
697,Asphodelus,434781,Asphodelus,genus
698,Aster,434784,Aster,genus
699,Batiacasphaera,276895,Batiacasphaera,genus
700,Betula,55294,Betula,genus
701,Botrychium,319900,Botrychium,genus
702,Calluna,434787,Calluna,genus
703,Carpinus,55066,Carpinus,genus
704,Cedrus,434996,Cedrus,genus
705,Centaurea,434785,Centaurea,genus
706,Cistus,434992,Cistus,genus
707,Corylus,55296,Corylus,genus
708,Daphne,419026,Daphne,genus
709,Deflandrea,277062,Deflandrea,genus
710,Distatodinium,435349,Distatodinium,genus
711,Engelhardia,54586,Engelhardia,genus
712,Ephedra,251997,Ephedra,genus
713,Euphorbia,319873,Euphorbia,genus
714,Filipendula,434999,Filipendula,genus
715,Fraxinus,54727,Fraxinus,genus
716,Galium,322021,Galium,genus
717,Hedera,237725,Hedera,genus
718,Helianthemum,434993,Helianthemum,genus
719,Isoetes,317976,Isoetes,genus
720,Leiosphaeridia,141164,Leiosphaeridia,genus
721,Lygeum,434998,Lygeum,genus
722,Nematosphaeropsis,264649,Nematosphaeropsis,genus
723,Nothofagus,250689,Nothofagus,genus
724,Olea,319869,Olea,genus
725,Operculodinium,264651,Operculodinium,genus
726,Ostrya,157332,Ostrya,genus
727,Palaeocystodinium,276928,Palaeocystodinium,genus
728,Phelodinium,264654,Phelodinium,genus
729,Phillyrea,434849,Phillyrea,genus
730,Picea,83629,Picea,genus
731,Pinus,55062,Pinus,genus
732,Pistacia,317548,Pistacia,genus
733,Plantago,251999,Plantago,genus
734,Polypodium,436100,Polypodium,genus
735,Protoperidinium,435343,Protoperidinium,genus
736,Pyxidinopsis,435009,Pyxidinopsis,genus
737,Quercus,54594,Quercus,genus
738,Rumex,320020,Rumex,genus
739,Salix,54580,Salix,genus
740,Sanguisorba,435000,Sanguisorba,genus
741,Sphagnum,321353,Sphagnum,genus
742,Spiniferites,264663,Spiniferites,genus
743,Tamarix,434786,Tamarix,genus
744,Taraxacum,435008,Taraxacum,genus
745,Taxus,206223,Taxus,genus
746,"""Globigerina""",,,
747,Acarinina,763,Acarinina,genus
748,Morozovella,1881,Morozovella,genus
749,Abathomphalus,758,Abathomphalus,genus
750,Archaeoglobigerina,71224,Archaeoglobigerina,genus
751,Beella,951,Beella,genus
752,Biticinella,985,Biticinella,genus
753,Bolliella,1002,Bolliella,genus
754,Cassigerinella,1068,Cassigerinella,genus
755,Catapsydrax,1070,Catapsydrax,genus
756,Chiloguembelina,1091,Chiloguembelina,genus
757,Clavatorella,1119,Clavatorella,genus
758,Clavihedbergella,1122,Clavihedbergella,genus
759,Contusotruncana,1156,Contusotruncana,genus
760,Costellagerina,1172,Costellagerina,genus
761,Cribrohantkenina,1188,Cribrohantkenina,genus
762,Dicarinella,71226,Dicarinella,genus
763,Eoglobigerina,1366,Eoglobigerina,genus
764,Falsotruncana,1426,Falsotruncana,genus
765,Fohsella,422385,Fohsella,genus
766,Gansserina,1473,Gansserina,genus
767,Globanomalina,1495,Globanomalina,genus
768,Globigerinatella,1499,Globigerinatella,genus
769,Globigerinatheka,1500,Globigerinatheka,genus
770,Globigerinelloides,1502,Globigerinelloides,genus
771,Globigerinoidesella,1505,Globigerinoidesella,genus
772,Globigerinopsis,1507,Globigerinopsis,genus
773,Globoconusa,1515,Globoconusa,genus
774,Globoquadrina,1518,Globoquadrina,genus
775,Globorotaloides,1523,Globorotaloides,genus
776,Globotruncana,1526,Globotruncana,genus
777,Globotruncanella,1527,Globotruncanella,genus
778,Globotruncanita,1528,Globotruncanita,genus
779,Gublerina,1556,Gublerina,genus
780,Guembelitria,1557,Guembelitria,genus
781,Guembelitrioides,1559,Guembelitrioides,genus
782,Hantkenina,1580,Hantkenina,genus
783,Hastigerina,1587,Hastigerina,genus
784,Hastigerinoides,1589,Hastigerinoides,genus
785,Hedbergella,1596,Hedbergella,genus
786,Helvetoglobotruncana,71231,Helvetoglobotruncana,genus
787,Heterohelix,1620,Heterohelix,genus
788,Hirsutella,422423,Globorotalia (Hirsutella),subgenus
789,Igorina,1663,Igorina,genus
790,Laeviheterohelix,71235,Laeviheterohelix,genus
791,Marginotruncana,1809,Marginotruncana,genus
792,Menardella,422437,Globorotalia (Menardella),subgenus
793,Microhedbergella,423152,Microhedbergella,genus
794,Morozovelloides,423394,Morozovelloides,genus
795,Muricohedbergella,423164,Muricohedbergella,genus
796,Muricoglobigerina,1892,Muricoglobigerina,genus
797,Mutabella,423458,Mutabella,genus
798,Orbulinoides,2003,Orbulinoides,genus
799,Parasubbotina,71238,Parasubbotina,genus
800,Parvularugoglobigerina,2090,Parvularugoglobigerina,genus
801,Pearsonites,423524,Pearsonites,genus
802,Planoglobulina,2138,Planoglobulina,genus
803,Planoheterohelix,432861,Planoheterohelix,genus
804,Planomalina,2141,Planomalina,genus
805,Planorotalites,2146,Planorotalites,genus
806,Praeglobotruncana,2192,Praeglobotruncana,genus
807,Praehedbergella,2193,Praehedbergella,genus
808,Praemurica,2197,Praemurica,genus
809,Praeorbulina,2200,Praeorbulina,genus
810,Pseudoguembelina,2263,Pseudoguembelina,genus
811,Pseudohastigerina,2264,Pseudohastigerina,genus
812,Pseudoschackoina,423705,Pseudoschackoina,genus
813,Pseudotextularia,2309,Pseudotextularia,genus
814,Racemiguembelina,2359,Racemiguembelina,genus
815,Rectoguembelina,354835,Rectoguembelina,genus
816,Rotalipora,2432,Rotalipora,genus
817,Rugoglobigerina,2440,Rugoglobigerina,genus
818,Schackoina,2478,Schackoina,genus
819,Sigalia,2517,Sigalia,genus
820,Subbotina,2631,Subbotina,genus
821,Tenuitella,2652,Tenuitella,genus
822,Tenuitellinata,423707,Tenuitellinata,genus
823,Thalmanninella,313737,Thalmanninella,genus
824,Ticinella,2677,Ticinella,genus
825,Trilobatus,422361,Trilobatus,genus
826,Truncorotalia,422428,Globorotalia (Truncorotalia),subgenus
827,Truncorotaloides,2729,Truncorotaloides,genus
828,Turborotalia,2739,Turborotalia,genus
829,Whiteinella,2821,Whiteinella,genus
830,Woodringina,2825,Woodringina,genus
831,Zeaglobigerina,433127,Zeaglobigerina,genus
832,Zeauvigerina,2836,Zeauvigerina,genus
833,Euchitonia,128,Euchitonia,genus
834,Botryostrobus,440,Botryostrobus,genus
835,Phorticium,84821,Phorticium,genus
836,Acanthodesmia,85776,Acanthodesmia,genus
837,Acrobotrys,409,Acrobotrys,genus
838,Acrocubus,85782,Acrocubus,genus
839,Acrosphaera,9,Acrosphaera,genus
840,Actinomma,10,Actinomma,genus
841,Amphicraspedum,152534,Amphicraspedum,genus
842,Amphimelissa,85924,Amphimelissa,genus
843,Amphipyndax,414,Amphipyndax,genus
844,Amphirhopalum,84844,Amphirhopalum,genus
845,Amphisphaera,16,Amphisphaera,genus
846,Amphistylus,17,Amphistylus,genus
847,Amphymenium,15,Amphymenium,genus
848,Anomalacantha,432597,Anomalacantha,genus
849,Antarctissa,416,Antarctissa,genus
850,Anthocyrtella,85907,Anthocyrtella,genus
851,Anthocyrtidium,417,Anthocyrtidium,genus
852,Anthocyrtis,418,Anthocyrtis,genus
853,Anthocyrtoma,419,Anthocyrtoma,genus
854,Aphetocyrtis,87068,Aphetocyrtis,genus
855,Artobotrys,86220,Artobotrys,genus
856,Artophormis,426,Artophormis,genus
857,Astrophacus,34,Astrophacus,genus
858,Axoprunum,38,Axoprunum,genus
859,Bathropyramis,431,Bathropyramis,genus
860,Bekoma,432,Bekoma,genus
861,Botryocella,437,Botryocella,genus
862,Botryocyrtis,438,Botryocyrtis,genus
863,Buccinosphaera,85053,Buccinosphaera,genus
864,Buryella,443,Buryella,genus
865,Calocycletta,447,Calocycletta,genus
866,Calocyclas,446,Calocyclas,genus
867,Calocycloma,448,Calocycloma,genus
868,Carpocanarium,454,Carpocanarium,genus
869,Carpocanistrum,455,Carpocanistrum,genus
870,Carpocanium,456,Carpocanium,genus
871,Carpocanopsis,457,Carpocanopsis,genus
872,Carposphaera,84701,Carposphaera,genus
873,Cenosphaera,64,Cenosphaera,genus
874,Centrobotrys,460,Centrobotrys,genus
875,Ceratocyrtis,85724,Ceratocyrtis,genus
876,Ceratospyris,85760,Ceratospyris,genus
877,Circodiscus,84824,Circodiscus,genus
878,Cladococcus,84470,Cladococcus,genus
879,Clathrocyclas,465,Clathrocyclas,genus
880,Clinorhabdus,87070,Clinorhabdus,genus
881,Collosphaera,85054,Collosphaera,genus
882,Cornutella,472,Cornutella,genus
883,Corocalyptra,471,Corocalyptra,genus
884,Cryptocarpium,86223,Cryptocarpium,genus
885,Cubotholus,432635,Cubotholus,genus
886,Cycladophora,485,Cycladophora,genus
887,Cyrtocapsella,481,Cyrtocapsella,genus
888,Cyrtopera,432636,Cyrtopera,genus
889,Cystophormis,432637,Cystophormis,genus
890,Dendrospyris,491,Dendrospyris,genus
891,Desmospyris,492,Desmospyris,genus
892,Diartus,94,Diartus,genus
893,Dictyoprora,501,Dictyoprora,genus
894,Dictyocorine,432638,Dictyocorine,genus
895,Dictyophimus,499,Dictyophimus,genus
896,Dictyopodium,500,Dictyopodium,genus
897,Didymocyrtis,503,Didymocyrtis,genus
898,Diploplegma,103,Diploplegma,genus
899,Disolenia,104,Disolenia,genus
900,Dorcadospyris,505,Dorcadospyris,genus
901,Druppatractus,116,Druppatractus,genus
902,Dictyocoryne,99,Dictyocoryne,genus
903,Elatomma,432660,Elatomma,genus
904,Enneaphormis,85892,Enneaphormis,genus
905,Eucecryphalus,512,Eucecryphalus,genus
906,Eucyrtidium,515,Eucyrtidium,genus
907,Eusyringium,517,Eusyringium,genus
908,Giraffospyris,523,Giraffospyris,genus
909,Gondwanaria,432661,Gondwanaria,genus
910,Haliommetta,432662,Haliommetta,genus
911,Heliodiscus,144,Heliodiscus,genus
912,Helotholus,532,Helotholus,genus
913,Hexacontium,152,Hexacontium,genus
914,Hexalonche,155,Hexalonche,genus
915,Hexapyle,84813,Hexapyle,genus
916,Histiastrum,161,Histiastrum,genus
917,Hymeniastrum,166,Hymeniastrum,genus
918,Lamaprocyrtis,432663,Lamaprocyrtis,genus
919,Lamprocyclas,544,Lamprocyclas,genus
920,Lamprocyrtis,545,Lamprocyrtis,genus
921,Lampromitra,85728,Lampromitra,genus
922,Lamptonium,547,Lamptonium,genus
923,Larcopyle,182,Larcopyle,genus
924,Larcospira,183,Larcospira,genus
925,Lipmanella,432664,Lipmanella,genus
926,Liriospyris,551,Liriospyris,genus
927,Lithelius,191,Lithelius,genus
928,Lithochytris,556,Lithochytris,genus
929,Lithocyclia,192,Lithocyclia,genus
930,Lithomelissa,557,Lithomelissa,genus
931,Lithopera,559,Lithopera,genus
932,Lithostrobus,561,Lithostrobus,genus
933,Lophocyrtis,565,Lophocyrtis,genus
934,Lophophaena,566,Lophophaena,genus
935,Lophophaenoma,85735,Lophophaenoma,genus
936,Lophospyris,567,Lophospyris,genus
937,Lychnocanium,569,Lychnocanium,genus
938,Lychnocanoma,570,Lychnocanoma,genus
939,Lychnodictyum,571,Lychnodictyum,genus
940,Mitrocalpis,432802,Mitrocalpis,genus
941,Nephrospyris,586,Nephrospyris,genus
942,Octodendron,64233,Octodendron,genus
943,Octopyle,84806,Octopyle,genus
944,Ommatartus,207,Ommatartus,genus
945,Otosphaera,432803,Otosphaera,genus
946,Perichlamydium,237,Perichlamydium,genus
947,Periphaena,238,Periphaena,genus
948,Peripyramis,86162,Peripyramis,genus
949,Peritiviator,166535,Peritiviator,genus
950,Phormostichoartus,605,Phormostichoartus,genus
951,Phormocyrtis,603,Phormocyrtis,genus
952,Phormospyris,604,Phormospyris,genus
953,Plectacantha,85744,Plectacantha,genus
954,Podocyrtis,613,Podocyrtis,genus
955,Porodiscus,254,Porodiscus,genus
956,Prunopyle,264,Prunopyle,genus
957,Pseudodictyophimus,85747,Pseudodictyophimus,genus
958,Pterocanium,623,Pterocanium,genus
959,Pterocodon,624,Pterocodon,genus
960,Pterocorys,625,Pterocorys,genus
961,Pteroscenium,432804,Pteroscenium,genus
962,Pterosyringium,432805,Pterosyringium,genus
963,Pylospira,432806,Pylospira,genus
964,Rhizoplegma,283,Rhizoplegma,genus
965,Rhodospyris,85772,Rhodospyris,genus
966,Rhopalastrum,285,Rhopalastrum,genus
967,Rhopalocanium,630,Rhopalocanium,genus
968,Saccospyris,86155,Saccospyris,genus
969,Saturnalis,292,Saturnalis,genus
970,Sethochytris,643,Sethochytris,genus
971,Siphocampe,648,Siphocampe,genus
972,Siphonosphaera,298,Siphonosphaera,genus
973,Siphostichartus,650,Siphostichartus,genus
974,Solenosphaera,299,Solenosphaera,genus
975,Sphaeropyle,302,Sphaeropyle,genus
976,Sphaerozoum,304,Sphaerozoum,genus
977,Spirocyrtis,654,Spirocyrtis,genus
978,Spongaster,306,Spongaster,genus
979,Spongatractus,308,Spongatractus,genus
980,Spongocore,314,Spongocore,genus
981,Spongodiscus,315,Spongodiscus,genus
982,Spongoplegma,319,Spongoplegma,genus
983,Spongopyle,321,Spongopyle,genus
984,Spongosphaera,152639,Spongosphaera,genus
985,Spongotrochus,326,Spongotrochus,genus
986,Spongurus,328,Spongurus,genus
987,Stauroxiphos,432808,Stauroxiphos,genus
988,Stichocorys,663,Stichocorys,genus
989,Stylodictya,349,Stylodictya,genus
990,Stylacontarium,85204,Stylacontarium,genus
991,Stylatractus,346,Stylatractus,genus
992,Stylochlamydium,347,Stylochlamydium,genus
993,Stylosphaera,350,Stylosphaera,genus
994,Stylotrochus,6906,Stylotrochus,genus
995,Tetrapyle,360,Tetrapyle,genus
996,Thecosphaera,367,Thecosphaera,genus
997,Theocalyptra,674,Theocalyptra,genus
998,Theocorys,678,Theocorys,genus
999,Theocorythium,86224,Theocorythium,genus
1000,Theocotyle,679,Theocotyle,genus
1001,Theocotylissa,152649,Theocotyle (Theocotylissa),subgenus
1002,Theocyrtis,681,Theocyrtis,genus
1003,Tholospyris,684,Tholospyris,genus
1004,Thyrsocyrtis,685,Thyrsocyrtis,genus
1005,Triceraspyris,111598,Triceraspyris,genus
1006,Trisolenia,383,Trisolenia,genus
1007,Tristylospyris,700,Tristylospyris,genus
1008,Trisulcus,85722,Trisulcus,genus
1009,Tympanomma,702,Tympanomma,genus
1010,Valkyria,432809,Valkyria,genus
1011,Velicucullus,705,Velicucullus,genus
1012,Zealithapium,84700,Zealithapium,genus
1013,Zygocircus,714,Zygocircus,genus
1014,Naviculopsis,387254,Naviculopsis,genus
