Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
120, 747,A,Post Moratorium          ,       2.590,    0.275000,FO; E. huxleyi
,,,,,,
120, 747,A,Post Moratorium          ,       2.720,    0.195000,LO; H. karstenii
,,,,,,
120, 747,A,Post Moratorium          ,       5.720,    0.620000,LO; A. ingens
,,,,,,
120, 747,A,Post Moratorium          ,       8.475,    0.800000,LO; A. cyclindrica & LO; P. trilobum
,,,,,,
120, 747,A,Post Moratorium          ,       8.485,    0.800000,LO; A. elliptiporus
,,,,,,
120, 747,A,Post Moratorium          ,      11.720,    1.250000,LO; N. barronii
,,,,,,
120, 747,A,Post Moratorium          ,      13.220,    1.400000,FO; T. elliptiporus
,,,,,,
120, 747,A,Post Moratorium          ,      16.200,    1.730000,LO; C. pliocenica
,,,,,,
120, 747,A,Post Moratorium          ,      17.735,    1.800000,LO; T. kolbei
,,,,,,
120, 747,A,Post Moratorium          ,      18.400,    1.880000,Magnetochron  BC2N-1
,,,,,,
120, 747,A,Post Moratorium          ,      18.475,    1.850000,FO; T. antarctica & LO; E. calvertense
,,,,,,
120, 747,A,Post Moratorium          ,      19.700,    2.320000,LO; H. vema
,,,,,,
120, 747,A,Post Moratorium          ,      19.710,    2.340000,LO; D. spongiosa
,,,,,,
120, 747,A,Post Moratorium          ,      19.720,    2.220000,LO; T. vulnifica
,,,,,,
120, 747,A,Post Moratorium          ,      19.721,    2.300000,FO; A. actinochilus
,,,,,,
120, 747,A,Post Moratorium          ,      19.722,    2.500000,LO; T. inura
,,,,,,
120, 747,A,Post Moratorium          ,      19.723,    2.640000,LO; N. weaveri
,,,,,,
120, 747,A,Post Moratorium          ,      19.724,    2.600000,LO; N. interfrigidaria
,,,,,,
120, 747,A,Post Moratorium          ,      19.725,    2.700000,FO; N. kerguelensis
,,,,,,
120, 747,A,Post Moratorium          ,      21.220,    2.400000,TTLO
,,,,,,
120, 747,A,Post Moratorium          ,      21.221,    3.100000,FO; T. vulnifica
,,,,,,
120, 747,A,Post Moratorium          ,      21.300,    3.180000,Magnetochron  TC2AN-3
,,,,,,
120, 747,A,Post Moratorium          ,      21.330,    3.200000,LO; R. gelida
,,,,,,
120, 747,A,Post Moratorium          ,      21.500,    2.470000,Magnetochron  TC2A
,,,,,,
120, 747,A,Post Moratorium          ,      22.700,    3.250000,FO; C. davisiana
,,,,,,
120, 747,A,Post Moratorium          ,      22.710,    3.320000,LO; P. titan
,,,,,,
120, 747,A,Post Moratorium          ,      23.770,    3.300000,FO; N. weaveri
,,,,,,
120, 747,A,Post Moratorium          ,      24.220,    3.300000,LO; T. complicata
,,,,,,
120, 747,A,Post Moratorium          ,      25.700,    3.500000,LO; L. coronata
,,,,,,
120, 747,A,Post Moratorium          ,      25.720,    3.500000,LO; N.praeinterfrigidaria
,,,,,,
120, 747,A,Post Moratorium          ,      25.721,    3.600000,FO; N. interfrigidaria
,,,,,,
120, 747,A,Post Moratorium          ,      25.722,    4.000000,TRC
,,,,,,
120, 747,A,Post Moratorium          ,      27.235,    3.800000,FO; T. kolberi
,,,,,,
