Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
170,1039,B,Initial Reports          ,      49.770,    0.450000,foram
,,,,,,
170,1039,B,Initial Reports          ,      49.780,    0.460000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,      68.880,    0.620000,diatom
,,,,,,
170,1039,B,Initial Reports          ,      97.370,    1.470000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     113.080,    1.950000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     113.090,    2.010000,diatom
,,,,,,
170,1039,B,Initial Reports          ,     122.700,    1.770000,foram
,,,,,,
170,1039,B,Initial Reports          ,     141.770,    2.460000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     151.190,    3.600000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     151.200,    4.200000,foram
,,,,,,
170,1039,B,Initial Reports          ,     160.960,    5.860000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     160.970,    6.070000,diatom
,,,,,,
170,1039,B,Initial Reports          ,     170.720,    7.370000,diatom
,,,,,,
170,1039,B,Initial Reports          ,     170.730,    8.300000,foram
,,,,,,
170,1039,B,Initial Reports          ,     180.360,    8.170000,diatom
,,,,,,
170,1039,B,Initial Reports          ,     180.370,    8.600000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     189.870,   10.800000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     189.880,   11.340000,diatom
,,,,,,
170,1039,B,Initial Reports          ,     198.640,   11.800000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     198.650,   12.060000,diatom
,,,,,,
170,1039,B,Initial Reports          ,     218.430,   12.800000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     218.440,   12.860000,diatom
,,,,,,
170,1039,B,Initial Reports          ,     238.000,   12.700000,foram
,,,,,,
170,1039,B,Initial Reports          ,     266.840,   13.600000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     274.150,   14.030000,diatom
,,,,,,
170,1039,B,Initial Reports          ,     378.150,   15.600000,nannofossil
,,,,,,
170,1039,B,Initial Reports          ,     386.390,   16.400000,diatom
,,,,,,
170,1039,B,Initial Reports          ,     393.600,   16.400000,foram
,,,,,,
170,1039,B,Initial Reports          ,     403.060,   16.490000,diatom
,,,,,,
