Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Helicosphaera sellii,Gephyrocapsa spp. (small),Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Emiliania huxleyi,Crenalithus doronicoides,Coccolithus pelagicus,Calcidiscus macintyrei,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21B         ,175,1078,A,  1,H, 2,  75.00,      2.2500,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,-                        ,C                    ,F                        ,D                ,-                       ,R                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21B         ,175,1078,A,  1,H, 4,  75.00,      5.2500,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,C                        ,C                    ,C                        ,A                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21B         ,175,1078,A,  1,H,CC,  25.00,      7.4000,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,C                        ,A                    ,C                        ,D                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21B         ,175,1078,A,  2,H, 2,  75.00,      9.7500,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,C                        ,A                    ,C                        ,D                ,-                       ,-                    ,                      ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21B         ,175,1078,A,  2,H, 5,  75.00,     14.2500,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,C                        ,C                    ,C                        ,D                ,-                       ,-                    ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,A,  2,H,CC,  23.00,     16.3000,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,C                    ,C                        ,F                ,-                       ,R                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,A,  3,H,CC,  40.00,     25.8300,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,F                    ,R                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,A,  4,H,CC,  24.00,     34.8700,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,C                    ,A                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,A,  5,H,CC,  28.00,     45.5900,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,R                    ,F                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,A,  6,H,CC,  50.00,     56.3900,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,A                    ,C                        ,F                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,A,  7,H,CC,   0.00,     64.6900,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,F                    ,C                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,A,  8,H,CC,   0.00,     69.3200,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,C                    ,C                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1078,A,  9,X,CC,   0.00,     70.8900,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,C                    ,C                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
