Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
162, 907,C,Initial Reports          ,      14.000,    0.780000,Bruhnes/Matuyama
,,,,,,
162, 907,C,Initial Reports          ,      18.400,    1.070000,Jaramillo bottom
,,,,,,
162, 907,C,Initial Reports          ,      34.800,    1.770000,Olduvai top
,,,,,,
162, 907,C,Initial Reports          ,      37.950,    1.950000,Olduvai bottom
,,,,,,
162, 907,C,Initial Reports          ,      53.250,    2.580000,Matuyama/Gauss
,,,,,,
162, 907,C,Initial Reports          ,      88.650,    5.890000,Gilbert/C3An
,,,,,,
162, 907,C,Initial Reports          ,     106.050,    7.090000,C3Bn/C4n.1n
,,,,,,
162, 907,C,Initial Reports          ,     110.700,    7.430000,C3Br.3r/C4n.1n
,,,,,,
162, 907,C,Initial Reports          ,     128.650,    8.070000,C4r/C4r.1r
,,,,,,
162, 907,C,Initial Reports          ,     140.600,    8.700000,C4r/C4An
,,,,,,
162, 907,C,Initial Reports          ,     146.550,    9.020000,C4An/C4An
,,,,,,
162, 907,C,Initial Reports          ,     160.850,    9.740000,C4A.3r/C5n.1n
,,,,,,
162, 907,C,Initial Reports          ,     166.650,    9.880000,C5n.1n/C5n.1r
,,,,,,
162, 907,C,Initial Reports          ,     167.700,    9.920000,Crn.1r/C5n.2n
,,,,,,
162, 907,C,Initial Reports          ,     182.100,   10.950000, 
,,,,,,
