Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Turborotalita humilis	Orbulina universa	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina pachyderma (dextral)	Neogloboquadrina humerosa	Neogloboquadrina dutertrei	Neogloboquadrina acostaensis (dextral)	Globorotalia scitula	Globorotalia puncticulata	Globorotalia pseudopima	Globorotalia miocenica	Globorotalia exilis	Globorotalia crassaformis	Globorotalia cf. Gr. pertenuis	Globorotalia cf. Gr. hirsuta	Globigerinoides trilobus	Globigerinoides ruber	Globigerinoides quadrilobatus	Globigerinoides obliquus obliquus	Globigerinoides obliquus extremus	Globigerinoides conglobatus	Globigerinita glutinata	Globigerinella cf. G. obesa	Globigerinella aequilateralis	Globigerina woodi	Globigerina rubescens	Globigerina quinqueloba	Globigerina falconensis	Globigerina decoraperta	Globigerina cf. Gg. bulloides	Globigerina calida praecalida	Globigerina calida cf. calida	Neogloboquadrina cf. Nq. acostaensis	Globorotalia cf. Gr. miocenica	Globigerinoides sacculifer	Globigerina eamsi	Globigerina bulloides	Beella cf. B. digitata	Globorotaloides hexagona	Globorotalia crassula	Globoquadrina altispira	Dentoglobigerina altispira	Globigerinita uvula	Globigerina apertura	Neogloboquadrina acostaensis (sinistral)	Globigerinella obesa	Globorotalia pertenuis	Globigerinoides bollii	Globorotalia plesiotumida (sinistral)	Globorotalia hessi	Globorotalia triangula	Globorotalia tosaensis	Orbulina bilobata	Globorotalia truncatulinoides	Pulleniatina obliquiloculata obliquiloculata	Sphaeroidinella dehiscens	Orbulina suturalis	Globorotalia inflata	Globigerina druryi	Globorotalia crassaformis viola	Globorotalia tumida	Globigerinoides tenellus	Beella digitata	Globigerinoides pyramidalis	Globigerinoides elongatus	Globorotalia crassaformis hessi	Pulleniatina finalis	Sphaeroidinellopsis seminulina	Globigerinoides ruber (pink)	Globorotalia hirsuta	Globorotalia cultrata	Hastigerina pelagica	Globigerina calida calida	Comment

  SR	Late Pliocene    	                 	PL6               	              	157	 953	A	 17	H	 2	   5.00	    151.6500	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	                                       	F                                    	F                        	                          	                                      	                    	                         	                       	                      	                   	                         	                              	                            	                        	C                    	F                            	                                 	                                 	                           	C                      	                           	C                            	R                	C                    	                       	C                      	F                      	F                            	                             	                             	                                    	                              	F                         	                 	C                    	                      	F                       	F                    	                       	                          	                   	                    	                                        	F                   	                      	                      	                                     	C                 	                      	                      	                 	                             	F                                           	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL6               	              	157	 953	A	 17	H	 3	 139.00	    154.4900	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	R                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	R                  	R                        	                              	R                           	                        	F                    	F                            	                                 	                                 	R                          	C                      	R                          	C                            	F                	C                    	                       	C                      	R                      	F                            	                             	                             	                                    	                              	R                         	F                	C                    	                      	F                       	                     	                       	                          	                   	R                   	                                        	R                   	                      	R                     	                                     	C                 	                      	                      	R                	                             	R                                           	R                        	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL6               	              	157	 953	A	 17	H	 4	  11.00	    154.7100	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	R                        	                          	                                      	F                   	                         	                       	                      	R                  	F                        	                              	R                           	                        	F                    	F                            	                                 	R                                	                           	C                      	R                          	C                            	R                	C                    	                       	C                      	                       	F                            	                             	                             	                                    	R                             	R                         	R                	C                    	                      	F                       	                     	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	C                 	                      	                      	R                	                             	                                            	R                        	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 17	H	 6	  19.00	    157.7900	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	F                        	                          	                                      	R                   	                         	                       	F                     	R                  	F                        	                              	F                           	                        	F                    	                             	                                 	                                 	                           	C                      	F                          	C                            	R                	C                    	                       	C                      	R                      	F                            	                             	                             	                                    	R                             	R                         	R                	C                    	                      	F                       	R                    	                       	                          	                   	                    	                                        	R                   	R                     	                      	                                     	R                 	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 17	H	CC	  29.00	    159.9000	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	F                                    	C                        	                          	                                      	F                   	F                        	                       	F                     	R                  	F                        	                              	                            	                        	C                    	                             	F                                	R                                	                           	C                      	R                          	C                            	F                	C                    	                       	C                      	R                      	F                            	                             	                             	                                    	F                             	R                         	R                	C                    	                      	R                       	F                    	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 18	H	 2	   5.00	    161.1500	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	F                                      	A                                    	F                        	                          	                                      	R                   	F                        	                       	R                     	R                  	F                        	                              	F                           	                        	C                    	                             	                                 	R                                	                           	C                      	R                          	F                            	F                	C                    	                       	R                      	R                      	F                            	                             	                             	                                    	F                             	                          	R                	C                    	                      	F                       	R                    	                       	                          	                   	                    	                                        	                    	                      	R                     	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 18	H	 4	   6.00	    164.1600	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	F                                      	A                                    	F                        	                          	                                      	R                   	F                        	                       	F                     	R                  	R                        	                              	R                           	                        	C                    	F                            	                                 	R                                	R                          	C                      	R                          	F                            	R                	C                    	                       	                       	R                      	F                            	                             	R                            	                                    	R                             	F                         	R                	C                    	                      	F                       	R                    	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	                      	                 	                             	+                                           	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 18	H	 6	  72.00	    167.8200	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	F                        	                          	                                      	R                   	F                        	                       	R                     	                   	F                        	                              	                            	                        	F                    	                             	                                 	R                                	                           	C                      	R                          	F                            	R                	C                    	                       	C                      	R                      	F                            	                             	                             	                                    	                              	                          	F                	C                    	                      	                        	                     	                       	                          	R                  	                    	                                        	R                   	                      	R                     	                                     	                  	R                     	R                     	R                	F                            	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 18	H	 7	  57.00	    169.1700	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	R                	R                                      	C                                    	F                        	                          	                                      	R                   	F                        	                       	F                     	F                  	F                        	                              	                            	                        	F                    	                             	                                 	R                                	                           	C                      	R                          	F                            	F                	C                    	                       	                       	R                      	F                            	                             	R                            	                                    	                              	                          	R                	C                    	                      	F                       	F                    	                       	                          	                   	                    	                                        	R                   	                      	R                     	                                     	                  	R                     	R                     	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 18	H	CC	  26.00	    169.6700	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	                 	                                       	                                     	C                        	                          	                                      	                    	C                        	                       	R                     	F                  	C                        	                              	                            	                        	F                    	                             	                                 	R                                	                           	C                      	                           	R                            	F                	C                    	                       	                       	                       	F                            	                             	                             	                                    	                              	C                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 19	H	 2	  24.00	    170.8400	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	R                	R                                      	C                                    	F                        	                          	                                      	R                   	F                        	                       	F                     	F                  	F                        	                              	R                           	                        	F                    	F                            	                                 	F                                	                           	C                      	F                          	C                            	F                	C                    	                       	C                      	R                      	F                            	                             	                             	                                    	F                             	F                         	R                	C                    	                      	C                       	                     	                       	                          	                   	R                   	                                        	R                   	                      	R                     	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 19	H	 3	 120.00	    173.3000	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	C                                    	F                        	                          	                                      	                    	F                        	                       	C                     	                   	                         	                              	F                           	                        	F                    	F                            	                                 	R                                	R                          	C                      	                           	F                            	F                	C                    	                       	R                      	                       	F                            	                             	                             	                                    	                              	F                         	R                	C                    	                      	F                       	F                    	                       	                          	                   	                    	                                        	                    	                      	                      	+                                    	C                 	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 19	H	 4	  59.00	    174.1900	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	F                                    	C                        	                          	                                      	F                   	F                        	                       	F                     	R                  	F                        	                              	                            	                        	F                    	F                            	                                 	F                                	                           	C                      	F                          	C                            	F                	C                    	                       	C                      	R                      	F                            	                             	R                            	                                    	R                             	R                         	R                	C                    	                      	C                       	F                    	                       	                          	                   	R                   	                                        	R                   	R                     	R                     	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 19	H	 5	 117.00	    176.2700	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	R                	F                                      	C                                    	F                        	                          	                                      	R                   	F                        	                       	F                     	R                  	F                        	                              	R                           	                        	C                    	F                            	                                 	R                                	R                          	C                      	F                          	C                            	F                	C                    	                       	R                      	R                      	F                            	                             	R                            	                                    	                              	R                         	R                	C                    	                      	F                       	                     	                       	                          	                   	R                   	                                        	R                   	R                     	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 19	H	 6	  13.00	    176.7300	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	F                                      	A                                    	F                        	R                         	                                      	R                   	C                        	                       	F                     	F                  	F                        	                              	                            	                        	C                    	F                            	                                 	F                                	R                          	C                      	                           	F                            	F                	C                    	                       	C                      	R                      	F                            	                             	                             	                                    	F                             	F                         	R                	C                    	                      	R                       	                     	                       	                          	                   	                    	                                        	                    	R                     	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 19	H	CC	  15.00	    178.8500	Brunner  	Planktonic Foraminifers                      	C              	M                 	R                    	F                	                                       	F                                    	                         	R                         	                                      	F                   	                         	                       	F                     	                   	F                        	                              	                            	F                       	F                    	                             	F                                	C                                	                           	C                      	R                          	                             	R                	C                    	F                      	                       	                       	                             	R                            	                             	                                    	                              	                          	                 	F                    	                      	                        	                     	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 20	H	 2	  22.00	    180.3200	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	                                       	F                                    	F                        	F                         	F                                     	F                   	F                        	                       	F                     	F                  	F                        	                              	                            	F                       	R                    	C                            	                                 	C                                	R                          	C                      	                           	R                            	F                	C                    	F                      	F                      	R                      	                             	                             	                             	                                    	                              	F                         	R                	R                    	                      	C                       	                     	                       	                          	                   	R                   	C                                       	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 20	H	 3	  19.00	    181.7900	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	R                	R                                      	F                                    	F                        	R                         	                                      	R                   	F                        	                       	F                     	F                  	R                        	                              	                            	F                       	F                    	C                            	R                                	F                                	R                          	C                      	R                          	R                            	F                	C                    	F                      	R                      	R                      	                             	C                            	                             	F                                   	                              	R                         	R                	R                    	                      	F                       	                     	                       	                          	R                  	R                   	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 20	H	 5	  20.00	    184.8000	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	                                       	R                                    	F                        	                          	F                                     	F                   	F                        	                       	F                     	R                  	F                        	                              	F                           	F                       	F                    	C                            	                                 	C                                	R                          	C                      	                           	R                            	F                	C                    	F                      	R                      	F                      	                             	                             	F                            	                                    	                              	R                         	                 	F                    	R                     	F                       	F                    	+                      	+                         	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 20	H	 7	  12.00	    187.7200	Brunner  	Planktonic Foraminifers                      	A              	M                 	R                    	F                	                                       	C                                    	F                        	                          	R                                     	R                   	C                        	F                      	F                     	F                  	F                        	                              	F                           	F                       	F                    	F                            	R                                	C                                	R                          	C                      	R                          	R                            	C                	F                    	F                      	                       	R                      	                             	C                            	                             	                                    	                              	F                         	                 	F                    	                      	F                       	R                    	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 20	H	CC	  31.00	    188.7600	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	C                	                                       	                                     	C                        	                          	                                      	F                   	                         	                       	F                     	F                  	C                        	                              	F                           	C                       	F                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	C                    	                       	                       	                       	                             	                             	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Late Pliocene    	                 	PL5               	              	157	 953	A	 21	H	 1	  94.00	    189.0400	Brunner  	Planktonic Foraminifers                      	A              	G                 	F                    	                 	                                       	F                                    	F                        	R                         	F                                     	R                   	R                        	                       	R                     	R                  	F                        	                              	R                           	R                       	F                    	F                            	                                 	R                                	                           	C                      	                           	R                            	R                	C                    	F                      	F                      	F                      	                             	F                            	                             	F                                   	R                             	R                         	F                	C                    	R                     	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	                                            	                         	                  	                    	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.
