Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
154, 929,A,Initial Reports          ,      17.050,    0.460000,T Pseudoemiliania lacunosa
,,,,,,
154, 929,A,Initial Reports          ,      34.550,    1.030000,Reentrance medium Gephyrocapsa
,,,,,,
154, 929,A,Initial Reports          ,      41.500,    1.240000,T Gephyrocapsa (>5.5 microns)
,,,,,,
154, 929,A,Initial Reports          ,      48.490,    1.460000,B Gephyrocapsa (>5.5 microns)
,,,,,,
154, 929,A,Initial Reports          ,      49.930,    1.600000,T Calcidiscus macintyrei
,,,,,,
154, 929,A,Initial Reports          ,      52.300,    1.670000,B Gephyrocapsa medium
,,,,,,
154, 929,A,Initial Reports          ,      52.390,    1.900000,T Globigerinoides extremus
,,,,,,
154, 929,A,Initial Reports          ,      59.450,    1.950000,T Discoaster brouweri
,,,,,,
154, 929,A,Initial Reports          ,      64.200,    2.150000,B acme Discoaster triradiatus
,,,,,,
154, 929,A,Initial Reports          ,      68.210,    2.300000,Reappearance Pulleniatina
,,,,,,
154, 929,A,Initial Reports          ,      71.380,    2.440000,T Discoaster pentaradiatus
,,,,,,
154, 929,A,Initial Reports          ,      80.900,    2.760000,T Discoaster tamalis
,,,,,,
154, 929,A,Initial Reports          ,      84.950,    3.000000,T Globorotalia multicamerata
,,,,,,
154, 929,A,Initial Reports          ,      86.460,    3.000000,T Dentoglobigerina altispira
,,,,,,
154, 929,A,Initial Reports          ,      92.960,    3.100000,T Sphaeroidinellopsis seminulina
,,,,,,
154, 929,A,Initial Reports          ,     101.020,    3.500000,Disappearance Pulleniatina
,,,,,,
154, 929,A,Initial Reports          ,     106.250,    3.600000,B Globorotalia miocenica
,,,,,,
154, 929,A,Initial Reports          ,     113.460,    3.600000,T Globorotalia margaritae
,,,,,,
154, 929,A,Initial Reports          ,     116.310,    4.300000,T Globigerina nepenthes
,,,,,,
154, 929,A,Initial Reports          ,     130.780,    5.040000,T Ceratolithus acutus
,,,,,,
154, 929,A,Initial Reports          ,     133.750,    5.340000,B Ceratolithus acutus
,,,,,,
154, 929,A,Initial Reports          ,     136.650,    5.560000,T Discoaster quinqueramus
,,,,,,
154, 929,A,Initial Reports          ,     139.050,    5.880000,T Amaurolithus amplificus
,,,,,,
154, 929,A,Initial Reports          ,     145.060,    6.200000,B Globorotalia margaritae
,,,,,,
154, 929,A,Initial Reports          ,     172.690,    6.500000,B Amaurolithus amplificus
,,,,,,
154, 929,A,Initial Reports          ,     172.700,    7.300000,B Amaurolithus primus
,,,,,,
154, 929,A,Initial Reports          ,     187.160,    8.000000,B Globigerinoides extremus
,,,,,,
154, 929,A,Initial Reports          ,     205.880,    8.400000,B Discoaster berggrenii
,,,,,,
154, 929,A,Initial Reports          ,     205.890,    9.360000,T Catinaster calyculus
,,,,,,
154, 929,A,Initial Reports          ,     205.900,    9.400000,T Discoaster hamatus
,,,,,,
154, 929,A,Initial Reports          ,     211.610,   10.300000,T Paragloborotalia mayeri
,,,,,,
154, 929,A,Initial Reports          ,     212.980,   10.400000,B Discoaster hamatus
,,,,,,
