Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
339-U1387B-1H-1-A,339,U1387,B,1,1-1,H,1,A,0,30,0,0.3,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/4 (yellowish brown),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1387B-1H-1-A,339,U1387,B,1,1-1,H,1,A,30,52,0.3,0.52,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5YR 4/1 (dark reddish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-1-A,339,U1387,B,1,1-1,H,1,A,52,150,0.52,1.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5YR 4/1 (dark reddish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,0,33,1.5,1.83,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,33,57,1.83,2.07,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,mottled. fining upward,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,57,74,2.07,2.24,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,contourite? bigradational.,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,74,102,2.24,2.52,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,102,107,2.52,2.57,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,107,112,2.57,2.62,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,112,114,2.62,2.64,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,114,118,2.64,2.68,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,118,130,2.68,2.8,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-2-A,339,U1387,B,1,1-2,H,2,A,130,150,2.8,3,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,bivalve shells ,100,100,
339-U1387B-1H-3-A,339,U1387,B,1,1-3,H,3,A,0,2,3,3.02,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,,100,100,
339-U1387B-1H-3-A,339,U1387,B,1,1-3,H,3,A,2,138,3.02,4.38,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"sand-filled burrows, scaphopod",100,100,
339-U1387B-1H-3-A,339,U1387,B,1,1-3,H,3,A,138,150,4.38,4.5,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,,100,100,
339-U1387B-1H-4-A,339,U1387,B,1,1-4,H,4,A,0,11,4.5,4.61,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-4-A,339,U1387,B,1,1-4,H,4,A,11,28,4.61,4.78,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-4-A,339,U1387,B,1,1-4,H,4,A,28,116,4.78,5.66,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-4-A,339,U1387,B,1,1-4,H,4,A,116,150,5.66,6,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-5-A,339,U1387,B,1,1-5,H,5,A,0,32,6,6.32,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,plant fragment,100,100,
339-U1387B-1H-5-A,339,U1387,B,1,1-5,H,5,A,32,150,6.32,7.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1387B-1H-6-A,339,U1387,B,1,1-6,H,6,A,0,38,7.5,7.88,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,
339-U1387B-1H-6-A,339,U1387,B,1,1-6,H,6,A,38,70,7.88,8.2,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,
339-U1387B-1H-6-A,339,U1387,B,1,1-6,H,6,A,70,108,8.2,8.58,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,forams.,100,100,
339-U1387B-1H-CC-A,339,U1387,B,1,1-CC,H,CC,A,0,34,8.58,8.92,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,few [A48],,forams.,100,100,
339-U1387B-2H-1-A,339,U1387,B,2,2-1,H,1,A,0,10,8.9,9,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,turbidite?,100,100,
339-U1387B-2H-1-A,339,U1387,B,2,2-1,H,1,A,10,16,9,9.06,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,turbidite?,100,100,
