Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1423C-2H-1-A,0,150,114,115.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,1,A
346-U1423C-2H-2-A,0,55,115.5,116.05,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,2,A
346-U1423C-2H-2-A,55,60,116.05,116.1,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,2,H,2,A
346-U1423C-2H-2-A,60,150,116.1,117,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,2,A
346-U1423C-2H-3-A,0,150,117,118.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,3,A
346-U1423C-2H-4-A,0,150,118.5,120,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,4,A
346-U1423C-2H-5-A,0,150,120,121.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,5,A
346-U1423C-2H-6-A,0,91,121.5,122.41,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,6,A
346-U1423C-2H-6-A,91,96,122.41,122.46,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,2,H,6,A
346-U1423C-2H-6-A,96,150,122.46,123,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,6,A
346-U1423C-2H-7-A,0,59,123,123.59,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,7,A
346-U1423C-2H-CC-A,0,25,123.59,123.84,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,diatom rich,clay ,,diatom rich  clay ,diatom rich clay ,clay ,10BG 7/1 (light greenish gray),,,,,,100,,,,,,346,U1423,C,2,H,CC,A
346-U1423C-3H-1-A,0,150,123.5,125,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,3,H,1,A
346-U1423C-3H-2-A,0,150,125,126.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,3,H,2,A
346-U1423C-3H-3-A,0,150,126.5,128,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,3,H,3,A
346-U1423C-3H-4-A,0,150,128,129.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,3,H,4,A
346-U1423C-3H-5-A,0,150,129.5,131,,diatom ooze [Leg339],,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,3,H,5,A
346-U1423C-3H-6-A,0,150,131,132.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,3,H,6,A
346-U1423C-3H-7-A,0,66,132.5,133.16,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,3,H,7,A
346-U1423C-3H-CC-A,0,26,133.16,133.42,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,3,H,CC,A
346-U1423C-4H-1-A,0,150,133,134.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,1,A
346-U1423C-4H-2-A,0,150,134.5,136,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,2,A
346-U1423C-4H-3-A,0,150,136,137.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,3,A
346-U1423C-4H-4-A,0,150,137.5,139,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,4,A
346-U1423C-4H-5-A,0,106,139,140.06,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,5,A
346-U1423C-4H-5-A,106,107,140.06,140.07,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,5,A
346-U1423C-4H-5-A,107,138,140.07,140.38,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,5,A
346-U1423C-4H-5-A,138,148,140.38,140.48,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,5,A
346-U1423C-4H-5-A,148,150,140.48,140.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,5,A
346-U1423C-4H-7-A,0,58,142,142.58,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,7,A
346-U1423C-4H-CC-A,0,12,142.58,142.7,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,4,H,CC,A
346-U1423C-6H-1-A,0,150,150,151.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,1,A
346-U1423C-6H-2-A,0,150,151.5,153,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,2,A
346-U1423C-6H-3-A,0,150,153,154.5,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,3,A
346-U1423C-6H-4-A,0,86,154.5,155.36,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,4,A
346-U1423C-6H-4-A,86,96,155.36,155.46,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,4,A
346-U1423C-6H-4-A,96,150,155.46,156,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,4,A
