Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1423C-6H-5-A,0,152,156,157.52,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,5,A
346-U1423C-6H-6-A,0,153,157.52,159.05,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,6,A
346-U1423C-6H-7-A,0,72,159.05,159.77,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,7,A
346-U1423C-6H-CC-A,0,23,159.77,160,,diatom ooze [Leg339],,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,6,H,CC,A
346-U1423C-8H,0,970,161.5,171.2,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,8,H,,
346-U1423C-8H-5-A,138,139,168.88,168.89,,,,,pumice,trace amount,1,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,C,8,H,5,A
346-U1423C-8H-CC-A,0,18,171.02,171.2,,diatom ooze [Leg339],,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,8,H,CC,A
346-U1423C-9H,0,991,171,180.91,,diatom ooze ,,diatom ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,9,H,,
346-U1423C-9H-1-A,109,111,172.09,172.11,,,,,pumice,volcaniclastic-bearing,2,lens or pod ,N 5 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,C,9,H,1,A
346-U1423C-9H-2-A,122,126,173.72,173.76,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,9,H,2,A
346-U1423C-9H-6-A,120,122,179.7,179.72,,,,,vitric,volcaniclastic-bearing,2,patch or bleb,N 5 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,C,9,H,6,A
346-U1423C-9H-CC-A,0,25,180.66,180.91,,diatom ooze [Leg339],,diatom ooze ,,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,C,9,H,CC,A
