Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
320-U1334A-1H-1-A,320,U1334,A,1,1-1,H,1,A,0,150,0,1.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,soft,10YR 6/4,,,,,,,0
320-U1334A-1H-2-A,320,U1334,A,1,1-2,H,2,A,0,140,1.5,2.9,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,soft,10YR 6/4,,,,,,,1
320-U1334A-1H-2-A,320,U1334,A,1,1-2,H,2,A,140,150,2.9,3,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with micronodules and zeolite,Clay with micronodules and zeolite,100,soft,10YR 4/2,,,,,,,2
320-U1334A-1H-3-A,320,U1334,A,1,1-3,H,3,A,0,25,3,3.25,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with micronodules and zeolite,Clay with micronodules and zeolite,100,soft,10YR 4/2,,,,,,,3
320-U1334A-1H-3-A,320,U1334,A,1,1-3,H,3,A,25,72,3.25,3.72,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with micronodules and zeolite,Clay with micronodules and zeolite,100,soft,10YR 3/1,,,,,,,4
320-U1334A-1H-3-A,320,U1334,A,1,1-3,H,3,A,72,150,3.72,4.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with radiolarians,Clay with radiolarians,100,soft,10YR 4/2,,,,,,,5
320-U1334A-1H-4-A,320,U1334,A,1,1-4,H,4,A,0,150,4.5,6,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with radiolarians,Clay with radiolarians,100,soft,10YR 4/2,,,,,,,6
320-U1334A-1H-5-A,320,U1334,A,1,1-5,H,5,A,0,150,6,7.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with radiolarians,Clay with radiolarians,100,soft,10YR 4/2,,,,,,,7
320-U1334A-1H-6-A,320,U1334,A,1,1-6,H,6,A,0,53,7.5,8.03,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with radiolarians,Clay with radiolarians,100,soft,10YR 4/2,,,,,,,8
320-U1334A-1H-CC-A,320,U1334,A,1,1-CC,H,CC,A,0,16,8.03,8.19,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with radiolarians,Clay with radiolarians,100,soft,10YR 4/2,,,,,,,9
