Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
323-U1339C-18H-2-A,323,U1339,C,18,18-2,H,2,A,26,150,157.37,158.61,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-3-A,323,U1339,C,18,18-3,H,3,A,0,106,158.61,159.67,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-3-A,323,U1339,C,18,18-3,H,3,A,106,117,159.67,159.78,dolostone [USGS-LP62],'',,dolostone,,soft,5Y 5/3,,,,,currently precipitating dolostone layer,,,,,,,,,,,
323-U1339C-18H-3-A,323,U1339,C,18,18-3,H,3,A,117,142,159.78,160.03,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-4-A,323,U1339,C,18,18-4,H,4,A,0,43,160.03,160.46,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-18H-4-A,323,U1339,C,18,18-4,H,4,A,43,53,160.46,160.56,dolostone [USGS-LP62],'',,dolostone,,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1339C-18H-4-A,323,U1339,C,18,18-4,H,4,A,53,150,160.56,161.53,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-18H-5-A,323,U1339,C,18,18-5,H,5,A,0,40,161.53,161.93,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-18H-5-A,323,U1339,C,18,18-5,H,5,A,40,76,161.93,162.29,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-5-A,323,U1339,C,18,18-5,H,5,A,76,110,162.29,162.63,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-18H-5-A,323,U1339,C,18,18-5,H,5,A,110,147,162.63,163,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-6-A,323,U1339,C,18,18-6,H,6,A,0,50,163,163.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-6-A,323,U1339,C,18,18-6,H,6,A,50,114,163.5,164.14,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-18H-6-A,323,U1339,C,18,18-6,H,6,A,114,150,164.14,164.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-7-A,323,U1339,C,18,18-7,H,7,A,0,135,164.5,165.85,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-CC-A,323,U1339,C,18,18-CC,H,CC,A,0,17,165.85,166.02,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-1-A,323,U1339,C,19,19-1,H,1,A,0,36,166.3,166.66,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,0,31,166.66,166.97,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,31,47,166.97,167.13,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,47,50,167.13,167.16,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,2.5/N,,,,,Black ash,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,50,123,167.16,167.89,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,123,131,167.89,167.97,dolostone [USGS-LP62],'',,dolostone,,,5Y 5/3,,,,,"Dolomite Rock (6 cm width, 4 cm thick)",,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,131,135,167.97,168.01,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-3-A,323,U1339,C,19,19-3,H,3,A,0,25,168.01,168.26,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-3-A,323,U1339,C,19,19-3,H,3,A,25,144,168.26,169.45,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,0,20,169.45,169.65,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,20,23,169.65,169.68,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,10YR 6/2,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,23,33,169.68,169.78,diatom ooze,Leg 323,,diatom ooze,50,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,23,33,169.68,169.78,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,50,,10YR 6/2,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,33,150,169.78,170.95,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-5-A,323,U1339,C,19,19-5,H,5,A,0,10,170.95,171.05,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-5-A,323,U1339,C,19,19-5,H,5,A,10,13,171.05,171.08,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,2.5/N,,,,,,,,,,,,,,,,
323-U1339C-19H-5-A,323,U1339,C,19,19-5,H,5,A,13,150,171.08,172.45,diatom ooze,"International Union of Geological Sciences-Le Maitre, 1989",,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-6-A,323,U1339,C,19,19-6,H,6,A,0,120,172.45,173.65,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-6-A,323,U1339,C,19,19-6,H,6,A,120,150,173.65,173.95,diatom ooze,Leg 323,,diatom ooze,,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-7-A,323,U1339,C,19,19-7,H,7,A,0,60,173.95,174.55,diatom ooze,Leg 323,,diatom ooze,,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-7-A,323,U1339,C,19,19-7,H,7,A,60,70,174.55,174.65,diatom fine ash,Leg 323,,diatom fine ash,,,5Y 5/3,,,,,,,,,,,,,,,,
323-U1339C-19H-7-A,323,U1339,C,19,19-7,H,7,A,70,98,174.65,174.93,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-8-A,323,U1339,C,19,19-8,H,8,A,0,80,174.93,175.73,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,'',,,,,,,,,,,
323-U1339C-19H-CC-A,323,U1339,C,19,19-CC,H,CC,A,0,75,175.73,176.48,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,0,24,175.8,176.04,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,24,30,176.04,176.1,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,30,94,176.1,176.74,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,94,99,176.74,176.79,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,99,150,176.79,177.3,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-2-A,323,U1339,C,20,20-2,H,2,A,0,130,177.3,178.6,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-2-A,323,U1339,C,20,20-2,H,2,A,130,150,178.6,178.8,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-3-A,323,U1339,C,20,20-3,H,3,A,0,10,178.8,178.9,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-3-A,323,U1339,C,20,20-3,H,3,A,10,38,178.9,179.18,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-3-A,323,U1339,C,20,20-3,H,3,A,38,42,179.18,179.22,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-20H-3-A,323,U1339,C,20,20-3,H,3,A,42,146,179.22,180.26,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-4-A,323,U1339,C,20,20-4,H,4,A,0,150,180.26,181.76,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-5-A,323,U1339,C,20,20-5,H,5,A,0,10,181.76,181.86,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-5-A,323,U1339,C,20,20-5,H,5,A,10,12,181.86,181.88,coarse ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,coarse ash,100,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-20H-5-A,323,U1339,C,20,20-5,H,5,A,12,97,181.88,182.73,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-5-A,323,U1339,C,20,20-5,H,5,A,97,150,182.73,183.26,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-6-A,323,U1339,C,20,20-6,H,6,A,0,133,183.26,184.59,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-7-A,323,U1339,C,20,20-7,H,7,A,0,68,184.59,185.27,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-CC-A,323,U1339,C,20,20-CC,H,CC,A,0,57,185.27,185.84,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-21H-1-A,323,U1339,C,21,21-1,H,1,A,0,9,185.3,185.39,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-1-A,323,U1339,C,21,21-1,H,1,A,9,12,185.39,185.42,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5YR 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-21H-1-A,323,U1339,C,21,21-1,H,1,A,12,150,185.42,186.8,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-2-A,323,U1339,C,21,21-2,H,2,A,0,7,186.8,186.87,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-2-A,323,U1339,C,21,21-2,H,2,A,7,19,186.87,186.99,diatom silt,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom silt,,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1339C-21H-2-A,323,U1339,C,21,21-2,H,2,A,19,150,186.99,188.3,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-3-A,323,U1339,C,21,21-3,H,3,A,0,120,188.3,189.5,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-3-A,323,U1339,C,21,21-3,H,3,A,120,127,189.5,189.57,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-21H-3-A,323,U1339,C,21,21-3,H,3,A,127,150,189.57,189.8,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-4-A,323,U1339,C,21,21-4,H,4,A,0,150,189.8,191.3,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-5-A,323,U1339,C,21,21-5,H,5,A,0,150,191.3,192.8,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-6-A,323,U1339,C,21,21-6,H,6,A,0,150,192.8,194.3,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-7-A,323,U1339,C,21,21-7,H,7,A,0,63,194.3,194.93,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-CC-A,323,U1339,C,21,21-CC,H,CC,A,0,15,194.93,195.08,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-CC-A,323,U1339,C,21,21-CC,H,CC,A,15,30,195.08,195.23,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,
