Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1489A-1H-1-A,0,7,0,0.07,foraminifer-bearing diatom-rich [X363],nannofossil clay [X363],foraminifer-bearing diatom-rich nannofossil clay,,2.5YR 4/2 (weak red),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,1,A,,,,,0
363-U1489A-1H-1-A,7,83,0.07,0.83,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,1,A,,,,,1
363-U1489A-1H-1-A,83,84,0.83,0.84,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,1,A,,,,,2
363-U1489A-1H-1-A,84,106,0.84,1.06,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,1,A,,,,,3
363-U1489A-1H-1-A,106,124,1.06,1.24,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,1,A,,,,,4
363-U1489A-1H-1-A,124,150,1.24,1.5,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,1,A,,,,,5
363-U1489A-1H-2-A,0,62,1.5,2.12,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,2,A,,,,,6
363-U1489A-1H-2-A,62,85,2.12,2.35,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,2,A,,,,,7
363-U1489A-1H-2-A,85,91,2.35,2.41,foraminifer-bearing diatom-rich [X363],nannofossil clay [X363],foraminifer-bearing diatom-rich nannofossil clay,,2.5YR 4/2 (weak red),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,2,A,,,,,8
363-U1489A-1H-2-A,91,102,2.41,2.52,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,2,A,,,,,9
363-U1489A-1H-2-A,102,109,2.52,2.59,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,2,A,,,,,10
363-U1489A-1H-2-A,109,117,2.59,2.67,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,2,A,,,,,11
363-U1489A-1H-2-A,117,118,2.67,2.68,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,2,A,,,,,12
363-U1489A-1H-2-A,118,150,2.68,3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,2,A,,,,,13
363-U1489A-1H-3-A,0,8,3,3.08,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,3,A,,,,,14
363-U1489A-1H-3-A,8,63,3.08,3.63,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,3,A,,,,,15
363-U1489A-1H-3-A,63,64,3.63,3.64,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1489,A,1,H,3,A,,,,,16
