Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
363-U1488B-5H-4-A,80,150,34.7,35.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,4,A,,,,
363-U1488B-5H-5-A,0,150,35.4,36.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,5,A,,,,
363-U1488B-5H-6-A,0,48,36.9,37.38,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,6,A,,,,
363-U1488B-5H-6-A,48,64,37.38,37.54,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,N 7 (light gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,6,A,,,,
363-U1488B-5H-6-A,64,122,37.54,38.12,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,6,A,,,,
363-U1488B-5H-6-A,122,150,38.12,38.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,6,A,,,,
363-U1488B-5H-7-A,0,65,38.4,39.05,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,mineral,sulfide,faint purple and green layers and patches; pyritized burrow 42-45 cm,,,,,,,,,,,,,363,U1488,B,5,H,7,A,,,,
363-U1488B-5H-CC-A,0,24,39.05,39.29,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,5,H,CC,A,,,,
363-U1488B-6H-1-A,0,59,38.9,39.49,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,1,A,,,,
363-U1488B-6H-1-A,70,150,39.6,40.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,1,A,,,,
363-U1488B-6H-2-A,0,150,40.4,41.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,2,A,,,,
363-U1488B-6H-3-A,0,33,41.9,42.23,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,3,A,,,,
363-U1488B-6H-3-A,33,41,42.23,42.31,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,N 7 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,6,H,3,A,,,,
363-U1488B-6H-3-A,41,150,42.31,43.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,3,A,,,,
363-U1488B-6H-4-A,0,15,43.4,43.55,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,4,A,,,,
363-U1488B-6H-4-A,15,16,43.55,43.56,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,N 2.5 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,6,H,4,A,,,,
363-U1488B-6H-4-A,16,58,43.56,43.98,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,4,A,,,,
363-U1488B-6H-4-A,58,107,43.98,44.47,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,4,A,,,,
363-U1488B-6H-4-A,107,112,44.47,44.52,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,4,A,,,,
363-U1488B-6H-4-A,112,150,44.52,44.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,4,A,,,,
363-U1488B-6H-5-A,0,150,44.9,46.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,5,A,,,,
363-U1488B-6H-6-A,0,150,46.4,47.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,6,A,,,,
363-U1488B-6H-7-A,0,71,47.9,48.61,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,7,A,,,,
363-U1488B-6H-CC-A,0,14,48.61,48.75,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,CC,A,,,,
363-U1488B-6H-CC-A,14,17,48.75,48.78,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,CC,A,,,,
363-U1488B-6H-CC-A,17,24,48.78,48.85,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,6,H,CC,A,,,,
363-U1488B-7H-1-A,0,67,48.4,49.07,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,1,A,,,,
363-U1488B-7H-1-A,67,69,49.07,49.09,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,1,A,,,,
363-U1488B-7H-1-A,69,150,49.09,49.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,1,A,,,,
363-U1488B-7H-2-A,0,150,49.9,51.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,2,A,,,,
363-U1488B-7H-3-A,0,150,51.4,52.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,3,A,,,,
363-U1488B-7H-4-A,0,50,52.9,53.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,4,A,,,,
363-U1488B-7H-4-A,50,52,53.4,53.42,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,N 2.5 (black),slight [DB86],,,,,,pyritized patch,,,,,,,,,,,,,363,U1488,B,7,H,4,A,,,,
363-U1488B-7H-4-A,52,150,53.42,54.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,4,A,,,,
363-U1488B-7H-5-A,0,150,54.4,55.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,5,A,,,,
363-U1488B-7H-6-A,0,150,55.9,57.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,6,A,,,,
363-U1488B-7H-7-A,0,65,57.4,58.05,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,7,A,,,,
363-U1488B-7H-CC-A,0,19,58.05,58.24,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,faint purple and green layers and patches; pyrite common,,,,,,,,,,,,,363,U1488,B,7,H,CC,A,,,,
363-U1488B-8H-1-A,0,150,57.9,59.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,8,H,1,A,,,,
363-U1488B-8H-2-A,0,144,59.4,60.84,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,8,H,2,A,,,,
363-U1488B-8H-3-A,0,150,60.84,62.34,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,8,H,3,A,,,,
363-U1488B-8H-4-A,0,150,62.34,63.84,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,8,H,4,A,,,,
363-U1488B-8H-5-A,0,150,63.84,65.34,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,8,H,5,A,,,,
363-U1488B-8H-6-A,0,150,65.34,66.84,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,8,H,6,A,,,,
363-U1488B-8H-7-A,0,59,66.84,67.43,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,8,H,7,A,,,,
363-U1488B-8H-CC-A,0,23,67.43,67.66,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,8,H,CC,A,,,,
363-U1488B-9H-1-A,0,150,67.4,68.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,9,H,1,A,,,,
363-U1488B-9H-2-A,0,150,68.9,70.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,9,H,2,A,,,,
363-U1488B-9H-3-A,0,150,70.4,71.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,9,H,3,A,,,,
363-U1488B-9H-4-A,0,150,71.9,73.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,9,H,4,A,,,,
363-U1488B-9H-5-A,0,150,73.4,74.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,9,H,5,A,,,,
363-U1488B-9H-6-A,0,150,74.9,76.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,9,H,6,A,,,,
363-U1488B-9H-7-A,0,68,76.4,77.08,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,9,H,7,A,,,,
363-U1488B-9H-CC-A,0,24,77.08,77.32,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,9,H,CC,A,,,,
363-U1488B-10H-1-A,0,150,76.9,78.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,10,H,1,A,,,,
363-U1488B-10H-2-A,0,150,78.4,79.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,10,H,2,A,,,,
363-U1488B-10H-3-A,0,150,79.9,81.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,10,H,3,A,,,,
363-U1488B-10H-4-A,0,150,81.4,82.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,10,H,4,A,,,,
363-U1488B-10H-5-A,0,150,82.9,84.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,10,H,5,A,,,,
363-U1488B-10H-6-A,0,150,84.4,85.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,10,H,6,A,,,,
363-U1488B-10H-7-A,0,71,85.9,86.61,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,10,H,7,A,,,,
363-U1488B-10H-CC-A,0,32,86.61,86.93,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,10,H,CC,A,,,,
363-U1488B-11H-1-A,0,150,86.4,87.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,1,A,,,,
363-U1488B-11H-2-A,0,150,87.9,89.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,2,A,,,,
363-U1488B-11H-3-A,0,150,89.4,90.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,3,A,,,,
363-U1488B-11H-4-A,0,150,90.9,92.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,4,A,,,,
363-U1488B-11H-5-A,0,20,92.4,92.6,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,5,A,,,,
363-U1488B-11H-5-A,20,30,92.6,92.7,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,5,A,,,,
363-U1488B-11H-5-A,30,150,92.7,93.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,5,A,,,,
363-U1488B-11H-6-A,0,150,93.9,95.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,6,A,,,,
363-U1488B-11H-7-A,0,64,95.4,96.04,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,7,A,,,,
363-U1488B-11H-CC-A,0,23,96.04,96.27,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,11,H,CC,A,,,,
363-U1488B-12H-1-A,0,150,95.9,97.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,12,H,1,A,,,,
363-U1488B-12H-2-A,0,150,97.4,98.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,12,H,2,A,,,,
363-U1488B-12H-3-A,0,110,98.9,100,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,12,H,3,A,,,,
363-U1488B-12H-3-A,110,117,100,100.07,,ash(tuff) [MMK88m],ash(tuff),,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,12,H,3,A,,,,
363-U1488B-12H-3-A,117,150,100.07,100.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,12,H,3,A,,,,
363-U1488B-12H-4-A,0,150,100.4,101.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,12,H,4,A,,,,
363-U1488B-12H-5-A,0,100,101.9,102.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,12,H,5,A,,,,
363-U1488B-12H-6-A,0,61,102.9,103.51,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,12,H,6,A,,,,
363-U1488B-12H-CC-A,0,20,103.51,103.71,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,12,H,CC,A,,,,
363-U1488B-13H-1-A,0,105,105.4,106.45,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,1,A,,,,
363-U1488B-13H-1-A,105,150,106.45,106.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,1,A,,,,
363-U1488B-13H-2-A,0,150,106.9,108.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,2,A,,,,
363-U1488B-13H-3-A,0,150,108.4,109.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,3,A,,,,
363-U1488B-13H-4-A,0,124,109.9,111.14,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,4,A,,,,
363-U1488B-13H-4-A,124,137,111.14,111.27,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,4,A,,,,
363-U1488B-13H-4-A,137,150,111.27,111.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,4,A,,,,
363-U1488B-13H-5-A,0,150,111.4,112.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,5,A,,,,
363-U1488B-13H-6-A,0,150,112.9,114.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,6,A,,,,
363-U1488B-13H-7-A,0,65,114.4,115.05,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,7,A,,,,
