Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,File Data,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1431D-47X-2-A,0.0,39.0,422.8,423.19,,clay,,clay ,clay ,100,GLEY 1 3/10GY (very dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,erosive,sub-horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,2,A
349-U1431D-47X-2-A,39.0,63.0,423.19,423.43,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 6/5GY (greenish gray),moderately consolidated,clay,1,silt,2,,,,,,,,,,,100,,,,irregular,sub-horizontal,,cross-lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,2,A
349-U1431D-47X-2-A,63.0,150.0,423.43,424.3,,clay,,clay ,clay ,100,GLEY 1 3/10GY (very dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,2,A
349-U1431D-47X-3-A,0.0,115.0,424.3,425.45,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,erosive,inclined,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,3,A
349-U1431D-47X-3-A,115.0,131.0,425.45,425.61,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 6/5GY (greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,sub-horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,3,A
349-U1431D-47X-4-A,0.0,150.0,425.8,427.3,,clay,,clay ,clay ,100,GLEY 1 3/10GY (very dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,4,A
349-U1431D-47X-5-A,0.0,13.0,427.3,427.43,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,erosive,horizontal,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,5,A
349-U1431D-47X-5-A,13.0,150.0,427.43,428.8,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 6/5GY (greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,5,A
349-U1431D-47X-6-A,0.0,117.0,428.8,429.97,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 6/5GY (greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,6,A
349-U1431D-47X-7-A,0.0,72.0,429.97,430.69,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 6/5GY (greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,7,A
349-U1431D-47X-CC-A,0.0,38.0,430.69,431.07,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 6/5GY (greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,47,X,CC,A
349-U1431D-48X-1-A,0.0,29.0,431.0,431.29,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,planar,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,1,A
349-U1431D-48X-1-A,29.0,46.0,431.29,431.46,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,planar,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,1,A
349-U1431D-48X-1-A,46.0,142.0,431.46,432.42,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,planar,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,1,A
349-U1431D-48X-1-A,142.0,150.0,432.42,432.5,,clay,with nannofossils,clay ,clay with nannofossils ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,1,A
349-U1431D-48X-2-A,0.0,15.0,432.5,432.65,,clay,with nannofossils,clay ,clay with nannofossils ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,planar,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,2,A
349-U1431D-48X-2-A,15.0,87.0,432.65,433.37,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,planar,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,2,A
349-U1431D-48X-2-A,87.0,112.0,433.37,433.62,,clay,with nannofossils,clay ,clay with nannofossils ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,planar,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,2,A
349-U1431D-48X-2-A,112.0,133.0,433.62,433.83,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,2,A
349-U1431D-48X-3-A,0.0,84.0,434.0,434.84,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,erosive,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,3,A
349-U1431D-48X-3-A,84.0,108.0,434.84,435.08,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,erosive,horizontal,,cross-lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,3,A
349-U1431D-48X-3-A,108.0,110.0,435.08,435.1,,silt,,silt ,silt ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,silt,2,very fine sand,3,,,,,,,,,,,100,,,,erosive,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,3,A
349-U1431D-48X-3-A,110.0,140.0,435.1,435.4,,clay,with nannofossils,clay ,clay with nannofossils ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,erosive,inclined,,convolute lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,3,A
349-U1431D-48X-3-A,140.0,146.0,435.4,435.46,,clay,with nannofossils,clay ,clay with nannofossils ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,,,,,,,,,,,100,,,,,sub-horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,3,A
349-U1431D-48X-CC-A,0.0,17.0,435.46,435.63,,sand,,sand ,sand ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,fine sand,4,fine sand,4,,,,,,,,,,,100,,,,,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,48,X,CC,A
349-U1431D-52X-1-A,0.0,85.0,469.8,470.65,,clay,,clay ,clay ,100,GLEY 1 4/5GY (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,52,X,1,A
349-U1431D-52X-CC-A,0.0,31.0,470.65,470.96,,clay,,clay ,clay ,100,GLEY 1 4/5GY (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,52,X,CC,A
349-U1431D-53X-1-A,0.0,85.0,479.5,480.35,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,1,A
349-U1431D-53X-2-A,0.0,150.0,480.35,481.85,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,2,A
349-U1431D-53X-3-A,0.0,144.0,481.85,483.29,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,3,A
349-U1431D-53X-4-A,0.0,80.0,483.29,484.09,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,4,A
349-U1431D-53X-4-A,80.0,132.0,484.09,484.61,,silty sand,,silty sand ,silty sand ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,fine sand,4,very fine sand,3,moderate,,,,,,,,,,100,,,,,horizontal,,fining upward,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,4,A
349-U1431D-53X-5-A,0.0,150.0,484.79,486.29,,sand,,sand ,sand ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,fine sand,4,medium sand,5,moderate,,,,,,,,,,100,,,,,horizontal,,fining upward,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,5,A
349-U1431D-53X-6-A,0.0,150.0,486.29,487.79,,sand,,sand ,sand ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,fine sand,4,medium sand,5,well,,,,,,,,,,100,,,,,horizontal,,fining upward,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,6,A
349-U1431D-53X-7-A,0.0,47.0,487.79,488.26,,sand,,sand ,sand ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,fine sand,4,medium sand,5,well,,,,,,,,,,100,,,,,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,7,A
349-U1431D-53X-7-A,47.0,114.0,488.26,488.93,,clay,,clay ,clay ,100,5Y 4/2 (olive gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,erosive,inclined,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,7,A
349-U1431D-53X-CC-A,0.0,36.0,488.93,489.29,,clay,,clay ,clay ,100,5Y 4/1 (dark gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,53,X,CC,A
349-U1431D-54X-1-A,0.0,18.0,488.2,488.38,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,sub-horizontal,,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,54,X,1,A
349-U1431D-54X-1-A,18.0,34.0,488.38,488.54,foraminifer rich,sand,,foraminifer rich sand ,foraminifer rich sand ,100,GLEY 1 7/10Y (light grrenish grey),lithified,medium sand,5,coarse sand,6,well,,,,,,,,,,100,,,,erosive,sub-horizontal,,cross-bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,54,X,1,A
349-U1431D-54X-1-A,34.0,81.0,488.54,489.01,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,sub-horizontal,,wavy lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,54,X,1,A
349-U1431D-54X-CC-A,0.0,5.0,489.01,489.06,,clay,,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,erosive,inclined,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,54,X,CC,A
349-U1431D-54X-CC-A,5.0,10.0,489.06,489.11,,silt,,silt ,silt ,100,5Y 3/1 (very dark gray),lithified,silt,2,silt,2,well,,,,,,,,,,100,,,,erosive,inclined,,cross-bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,54,X,CC,A
349-U1431D-54X-CC-A,10.0,23.0,489.11,489.24,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,erosive,sub-horizontal,,cross-bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,54,X,CC,A
349-U1431D-54X-CC-A,23.0,31.0,489.24,489.32,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,,horizontal,,cross-bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,54,X,CC,A
349-U1431D-55X-1-A,0.0,12.0,497.9,498.02,,claystone,,claystone ,claystone ,100,GLEY 1 5/10Y (greenish gray),lithified,clay,1,silt,2,moderate,,,,,,,,,,100,,,,bioturbated,sub-horizontal,medium bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,1,A
349-U1431D-55X-1-A,12.0,35.0,498.02,498.25,,claystone,,claystone ,claystone ,100,GLEY 1 7/10Y (light grrenish grey),lithified,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,1,A
349-U1431D-55X-1-A,35.0,46.0,498.25,498.36,,sandstone,with volcanic ash,sandstone ,sandstone with volcanic ash ,100,GLEY 1 5/10Y (greenish gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,curved,thin bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,1,A
349-U1431D-55X-1-A,46.0,55.0,498.36,498.45,,claystone,,claystone ,claystone ,100,GLEY 1 5/N (gray),lithified,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,1,A
349-U1431D-55X-1-A,55.0,62.0,498.45,498.52,,sandstone,,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,thin bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,1,A
349-U1431D-55X-1-A,62.0,68.0,498.52,498.58,,claystone,,claystone ,claystone ,100,GLEY 1 5/N (gray),lithified,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,1,A
349-U1431D-55X-1-A,68.0,76.0,498.58,498.66,,sandstone,with volcanic ash,sandstone ,sandstone with volcanic ash ,100,GLEY 1 4/N (dark gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,thin bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,1,A
349-U1431D-55X-1-A,76.0,83.0,498.66,498.73,,claystone,,claystone ,claystone ,100,GLEY 1 5/N (gray),lithified,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,medium bed,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,1,A
349-U1431D-55X-2-A,0.0,12.0,498.92,499.04,,claystone,with silty sand,claystone ,claystone with silty sand ,100,GLEY 1 4/10Y (dark greenish gray),lithified,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,2,A
349-U1431D-55X-2-A,12.0,24.0,499.04,499.16,,siltstone,,siltstone ,siltstone ,100,GLEY 1 5/10Y (greenish gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,2,A
349-U1431D-55X-2-A,24.0,43.0,499.16,499.35,,claystone,with silt,claystone ,claystone with silt ,100,GLEY 1 5/10Y (greenish gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,gradational,horizontal,medium bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,2,A
349-U1431D-55X-2-A,43.0,80.0,499.35,499.72,,claystone,with silt,claystone ,claystone with silt ,100,GLEY 1 5/10Y (greenish gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,2,A
349-U1431D-55X-2-A,80.0,90.0,499.72,499.82,,claystone,with silt,claystone ,claystone with silt ,100,GLEY 1 5/10Y (greenish gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,2,A
349-U1431D-55X-CC-A,0.0,15.0,499.82,499.97,,sandstone,with volcanic ash,sandstone ,sandstone with volcanic ash ,100,GLEY 1 4/N (dark gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,CC,A
349-U1431D-55X-CC-A,15.0,23.0,499.97,500.05,,claystone,with silt,claystone ,claystone with silt ,100,GLEY 1 5/10Y (greenish gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,planar,horizontal,thin bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,CC,A
349-U1431D-55X-CC-A,23.0,32.0,500.05,500.14,,sandstone,with volcanic ash,sandstone ,sandstone with volcanic ash ,100,GLEY 1 4/10Y (dark greenish gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,,,,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,55,X,CC,A
349-U1431D-58X-CC-A,0.0,4.0,527.0,527.04,,claystone,with silt,claystone ,claystone with silt ,100,GLEY 1 4/10Y (dark greenish gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,irregular,inclined,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,58,X,CC,A
349-U1431D-58X-CC-A,4.0,29.0,527.04,527.29,,silty sand,with clay,silty sand ,silty sand with clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,fine sand,4,medium sand,5,poor,,,,,,,,,,,,,,erosive,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,58,X,CC,A
349-U1431D-58X-CC-A,29.0,31.0,527.29,527.31,,claystone,with silt,claystone ,claystone with silt ,100,GLEY 1 4/10Y (dark greenish gray),lithified,clay,1,silt,2,very well,,,,,,,,,,100,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,58,X,CC,A
349-U1431D-60X-1-A,0.0,68.0,546.4,547.08,,claystone,,claystone ,claystone ,,2.5Y 4/1 (dark gray),lithified,clay,1,silt,2,moderate,,,,,,,,,,,,,,planar,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,60,X,1,A
349-U1431D-60X-1-A,68.0,78.0,547.08,547.18,clayey,nannofossil chalk,,clayey nannofossil chalk ,clayey nannofossil chalk ,,2.5Y 5/1 (gray),lithified,clay,1,silt,2,moderate,,,,,,,,,,,,,,gradational,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,60,X,1,A
349-U1431D-60X-1-A,78.0,150.0,547.18,547.9,,claystone,,claystone ,claystone ,,2.5Y 4/1 (dark gray),lithified,clay,1,silt,2,moderate,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,60,X,1,A
349-U1431D-60X-2-A,0.0,9.0,547.9,547.99,,claystone,,claystone ,claystone ,,2.5Y 4/1 (dark gray),lithified,clay,1,silt,2,moderate,,,,,,,,,,,,,,planar,inclined,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,60,X,2,A
349-U1431D-60X-2-A,9.0,64.0,547.99,548.54,sandy,siltstone,with clay,sandy siltstone ,sandy siltstone with clay ,,GLEY 1 3/5GY (very dark greenish gray),moderately consolidated,silt,2,coarse sand,6,poor,,,,,,,,,,,,,,,,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,60,X,2,A
349-U1431D-60X-2-A,64.0,81.0,548.54,548.71,sandy,claystone,with silt,sandy claystone ,sandy claystone with silt ,,GLEY 1 4/10Y (dark greenish gray),lithified,clay,1,medium sand,5,poor,,,,,,,,,,,,,,irregular,horizontal,medium bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,60,X,2,A
349-U1431D-60X-2-A,81.0,101.0,548.71,548.91,silty,claystone,with sand,silty claystone ,silty claystone with sand ,,GLEY 1 4/10Y (dark greenish gray),lithified,clay,1,medium sand,5,poor,,,,,,,,,,,,,,,,,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,60,X,2,A
349-U1431D-60X-3-A,0.0,32.0,549.11,549.43,,claystone,with silt,claystone ,claystone with silt ,,GLEY 1 3/10Y (very dark greenish gray),lithified,clay,1,silt,2,poor,,,,,,,,,,,,,,gradational,horizontal,thick bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,60,X,3,A
