Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
355-U1457C-39R-2-A,13,100,552.13,553,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,pyrite,,,,,,355,U1457,C,39,R,2,A,250
355-U1457C-39R-2-A,100,127,553,553.27,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,39,R,2,A,251
355-U1457C-39R-2-A,127,140,553.27,553.4,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),20,very fine sand,3,medium sand,5,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,2,A,252
355-U1457C-39R-3-A,0,47,553.5,553.97,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,medium sand,5,,100,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,3,A,253
355-U1457C-39R-3-A,47,85,553.97,554.35,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,erosive,gradational,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,39,R,3,A,254
355-U1457C-39R-3-A,85,129,554.35,554.79,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,3,A,255
355-U1457C-39R-CC-A,0,24,554.79,555.03,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,CC,A,256
355-U1457C-40R-1-A,0,84,560.2,561.04,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,1,A,257
355-U1457C-40R-1-A,84,113,561.04,561.33,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,wood,,,,,355,U1457,C,40,R,1,A,258
355-U1457C-40R-1-A,113,131,561.33,561.51,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,1,A,259
355-U1457C-40R-2-A,0,50,561.51,562.01,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,gradational,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,40,R,2,A,260
355-U1457C-40R-2-A,50,64,562.01,562.15,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,2,A,261
355-U1457C-40R-2-A,64,95,562.15,562.46,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,gradational,sharp,horizontal,thinly bedded,,,,,,,,wood,,,,,355,U1457,C,40,R,2,A,262
355-U1457C-40R-2-A,95,120,562.46,562.71,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,2,A,263
355-U1457C-40R-3-A,0,86,562.71,563.57,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,40,R,3,A,264
355-U1457C-40R-CC-A,0,18,563.57,563.75,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,fine sand,4,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,40,R,CC,A,265
355-U1457C-41R-1-A,0,140,569.9,571.3,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,wood,,,,,355,U1457,C,41,R,1,A,266
355-U1457C-41R-2-A,0,23,571.3,571.53,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,fine sand,4,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,41,R,2,A,267
355-U1457C-41R-2-A,23,76,571.53,572.06,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,41,R,2,A,268
355-U1457C-41R-2-A,76,92,572.06,572.22,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,fine sand,4,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,41,R,2,A,269
355-U1457C-41R-3-A,0,77,572.32,573.09,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,41,R,3,A,270
355-U1457C-41R-CC-A,0,17,573.09,573.26,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,fine sand,4,,100,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,41,R,CC,A,271
355-U1457C-42R-1-A,0,3,579.6,579.63,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,42,R,1,A,272
355-U1457C-42R-1-A,18,27,579.78,579.87,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,42,R,1,A,273
355-U1457C-42R-1-A,27,120,579.87,580.8,,silty,sand,,silty sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1457,C,42,R,1,A,274
355-U1457C-42R-1-A,120,140,580.8,581,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,fine sand,4,medium sand,5,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,42,R,1,A,275
355-U1457C-42R-CC-A,0,16,581.02,581.18,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,fine sand,4,medium sand,5,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,42,R,CC,A,276
355-U1457C-43R-1-A,0,40,589.3,589.7,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,gradational,sharp,horizontal,thinly bedded,normally graded,,,,,,,wood,,,,,355,U1457,C,43,R,1,A,277
355-U1457C-43R-1-A,40,141,589.7,590.71,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,wood,,,,,355,U1457,C,43,R,1,A,278
355-U1457C-43R-2-A,0,15,590.71,590.86,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,gradational,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,43,R,2,A,279
355-U1457C-43R-2-A,15,90,590.86,591.61,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,wood,,,,,355,U1457,C,43,R,2,A,280
355-U1457C-43R-3-A,0,57,591.71,592.28,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,43,R,3,A,281
355-U1457C-43R-3-A,57,70,592.28,592.41,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,wood,,,,,355,U1457,C,43,R,3,A,282
355-U1457C-43R-CC-A,0,17,592.41,592.58,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,,,,,normally graded,,,,,,,,,,,,355,U1457,C,43,R,CC,A,283
355-U1457C-44R-1-A,0,21,599,599.21,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,very fine sand,3,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,brown,10YR 3/2 (very dark grayish brown),20,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,1,A,284
355-U1457C-44R-1-A,21,41,599.21,599.41,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,44,R,1,A,285
355-U1457C-44R-1-A,41,94,599.41,599.94,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),90,clay,1,silt,2,,,siltstone,,siltstone,siltstone,siltstone,bluish gray,GLEY 1 4/N (dark gray),10,silt,2,very fine sand,3,,100,gradational,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,44,R,1,A,286
355-U1457C-44R-1-A,94,122,599.94,600.22,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),70,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,brown,10YR 3/2 (very dark grayish brown),30,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,1,A,287
355-U1457C-44R-2-A,0,14,600.22,600.36,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,44,R,2,A,288
355-U1457C-44R-2-A,14,37,600.36,600.59,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,very fine sand,3,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,brown,10YR 3/2 (very dark grayish brown),20,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,2,A,289
355-U1457C-44R-2-A,37,102,600.59,601.24,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,44,R,2,A,290
355-U1457C-44R-2-A,102,119,601.24,601.41,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,2,A,291
355-U1457C-44R-2-A,119,150,601.41,601.72,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very coarse sand,7,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,44,R,2,A,292
355-U1457C-44R-3-A,0,18,601.72,601.9,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,44,R,3,A,293
355-U1457C-44R-3-A,18,82,601.9,602.54,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,44,R,3,A,294
355-U1457C-44R-3-A,82,106,602.54,602.78,,nannofossil rich,claystone,,nannofossil rich claystone,,chondrites,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,3,A,295
355-U1457C-44R-3-A,106,119,602.78,602.91,,silty,claystone,,silty claystone,,,brown,10YR 3/2 (very dark grayish brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,44,R,3,A,296
355-U1457C-44R-3-A,119,143,602.91,603.15,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,3,A,297
355-U1457C-44R-4-A,0,77,603.15,603.92,,,nannofossil chalk,,nannofossil chalk,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,gradational,horizontal,thickly bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,4,A,298
355-U1457C-44R-4-A,77,101,603.92,604.16,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,4,A,299
355-U1457C-44R-4-A,101,132,604.16,604.47,,,nannofossil chalk,,nannofossil chalk,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,44,R,4,A,300
355-U1457C-44R-5-A,0,90,604.57,605.47,,,nannofossil chalk,,nannofossil chalk,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,44,R,5,A,301
355-U1457C-44R-5-A,90,108,605.47,605.65,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,44,R,5,A,302
355-U1457C-45R-1-A,0,31,608.7,609.01,,,nannofossil chalk,,nannofossil chalk,,burrows,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,1,A,303
355-U1457C-45R-1-A,31,45,609.01,609.15,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,1,A,304
355-U1457C-45R-1-A,45,132,609.15,610.02,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,1,A,305
355-U1457C-45R-1-A,132,141,610.02,610.11,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,1,A,306
355-U1457C-45R-2-A,0,18,610.11,610.29,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),60,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),40,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,307
355-U1457C-45R-2-A,18,29,610.29,610.4,,,nannofossil chalk,,nannofossil chalk,,Planolites,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,308
355-U1457C-45R-2-A,29,52,610.4,610.63,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),30,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,309
355-U1457C-45R-2-A,52,65,610.63,610.76,,,nannofossil chalk,,nannofossil chalk,,Planolites,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,2,A,310
355-U1457C-45R-2-A,65,82,610.76,610.93,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,311
355-U1457C-45R-2-A,82,96,610.93,611.07,,,nannofossil chalk,,nannofossil chalk,,Planolites,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,312
355-U1457C-45R-2-A,96,116,611.07,611.27,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),30,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,2,A,313
355-U1457C-45R-2-A,116,150,611.27,611.61,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark green,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,,,,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,2,A,314
355-U1457C-45R-3-A,0,40,611.61,612.01,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark green,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),20,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,315
355-U1457C-45R-3-A,40,82,612.01,612.43,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,316
355-U1457C-45R-3-A,82,90,612.43,612.51,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thinly bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,3,A,317
355-U1457C-45R-3-A,90,120,612.51,612.81,,,nannofossil chalk,,nannofossil chalk,,Planolites,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,318
355-U1457C-45R-3-A,120,140,612.81,613.01,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),10,clay,1,silt,2,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,319
355-U1457C-45R-3-A,140,150,613.01,613.11,,,nannofossil chalk,,nannofossil chalk,,Chondrites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,3,A,320
355-U1457C-45R-4-A,0,22,613.11,613.33,,,nannofossil chalk,,nannofossil chalk,,Zoophycos,white,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,pyrite,,,,,,355,U1457,C,45,R,4,A,321
355-U1457C-45R-4-A,22,34,613.33,613.45,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,4,A,322
355-U1457C-45R-4-A,34,44,613.45,613.55,,,nannofossil chalk,,nannofossil chalk,,Planolites,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thinly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,4,A,323
355-U1457C-45R-4-A,44,54,613.55,613.65,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,thinly bedded,,,,,heavy,5,,,,,,,355,U1457,C,45,R,4,A,324
