Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
350-U1437D-60R-5-A,350,U1437,D,60,60-5,R,5,A,61.0,65.0,985.64,985.68,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-5-A,350,U1437,D,60,60-5,R,5,A,65.0,66.0,985.68,985.69,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,,,silt [W22_1],2,silt [W22_1],2,,planar,sharp to gradational,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-5-A,350,U1437,D,60,60-5,R,5,A,66.0,75.0,985.69,985.78,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-5-A,350,U1437,D,60,60-5,R,5,A,75.0,77.0,985.78,985.8,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,0.0,1.0,985.8,985.81,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,,,silt [W22_1],2,fine sand [W22_2],4,,planar,bioturbated,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,1.0,12.0,985.81,985.92,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,diffuse,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,12.0,13.0,985.92,985.93,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,,,silt [W22_1],2,silt [W22_1],2,,planar,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,13.0,31.0,985.93,986.11,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,31.0,50.0,986.11,986.3,III,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,,,silt [W22_1],2,silt [W22_1],2,,planar,bioturbated,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,50.0,58.0,986.3,986.38,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,58.0,59.0,986.38,986.39,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,,,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,59.0,89.0,986.39,986.69,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,89.0,90.0,986.69,986.7,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-6-A,350,U1437,D,60,60-6,R,6,A,90.0,104.0,986.7,986.84,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-CC-A,350,U1437,D,60,60-CC,R,CC,A,0.0,14.0,986.84,986.98,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-1-A,350,U1437,D,61,61-1,R,1,A,0.0,67.0,988.6,989.27,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-1-A,350,U1437,D,61,61-1,R,1,A,67.0,84.0,989.27,989.44,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-1-A,350,U1437,D,61,61-1,R,1,A,84.0,150.0,989.44,990.1,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-2-A,350,U1437,D,61,61-2,R,2,A,0.0,73.0,990.1,990.83,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-2-A,350,U1437,D,61,61-2,R,2,A,73.0,122.0,990.83,991.32,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,silt [W22_1],2,single lapillus,curviplanar,sharp,,,,,stratification,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-2-A,350,U1437,D,61,61-2,R,2,A,122.0,150.0,991.32,991.6,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-3-A,350,U1437,D,61,61-3,R,3,A,0.0,31.0,991.6,991.91,III,0,,,closely intercalated,mudstone [2014],with tuff [2014],closely intercalated mudstone,closely intercalated mudstone with tuff,mudstone with tuff,,,,,,,,,curviplanar,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-3-A,350,U1437,D,61,61-3,R,3,A,0.0,31.0,991.6,991.91,III,1,,60,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,60,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-3-A,350,U1437,D,61,61-3,R,3,A,0.0,31.0,991.6,991.91,III,2,,40,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,40,green,,silt [W22_1],2,silt [W22_1],2,,curviplanar,sharp to gradational,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-3-A,350,U1437,D,61,61-3,R,3,A,31.0,53.0,991.91,992.13,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light gray,,fine sand [W22_2],4,fine sand [W22_2],4,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-3-A,350,U1437,D,61,61-3,R,3,A,53.0,59.0,992.13,992.19,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,silt [W22_1],2,single lapillus,irregular,bioturbated,,,,,convolute bedded,high,3,,,,vitric [2014],,,,,,,,,scoria [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-3-A,350,U1437,D,61,61-3,R,3,A,59.0,108.0,992.19,992.68,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,convolute bedded,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-4-A,350,U1437,D,61,61-4,R,4,A,0.0,19.0,992.68,992.87,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,inclined,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-4-A,350,U1437,D,61,61-4,R,4,A,19.0,50.0,992.87,993.18,III,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,curviplanar,sharp,horizontal,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-4-A,350,U1437,D,61,61-4,R,4,A,50.0,122.0,993.18,993.9,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,fine sand [W22_2],4,,curviplanar,sharp to gradational,,,,,convolute bedded,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-4-A,350,U1437,D,61,61-4,R,4,A,122.0,133.0,993.9,994.01,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,fine sand [W22_2],4,,,not recovered,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-5-A,350,U1437,D,61,61-5,R,5,A,0.0,44.0,994.01,994.45,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,fine sand [W22_2],4,coarse sand [W22_2],6,,irregular,diffuse,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-5-A,350,U1437,D,61,61-5,R,5,A,44.0,86.0,994.45,994.87,III,,,,evolved,lapilli-tuff [2014],,evolved lapilli-tuff,evolved lapilli-tuff,lapilli-tuff,,dark green,,medium sand [W22_2],5,granule [W22_2],8,,planar,diffuse,,,moderate [2014],non-graded,,moderate [DB86],2,,,,vitric [2014],vitric [2014],,,,,,,,pumice [2014],sub-rounded,fiamme [2014],sub-rounded,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-5-A,350,U1437,D,61,61-5,R,5,A,86.0,119.0,994.87,995.2,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,fine sand [W22_2],4,,planar,diffuse,,,,,stratification,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-5-A,350,U1437,D,61,61-5,R,5,A,119.0,121.0,995.2,995.22,III,,,,evolved,lapilli-tuff [2014],,evolved lapilli-tuff,evolved lapilli-tuff,lapilli-tuff,,green,,silt [W22_1],2,pebble [W22_2],9,,planar,diffuse,,,moderate [2014],non-graded,,moderate [DB86],2,,,,vitric [2014],vitric [2014],,,,,,,,"glass, dense [2014]",angular,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-5-A,350,U1437,D,61,61-5,R,5,A,121.0,143.0,995.22,995.44,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,fine sand [W22_2],4,medium sand [W22_2],5,,,not recovered,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-6-A,350,U1437,D,61,61-6,R,6,A,0.0,8.0,995.44,995.52,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp to gradational,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-6-A,350,U1437,D,61,61-6,R,6,A,8.0,17.0,995.52,995.61,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,fine sand [W22_2],4,medium sand [W22_2],5,,planar,diffuse,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-6-A,350,U1437,D,61,61-6,R,6,A,17.0,52.0,995.61,995.96,III,,,,evolved,lapilli-tuff [2014],,evolved lapilli-tuff,evolved lapilli-tuff,lapilli-tuff,,green,,fine sand [W22_2],4,pebble [W22_2],9,,,not recovered,,,moderate [2014],normally graded,,,,,,,vitric [2014],vitric [2014],,,,,,,,"glass, dense [2014]",angular,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-6-A,350,U1437,D,61,61-6,R,6,A,52.0,56.0,995.96,996.0,III,,,,evolved,tuff [2014],with crystals [2014],evolved tuff,evolved tuff with crystals,tuff with crystals,,light gray,,medium sand [W22_2],5,coarse sand [W22_2],6,,planar,sharp,,,,reversely graded,stratification,,,,,,crystal [2014],vitric [2014],,,,,,,,pumice [2014],sub-rounded,,,,,feldspar,subhedral,ferromagnesians,subhedral,,,,,,,,,,,,,
350-U1437D-61R-6-A,350,U1437,D,61,61-6,R,6,A,56.0,113.0,996.0,996.57,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-6-A,350,U1437,D,61,61-6,R,6,A,113.0,116.0,996.57,996.6,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-6-A,350,U1437,D,61,61-6,R,6,A,116.0,129.0,996.6,996.73,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-7-A,350,U1437,D,61,61-7,R,7,A,0.0,9.0,996.73,996.82,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-7-A,350,U1437,D,61,61-7,R,7,A,9.0,10.0,996.82,996.83,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-7-A,350,U1437,D,61,61-7,R,7,A,10.0,42.0,996.83,997.15,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,foraminifer,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-7-A,350,U1437,D,61,61-7,R,7,A,42.0,43.0,997.15,997.16,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-7-A,350,U1437,D,61,61-7,R,7,A,43.0,60.0,997.16,997.33,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,sharp to gradational,,,,,,high,3,,foraminifer,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-7-A,350,U1437,D,61,61-7,R,7,A,60.0,61.0,997.33,997.34,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-61R-7-A,350,U1437,D,61,61-7,R,7,A,61.0,77.0,997.34,997.5,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,foraminifer,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-1-A,350,U1437,D,62,62-1,R,1,A,0.0,8.0,998.3,998.38,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-1-A,350,U1437,D,62,62-1,R,1,A,8.0,21.0,998.38,998.51,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-1-A,350,U1437,D,62,62-1,R,1,A,21.0,33.0,998.51,998.63,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-1-A,350,U1437,D,62,62-1,R,1,A,33.0,78.0,998.63,999.08,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,medium sand [W22_2],5,convulte bedding too,irregular,diffuse,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-1-A,350,U1437,D,62,62-1,R,1,A,78.0,103.0,999.08,999.33,III,,,,evolved,tuff [2014],with crystals [2014],evolved tuff,evolved tuff with crystals,tuff with crystals,,green,,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,,,stratification,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-1-A,350,U1437,D,62,62-1,R,1,A,103.0,109.0,999.33,999.39,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-1-A,350,U1437,D,62,62-1,R,1,A,109.0,114.0,999.39,999.44,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-2-A,350,U1437,D,62,62-2,R,2,A,0.0,28.0,999.44,999.72,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,sharp to gradational,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-2-A,350,U1437,D,62,62-2,R,2,A,28.0,60.0,999.72,1000.04,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,fine sand [W22_2],4,,,not recovered,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-2-A,350,U1437,D,62,62-2,R,2,A,60.0,90.0,1000.04,1000.34,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,sharp,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-2-A,350,U1437,D,62,62-2,R,2,A,90.0,91.0,1000.34,1000.35,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,irregular,diffuse,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-2-A,350,U1437,D,62,62-2,R,2,A,91.0,105.0,1000.35,1000.49,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-2-A,350,U1437,D,62,62-2,R,2,A,105.0,108.0,1000.49,1000.52,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-2-A,350,U1437,D,62,62-2,R,2,A,108.0,140.0,1000.52,1000.84,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-3-A,350,U1437,D,62,62-3,R,3,A,0.0,4.0,1000.84,1000.88,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-3-A,350,U1437,D,62,62-3,R,3,A,4.0,7.0,1000.88,1000.91,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-3-A,350,U1437,D,62,62-3,R,3,A,7.0,55.0,1000.91,1001.39,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-3-A,350,U1437,D,62,62-3,R,3,A,55.0,58.0,1001.39,1001.42,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,stratification,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-3-A,350,U1437,D,62,62-3,R,3,A,58.0,63.0,1001.42,1001.47,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,fine sand [W22_2],4,,,not recovered,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-CC-A,350,U1437,D,62,62-CC,R,CC,A,0.0,13.0,1001.47,1001.6,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,fine sand [W22_2],4,,,not recovered,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-63R-1-A,350,U1437,D,63,63-1,R,1,A,0.0,14.0,1008.0,1008.14,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,fine sand [W22_2],4,,,not recovered,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-63R-1-A,350,U1437,D,63,63-1,R,1,A,14.0,29.0,1008.14,1008.29,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-63R-1-A,350,U1437,D,63,63-1,R,1,A,29.0,107.0,1008.29,1009.07,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,fine sand [W22_2],4,medium sand [W22_2],5,,,not recovered,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-63R-1-A,350,U1437,D,63,63-1,R,1,A,107.0,117.0,1009.07,1009.17,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-63R-2-A,350,U1437,D,63,63-2,R,2,A,0.0,25.0,1009.23,1009.48,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,section 2 is not well located due to core catcher failure,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-63R-2-A,350,U1437,D,63,63-2,R,2,A,25.0,26.0,1009.48,1009.49,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-64R-1-A,350,U1437,D,64,64-1,R,1,A,0.0,8.0,1017.8,1017.88,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light green,,medium sand [W22_2],5,coarse sand [W22_2],6,,,not recovered,,,,normally coarse-tail graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,feldspar,vitric matrix [2014],crystal matrix [2014],,,feldspar,,,,,
