Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1456A-3H-CC-A,10.0,15.0,23.25,23.3,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze with clay,,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,3,H,CC,A
355-U1456A-3H-CC-A,15.0,18.0,23.3,23.33,,silty,nannofossil ooze,with clay,silty nannofossil ooze with clay,,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,3,H,CC,A
355-U1456A-3H-CC-A,18.0,19.0,23.33,23.34,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze with clay,,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,3,H,CC,A
355-U1456A-4H,0.0,941.0,23.5,32.91,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,4,H,,
355-U1456A-4H-1-A,0.0,10.0,23.5,23.6,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze with clay,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,4,H,1,A
355-U1456A-4H-1-A,10.0,150.0,23.6,25.0,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,4,H,1,A
355-U1456A-4H-2-A,0.0,37.0,25.0,25.37,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,4,H,2,A
355-U1456A-4H-2-A,37.0,46.0,25.37,25.46,,sandy,nannofossil ooze,,sandy nannofossil ooze,,,light gray,GLEY 1 5/10GY (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,shell fragment,,,,,355,U1456,A,4,H,2,A
355-U1456A-4H-2-A,46.0,63.0,25.46,25.63,,,clay,with nannofossils,clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,2,A
355-U1456A-4H-2-A,63.0,77.0,25.63,25.77,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,2,A
355-U1456A-4H-2-A,77.0,137.0,25.77,26.37,,,clay,with nannofossils,clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,2,A
355-U1456A-4H-2-A,137.0,150.0,26.37,26.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,4,H,2,A
355-U1456A-4H-3-A,0.0,41.0,26.5,26.91,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,4,H,3,A
355-U1456A-4H-3-A,41.0,64.0,26.91,27.14,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,gradational,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,3,A
355-U1456A-4H-3-A,64.0,128.0,27.14,27.78,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,4,H,3,A
355-U1456A-4H-3-A,128.0,150.0,27.78,28.0,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,4,H,3,A
355-U1456A-4H-4-A,0.0,92.0,28.0,28.92,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,medium sand,5,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,4,A
355-U1456A-4H-4-A,92.0,110.0,28.92,29.1,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,4,A
355-U1456A-4H-4-A,110.0,122.0,29.1,29.22,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,4,A
355-U1456A-4H-4-A,122.0,150.0,29.22,29.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,4,H,4,A
355-U1456A-4H-5-A,0.0,25.0,29.5,29.75,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,4,H,5,A
355-U1456A-4H-5-A,25.0,36.0,29.75,29.86,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,4,H,5,A
355-U1456A-4H-5-A,36.0,43.0,29.86,29.93,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 4/N (dark gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,4,H,5,A
355-U1456A-4H-5-A,43.0,110.0,29.93,30.6,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,5,A
355-U1456A-4H-5-A,110.0,140.0,30.6,30.9,,,clay,with nannofossils,clay with nannofossils,,,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,4,H,5,A
355-U1456A-4H-6-A,0.0,22.0,31.0,31.22,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,6,A
355-U1456A-4H-6-A,22.0,72.0,31.22,31.72,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,6,A
355-U1456A-4H-6-A,72.0,91.0,31.72,31.91,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,4,H,6,A
355-U1456A-4H-7-A,0.0,18.0,31.91,32.09,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,7,A
355-U1456A-4H-7-A,18.0,62.0,32.09,32.53,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,7,A
355-U1456A-4H-7-A,62.0,68.0,32.53,32.59,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,7,A
355-U1456A-4H-CC-A,0.0,5.0,32.59,32.64,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,4,H,CC,A
355-U1456A-4H-CC-A,5.0,27.0,32.64,32.86,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,,horizontal,,,,,,,,,,,,,,355,U1456,A,4,H,CC,A
355-U1456A-5H,0.0,930.0,33.0,42.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,5,H,,
355-U1456A-5H-1-A,0.0,70.0,33.0,33.7,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,mottling,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,1,A
355-U1456A-5H-1-A,70.0,150.0,33.7,34.5,,,nannofossil ooze,,nannofossil ooze,,burrows,white,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,5,H,1,A
355-U1456A-5H-2-A,0.0,101.0,34.5,35.51,,,nannofossil ooze,,nannofossil ooze,,burrows,white,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,5,H,2,A
355-U1456A-5H-2-A,101.0,137.0,35.51,35.87,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,5,H,2,A
355-U1456A-5H-2-A,137.0,150.0,35.87,36.0,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,5,H,2,A
355-U1456A-5H-3-A,0.0,28.0,36.0,36.28,,sandy,clay,with nannofossils,sandy clay with nannofossils,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,3,A
355-U1456A-5H-3-A,28.0,100.0,36.28,37.0,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,3,A
355-U1456A-5H-3-A,100.0,136.0,37.0,37.36,,silty,nannofossil ooze,with clay,silty nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,3,A
355-U1456A-5H-3-A,136.0,150.0,37.36,37.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,wavy,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,5,H,3,A
355-U1456A-5H-4-A,0.0,2.0,37.5,37.52,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,wavy,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,4,A
355-U1456A-5H-4-A,2.0,34.0,37.52,37.84,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,4,A
355-U1456A-5H-4-A,34.0,43.0,37.84,37.93,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,4,A
355-U1456A-5H-4-A,43.0,108.0,37.93,38.58,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,4,A
355-U1456A-5H-4-A,108.0,143.0,38.58,38.93,,sandy,clay,with nannofossils,sandy clay with nannofossils,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,4,A
355-U1456A-5H-4-A,143.0,150.0,38.93,39.0,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,scoured,horizontal,very thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,4,A
355-U1456A-5H-5-A,0.0,4.0,39.0,39.04,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,5,A
355-U1456A-5H-5-A,4.0,19.0,39.04,39.19,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark green,GLEY 1 4/5GY (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,5,A
355-U1456A-5H-5-A,19.0,49.0,39.19,39.49,,sandy,nannofossil ooze,,sandy nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,5,A
355-U1456A-5H-5-A,49.0,135.0,39.49,40.35,,,clay,with nannofossils,clay with nannofossils,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,scoured,horizontal,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,5,A
355-U1456A-5H-5-A,135.0,140.0,40.35,40.4,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark green,GLEY 1 4/5GY (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,5,A
355-U1456A-5H-6-A,0.0,17.0,40.5,40.67,,,nannofossil ooze,,nannofossil ooze,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,normally coarse-tail graded,,,,,,,,,,,,355,U1456,A,5,H,6,A
355-U1456A-5H-6-A,17.0,33.0,40.67,40.83,,sandy,clay,,sandy clay,,,light gray,GLEY 1 5/10Y (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally coarse-tail graded,,,,,,,,,,,,355,U1456,A,5,H,6,A
355-U1456A-5H-6-A,33.0,100.0,40.83,41.5,,,clay,with nannofossils,clay with nannofossils,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,6,A
355-U1456A-5H-7-A,0.0,53.0,41.5,42.03,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,bioturbated,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,7,A
355-U1456A-5H-7-A,53.0,66.0,42.03,42.16,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,7,A
355-U1456A-5H-CC-A,0.0,9.0,42.16,42.25,,,nannofossil ooze,,nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,5,H,CC,A
355-U1456A-6H,0.0,877.0,42.5,51.27,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,6,H,,
355-U1456A-6H-1-A,0.0,8.0,42.5,42.58,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,inclined,thinly bedded,,,,,,,,,,,,,355,U1456,A,6,H,1,A
355-U1456A-6H-1-A,8.0,38.0,42.58,42.88,,sandy,nannofossil ooze,,sandy nannofossil ooze,,normal grading,light gray,GLEY 1 7/10Y (light greenish grey),70,fine sand,4,fine sand,4,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),30,clay,1,silt,2,,100,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,1,A
355-U1456A-6H-1-A,38.0,71.0,42.88,43.21,,,nannofossil ooze,,nannofossil ooze,,color banding,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,6,H,1,A
355-U1456A-6H-1-A,71.0,121.0,43.21,43.71,,,nannofossil ooze,with clay,nannofossil ooze with clay,,color banding,dark green,GLEY 1 4/10Y (dark greenish gray),50,clay,1,silt,2,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),50,clay,1,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,6,H,1,A
355-U1456A-6H-1-A,121.0,142.0,43.71,43.92,,sandy,nannofossil ooze,,sandy nannofossil ooze,,normal grading,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,1,A
355-U1456A-6H-1-A,142.0,150.0,43.92,44.0,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,6,H,1,A
355-U1456A-6H-2-A,0.0,37.0,44.0,44.37,,,nannofossil ooze,,nannofossil ooze,,color banding,light gray,GLEY 1 7/10Y (light greenish grey),70,clay,1,silt,2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),30,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,6,H,2,A
355-U1456A-6H-2-A,37.0,59.0,44.37,44.59,,,sand,,sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),70,fine sand,4,fine sand,4,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),30,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,2,A
355-U1456A-6H-2-A,59.0,105.0,44.59,45.05,,,sand,,sand,,normal grading,dark green,GLEY 1 4/10Y (dark greenish gray),85,fine sand,4,medium sand,5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),15,clay,1,silt,2,,100,erosive,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,2,A
355-U1456A-6H-2-A,105.0,150.0,45.05,45.5,,,sand,,sand,,normal grading,dark green,GLEY 1 5/5GY (greenish gray),65,fine sand,4,coarse sand,6,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),35,clay,1,silt,2,,100,erosive,scoured,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,2,A
355-U1456A-6H-3-A,0.0,20.0,45.5,45.7,,,clay,with nannofossils,clay with nannofossils,,color banding,dark gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,silt,with nannofossils,silt,silt with nannofossils,silt with nannofossils,,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,6,H,3,A
355-U1456A-6H-3-A,20.0,47.0,45.7,45.97,,,clay,with nannofossils,clay with nannofossils,,normal grading,dark gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,sand,with clay,sand,sand with clay,sand with clay,,GLEY 1 5/10Y (greenish gray),20,fine sand,4,fine sand,4,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,3,A
355-U1456A-6H-3-A,47.0,85.0,45.97,46.35,,,clay,with nannofossils,clay with nannofossils,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,pyrite,,,,,,355,U1456,A,6,H,3,A
355-U1456A-6H-3-A,85.0,124.0,46.35,46.74,,,sand,with nannofossils,sand with nannofossils,,parallel lamination,,GLEY 1 4/10Y (dark greenish gray),50,fine sand,4,medium sand,5,,,silt,with nannofossils,silt,silt with nannofossils,silt with nannofossils,light green,GLEY 1 4/10Y (dark greenish gray),50,silt,2,fine sand,4,,100,erosive,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,3,A
355-U1456A-6H-3-A,124.0,141.0,46.74,46.91,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1456,A,6,H,3,A
355-U1456A-6H-3-A,141.0,150.0,46.91,47.0,,,sand,,sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,3,A
355-U1456A-6H-4-A,0.0,29.0,47.0,47.29,,,sand,,sand,,color banding,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,4,A
355-U1456A-6H-4-A,29.0,50.0,47.29,47.5,,,clay,with nannofossils,clay with nannofossils,,normal grading,dark gray,GLEY 1 5/10Y (greenish gray),60,clay,1,silt,2,,,sand,,sand,sand,sand,dark gray,GLEY 1 5/10Y (greenish gray),40,fine sand,4,fine sand,4,,100,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,4,A
355-U1456A-6H-4-A,50.0,69.0,47.5,47.69,,,clay,with nannofossils,clay with nannofossils,,mottling,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,pebble,9,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,pyrite,,,,,,355,U1456,A,6,H,4,A
355-U1456A-6H-4-A,69.0,103.0,47.69,48.03,,,sand,with silt,sand with silt,,parallel lamination,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,6,H,4,A
