Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
346-U1430B-1H-4-A,88,94,5.38,5.44,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,1,H,4,A,11
346-U1430B-1H-4-A,94,150,5.44,6,,clay ,,clay ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,1,H,4,A,12
346-U1430B-1H-5-A,0,130,6,7.3,volcaniclastic bearing,clay ,,volcaniclastic bearing clay ,,,,color banding,10Y 3/2 (very dark grayish green),slight ,1,,,,,,,,,,,,,,,volcaniclastic bearing  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,1,H,5,A,13
346-U1430B-1H-5-A,130,136,7.3,7.36,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,1,H,5,A,14
346-U1430B-1H-6-A,0,33,7.5,7.83,calcareous bearing,silty clay ,,calcareous bearing silty clay ,,,,,5GY 7/1 (light greenish gray),heavy ,3,,,,,,,,,,,,,,,calcareous bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,1,H,6,A,15
346-U1430B-1H-6-A,33,59,7.83,8.09,,silty clay ,with foraminifers ,silty clay  with foraminifers ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,1,H,6,A,16
346-U1430B-2H-1-A,0,27,8.3,8.57,calcareous bearing,silty clay ,,calcareous bearing silty clay ,,,,,5GY 7/1 (light greenish gray),,,,,,,,,,,,,,,,,calcareous bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,1,A,17
346-U1430B-2H-1-A,27,65,8.57,8.95,,silty clay ,with foraminifers ,silty clay  with foraminifers ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,1,A,18
346-U1430B-2H-1-A,65,74,8.95,9.04,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,1,A,19
346-U1430B-2H-2-A,0,10,9.8,9.9,volcaniclastic bearing,clay ,,volcaniclastic bearing clay ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,volcaniclastic bearing  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,2,A,20
346-U1430B-2H-2-A,10,16,9.9,9.96,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,2,A,21
346-U1430B-2H-2-A,16,131,9.96,11.11,volcaniclastic bearing,clay ,,volcaniclastic bearing clay ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,volcaniclastic bearing  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,2,A,22
346-U1430B-2H-2-A,131,141,11.11,11.21,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,2,A,23
346-U1430B-2H-2-A,141,150,11.21,11.3,,clay ,,clay ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,2,A,24
346-U1430B-2H-3-A,0,57,11.3,11.87,,clay ,,clay ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,3,A,25
346-U1430B-2H-3-A,57,57.5,11.87,11.875,,silty clay ,with foraminifers ,silty clay  with foraminifers ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,3,A,26
346-U1430B-2H-3-A,57.5,58,11.875,11.88,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,3,A,27
346-U1430B-2H-3-A,58,80,11.88,12.1,,silty clay ,with foraminifers ,silty clay  with foraminifers ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,3,A,28
346-U1430B-2H-3-A,80,98.5,12.1,12.285,,silty clay ,,silty clay ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,3,A,29
346-U1430B-2H-3-A,98.5,99,12.285,12.29,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,3,A,30
346-U1430B-2H-3-A,99,150,12.29,12.8,,silty clay ,,silty clay ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,3,A,31
346-U1430B-2H-4-A,0,20,12.8,13,,clayey silt ,,clayey silt ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,4,A,32
346-U1430B-2H-4-A,20,25,13,13.05,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,4,A,33
346-U1430B-2H-4-A,25,34,13.05,13.14,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,4,A,34
346-U1430B-2H-4-A,25,150,13.05,14.3,calcareous bearing,clayey silt ,,calcareous bearing clayey silt ,,,,color banding,5GY 7/1 (light greenish gray),heavy ,3,,,,,,,,,,,,,,,calcareous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,4,A,35
346-U1430B-2H-5-A,0,62,14.3,14.92,,silty clay ,,silty clay ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,5,A,36
346-U1430B-2H-5-A,62,73,14.92,15.03,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,5,A,37
346-U1430B-2H-5-A,73,90,15.03,15.2,calcareous bearing,clayey silt ,,calcareous bearing clayey silt ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,calcareous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,5,A,38
346-U1430B-2H-5-A,90,93,15.2,15.23,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,5,A,39
346-U1430B-2H-5-A,93,150,15.23,15.8,,clayey silt ,,clayey silt ,,,,color banding,10Y 3/2 (very dark grayish green),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,5,A,40
346-U1430B-2H-6-A,0,140,15.8,17.2,,clayey silt ,,clayey silt ,,,,color banding,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,6,A,41
346-U1430B-2H-6-A,140,150,17.2,17.3,,silty clay ,with foraminifers ,silty clay  with foraminifers ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,6,A,42
346-U1430B-2H-7-A,0,17,17.3,17.47,,silty clay ,with foraminifers ,silty clay  with foraminifers ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,7,A,43
346-U1430B-2H-7-A,17,59,17.47,17.89,volcaniclastic bearing,silty clay ,with volcanic ash ,volcaniclastic bearing silty clay  with volcanic ash ,,,,,5GY 7/1 (light greenish gray),,,,,,,,,,,,,,,,,volcaniclastic bearing  silty clay ,silty clay   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,7,A,44
346-U1430B-2H-CC-A,0,14,17.89,18.03,,silty clay ,,silty clay ,,,,,,,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,2,H,CC,A,45
346-U1430B-3H-1-A,0,56,17.8,18.36,,silty clay ,,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt ,,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,1,A,46
346-U1430B-3H-1-A,56,72,18.36,18.52,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,1,A,47
346-U1430B-3H-1-A,72,150,18.52,19.3,,silty clay ,,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt ,,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,1,A,48
346-U1430B-3H-2-A,0,13,19.3,19.43,,silty clay ,,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt ,,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,2,A,49
346-U1430B-3H-2-A,13,18,19.43,19.48,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,2,A,50
346-U1430B-3H-2-A,18,76.5,19.48,20.065,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,2,A,51
346-U1430B-3H-2-A,25,100,19.55,20.3,,,,,,,,lamination,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,2,A,52
346-U1430B-3H-2-A,76.5,77,20.065,20.07,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,2,A,53
346-U1430B-3H-2-A,77,86,20.07,20.16,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,2,A,54
346-U1430B-3H-2-A,86,92,20.16,20.22,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,2,A,55
346-U1430B-3H-2-A,92,103,20.22,20.33,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,2,A,56
346-U1430B-3H-2-A,103,104.5,20.33,20.345,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,2,A,57
346-U1430B-3H-2-A,104.5,150,20.345,20.8,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,2,A,58
346-U1430B-3H-2-A,137,150,20.67,20.8,,,,,,,,lamination,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,2,A,59
346-U1430B-3H-3-A,0,6.5,20.8,20.865,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,3,A,60
346-U1430B-3H-3-A,0,80,20.8,21.6,,,,,,,,lamination,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,61
346-U1430B-3H-3-A,6.5,7,20.865,20.87,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,62
346-U1430B-3H-3-A,7,12,20.87,20.92,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,3,A,63
346-U1430B-3H-3-A,12,16.5,20.92,20.965,,calcareous ooze [Leg339],,calcareous ooze ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,64
346-U1430B-3H-3-A,16.5,18,20.965,20.98,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,65
346-U1430B-3H-3-A,18,23,20.98,21.03,,calcareous ooze [Leg339],,calcareous ooze ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,66
346-U1430B-3H-3-A,23,25,21.03,21.05,,tephra [FS84],,tephra ,scoria,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,67
346-U1430B-3H-3-A,25,39,21.05,21.19,,calcareous ooze [Leg339],,calcareous ooze ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,68
346-U1430B-3H-3-A,39,50,21.19,21.3,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,69
346-U1430B-3H-3-A,50,74,21.3,21.54,,calcareous ooze [Leg339],,calcareous ooze ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,70
346-U1430B-3H-3-A,74,74.5,21.54,21.545,,tephra [FS84],,tephra ,scoria,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,71
346-U1430B-3H-3-A,74.5,86,21.545,21.66,,calcareous ooze [Leg339],,calcareous ooze ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,3,A,72
346-U1430B-3H-3-A,86,150,21.66,22.3,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,3,A,73
346-U1430B-3H-4-A,0,96,22.3,23.26,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,4,A,74
346-U1430B-3H-4-A,96,99,23.26,23.29,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,4,A,75
346-U1430B-3H-4-A,99,121,23.29,23.51,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,4,A,76
346-U1430B-3H-4-A,121,133,23.51,23.63,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,4,A,77
346-U1430B-3H-4-A,133,150,23.63,23.8,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,4,A,78
346-U1430B-3H-5-A,0,18,23.8,23.98,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,5,A,79
346-U1430B-3H-5-A,18,23,23.98,24.03,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,5,A,80
346-U1430B-3H-5-A,23,35,24.03,24.15,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,5,A,81
346-U1430B-3H-5-A,32,40,24.12,24.2,,,,,,,,lamination,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,5,A,82
346-U1430B-3H-5-A,35,35.5,24.15,24.155,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,5,A,83
346-U1430B-3H-5-A,35.5,41,24.155,24.21,,silty clay [MMK88],,silty clay ,,,,color banding,5GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,,clayey silt [MMK88],,clayey silt ,clayey silt ,clayey silt ,,30,,,,,100,,,,,,346,U1430,B,3,H,5,A,84
346-U1430B-3H-5-A,41,53,24.21,24.33,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,B,3,H,5,A,85
