Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1406B-26X-2-A,342,U1406,B,26,26-2,X,2,A,66,70,215.06,215.1,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,more whitish interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-2-A,342,U1406,B,26,26-2,X,2,A,70,150,215.1,215.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-3-A,342,U1406,B,26,26-3,X,3,A,0,107,215.9,216.97,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,sharp base,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-3-A,342,U1406,B,26,26-3,X,3,A,107,121,216.97,217.11,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/4,,,,moderate_339 [DB91],4,,again sharp base: cyclical changes below 107 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-3-A,342,U1406,B,26,26-3,X,3,A,121,139,217.11,217.29,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 8/1,,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-3-A,342,U1406,B,26,26-3,X,3,A,139,150,217.29,217.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/4 (very pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-4-A,342,U1406,B,26,26-4,X,4,A,0,17,217.4,217.57,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/4,,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-4-A,342,U1406,B,26,26-4,X,4,A,17,43,217.57,217.83,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/4 (very pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-4-A,342,U1406,B,26,26-4,X,4,A,43,105,217.83,218.45,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-CC-A,342,U1406,B,26,26-CC,X,CC,A,,,218.45,218.9,,nannofossil chalk [Leg339],,nannofossil chalk ,,,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-26X-CC-A,342,U1406,B,26,26-CC,X,CC,A,0,38,218.45,218.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,, similar to  sec. 1+2,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-27X-1-A,342,U1406,B,27,27-1,X,1,A,0,150,218.9,220.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,well.developed burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-27X-2-A,342,U1406,B,27,27-2,X,2,A,0,150,220.4,221.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,"well-developed burrows, cyclical changes with the following colors grayish, brownish (5Y 6/2) and brownish red (10YR6/2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-27X-3-A,342,U1406,B,27,27-3,X,3,A,0,105,221.9,222.95,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,"well-developed burrows, cyclical changes with the following colors grayish, brownish (5Y 6/2) and brownish red (10YR6/2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-27X-CC-A,342,U1406,B,27,27-CC,X,CC,A,0,33,222.95,223.35,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,paler level between 14-21 cm (5GY 8/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-1-A,342,U1406,B,28,28-1,X,1,A,10,45,226.9,227.35,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"mottled, bioturbated, foraminifera visible throughout the section, but enrichments of forams in the upper 50 cm, from 88 down core burrow traces become more prominent
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-1-A,342,U1406,B,28,28-1,X,1,A,45,150,227.35,228.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-2-A,342,U1406,B,28,28-2,X,2,A,0,45,228.4,228.85,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-2-A,342,U1406,B,28,28-2,X,2,A,45,87,228.85,229.27,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"strongly mottled, upper ten cm: tiny back blebs with copper",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-2-A,342,U1406,B,28,28-2,X,2,A,87,150,229.27,229.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),parallel lamination,,,slight_339 [DB91],3,,"lamination, draping structures, cross stratification?, thin (<1 mm) cracks with copper and sulfide crystals between 100-115 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-3-A,342,U1406,B,28,28-3,X,3,A,0,44,229.9,230.34,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),parallel lamination,,,slight_339 [DB91],3,,"lamination, draping structures, cross stratification? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-3-A,342,U1406,B,28,28-3,X,3,A,44,150,230.34,231.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,more strongly mottled; around 100 cm cracks partly filled with copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-4-A,342,U1406,B,28,28-4,X,4,A,0,110,231.4,232.5,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"mottled, bioturbation traces",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-4-A,342,U1406,B,28,28-4,X,4,A,110,150,232.5,232.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),parallel lamination,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-5-A,342,U1406,B,28,28-5,X,5,A,0,99,232.9,233.89,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"mottled, bioturbation traces",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-28X-CC-A,342,U1406,B,28,28-CC,X,CC,A,0,49,233.89,234.46,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"mottled, bioturbation traces",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-1-A,342,U1406,B,29,29-1,X,1,A,0,140,235.9,237.3,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,"several burrows, whitish carbonate rich interval between 61.5 and 75 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-1-A,342,U1406,B,29,29-1,X,1,A,140,150,237.3,237.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,parallel lamination,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-2-A,342,U1406,B,29,29-2,X,2,A,0,150,237.4,238.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,slight_339 [DB91],3,,laminated(with convolute bedding) and bioturbated interval are alternating,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-3-A,342,U1406,B,29,29-3,X,3,A,0,22,238.9,239.12,,foraminiferal chalk [Leg339],,foraminiferal chalk ,10Y 7/1,parallel lamination,,,slight_339 [DB91],3,,foraminiferal sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal chalk ,foraminiferal chalk ,,,,,,
342-U1406B-29X-3-A,342,U1406,B,29,29-3,X,3,A,22,150,239.12,240.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,parallel lamination,,,slight_339 [DB91],3,,"laminated (with convolute bedding, mass movement, reworking?) and bioturbated interval are alternating, whitish  burrows at 54-63 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-4-A,342,U1406,B,29,29-4,X,4,A,0,150,240.4,241.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,parallel lamination,,,slight_339 [DB91],3,,"laminated (with convolute bedding) and bioturbated interval are alternating, whitish  burrows at 54-63 cm
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-5-A,342,U1406,B,29,29-5,X,5,A,0,150,241.9,243.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,parallel lamination,,,slight_339 [DB91],3,,"laminated (with convolute bedding, cross bedding?) and bioturbated intervals are alternating, whitish  burrows at 54-63 cm
; whitish intervals (pure nannofossil chalk) at 34-37, 77-93 and 1001-102 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-6-A,342,U1406,B,29,29-6,X,6,A,0,10,243.4,243.5,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-6-A,342,U1406,B,29,29-6,X,6,A,10,144,243.5,244.84,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-CC-A,342,U1406,B,29,29-CC,X,CC,A,0,16.5,244.84,245.005,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),parallel lamination,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-29X-CC-A,342,U1406,B,29,29-CC,X,CC,A,16.5,30,245.005,245.22,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-1-A,342,U1406,B,30,30-1,X,1,A,12,150,245.4,246.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,slight_339 [DB91],3,,"black nodule at 86-87 cm; different shades of 10YR 8/2,  Paler 12-26, clasts, or diagenetic color changes below 27-50 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-2-A,342,U1406,B,30,30-2,X,2,A,0,45,246.9,247.35,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/3 (pink),,,,slight_339 [DB91],3,,gradual transition between 40 to 70 cm to the underlying unit; black stains (hydrocarbons?),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-2-A,342,U1406,B,30,30-2,X,2,A,45,150,247.35,248.4,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,slight_339 [DB91],3,,"moderately mottled; oval pinkish burrows (outline only); black stains again
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-3-A,342,U1406,B,30,30-3,X,3,A,0,150,248.4,249.9,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4,,moderately mottled; oval pinkish burrows (outline only); black stains again,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-4-A,342,U1406,B,30,30-4,X,4,A,0,150,249.9,251.4,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4,,moderately mottled; oval pinkish burrows (outline only); black stains again; 35-40 cm: pinkish (7.5YR 8/2) nodule(?) with microfaults,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-5-A,342,U1406,B,30,30-5,X,5,A,0,75,251.4,252.15,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4,,pinkish oval burrows and layer at 53-55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-5-A,342,U1406,B,30,30-5,X,5,A,75,150,252.15,252.9,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4,,"paler then above, pinkish layer 146-147 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-6-A,342,U1406,B,30,30-6,X,6,A,0,23.5,252.9,253.135,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-6-A,342,U1406,B,30,30-6,X,6,A,23.5,34,253.135,253.24,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 5/2 (brown),,,,moderate_339 [DB91],4,,"strongly fragmented, chert-like",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-6-A,342,U1406,B,30,30-6,X,6,A,34,81,253.24,253.71,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-7-A,342,U1406,B,30,30-7,X,7,A,0,87,253.71,254.58,,nannofossil chalk [Leg339],,nannofossil chalk ,,,,,moderate_339 [DB91],4,,moderately mottled; oval pinkish burrows (outline only),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1406B-30X-CC-A,342,U1406,B,30,30-CC,X,CC,A,0,20,254.58,254.83,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
