Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
349-U1431E-13R-1-#5-A,0,26,661.83,662.09,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,sandstone [Leg339],,sandstone ,sandstone ,10,10,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,1,A,251
349-U1431E-13R-1-#6-A,0,18,662.09,662.27,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,1,A,252
349-U1431E-13R-1-#6-A,18,25,662.27,662.34,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,1,A,253
349-U1431E-13R-1-#7-A,0,7,662.34,662.41,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,1,A,254
349-U1431E-13R-1-#7-A,7,55,662.41,662.89,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,1,A,255
349-U1431E-13R-1-#7-A,55,60,662.89,662.94,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,1,A,256
349-U1431E-13R-2-#1-A,0,3,662.94,662.97,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,257
349-U1431E-13R-2-#10-A,0,8,663.59,663.67,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],graded bedding,none [DB86],0,dewatering structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,258
349-U1431E-13R-2-#11-A,0,3,663.67,663.7,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,259
349-U1431E-13R-2-#12-A,0,5,663.7,663.75,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,260
349-U1431E-13R-2-#13-A,0,5,663.75,663.8,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,261
349-U1431E-13R-2-#14-A,0,4,663.8,663.84,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,262
349-U1431E-13R-2-#15-A,0,4,663.84,663.88,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,263
349-U1431E-13R-2-#16-A,0,3,663.88,663.91,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],very coarse sand [W22_2],7,very coarse sand [W22_2],7,moderately well [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],graded bedding,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,264
349-U1431E-13R-2-#16-A,3,46,663.91,664.34,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,265
349-U1431E-13R-2-#17-A,0,10,664.34,664.44,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,266
349-U1431E-13R-2-#2-A,0,4,662.97,663.01,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,,,,,,,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,267
349-U1431E-13R-2-#3-A,0,4,663.01,663.05,,sandstone [Leg339],,sandstone ,sandstone ,,5Y 3/2 (dark olive gray),lithified [B84],fine sand [W22_2],4,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,268
349-U1431E-13R-2-#4-A,0,3,663.05,663.08,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,,,medium bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,269
349-U1431E-13R-2-#5-A,0,9,663.08,663.17,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,270
349-U1431E-13R-2-#6-A,0,15,663.17,663.32,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,271
349-U1431E-13R-2-#7-A,0,13,663.32,663.45,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,272
349-U1431E-13R-2-#8-A,0,5,663.45,663.5,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,273
349-U1431E-13R-2-#9-A,0,9,663.5,663.59,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,2,A,274
349-U1431E-13R-3-#1-A,0,6,664.44,664.5,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,,,,,,,,lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,275
349-U1431E-13R-3-#10-A,0,8,665.68,665.76,silty [Leg339],claystone [Leg339],,silty [Leg339]  claystone ,silty [Leg339] claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,276
349-U1431E-13R-3-#11-A,0,4,665.76,665.8,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,277
349-U1431E-13R-3-#11-A,4,9,665.8,665.85,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,,,,,,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,278
349-U1431E-13R-3-#12-A,0,7,665.85,665.92,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,,,,lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,279
349-U1431E-13R-3-#2-A,0,21,664.5,664.71,,siltstone [Leg339],,siltstone ,siltstone ,90,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,moderately well [BP01],,,,,sandstone [Leg339],,sandstone ,sandstone ,10,100,,,,,,,lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,280
349-U1431E-13R-3-#3-A,0,14,664.71,664.85,silty [Leg339],claystone [Leg339],,silty [Leg339]  claystone ,silty [Leg339] claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,281
349-U1431E-13R-3-#3-A,14,17,664.85,664.88,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,,,,,,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,282
349-U1431E-13R-3-#4-A,0,11,664.88,664.99,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,283
349-U1431E-13R-3-#5-A,0,2,664.99,665.01,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,erosive,horizontal,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,284
349-U1431E-13R-3-#5-A,2,10,665.01,665.09,silty [Leg339],claystone [Leg339],,silty [Leg339]  claystone ,silty [Leg339] claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,285
349-U1431E-13R-3-#5-A,10,16,665.09,665.15,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,286
349-U1431E-13R-3-#5-A,16,19,665.15,665.18,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,,,,,,,,cross-lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,287
349-U1431E-13R-3-#6-A,0,5,665.18,665.23,silty [Leg339],claystone [Leg339],,silty [Leg339]  claystone ,silty [Leg339] claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,288
349-U1431E-13R-3-#6-A,5,10,665.23,665.28,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,289
349-U1431E-13R-3-#6-A,10,15,665.28,665.33,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,,,,,,,,lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,290
349-U1431E-13R-3-#7-A,0,2,665.33,665.35,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,erosive,horizontal,,lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,291
349-U1431E-13R-3-#7-A,2,5,665.35,665.38,silty [Leg339],claystone [Leg339],,silty [Leg339]  claystone ,silty [Leg339] claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,292
349-U1431E-13R-3-#7-A,5,7,665.38,665.4,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,293
349-U1431E-13R-3-#7-A,7,11,665.4,665.44,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,,,,,erosive,horizontal,,lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,294
349-U1431E-13R-3-#8-A,0,5,665.44,665.49,silty [Leg339],claystone [Leg339],,silty [Leg339]  claystone ,silty [Leg339] claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,295
349-U1431E-13R-3-#8-A,5,8,665.49,665.52,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,296
349-U1431E-13R-3-#8-A,8,10,665.52,665.54,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,,,,,erosive,,,cross-lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,297
349-U1431E-13R-3-#9-A,0,5,665.54,665.59,silty [Leg339],claystone [Leg339],,silty [Leg339]  claystone ,silty [Leg339] claystone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,298
349-U1431E-13R-3-#9-A,5,10,665.59,665.64,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,299
349-U1431E-13R-3-#9-A,10,14,665.64,665.68,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,,,,,,,,,,,,,,,cross-lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,3,A,300
349-U1431E-13R-4-#1-A,0,9,665.92,666.01,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,301
349-U1431E-13R-4-#10-A,0,10,666.58,666.68,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,302
349-U1431E-13R-4-#11-A,0,12,666.68,666.8,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,303
349-U1431E-13R-4-#12-A,0,14,666.8,666.94,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,304
349-U1431E-13R-4-#13-A,0,18,666.94,667.12,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,305
349-U1431E-13R-4-#14-A,0,10,667.12,667.22,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,306
349-U1431E-13R-4-#15-A,0,8,667.22,667.3,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,307
349-U1431E-13R-4-#2-A,0,8,666.01,666.09,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,thin bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,308
349-U1431E-13R-4-#3-A,0,3,666.09,666.12,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,309
349-U1431E-13R-4-#4-A,0,3,666.12,666.15,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,310
349-U1431E-13R-4-#5-A,0,11,666.15,666.26,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,311
