Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1489C-2H-6-A,133,150,12.33,12.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,2,H,6,A,,,,,37
363-U1489C-2H-7-A,0,20,12.5,12.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,2,H,7,A,,,,,38
363-U1489C-2H-7-A,20,68,12.7,13.18,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,2,H,7,A,,,,,39
363-U1489C-2H-CC-A,0,13,13.18,13.31,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,2,H,CC,A,,,,,40
363-U1489C-3H-1-A,0,150,13,14.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,1,A,,,,,41
363-U1489C-3H-2-A,0,150,14.5,16,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,2,A,,,,,42
363-U1489C-3H-3-A,0,150,16,17.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,3,A,,,,,43
363-U1489C-3H-4-A,0,150,17.5,19,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,4,A,,,,,44
363-U1489C-3H-5-A,0,150,19,20.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,5,A,,,,,45
363-U1489C-3H-6-A,0,150,20.5,22,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,highly disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,6,A,,,,,46
363-U1489C-3H-7-A,0,69,22,22.69,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,moderately disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,7,A,,,,,47
363-U1489C-3H-CC-A,0,16,22.69,22.85,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,moderately disturbed by drilling,,,,,,,,,,,,,363,U1489,C,3,H,CC,A,,,,,48
363-U1489C-4H-1-A,0,11,22.5,22.61,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,49
363-U1489C-4H-1-A,11,55,22.61,23.05,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,50
363-U1489C-4H-1-A,55,71,23.05,23.21,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,51
363-U1489C-4H-1-A,71,83,23.21,23.33,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,52
363-U1489C-4H-1-A,83,99,23.33,23.49,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,53
363-U1489C-4H-1-A,99,115,23.49,23.65,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,54
363-U1489C-4H-1-A,115,142,23.65,23.92,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,55
363-U1489C-4H-1-A,142,150,23.92,24,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,1,A,,,,,56
363-U1489C-4H-2-A,0,4,24,24.04,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,57
363-U1489C-4H-2-A,4,32,24.04,24.32,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,58
363-U1489C-4H-2-A,32,64,24.32,24.64,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,59
363-U1489C-4H-2-A,64,73,24.64,24.73,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,60
363-U1489C-4H-2-A,73,119,24.73,25.19,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,61
363-U1489C-4H-2-A,119,130,25.19,25.3,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,62
363-U1489C-4H-2-A,130,143,25.3,25.43,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,63
363-U1489C-4H-2-A,143,150,25.43,25.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,2,A,,,,,64
363-U1489C-4H-3-A,0,5,25.5,25.55,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,65
363-U1489C-4H-3-A,5,71,25.55,26.21,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,66
363-U1489C-4H-3-A,71,83,26.21,26.33,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,67
363-U1489C-4H-3-A,83,130,26.33,26.8,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,68
363-U1489C-4H-3-A,130,146,26.8,26.96,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,69
363-U1489C-4H-3-A,146,150,26.96,27,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,3,A,,,,,70
363-U1489C-4H-4-A,0,120,27,28.2,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,4,A,,,,,71
363-U1489C-4H-4-A,120,133,28.2,28.33,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,4,A,,,,,72
363-U1489C-4H-4-A,133,150,28.33,28.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,4,A,,,,,73
363-U1489C-4H-5-A,0,19,28.5,28.69,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,74
363-U1489C-4H-5-A,19,30,28.69,28.8,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,75
363-U1489C-4H-5-A,30,56,28.8,29.06,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,76
363-U1489C-4H-5-A,56,78,29.06,29.28,clay-bearing ash-bearing [X363],nannofossil ooze [Leg339],clay-bearing ash-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,77
363-U1489C-4H-5-A,78,139,29.28,29.89,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,78
363-U1489C-4H-5-A,139,150,29.89,30,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,5,A,,,,,79
363-U1489C-4H-6-A,0,11,30,30.11,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,6,A,,,,,80
363-U1489C-4H-6-A,11,74,30.11,30.74,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,4,H,6,A,,,,,81
363-U1489C-4H-6-A,74,85,30.74,30.85,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,6,A,,,,,82
363-U1489C-4H-6-A,85,150,30.85,31.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,6,A,,,,,83
363-U1489C-4H-7-A,0,68,31.5,32.18,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,7,A,,,,,84
363-U1489C-4H-CC-A,0,16,32.18,32.34,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,4,H,CC,A,,,,,85
363-U1489C-5H-1-A,0,96,32,32.96,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,5,H,1,A,,,,,86
363-U1489C-5H-1-A,96,103,32.96,33.03,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5PB 6/1 (bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,5,H,1,A,,,,,87
363-U1489C-5H-1-A,103,150,33.03,33.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,5,H,1,A,,,,,88
363-U1489C-5H-2-A,0,70,33.5,34.2,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,C,5,H,2,A,,,,,89
363-U1489C-5H-2-A,70,74,34.2,34.24,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5PB 6/1 (bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,C,5,H,2,A,,,,,90
