Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,row_index
339-U1386B-1H-1-A,339,U1386,B,1,1-1,H,1,A,0,26,0,0.26,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,0
339-U1386B-1H-1-A,339,U1386,B,1,1-1,H,1,A,26,150,0.26,1.5,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,1
339-U1386B-1H-2-A,339,U1386,B,1,1-2,H,2,A,0,87,1.5,2.37,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,2
339-U1386B-1H-2-A,339,U1386,B,1,1-2,H,2,A,87,102,2.37,2.52,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,3
339-U1386B-1H-2-A,339,U1386,B,1,1-2,H,2,A,102,121,2.52,2.71,,silty sand ,with biogenic carbonate ,silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,5Y 4/1 (dark gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,irregular contact,,,,,,absent_339 ,1,rare ,,Shell fragments,100,100,,4
339-U1386B-1H-2-A,339,U1386,B,1,1-2,H,2,A,121,150,2.71,3,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,5
339-U1386B-1H-3-A,339,U1386,B,1,1-3,H,3,A,0,59,3,3.59,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,6
339-U1386B-1H-3-A,339,U1386,B,1,1-3,H,3,A,59,72,3.59,3.72,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,7
339-U1386B-1H-3-A,339,U1386,B,1,1-3,H,3,A,72,78,3.72,3.78,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,8
339-U1386B-1H-3-A,339,U1386,B,1,1-3,H,3,A,78,86,3.78,3.86,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,9
