Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,row_index
339-U1391B-5H-6-A,339,U1391,B,5,5-6,H,6,A,142,147,46.83,46.88,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10YR 5/1 (gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,black specks,100,100,,73
339-U1391B-5H-7-A,339,U1391,B,5,5-7,H,7,A,0,3,46.88,46.91,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10YR 5/1 (gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,black specks,100,100,,74
339-U1391B-5H-7-A,339,U1391,B,5,5-7,H,7,A,3,73,46.91,47.61,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,black specks,100,100,,75
339-U1391B-5H-CC-A,339,U1391,B,5,5-CC,H,CC,A,0,28,47.61,47.89,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,black specks,100,100,,76
339-U1391B-6H-1-A,339,U1391,B,6,6-1,H,1,A,0,3,47.5,47.53,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common. ,100,100,,77
339-U1391B-6H-1-A,339,U1391,B,6,6-1,H,1,A,3,27,47.53,47.77,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common. ,100,100,,78
339-U1391B-6H-1-A,339,U1391,B,6,6-1,H,1,A,27,148,47.77,48.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common. Scaphopod fragments at 118 cm ,100,100,,79
339-U1391B-6H-1-A,339,U1391,B,6,6-1,H,1,A,148,150,48.98,49,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common. ,100,100,,80
339-U1391B-6H-2-A,339,U1391,B,6,6-2,H,2,A,0,135,49,50.35,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common. Gastropod at 89 cm. ,100,100,,81
339-U1391B-6H-2-A,339,U1391,B,6,6-2,H,2,A,135,150,50.35,50.5,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common. ,100,100,,82
339-U1391B-6H-3-A,339,U1391,B,6,6-3,H,3,A,0,17,50.5,50.67,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Forams abundant. Black specks (sulfides) common. ,100,100,,83
339-U1391B-6H-3-A,339,U1391,B,6,6-3,H,3,A,17,90,50.67,51.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common. grading down core to 10Y 3/1.,100,100,,84
339-U1391B-6H-3-A,339,U1391,B,6,6-3,H,3,A,90,148,51.4,51.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common. ,100,100,,85
339-U1391B-6H-4-A,339,U1391,B,6,6-4,H,4,A,0,35,51.98,52.33,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common. ,100,100,,86
339-U1391B-6H-4-A,339,U1391,B,6,6-4,H,4,A,35,151,52.33,53.49,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Black specks (sulfides) common. Shell fragments at 43 cm. ,100,100,,87
339-U1391B-6H-5-A,339,U1391,B,6,6-5,H,5,A,0,151,53.49,55,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Black specks (sulfides) common. Shell fragments present. ,100,100,,88
339-U1391B-6H-6-A,339,U1391,B,6,6-6,H,6,A,0,153,55,56.53,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Black specks (sulfides) common. Shell fragments present. ,100,100,,89
339-U1391B-6H-7-A,339,U1391,B,6,6-7,H,7,A,0,91,56.53,57.44,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Black specks (sulfides) common. Shell fragments present. ,100,100,,90
339-U1391B-6H-CC-A,339,U1391,B,6,6-CC,H,CC,A,0,27,57.44,57.71,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Black specks (sulfides) common. Shell fragments present. ,100,100,,91
339-U1391B-7H-1-A,339,U1391,B,7,7-1,H,1,A,0,146,57,58.46,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common.,100,100,,92
339-U1391B-7H-2-A,339,U1391,B,7,7-2,H,2,A,0,96,58.46,59.42,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Black specks (sulfides) common.,100,100,,93
339-U1391B-7H-2-A,339,U1391,B,7,7-2,H,2,A,96,146,59.42,59.92,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,94
339-U1391B-7H-3-A,339,U1391,B,7,7-3,H,3,A,0,81,59.92,60.73,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,95
339-U1391B-7H-3-A,339,U1391,B,7,7-3,H,3,A,78,81,60.7,60.73,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,normal grading,,,,,slight_339 [DB91],3,,,,100,100,,96
339-U1391B-7H-4-A,339,U1391,B,7,7-4,H,4,A,0,7,60.73,60.8,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,,,,100,100,,97
339-U1391B-7H-4-A,339,U1391,B,7,7-4,H,4,A,7,16,60.8,60.89,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,,,,100,100,,98
339-U1391B-7H-4-A,339,U1391,B,7,7-4,H,4,A,16,94,60.89,61.67,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,99
339-U1391B-7H-5-A,339,U1391,B,7,7-5,H,5,A,0,110,61.67,62.77,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,100
339-U1391B-7H-5-A,339,U1391,B,7,7-5,H,5,A,110,150,62.77,63.17,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,101
339-U1391B-7H-6-A,339,U1391,B,7,7-6,H,6,A,0,18,63.17,63.35,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,102
339-U1391B-7H-6-A,339,U1391,B,7,7-6,H,6,A,18,152,63.35,64.69,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,103
339-U1391B-7H-7-A,339,U1391,B,7,7-7,H,7,A,0,127,64.69,65.96,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments present. Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,104
339-U1391B-7H-8-A,339,U1391,B,7,7-8,H,8,A,0,67,65.96,66.63,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments present. Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,105
339-U1391B-7H-CC-A,339,U1391,B,7,7-CC,H,CC,A,0,44,66.63,67.07,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments present. Pyrite burrows present. Black specks (sulfides) common. Slight reddish mottle.,100,100,,106
339-U1391B-8H-1-A,339,U1391,B,8,8-1,H,1,A,0,142,66.5,67.92,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,common [A48],,"Mottled. Shell fragments and black specks (sulfides) common, forams present.",100,100,,107
339-U1391B-8H-2-A,339,U1391,B,8,8-2,H,2,A,0,135,67.92,69.27,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,common [A48],,"Mottled. Shell fragments and black specks (sulfides) common, forams present.",100,100,,108
339-U1391B-8H-2-A,339,U1391,B,8,8-2,H,2,A,135,141,69.27,69.33,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,normal grading,,,,,slight_339 [DB91],3,few [A48],,Shell fragments present,100,100,,109
339-U1391B-8H-3-A,339,U1391,B,8,8-3,H,3,A,0,15,69.33,69.48,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,normal grading,,,,,slight_339 [DB91],3,few [A48],,Shell fragments present,100,100,,110
339-U1391B-8H-3-A,339,U1391,B,8,8-3,H,3,A,15,142,69.48,70.75,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Mottled. Shell fragments and black specks (sulfides) common, forams present.",100,100,,111
339-U1391B-8H-4-A,339,U1391,B,8,8-4,H,4,A,0,90,70.75,71.65,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Mottled. Shell fragments and black specks (sulfides) common, forams present.",100,100,,112
339-U1391B-8H-4-A,339,U1391,B,8,8-4,H,4,A,90,147,71.65,72.22,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 5/1 (gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Mottled with slight brownish color. Shell fragments and black specks (sulfides) common, forams present.",100,100,,113
339-U1391B-8H-5-A,339,U1391,B,8,8-5,H,5,A,0,85,72.22,73.07,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 5/1 (gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Mottled with slight brownish color. Shell fragments and black specks (sulfides) common, forams present.",100,100,,114
339-U1391B-8H-5-A,339,U1391,B,8,8-5,H,5,A,85,146,73.07,73.68,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Mottled with slight dark brownish color. Shell fragments, pyrite burrows and black specks (sulfides) common, forams present.",100,100,,115
339-U1391B-8H-6-A,339,U1391,B,8,8-6,H,6,A,0,147,73.68,75.15,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Mottled. Shell fragments and black specks (sulfides) common, forams present.",100,100,,116
339-U1391B-8H-7-A,339,U1391,B,8,8-7,H,7,A,0,5,75.15,75.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Mottled. Shell fragments and black specks (sulfides) common, forams present.",100,100,,117
339-U1391B-8H-7-A,339,U1391,B,8,8-7,H,7,A,5,132,75.2,76.47,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 5/1 (gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Mottled. Shell fragments and black specks (sulfides) common, forams present.",100,100,,118
339-U1391B-8H-CC-A,339,U1391,B,8,8-CC,H,CC,A,0,47,76.47,76.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 5/1 (gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Mottled with slight brownish color. Shell fragments and black specks (sulfides) common, forams present. Coral at 19 cm.",100,100,,119
339-U1391B-9H-1-A,339,U1391,B,9,9-1,H,1,A,0,100,76,77,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 5/1 (gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,moderate_339 [DB91],4,rare [A48],,"Small shell fragments, pyrite burrows and black specks (sulfides) present. ",100,100,,120
339-U1391B-9H-1-A,339,U1391,B,9,9-1,H,1,A,100,141,77,77.41,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/2 (dark grayish brown),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,rare [A48],,"Forams, small shell fragments, pyrite burrows and black specks (sulfides) present. ",100,100,,121
339-U1391B-9H-2-A,339,U1391,B,9,9-2,H,2,A,0,24,77.41,77.65,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/2 (dark grayish brown),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,rare [A48],,"Forams, small shell fragments, pyrite burrows and black specks (sulfides) present. ",100,100,,122
339-U1391B-9H-2-A,339,U1391,B,9,9-2,H,2,A,24,31,77.65,77.72,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/2 (dark grayish brown),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,"Forams, small shell fragments, pyrite burrows and black specks (sulfides) present. ",100,100,,123
339-U1391B-9H-2-A,339,U1391,B,9,9-2,H,2,A,31,106,77.72,78.47,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/2 (dark grayish brown),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Forams, small shell fragments, pyrite burrows and black specks (sulfides) present. ",100,100,,124
339-U1391B-9H-2-A,339,U1391,B,9,9-2,H,2,A,106,115,78.47,78.56,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/2 (dark grayish brown),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,,,Forams present.,100,100,,125
339-U1391B-9H-2-A,339,U1391,B,9,9-2,H,2,A,115,142,78.56,78.83,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/2 (dark grayish brown),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Small shell fragments, pyrite burrows and black specks (sulfides) present. ",100,100,,126
339-U1391B-9H-3-A,339,U1391,B,9,9-3,H,3,A,0,7,78.83,78.9,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/2 (dark grayish brown),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Small shell fragments, pyrite burrows and black specks (sulfides) present. ",100,100,,127
339-U1391B-9H-3-A,339,U1391,B,9,9-3,H,3,A,7,13,78.9,78.96,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/2 (dark grayish brown),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,normal grading,,,,,slight_339 [DB91],3,,,Forams present.,100,100,,128
339-U1391B-9H-3-A,339,U1391,B,9,9-3,H,3,A,13,66,78.96,79.49,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/2 (dark grayish brown),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,,,"Small shell fragments, pyrite burrows and black specks (sulfides) present. ",100,100,,129
339-U1391B-9H-3-A,339,U1391,B,9,9-3,H,3,A,66,141,79.49,80.24,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/2 (dark grayish brown),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and black specks (sulfides) present. ,100,100,,130
339-U1391B-9H-4-A,339,U1391,B,9,9-4,H,4,A,0,111,80.24,81.35,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/2 (dark grayish brown),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and black specks (sulfides) present. ,100,100,,131
339-U1391B-9H-4-A,339,U1391,B,9,9-4,H,4,A,111,144,81.35,81.68,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and black specks (sulfides) present. ,100,100,,132
339-U1391B-9H-5-A,339,U1391,B,9,9-5,H,5,A,0,146,81.68,83.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and black specks (sulfides) present. ,100,100,,133
339-U1391B-9H-6-A,339,U1391,B,9,9-6,H,6,A,0,9,83.14,83.23,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and black specks (sulfides) present. ,100,100,,134
339-U1391B-9H-6-A,339,U1391,B,9,9-6,H,6,A,9,42,83.23,83.56,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and black specks (sulfides) present. ,100,100,,135
339-U1391B-9H-6-A,339,U1391,B,9,9-6,H,6,A,42,113,83.56,84.27,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and black specks (sulfides) present. ,100,100,,136
339-U1391B-9H-6-A,339,U1391,B,9,9-6,H,6,A,113,133,84.27,84.47,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,bioturbated boundary or contact,bigradational bedding,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and black specks (sulfides) present. ,100,100,,137
339-U1391B-9H-6-A,339,U1391,B,9,9-6,H,6,A,133,149,84.47,84.63,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and black specks (sulfides) present. ,100,100,,138
