Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
"339-U1389E-3R-3-A, 10-110",339,U1389,E,3,3-3,R,3,A,10,110,342.6,343.6,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-3R-4-A, 0-33",339,U1389,E,3,3-4,R,4,A,0,33,343.6,343.93,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-3R-4-A, 33-43",339,U1389,E,3,3-4,R,4,A,33,43,343.93,344.03,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-3R-4-A, 43-54",339,U1389,E,3,3-4,R,4,A,43,54,344.03,344.14,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-3R-CC-A, 0-14",339,U1389,E,3,3-CC,R,CC,A,0,14,344.14,344.28,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 ,3,,,Forams present,100,100,
"339-U1389E-3R-CC-A, 14-23",339,U1389,E,3,3-CC,R,CC,A,14,23,344.28,344.37,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Forams present,100,100,
"339-U1389E-4R-1-A, 0-131",339,U1389,E,4,4-1,R,1,A,0,131,348.8,350.11,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite fill burrows present. Gastropod at 36 cm and 129 cm, articulated bivalve at 105 cm.",100,100,
"339-U1389E-4R-1-A, 131-138",339,U1389,E,4,4-1,R,1,A,131,138,350.11,350.18,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite fill burrows present. ",100,100,
"339-U1389E-4R-1-A, 138-150",339,U1389,E,4,4-1,R,1,A,138,150,350.18,350.3,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,,normal grading,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite fill burrows present. ",100,100,
"339-U1389E-4R-2-A, 0-3",339,U1389,E,4,4-2,R,2,A,0,3,350.3,350.33,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite fill burrows present. ",100,100,
"339-U1389E-4R-2-A, 3-16",339,U1389,E,4,4-2,R,2,A,3,16,350.33,350.46,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite fill burrows present. ",100,100,
"339-U1389E-4R-2-A, 16-32",339,U1389,E,4,4-2,R,2,A,16,32,350.46,350.62,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite fill burrows present. ",100,100,
"339-U1389E-4R-2-A, 32-150",339,U1389,E,4,4-2,R,2,A,32,150,350.62,351.8,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite fill burrows present. Articulated bivalve at 131 cm.",100,100,
"339-U1389E-4R-3-A, 0-71",339,U1389,E,4,4-3,R,3,A,0,71,351.8,352.51,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite fill burrows present.",100,100,
"339-U1389E-4R-CC-A, 0-18",339,U1389,E,4,4-CC,R,CC,A,0,18,352.51,352.69,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite fill burrows present.",100,100,
"339-U1389E-5R-1-A, 0-150",339,U1389,E,5,5-1,R,1,A,0,150,358.4,359.9,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-5R-2-A, 0-150",339,U1389,E,5,5-2,R,2,A,0,150,359.9,361.4,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-5R-3-A, 0-31",339,U1389,E,5,5-3,R,3,A,0,31,361.4,361.71,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-5R-3-A, 31-45",339,U1389,E,5,5-3,R,3,A,31,45,361.71,361.85,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-5R-3-A, 45-56",339,U1389,E,5,5-3,R,3,A,45,56,361.85,361.96,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-5R-3-A, 56-107",339,U1389,E,5,5-3,R,3,A,56,107,361.96,362.47,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-5R-CC-A, 0-12",339,U1389,E,5,5-CC,R,CC,A,0,12,362.47,362.59,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-6R-1-A, 0-48",339,U1389,E,6,6-1,R,1,A,0,48,368,368.48,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 3/2 (dark olive gray),clay ,1,very fine sand ,3,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,Shell fragments and forams present. Sccaphopoda at 39 cm,100,100,
"339-U1389E-6R-1-A, 48-101",339,U1389,E,6,6-1,R,1,A,48,101,368.48,369.01,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 3/2 (dark olive gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present.,100,100,
"339-U1389E-6R-1-A, 101-108",339,U1389,E,6,6-1,R,1,A,101,108,369.01,369.08,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,5Y 3/2 (dark olive gray),very fine sand ,3,fine sand ,4,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 ,3,,,,100,100,
"339-U1389E-6R-1-A, 108-149",339,U1389,E,6,6-1,R,1,A,108,149,369.08,369.49,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,Forams and pyrite fill burrow present.,100,100,
"339-U1389E-6R-CC-A, 0-5",339,U1389,E,6,6-CC,R,CC,A,0,5,369.49,369.54,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,Forams and pyrite fill burrow present.,100,100,
"339-U1389E-7R-1-A, 0-16",339,U1389,E,7,7-1,R,1,A,0,16,377.5,377.66,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Forams present,100,100,
"339-U1389E-8R-1-A, 0-19",339,U1389,E,8,8-1,R,1,A,0,19,387.1,387.29,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Forams present,100,100,
"339-U1389E-8R-1-A, 19-29",339,U1389,E,8,8-1,R,1,A,19,29,387.29,387.39,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present,100,100,
"339-U1389E-8R-1-A, 29-35",339,U1389,E,8,8-1,R,1,A,29,35,387.39,387.45,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,Shell fragments and forams present,100,100,
"339-U1389E-8R-1-A, 35-50",339,U1389,E,8,8-1,R,1,A,35,50,387.45,387.6,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,few ,,Shell fragments and forams present,100,100,
"339-U1389E-8R-1-A, 50-150",339,U1389,E,8,8-1,R,1,A,50,150,387.6,388.6,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-8R-2-A, 0-18",339,U1389,E,8,8-2,R,2,A,0,18,388.6,388.78,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-8R-2-A, 18-31",339,U1389,E,8,8-2,R,2,A,18,31,388.78,388.91,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-8R-2-A, 31-150",339,U1389,E,8,8-2,R,2,A,31,150,388.91,390.1,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-8R-3-A, 0-122",339,U1389,E,8,8-3,R,3,A,0,122,390.1,391.32,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-8R-3-A, 122-144",339,U1389,E,8,8-3,R,3,A,122,144,391.32,391.54,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1389E-9R-1-A, 0-150",339,U1389,E,9,9-1,R,1,A,0,150,396.7,398.2,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, mottling.",100,100,
"339-U1389E-9R-2-A, 0-21",339,U1389,E,9,9-2,R,2,A,0,21,398.2,398.41,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Shell fragments, mottling.",100,100,
"339-U1389E-9R-2-A, 21-96",339,U1389,E,9,9-2,R,2,A,21,96,398.41,399.16,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 ,2,,,,100,100,
"339-U1389E-9R-2-A, 96-107",339,U1389,E,9,9-2,R,2,A,96,107,399.16,399.27,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate [Leg339],silty mud   with biogenic carbonate [Leg339],100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,sparse_339 [DB91],2,,,,100,100,
"339-U1389E-9R-2-A, 107-115",339,U1389,E,9,9-2,R,2,A,107,115,399.27,399.35,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,
"339-U1389E-9R-2-A, 115-150",339,U1389,E,9,9-2,R,2,A,115,150,399.35,399.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
"339-U1389E-9R-3-A, 0-16",339,U1389,E,9,9-3,R,3,A,0,16,399.7,399.86,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,chondrites at 10-20 cm,100,100,
"339-U1389E-9R-3-A, 16-69",339,U1389,E,9,9-3,R,3,A,16,69,399.86,400.39,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3,,,chondrites at 32-36 cm,100,100,
"339-U1389E-9R-3-A, 69-150",339,U1389,E,9,9-3,R,3,A,69,150,400.39,401.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,,,"slightly reddish, chondrites at 98-147 cm",100,100,
"339-U1389E-9R-4-A, 0-64",339,U1389,E,9,9-4,R,4,A,0,64,401.2,401.84,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,chondrites at 8-11 cm. more sandy at 44-59 cm.,100,100,
"339-U1389E-9R-4-A, 64-74",339,U1389,E,9,9-4,R,4,A,64,74,401.84,401.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
"339-U1389E-9R-4-A, 74-124",339,U1389,E,9,9-4,R,4,A,74,124,401.94,402.44,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,more sandy at 101-109 cm.,100,100,
"339-U1389E-9R-4-A, 124-131",339,U1389,E,9,9-4,R,4,A,124,131,402.44,402.51,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
"339-U1389E-9R-4-A, 131-145",339,U1389,E,9,9-4,R,4,A,131,145,402.51,402.65,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
"339-U1389E-9R-CC-A, 0-5",339,U1389,E,9,9-CC,R,CC,A,0,5,402.65,402.7,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
"339-U1389E-10R-1-A, 0-31",339,U1389,E,10,10-1,R,1,A,0,31,406.3,406.61,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,slightly reddish,100,100,
"339-U1389E-10R-1-A, 31-33",339,U1389,E,10,10-1,R,1,A,31,33,406.61,406.63,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,sparse_339 [DB91],2,,,,100,100,
"339-U1389E-10R-1-A, 33-121",339,U1389,E,10,10-1,R,1,A,33,121,406.63,407.51,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,slightly greenish,100,100,
"339-U1389E-10R-2-A, 0-30",339,U1389,E,10,10-2,R,2,A,0,30,407.51,407.81,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
