Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
346-U1422E-2H-4-A,35,132,14.35,15.32,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,37
346-U1422E-2H-4-A,132,136,15.32,15.36,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,38
346-U1422E-2H-4-A,136,137,15.36,15.37,,silty sand ,,silty sand ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,silty sand ,silty sand ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,39
346-U1422E-2H-4-A,137,150,15.37,15.5,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,4,A,40
346-U1422E-2H-5-A,0,22,15.5,15.72,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,5,A,41
346-U1422E-2H-5-A,22,23,15.72,15.73,,silty sand [MMK88],,silty sand ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,silty sand ,silty sand ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,5,A,42
346-U1422E-2H-5-A,23,30,15.73,15.8,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,5,A,43
346-U1422E-2H-5-A,30,150,15.8,17,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,5,A,44
346-U1422E-2H-5-A,72,79,16.22,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microfault,,,,,,,,,,,,,,,,,,,,346,U1422,E,2,H,5,A,45
346-U1422E-2H-6-A,0,4,17,17.04,,silty clay ,,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,46
346-U1422E-2H-6-A,4,11,17.04,17.11,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,47
346-U1422E-2H-6-A,11,20,17.11,17.2,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,48
346-U1422E-2H-6-A,20,39,17.2,17.39,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,49
346-U1422E-2H-6-A,34,35,17.34,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,sulfide,,,Pyrite nodule.,,,,,,,,,,,,,,,,,,,346,U1422,E,2,H,6,A,50
346-U1422E-2H-6-A,39,150,17.39,18.5,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,6,A,51
346-U1422E-2H-7-A,0,6,18.5,18.56,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,7,A,52
346-U1422E-2H-7-A,6,15.5,18.56,18.655,calcareous bearing,clay ,,calcareous bearing clay ,,,,,2.5Y 6/2 (light brownish gray),,,,,,,,,,,,,,,,,calcareous bearing  clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,7,A,53
346-U1422E-2H-7-A,15.5,42,18.655,18.92,,silty clay [MMK88],,silty clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,7,A,54
346-U1422E-2H-7-A,42,51,18.92,19.01,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,7,A,55
346-U1422E-2H-CC-A,0,12,19.01,19.13,,silty clay ,,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,2,H,CC,A,56
346-U1422E-3H-1-A,0,20,19,19.2,,silty clay [MMK88],,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,57
346-U1422E-3H-1-A,19,27,19.19,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microfault,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,1,A,58
346-U1422E-3H-1-A,20,60,19.2,19.6,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,59
346-U1422E-3H-1-A,42,45,19.42,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microfault,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,1,A,60
346-U1422E-3H-1-A,60,61,19.6,19.61,foraminifer rich,silt [Leg210],,foraminifer rich silt ,,,,,,,,,,,,,,,,,,,,,,foraminifer rich  silt ,silt ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,61
346-U1422E-3H-1-A,61,75,19.61,19.75,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,62
346-U1422E-3H-1-A,75,92,19.75,19.92,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,63
346-U1422E-3H-1-A,92,93,19.92,19.93,foraminifer rich,silt ,,foraminifer rich silt ,,,,,,,,,,,,,,,,,,,,,,foraminifer rich  silt ,silt ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,64
346-U1422E-3H-1-A,93,114,19.93,20.14,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,65
346-U1422E-3H-1-A,99,100,19.99,20,,,,,,,,,,,,present [A79],1,pebble [W22_2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,1,A,66
346-U1422E-3H-1-A,114,119,20.14,20.19,,silty clay ,,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,67
346-U1422E-3H-1-A,119,122,20.19,20.22,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,68
346-U1422E-3H-1-A,122,123,20.22,20.23,,tephra [FS84],,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,69
346-U1422E-3H-1-A,123,129,20.23,20.29,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,70
346-U1422E-3H-1-A,129,136,20.29,20.36,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,71
346-U1422E-3H-1-A,136,137,20.36,20.37,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,72
346-U1422E-3H-1-A,137,138,20.37,20.38,,tephra ,,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,73
346-U1422E-3H-1-A,138,150,20.38,20.5,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,1,A,74
346-U1422E-3H-2-A,0,6,20.5,20.56,,clay [Leg210],,clay ,,,,lamination,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,2,A,75
346-U1422E-3H-2-A,6,17,20.56,20.67,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,2,A,76
346-U1422E-3H-2-A,17,18,20.67,20.68,,tephra [FS84],,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,2,A,77
346-U1422E-3H-2-A,18,21,20.68,20.71,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,2,A,78
346-U1422E-3H-2-A,21,33,20.71,20.83,,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,2,A,79
346-U1422E-3H-2-A,21,150,20.71,22,,clay [Leg210],,clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,2,A,80
346-U1422E-3H-3-A,0,50,22,22.5,,,,,,,,color banding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bands are dark greenish gray.,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,3,A,81
346-U1422E-3H-3-A,0,59,22,22.59,,clay [Leg210],,clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,82
346-U1422E-3H-3-A,59,60,22.59,22.6,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,83
346-U1422E-3H-3-A,60,88,22.6,22.88,,clay [Leg210],,clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,84
346-U1422E-3H-3-A,88,102,22.88,23.02,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,85
346-U1422E-3H-3-A,102,103,23.02,23.03,,,,,,,,,,,,present [A79],1,pebble [W22_2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,E,3,H,3,A,86
346-U1422E-3H-3-A,102,115,23.02,23.15,,clay [Leg210],,clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,87
346-U1422E-3H-3-A,115,116,23.15,23.16,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,88
346-U1422E-3H-3-A,116,150,23.16,23.5,,clay [Leg210],,clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,3,A,89
346-U1422E-3H-4-A,0,4,23.5,23.54,,clay [Leg210],,clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,4,A,90
346-U1422E-3H-4-A,4,10.5,23.54,23.605,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,4,A,91
346-U1422E-3H-4-A,10.5,23,23.605,23.73,,clay [Leg210],,clay ,,,,,10BG 6/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,4,A,92
346-U1422E-3H-4-A,23,24.5,23.73,23.745,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,E,3,H,4,A,93
