Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
323-U1344A-54X-1-A,323,U1344,A,54,54-1,X,1,A,0,150,502.9,504.4,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,,,,,,487
323-U1344A-54X-2-A,323,U1344,A,54,54-2,X,2,A,0,150,504.4,505.9,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,,,,,,488
323-U1344A-54X-3-A,323,U1344,A,54,54-3,X,3,A,0,150,505.9,507.4,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,,,,,,489
323-U1344A-54X-4-A,323,U1344,A,54,54-4,X,4,A,0,150,507.4,508.9,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,,,,,,490
323-U1344A-54X-5-A,323,U1344,A,54,54-5,X,5,A,0,150,508.9,510.4,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,,,,,,491
323-U1344A-54X-6-A,323,U1344,A,54,54-6,X,6,A,0,117,510.4,511.57,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,,,,,,492
323-U1344A-54X-CC-A,323,U1344,A,54,54-CC,X,CC,A,0,29,511.57,511.86,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,,,,,,493
323-U1344A-55X-1-A,323,U1344,A,55,55-1,X,1,A,0,150,512.4,513.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,494
323-U1344A-55X-2-A,323,U1344,A,55,55-2,X,2,A,0,150,513.9,515.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,495
323-U1344A-55X-3-A,323,U1344,A,55,55-3,X,3,A,0,150,515.4,516.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,496
323-U1344A-55X-4-A,323,U1344,A,55,55-4,X,4,A,0,150,516.9,518.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,497
323-U1344A-55X-5-A,323,U1344,A,55,55-5,X,5,A,0,150,518.4,519.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,498
323-U1344A-55X-6-A,323,U1344,A,55,55-6,X,6,A,0,79,519.9,520.69,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,499
323-U1344A-55X-6-A,323,U1344,A,55,55-6,X,6,A,79,100,520.69,520.9,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,500
323-U1344A-55X-7-A,323,U1344,A,55,55-7,X,7,A,0,44,520.9,521.34,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,501
323-U1344A-55X-CC-A,323,U1344,A,55,55-CC,X,CC,A,0,37,521.34,521.71,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,502
323-U1344A-56X-1-A,323,U1344,A,56,56-1,X,1,A,0,150,522,523.5,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,503
323-U1344A-56X-2-A,323,U1344,A,56,56-2,X,2,A,0,150,523.5,525,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,504
323-U1344A-56X-3-A,323,U1344,A,56,56-3,X,3,A,0,150,525,526.5,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,505
323-U1344A-56X-4-A,323,U1344,A,56,56-4,X,4,A,0,150,526.5,528,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,506
323-U1344A-56X-5-A,323,U1344,A,56,56-5,X,5,A,0,100,528,529,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,507
323-U1344A-56X-6-A,323,U1344,A,56,56-6,X,6,A,0,20,529,529.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,508
323-U1344A-56X-6-A,323,U1344,A,56,56-6,X,6,A,20,24,529.2,529.24,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,509
323-U1344A-56X-6-A,323,U1344,A,56,56-6,X,6,A,24,96,529.24,529.96,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,510
323-U1344A-56X-CC-A,323,U1344,A,56,56-CC,X,CC,A,0,35,529.96,530.31,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,511
323-U1344A-57X-1-A,323,U1344,A,57,57-1,X,1,A,0,150,531.7,533.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,512
323-U1344A-57X-2-A,323,U1344,A,57,57-2,X,2,A,0,150,533.2,534.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,513
323-U1344A-57X-3-A,323,U1344,A,57,57-3,X,3,A,0,150,534.7,536.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,514
323-U1344A-57X-4-A,323,U1344,A,57,57-4,X,4,A,0,150,536.2,537.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,515
323-U1344A-57X-5-A,323,U1344,A,57,57-5,X,5,A,0,150,537.7,539.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,516
323-U1344A-57X-6-A,323,U1344,A,57,57-6,X,6,A,0,73,539.2,539.93,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,517
323-U1344A-57X-CC-A,323,U1344,A,57,57-CC,X,CC,A,0,35,539.93,540.28,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,518
323-U1344A-58X-1-A,323,U1344,A,58,58-1,X,1,A,0,135,541.3,542.65,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,519
323-U1344A-58X-1-A,323,U1344,A,58,58-1,X,1,A,135,145,542.65,542.75,authigenic carbonate,Leg 323,,authigenic carbonate,100,soft,10Y 5/1,,,,,,,,,,,,,,,,,520
323-U1344A-58X-1-A,323,U1344,A,58,58-1,X,1,A,145,150,542.75,542.8,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,521
323-U1344A-58X-2-A,323,U1344,A,58,58-2,X,2,A,0,123,542.8,544.03,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,522
323-U1344A-58X-3-A,323,U1344,A,58,58-3,X,3,A,0,130,544.03,545.33,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,523
323-U1344A-58X-3-A,323,U1344,A,58,58-3,X,3,A,130,137,545.33,545.4,authigenic carbonate,Leg 323,,authigenic carbonate,100,soft,10Y 5/1,,,,,,,,,,,,,,,,,524
323-U1344A-58X-3-A,323,U1344,A,58,58-3,X,3,A,137,150,545.4,545.53,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,525
323-U1344A-58X-4-A,323,U1344,A,58,58-4,X,4,A,0,132,545.53,546.85,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,526
323-U1344A-58X-5-A,323,U1344,A,58,58-5,X,5,A,0,150,546.85,548.35,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,527
323-U1344A-58X-6-A,323,U1344,A,58,58-6,X,6,A,0,75,548.35,549.1,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,528
323-U1344A-58X-6-A,323,U1344,A,58,58-6,X,6,A,75,75,549.1,549.1,diatom silty clay,Leg 323,,diatom silty clay,,soft,10Y 3/1,,,,,,,,,,,,,,,,,529
323-U1344A-58X-CC-A,323,U1344,A,58,58-CC,X,CC,A,0,37,549.1,549.47,diatom silty clay,Leg 323,,diatom silty clay,,soft,10Y 3/1,,,,,,,,,,,,,,,,,530
323-U1344A-59X-1-A,323,U1344,A,59,59-1,X,1,A,0,146,550.9,552.36,diatom silty clay,Leg 323,,diatom silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,531
323-U1344A-59X-1-A,323,U1344,A,59,59-1,X,1,A,146,150,552.36,552.4,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,532
323-U1344A-59X-2-A,323,U1344,A,59,59-2,X,2,A,0,150,552.4,553.9,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,533
323-U1344A-59X-3-A,323,U1344,A,59,59-3,X,3,A,0,150,553.9,555.4,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,534
323-U1344A-59X-4-A,323,U1344,A,59,59-4,X,4,A,0,150,555.4,556.9,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,535
323-U1344A-59X-5-A,323,U1344,A,59,59-5,X,5,A,0,69,556.9,557.59,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,536
323-U1344A-59X-6-A,323,U1344,A,59,59-6,X,6,A,0,79,557.59,558.38,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,537
323-U1344A-59X-CC-A,323,U1344,A,59,59-CC,X,CC,A,0,30,558.38,558.68,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,538
323-U1344A-60X-1-A,323,U1344,A,60,60-1,X,1,A,0,80,560.5,561.3,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,539
323-U1344A-60X-1-A,323,U1344,A,60,60-1,X,1,A,80,87,561.3,561.37,authigenic carbonate,Leg 323,,authigenic carbonate,100,soft,10Y 5/1,,,,,authigenic carbonate clay (needle),,,,,,,,,,,,540
323-U1344A-60X-1-A,323,U1344,A,60,60-1,X,1,A,87,150,561.37,562,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,541
323-U1344A-60X-2-A,323,U1344,A,60,60-2,X,2,A,0,150,562,563.5,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,542
323-U1344A-60X-3-A,323,U1344,A,60,60-3,X,3,A,0,130,563.5,564.8,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,543
323-U1344A-60X-3-A,323,U1344,A,60,60-3,X,3,A,130,140,564.8,564.9,authigenic carbonate,Leg 323,,authigenic carbonate,100,soft,10Y 5/1,,,,,authigenic carbonate clay (needle),,,,,,,,,,,,544
323-U1344A-60X-3-A,323,U1344,A,60,60-3,X,3,A,140,150,564.9,565,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,545
323-U1344A-60X-4-A,323,U1344,A,60,60-4,X,4,A,0,11,565,565.11,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,546
323-U1344A-60X-4-A,323,U1344,A,60,60-4,X,4,A,11,21,565.11,565.21,authigenic carbonate,Leg 323,,authigenic carbonate,100,soft,10Y 5/1,,,,,authigenic carbonate clay (needle),,,,,,,,,,,,547
323-U1344A-60X-4-A,323,U1344,A,60,60-4,X,4,A,21,150,565.21,566.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,548
323-U1344A-60X-5-A,323,U1344,A,60,60-5,X,5,A,0,67,566.5,567.17,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,549
323-U1344A-60X-CC-A,323,U1344,A,60,60-CC,X,CC,A,0,15,567.17,567.32,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,550
323-U1344A-61X-1-A,323,U1344,A,61,61-1,X,1,A,0,129,570.1,571.39,clay [S54] ,,diatom-bearing,diatom-bearing clay,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,551
323-U1344A-61X-2-A,323,U1344,A,61,61-2,X,2,A,0,150,571.39,572.89,clay [S54] ,,diatom-bearing,diatom-bearing clay,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,552
323-U1344A-61X-3-A,323,U1344,A,61,61-3,X,3,A,0,150,572.89,574.39,clay [S54] ,,diatom-bearing,diatom-bearing clay,100,soft,10GY 2.5/1,,,,,,,,,,,,,,,,,553
323-U1344A-61X-4-A,323,U1344,A,61,61-4,X,4,A,0,150,574.39,575.89,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10GY 4/1,,,,,,,,,,,,,,,,,554
323-U1344A-61X-5-A,323,U1344,A,61,61-5,X,5,A,0,150,575.89,577.39,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10GY 4/1,,,,,,,,,,,,,,,,,555
323-U1344A-61X-6-A,323,U1344,A,61,61-6,X,6,A,0,122,577.39,578.61,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10GY 4/1,,,,,,,,,,,,,,,,,556
323-U1344A-61X-CC-A,323,U1344,A,61,61-CC,X,CC,A,0,29,578.61,578.9,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10GY 4/1,,,,,,,,,,,,,,,,,557
323-U1344A-62X-1-A,323,U1344,A,62,62-1,X,1,A,0,40,579.8,580.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,558
323-U1344A-62X-2-A,323,U1344,A,62,62-2,X,2,A,0,150,580.2,581.7,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,559
323-U1344A-62X-3-A,323,U1344,A,62,62-3,X,3,A,0,150,581.7,583.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,560
323-U1344A-62X-4-A,323,U1344,A,62,62-4,X,4,A,0,150,583.2,584.7,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,561
323-U1344A-62X-5-A,323,U1344,A,62,62-5,X,5,A,0,100,584.7,585.7,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,562
323-U1344A-62X-5-A,323,U1344,A,62,62-5,X,5,A,100,150,585.7,586.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,563
323-U1344A-62X-6-A,323,U1344,A,62,62-6,X,6,A,0,101,586.2,587.21,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,564
323-U1344A-62X-CC-A,323,U1344,A,62,62-CC,X,CC,A,0,31,587.21,587.52,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,565
323-U1344A-63X-1-A,323,U1344,A,63,63-1,X,1,A,0,150,589.4,590.9,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,566
323-U1344A-63X-2-A,323,U1344,A,63,63-2,X,2,A,0,150,590.9,592.4,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,567
323-U1344A-63X-3-A,323,U1344,A,63,63-3,X,3,A,0,150,592.4,593.9,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,568
323-U1344A-63X-4-A,323,U1344,A,63,63-4,X,4,A,0,30,593.9,594.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,569
323-U1344A-63X-4-A,323,U1344,A,63,63-4,X,4,A,30,36,594.2,594.26,authigenic carbonate,Leg 323,,authigenic carbonate,100,soft,10Y 5/1,,,,,,,,,,,,,,,,,570
323-U1344A-63X-4-A,323,U1344,A,63,63-4,X,4,A,36,150,594.26,595.4,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,571
323-U1344A-63X-5-A,323,U1344,A,63,63-5,X,5,A,0,53,595.4,595.93,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,572
323-U1344A-63X-CC-A,323,U1344,A,63,63-CC,X,CC,A,0,29,595.93,596.22,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,573
323-U1344A-64X-1-A,323,U1344,A,64,64-1,X,1,A,0,53,599,599.53,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,574
323-U1344A-64X-2-A,323,U1344,A,64,64-2,X,2,A,0,150,599.53,601.03,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,575
323-U1344A-64X-3-A,323,U1344,A,64,64-3,X,3,A,0,139,601.03,602.42,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,576
323-U1344A-64X-4-A,323,U1344,A,64,64-4,X,4,A,0,150,602.42,603.92,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,577
323-U1344A-64X-5-A,323,U1344,A,64,64-5,X,5,A,0,89,603.92,604.81,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,578
323-U1344A-64X-5-A,323,U1344,A,64,64-5,X,5,A,89,97,604.81,604.89,authigenic carbonate,Leg 323,,authigenic carbonate,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,579
323-U1344A-64X-5-A,323,U1344,A,64,64-5,X,5,A,97,150,604.89,605.42,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,580
323-U1344A-64X-6-A,323,U1344,A,64,64-6,X,6,A,0,150,605.42,606.92,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,581
323-U1344A-64X-7-A,323,U1344,A,64,64-7,X,7,A,0,42,606.92,607.34,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,582
323-U1344A-64X-CC-A,323,U1344,A,64,64-CC,X,CC,A,0,39,607.34,607.73,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,583
323-U1344A-65X-1-A,323,U1344,A,65,65-1,X,1,A,0,150,608.5,610,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,584
323-U1344A-65X-2-A,323,U1344,A,65,65-2,X,2,A,0,150,610,611.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,585
323-U1344A-65X-3-A,323,U1344,A,65,65-3,X,3,A,0,150,611.5,613,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,586
323-U1344A-65X-4-A,323,U1344,A,65,65-4,X,4,A,0,150,613,614.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,587
323-U1344A-65X-5-A,323,U1344,A,65,65-5,X,5,A,0,150,614.5,616,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,588
323-U1344A-65X-6-A,323,U1344,A,65,65-6,X,6,A,0,77,616,616.77,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,589
323-U1344A-65X-7-A,323,U1344,A,65,65-7,X,7,A,0,89,616.77,617.66,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,590
323-U1344A-65X-CC-A,323,U1344,A,65,65-CC,X,CC,A,0,31,617.66,617.97,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,591
323-U1344A-68X-1-A,323,U1344,A,68,68-1,X,1,A,0,40,637.3,637.7,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,,,,,,592
323-U1344A-68X-2-A,323,U1344,A,68,68-2,X,2,A,0,50,637.7,638.2,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,,,,,,593
323-U1344A-68X-2-A,323,U1344,A,68,68-2,X,2,A,50,60,638.2,638.3,silt [S54],"Shepard, 1954",authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,,594
323-U1344A-68X-2-A,323,U1344,A,68,68-2,X,2,A,60,120,638.3,638.9,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,,,,,,595
323-U1344A-68X-2-A,323,U1344,A,68,68-2,X,2,A,120,130,638.9,639,silt [S54],"Shepard, 1954",authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,,596
323-U1344A-68X-2-A,323,U1344,A,68,68-2,X,2,A,130,150,639,639.2,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,,,,,,597
323-U1344A-68X-3-A,323,U1344,A,68,68-3,X,3,A,0,150,639.2,640.7,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,,,,,,598
323-U1344A-68X-4-A,323,U1344,A,68,68-4,X,4,A,0,150,640.7,642.2,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,599
323-U1344A-68X-5-A,323,U1344,A,68,68-5,X,5,A,0,80,642.2,643,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,600
323-U1344A-68X-5-A,323,U1344,A,68,68-5,X,5,A,80,150,643,643.7,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,,601
323-U1344A-68X-6-A,323,U1344,A,68,68-6,X,6,A,0,117,643.7,644.87,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,,602
323-U1344A-68X-7-A,323,U1344,A,68,68-7,X,7,A,0,66,644.87,645.53,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,,603
323-U1344A-68X-CC-A,323,U1344,A,68,68-CC,X,CC,A,0,37,645.53,645.9,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,,604
323-U1344A-69X-CC-A,323,U1344,A,69,69-CC,X,CC,A,0,25,646.9,647.15,silt [S54],,diatom-rich,diatom-rich silt,,soft,4/N,,,,,,,,,,,,,,,,,605
323-U1344A-70X-1-A,323,U1344,A,70,70-1,X,1,A,0,150,656.5,658,diatom silty clay,Leg 323,,diatom silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,,606
323-U1344A-70X-2-A,323,U1344,A,70,70-2,X,2,A,0,150,658,659.5,diatom silty clay,Leg 323,,diatom silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,,607
323-U1344A-70X-3-A,323,U1344,A,70,70-3,X,3,A,0,150,659.5,661,diatom silty clay,Leg 323,,diatom silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,,608
323-U1344A-70X-4-A,323,U1344,A,70,70-4,X,4,A,0,113,661,662.13,diatom silty clay,Leg 323,,diatom silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,,609
323-U1344A-70X-4-A,323,U1344,A,70,70-4,X,4,A,113,150,662.13,662.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,3/N ,,,,,,,,,,,,,,,,,610
