dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,344-U1413C-37R-2-A,344,U1413,C,37,37-2,R,2,A,0,151,519.01,520.52,fractured,high [drilling disturbance],6,silty,sandstone [USGS],,5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,"rare wood fragments, some pyrite, mm- to cm-sized angular to well-rounded clasts of claystone and sandstone",,,,,,,,,,,,,,,,,,,,,499
,344-U1413C-37R-3-A,344,U1413,C,37,37-3,R,3,A,0,37,520.52,520.89,fractured,high [drilling disturbance],6,silty,sandstone [USGS],,5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,"rare wood fragments, some pyrite, mm- to cm-sized angular to well-rounded clasts of claystone and sandstone",,,,,,,,,,,,,,,,,,,,,500
,344-U1413C-37R-3-A,344,U1413,C,37,37-3,R,3,A,37,42,520.89,520.94,fractured,high [drilling disturbance],6,calcareous [Leg339],sandstone [USGS],,10Y 5/1 (greenish gray),calcareous   sandstone ,calcareous  sandstone ,sand [W22_1],3,sand [W22_1],3,organic fragments,,,,,,,,,,,,,,,,,,,,,501
,344-U1413C-37R-4-A,344,U1413,C,37,37-4,R,4,A,42,96,522.42,522.96,fractured,high [drilling disturbance],6,,sandstone [USGS],,5GY 4/1 (dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,"rare bioclasts (shell fragments), organic fragments, mm- to cm-sized angular to well-rounded clasts of claystone and sandstone",,,,,,,,,,,,,,,,,,,,,502
,344-U1413C-37R-5-A,344,U1413,C,37,37-5,R,5,A,0,16,522.96,523.12,fractured,high [drilling disturbance],6,,sandstone [USGS],,5GY 4/1 (dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,"rare shell fragments, and rare mm- to cm-sized angular to well-rounded clasts of claystone and sandstone",,,,,,,,,,,,,,,,,,,,,503
,344-U1413C-37R-5-A,344,U1413,C,37,37-5,R,5,A,16,57,523.12,523.53,fractured,high [drilling disturbance],6,,sandstone [USGS],,5GY 4/1 (dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,"rare shell fragments, and rare mm- to cm-sized angular to well-rounded clasts of claystone and sandstone",,,,,,,,,,,,,,,,,,,,,504
,344-U1413C-37R-5-A,344,U1413,C,37,37-5,R,5,A,57,60,523.53,523.56,fractured,high [drilling disturbance],6,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,laminations of siltstone and sandstone,,,,,,,,,,,,,,,,,,,,,505
,344-U1413C-37R-5-A,344,U1413,C,37,37-5,R,5,A,60,96,523.56,523.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORCU,,,,,,,506
,344-U1413C-37R-6-A,344,U1413,C,37,37-6,R,6,A,0,63,523.92,524.55,fractured,high [drilling disturbance],6,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,laminations of siltstone and sandstone,,,,,,,,,,,,,,,,,,,,,507
,344-U1413C-37R-6-A,344,U1413,C,37,37-6,R,6,A,63,142,524.55,525.34,fractured,high [drilling disturbance],6,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,508
,344-U1413C-37R-7-A,344,U1413,C,37,37-7,R,7,A,0,30,525.34,525.64,fractured,high [drilling disturbance],6,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,509
,344-U1413C-37R-7-A,344,U1413,C,37,37-7,R,7,A,30,58,525.64,525.92,fractured,high [drilling disturbance],6,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,laminations of siltstone and sandstone,,,,,,,,,,,,,,,,,,,,,510
,344-U1413C-37R-CC-A,344,U1413,C,37,37-CC,R,CC,A,0,24,525.92,526.16,fractured,moderate [drilling disturbance],4,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,511
,344-U1413C-38R-1-A,344,U1413,C,38,38-1,R,1,A,0,151,527.2,528.71,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Carbonate clasts at 11 to 13,,,,,,,,,,,,,,,,,,,,,512
,344-U1413C-38R-2-A,344,U1413,C,38,38-2,R,2,A,0,151,528.71,530.22,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Zone of disseminate carbonate cement between 86 and 113 cm,,,,,,,,,,,,,,,,,,,,,513
,344-U1413C-38R-3-A,344,U1413,C,38,38-3,R,3,A,0,151,530.22,531.73,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,514
,344-U1413C-38R-4-A,344,U1413,C,38,38-4,R,4,A,0,116,531.73,532.89,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,515
,344-U1413C-38R-4-A,344,U1413,C,38,38-4,R,4,A,116,152,532.89,533.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,516
,344-U1413C-38R-5-A,344,U1413,C,38,38-5,R,5,A,0,45,533.25,533.7,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Carbonate clast at 27 to 31,,,,,,,,,,,,,,,,,,,,,517
,344-U1413C-38R-CC-A,344,U1413,C,38,38-CC,R,CC,A,0,29,533.7,533.99,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,518
,344-U1413C-39R-1-A,344,U1413,C,39,39-1,R,1,A,0,144,536.9,538.34,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Sporadic shell fragments and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,519
,344-U1413C-39R-2-A,344,U1413,C,39,39-2,R,2,A,0,148,538.34,539.82,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Sporadic shell fragments and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,520
,344-U1413C-39R-3-A,344,U1413,C,39,39-3,R,3,A,0,131,539.82,541.13,fractured,moderate [drilling disturbance],4,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Sporadic shell fragments and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,521
,344-U1413C-39R-4-A,344,U1413,C,39,39-4,R,4,A,0,116,541.13,542.29,fractured,moderate [drilling disturbance],4,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Sporadic shell fragments and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,522
,344-U1413C-39R-4-A,344,U1413,C,39,39-4,R,4,A,116,151,542.29,542.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,523
,344-U1413C-39R-5-A,344,U1413,C,39,39-5,R,5,A,0,140,542.64,544.04,fractured,moderate [drilling disturbance],4,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Sporadic shell fragments and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,524
,344-U1413C-39R-6-A,344,U1413,C,39,39-6,R,6,A,0,150,544.04,545.54,fractured,moderate [drilling disturbance],4,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Sporadic shell fragments and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,525
,344-U1413C-39R-7-A,344,U1413,C,39,39-7,R,7,A,0,99,545.54,546.53,fractured,moderate [drilling disturbance],4,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Sporadic shell fragments and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,526
,344-U1413C-39R-CC-A,344,U1413,C,39,39-CC,R,CC,A,0,20,546.53,546.73,fractured,moderate [drilling disturbance],4,,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,Sporadic shell fragments and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,527
,344-U1413C-40R-1-A,344,U1413,C,40,40-1,R,1,A,0,150,546.6,548.1,fractured,moderate [drilling disturbance],4,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,fine sand [W22_2],4,fine sand [W22_2],4,Sporadic organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size in one section but probably when extending over several sections. ,,,,,,,528
,344-U1413C-40R-2-A,344,U1413,C,40,40-2,R,2,A,0,134,548.1,549.44,fractured,moderate [drilling disturbance],4,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,fine sand [W22_2],4,fine sand [W22_2],4,Sporadic organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size in one section but probably when extending over several sections (section 2 to 3; very fine sand through fine to medium sand). ,,,,,,,529
,344-U1413C-40R-3-A,344,U1413,C,40,40-3,R,3,A,0,139,549.44,550.83,fractured,moderate [drilling disturbance],4,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,fine sand [W22_2],4,fine sand [W22_2],4,Sporadic organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size in one section but probably when extending over several sections (section 2 to 3; very fine sand through fine to medium sand). ,,,,,,,530
,344-U1413C-40R-4-A,344,U1413,C,40,40-4,R,4,A,0,150,550.83,552.33,fractured,moderate [drilling disturbance],4,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,fine sand [W22_2],4,fine sand [W22_2],4,Sporadic gastropods (fragments) and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top.  (section 2 to 3; very fine sand through fine to medium sand). ,,,,,,,531
,344-U1413C-40R-5-A,344,U1413,C,40,40-5,R,5,A,0,129,552.33,553.62,fractured,moderate [drilling disturbance],4,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,fine sand [W22_2],4,fine sand [W22_2],4,Sporadic gastropods (fragments) and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,532
,344-U1413C-40R-6-A,344,U1413,C,40,40-6,R,6,A,0,97,553.62,554.59,fractured,moderate [drilling disturbance],4,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,fine sand [W22_2],4,fine sand [W22_2],4,Sporadic gastropods (fragments) and organic material (sapropel),,,,,,,,,,,,common [B06],4,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grai size at base or top. ,,,,,,,533
,344-U1413C-40R-6-A,344,U1413,C,40,40-6,R,6,A,97,132,554.59,554.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,534
,344-U1413C-40R-7-A,344,U1413,C,40,40-7,R,7,A,0,138,554.94,556.32,fractured,moderate [drilling disturbance],4,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,fine sand [W22_2],4,fine sand [W22_2],4,Sporadic gastropods (fragments) and organic material (sapropel),,,,,,,,,,,,slight [B06],2,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size at base or top. ,,,,,,,535
,344-U1413C-40R-CC-A,344,U1413,C,40,40-CC,R,CC,A,0,23,556.32,556.55,fractured,moderate [drilling disturbance],4,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,fine sand [W22_2],4,fine sand [W22_2],4,Sporadic gastropods (fragments) and organic material (sapropel),,,,,,,,,,,,slight [B06],2,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size at base or top. ,,,,,,,536
,344-U1413C-41R-1-A,344,U1413,C,41,41-1,R,1,A,0,150,556.3,557.8,fractured,moderate [drilling disturbance],4,sandy,sandstone [USGS],,5BG 3/1 (very dark greenish gray),sandy  sandstone ,sandy sandstone ,silt [W22_1],2,fine sand [W22_2],4,Sporadic gastropods (fragments) and fine organic material (sapropel) fragments lie within the lamination,,,,,,,,,,,,slight [B06],2,some lamination; bioturbation not observed.   ,,,,,,,537
,344-U1413C-41R-2-A,344,U1413,C,41,41-2,R,2,A,0,116,557.8,558.96,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],,5BG 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone ,silt [W22_1],2,fine sand [W22_2],4,Sporadic gastropods (fragments) and fine organic material (sapropel) fragments lie within the lamination,,,,,,,,,,,,slight [B06],2,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size at base or top. ,,,,,,,538
,344-U1413C-41R-2-A,344,U1413,C,41,41-2,R,2,A,116,151,558.96,559.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,539
,344-U1413C-41R-3-A,344,U1413,C,41,41-3,R,3,A,0,134,559.31,560.65,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],,5BG 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone ,silt [W22_1],2,fine sand [W22_2],4,Sporadic gastropods (fragments) and fine organic material (sapropel) fragments lie within the lamination.  Carbonate cemented horizon at 45 to 55 cm.,,,,,,,,,,,,slight [B06],2,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size at base or top. ,,,,,,,540
,344-U1413C-41R-4-A,344,U1413,C,41,41-4,R,4,A,0,139,560.65,562.04,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],,5BG 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone ,silt [W22_1],2,fine sand [W22_2],4,Sporadic gastropods (fragments) and fine organic material (sapropel) fragments lie within the lamination,,,,,,,,,,,,slight [B06],2,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size at base or top. ,,,,,,,541
,344-U1413C-41R-5-A,344,U1413,C,41,41-5,R,5,A,0,145,562.04,563.49,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],,5BG 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone ,silt [W22_1],2,fine sand [W22_2],4,Sporadic gastropods (fragments) and fine organic material (sapropel) fragments lie within the lamination,,,,,,,,,,,,slight [B06],2,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size at base or top. ,,,,,,,542
,344-U1413C-41R-6-A,344,U1413,C,41,41-6,R,6,A,0,81,563.49,564.3,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],,5BG 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone ,silt [W22_1],2,fine sand [W22_2],4,Sporadic gastropods (fragments) and fine organic material (sapropel) fragments lie within the lamination,,,,,,,,,,,,slight [B06],2,some lamination and more common bioturbation at the border to next dm-sized sandstone package. Each sandstone package do not show differences in grain size at base or top. ,,,,,,,543
,344-U1413C-41R-6-A,344,U1413,C,41,41-6,R,6,A,81,101,564.3,564.5,fractured,moderate [drilling disturbance],4,silty,sandstone [USGS],,5BG 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,544
,344-U1413C-41R-CC-A,344,U1413,C,41,41-CC,R,CC,A,0,24,564.5,564.74,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],,5BG 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone ,silt [W22_1],2,fine sand [W22_2],4,Sporadic gastropods (fragments) and fine organic material (sapropel) fragments lie within the lamination,,,,,,,,,,,,slight [B06],2,some lamination between 22 and 30 cm and 90 and 110,,,,,,,545
,344-U1413C-42R-1-A,344,U1413,C,42,42-1,R,1,A,0,150,566,567.5,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],,5BG 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone ,silt [W22_1],2,fine sand [W22_2],4,Rare gastropods (fragments) and fine organic material (sapropel) fragments lie within the lamination.  Contains carbonate nodules throughout the core.,,,,,,,,,,,,slight [B06],2,some lamination  and reworked clasts,,,,,,,546
,344-U1413C-42R-2-A,344,U1413,C,42,42-2,R,2,A,0,55,567.5,568.05,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],,5BG 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone ,silt [W22_1],2,fine sand [W22_2],4,Rare gastropods (fragments) and fine organic material (sapropel) fragments lie within the lamination.  Contains carbonate nodules throughout the core.,,,,,,,,,,,,slight [B06],2,some lamination  and reworked clasts,,,,,,,547
