Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
350-U1436A-5H-6-A,350,U1436,A,5,5-6,H,6,A,110,115,34.36,34.41,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],crystal [2014],,,,,,,,scoria [2014],,,,,,,,,,,,,,,,,,,,,,,169
350-U1436A-5H-6-A,350,U1436,A,5,5-6,H,6,A,115,134,34.41,34.6,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,0,1,35.3,35.31,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,1,9,35.31,35.39,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,9,25,35.39,35.55,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],crystal [2014],,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,173
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,25,33,35.55,35.63,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,33,34,35.63,35.64,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,175
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,34,52,35.64,35.82,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,52,53,35.82,35.83,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,177
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,53,91,35.83,36.21,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,91,94,36.21,36.24,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,94,101,36.24,36.31,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,101,102,36.31,36.32,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,102,124,36.32,36.54,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,124,125,36.54,36.55,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],crystal [2014],,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,183
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,125,145,36.55,36.75,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,0,5,36.8,36.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,5,8,36.85,36.88,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,8,24,36.88,37.04,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,24,28,37.04,37.08,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,28,38,37.08,37.18,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,38,43,37.18,37.23,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli-ash [2014],,"clast-supported, polymictic, mafic lapilli-ash","clast-supported, polymictic, mafic lapilli-ash",lapilli-ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],crystal [2014],,,,,,,,pumice [2014],,scoria [2014],,,,quartz,,feldspar,,hornblende,,,,,,,,,,,,,190
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,43,65,37.23,37.45,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,65,71,37.45,37.51,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],crystal [2014],,,,,,,,shards,,,,,,quartz,,,,,,,,,,,,,,,,,192
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,71,110,37.51,37.9,I,,,,tuffaceous,mud,,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,0,8,38.3,38.38,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,8,31,38.38,38.61,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,31,39,38.61,38.69,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,39,75,38.69,39.05,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,75,79,39.05,39.09,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],lithic matrix [2014],,,,,,,,,198
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,79,118,39.09,39.48,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,199
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,118,145,39.48,39.75,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
350-U1436A-6H-4-A,350,U1436,A,6,6-4,H,4,A,0,128,39.75,41.03,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201
350-U1436A-6H-5-A,350,U1436,A,6,6-5,H,5,A,0,150,41.03,42.53,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
350-U1436A-6H-6-A,350,U1436,A,6,6-6,H,6,A,0,117,42.53,43.7,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203
350-U1436A-6H-CC-A,350,U1436,A,6,6-CC,H,CC,A,0,17,43.7,43.87,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204
350-U1436A-7H-1-A,350,U1436,A,7,7-1,H,1,A,0,26,43.9,44.16,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli-ash [2014],,"clast-supported, polymictic, mafic lapilli-ash","clast-supported, polymictic, mafic lapilli-ash",lapilli-ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205
350-U1436A-7H-1-A,350,U1436,A,7,7-1,H,1,A,26,71,44.16,44.61,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206
350-U1436A-7H-2-A,350,U1436,A,7,7-2,H,2,A,0,37,44.61,44.98,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"clast-supported, polymictic, evolved lapilli-ash","clast-supported, polymictic, evolved lapilli-ash",lapilli-ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],lithic [2014],,"volcanic, mafic [2014]",angular,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,207
350-U1436A-7H-2-A,350,U1436,A,7,7-2,H,2,A,37,74,44.98,45.35,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli [2014],,"clast-supported, polymictic, evolved lapilli","clast-supported, polymictic, evolved lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],lithic [2014],,"volcanic, mafic [2014]",angular,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,208
350-U1436A-7H-2-A,350,U1436,A,7,7-2,H,2,A,74,128,45.35,45.89,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209
350-U1436A-7H-2-A,350,U1436,A,7,7-2,H,2,A,128,145,45.89,46.06,I,,,,,mud [2014],with foraminifera,mud,mud with foraminifera,mud with foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,0,25,46.11,46.36,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,25,34,46.36,46.45,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,34,41,46.45,46.52,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,41,48,46.52,46.59,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,48,88,46.59,46.99,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,88,90,46.99,47.01,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,90,94,47.01,47.05,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,94,95,47.05,47.06,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,95,110,47.06,47.21,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,0,10,47.61,47.71,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,10,18,47.71,47.79,I,,,,mafic,ash [2014],with foraminifera,mafic ash,mafic ash with foraminifera,ash with foraminifera,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,18,26,47.79,47.87,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,26,42,47.87,48.03,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,42,124,48.03,48.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,124,127,48.85,48.88,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,ash pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,127,151,48.88,49.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226
350-U1436A-7H-5-A,350,U1436,A,7,7-5,H,5,A,0,110,49.12,50.22,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227
350-U1436A-7H-CC-A,350,U1436,A,7,7-CC,H,CC,A,0,14,50.22,50.36,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,228
350-U1436A-8H-1-A,350,U1436,A,8,8-1,H,1,A,0,118,50.4,51.58,I,,,,mafic,ash [2014],with foraminifera,mafic ash,mafic ash with foraminifera,ash with foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,229
350-U1436A-8H-2-A,350,U1436,A,8,8-2,H,2,A,0,108,51.58,52.66,I,,,,mafic,ash [2014],with foraminifera,mafic ash,mafic ash with foraminifera,ash with foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,230
350-U1436A-8H-2-A,350,U1436,A,8,8-2,H,2,A,108,140,52.66,52.98,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,0,49,52.98,53.47,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,49,64,53.47,53.62,I,,,,mafic,ash [2014],with foraminifera,mafic ash,mafic ash with foraminifera,ash with foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,233
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,64,69,53.62,53.67,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,69,87,53.67,53.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,87,90,53.85,53.88,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,90,97,53.88,53.95,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,97,103,53.95,54.01,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,103,108,54.01,54.06,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239
350-U1436A-9H-1-A,350,U1436,A,9,9-1,H,1,A,0,144,54.1,55.54,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli [2014],,"clast-supported, polymictic, mafic lapilli","clast-supported, polymictic, mafic lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,0,52,55.54,56.06,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli [2014],,"clast-supported, polymictic, mafic lapilli","clast-supported, polymictic, mafic lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,52,76,56.06,56.3,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,76,84,56.3,56.38,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,84,93,56.38,56.47,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,93,97,56.47,56.51,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,97,101,56.51,56.55,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,0,8,56.55,56.63,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,8,11,56.63,56.66,I,,,,,ash [2014],,ash,ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,11,25,56.66,56.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,25,42,56.8,56.97,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,42,74,56.97,57.29,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,0,57,57.29,57.86,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,57,62,57.86,57.91,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,62,71,57.91,58,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,71,86,58,58.15,I,,,,"matrix-supported, polymictic, mafic [2014]",lapilli-ash [2014],with pumice,"matrix-supported, polymictic, mafic lapilli-ash","matrix-supported, polymictic, mafic lapilli-ash with pumice",lapilli-ash with pumice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,255
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,86,98,58.15,58.27,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,98,152,58.27,58.81,I,,,,"matrix-supported, polymictic, mafic [2014]",lapilli-ash [2014],with pumice,"matrix-supported, polymictic, mafic lapilli-ash","matrix-supported, polymictic, mafic lapilli-ash with pumice",lapilli-ash with pumice,,,,,,,,,,,,,,reversely coarse-tail graded,,,,,,,,,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,257
