Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
361,U1475,D,1,1-5,H,5,A,45,145,6.45,7.45,2,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-1H-5-A,,,
361,U1475,D,1,1-6,H,6,A,0,74,7.5,8.24,2,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-1H-6-A,,,
361,U1475,D,1,1-CC,H,CC,A,0,23,8.29,8.52,2,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-1H-CC-A,,,
361,U1475,D,2,2-1,H,1,A,0,119,8.5,9.69,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-2H-1-A,,,
361,U1475,D,2,2-1,H,1,A,119,145,9.69,9.95,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475D-2H-1-A,,,
361,U1475,D,2,2-2,H,2,A,0,66,10.0,10.66,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-2H-2-A,,,
361,U1475,D,2,2-2,H,2,A,66,140,10.66,11.4,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-2H-2-A,,,
361,U1475,D,2,2-3,H,3,A,0,145,11.5,12.95,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-2H-3-A,,,
361,U1475,D,2,2-4,H,4,A,0,136,13.0,14.36,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-2H-4-A,,,
361,U1475,D,2,2-4,H,4,A,136,140,14.36,14.4,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,slight,1,pyrite,mineral,,,,,,,,361-U1475D-2H-4-A,,,
361,U1475,D,2,2-5,H,5,A,0,114,14.5,15.64,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-2H-5-A,,,
361,U1475,D,2,2-5,H,5,A,114,145,15.64,15.95,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic strtaification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-2H-5-A,,,
361,U1475,D,2,2-6,H,6,A,0,77,16.01,16.78,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475D-2H-6-A,,,
361,U1475,D,2,2-7,H,7,A,0,66,16.83,17.49,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-2H-7-A,,,
361,U1475,D,2,2-CC,H,CC,A,0,18,17.55,17.73,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-2H-CC-A,,,
361,U1475,D,3,3-1,H,1,A,0,145,18.0,19.45,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,pyrite,mineral,,,,,,,,361-U1475D-3H-1-A,,,
361,U1475,D,3,3-2,H,2,A,0,140,19.5,20.9,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-2-A,,,
361,U1475,D,3,3-3,H,3,A,0,4,21.0,21.04,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-3-A,,,
361,U1475,D,3,3-3,H,3,A,4,132,21.04,22.32,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-3-A,,,
361,U1475,D,3,3-3,H,3,A,132,145,22.32,22.45,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratfication,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-3-A,,,
361,U1475,D,3,3-4,H,4,A,0,78,22.5,23.28,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-4-A,,,
361,U1475,D,3,3-4,H,4,A,78,140,23.28,23.9,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic strtaification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-4-A,,,
361,U1475,D,3,3-5,H,5,A,0,145,24.0,25.45,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light greenish gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-5-A,,,
361,U1475,D,3,3-6,H,6,A,0,116,25.5,26.66,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light greenish gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-6-A,,,
361,U1475,D,3,3-7,H,7,A,0,69,26.71,27.4,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light greenish gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-7-A,,,
361,U1475,D,3,3-CC,H,CC,A,0,21,27.44,27.65,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light greenish gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-3H-CC-A,,,
361,U1475,D,4,4-1,H,1,A,0,24,24.5,24.74,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-1-A,,,
361,U1475,D,4,4-1,H,1,A,24,80,24.74,25.3,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-1-A,,,
361,U1475,D,4,4-1,H,1,A,80,127,25.3,25.77,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-1-A,,,
361,U1475,D,4,4-2,H,2,A,0,145,25.82,27.27,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475D-4H-2-A,,,
361,U1475,D,4,4-3,H,3,A,0,145,27.32,28.77,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-3-A,,,
361,U1475,D,4,4-4,H,4,A,0,47,28.82,29.29,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-4-A,,,
361,U1475,D,4,4-4,H,4,A,47,118,29.29,30.0,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-4-A,,,
361,U1475,D,4,4-4,H,4,A,118,145,30.0,30.27,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-4-A,,,
361,U1475,D,4,4-5,H,5,A,0,145,30.32,31.77,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-5-A,,,
361,U1475,D,4,4-6,H,6,A,0,73,31.82,32.55,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-6-A,,,
361,U1475,D,4,4-6,H,6,A,73,102,32.55,32.84,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-6-A,,,
361,U1475,D,4,4-6,H,6,A,102,108,32.84,32.9,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-6-A,,,
361,U1475,D,4,4-CC,H,CC,A,0,16,32.95,33.11,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-4H-CC-A,,,
361,U1475,D,5,5-1,H,1,A,0,145,34.0,35.45,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-5H-1-A,,,
361,U1475,D,5,5-2,H,2,A,0,30,35.5,35.8,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475D-5H-2-A,,,
361,U1475,D,5,5-2,H,2,A,30,145,35.8,36.95,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475D-5H-2-A,,,
361,U1475,D,5,5-3,H,3,A,0,64,37.0,37.64,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-5H-3-A,,,
361,U1475,D,5,5-3,H,3,A,64,106,37.64,38.06,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-5H-3-A,,,
361,U1475,D,5,5-3,H,3,A,106,145,38.06,38.45,2,,nannofossil ooze [2014],,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-5H-3-A,,,
361,U1475,D,5,5-4,H,4,A,0,145,38.5,39.95,2,,nannofossil ooze [2014],,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-5H-4-A,,,
361,U1475,D,5,5-5,H,5,A,0,121,40.0,41.21,2,,nannofossil ooze [2014],,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-5H-5-A,,,
361,U1475,D,5,5-5,H,5,A,121,145,41.21,41.45,2,foraminifer bearing,nannofossil ooze [2014],with fine sand,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475D-5H-5-A,,,
361,U1475,D,5,5-6,H,6,A,0,20,41.5,41.7,2,foraminifer bearing,nannofossil ooze [2014],with fine sand,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze with fine sand,nannofossil ooze with fine sand,light greenish gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475D-5H-6-A,,,
361,U1475,D,5,5-6,H,6,A,20,101,41.7,42.51,2,,nannofossil ooze [2014],,nannofossil ooze,nannofossil ooze,nannofossil ooze,,,,,,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475D-5H-6-A,,,
361,U1475,D,5,5-7,H,7,A,0,80,42.56,43.36,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1475D-5H-7-A,,,
361,U1475,D,5,5-CC,H,CC,A,0,19,43.42,43.61,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-5H-CC-A,,,
361,U1475,D,6,6-1,H,1,A,0,150,43.5,45.0,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-6H-1-A,,,
361,U1475,D,6,6-2,H,2,A,0,145,45.0,46.45,2,foraminifer bearing,nannofossil ooze [2014],,foraminifer bearing nannofossil ooze,foraminifer bearing nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475D-6H-2-A,,,
