Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1427B-2H-5-A,140,150,12.2,12.3,calcareous bearing,sandy silt ,,calcareous bearing sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,2,H,5,A
346-U1427B-2H-6-A,0,102,12.3,13.32,calcareous bearing,sandy silt ,,calcareous bearing sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,2,H,6,A
346-U1427B-2H-6-A,78,84,13.08,13.14,,,,,,,,,,,,,,,,,,,,,,,,,shell fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,2,H,6,A
346-U1427B-2H-7-A,0,56,13.32,13.88,calcareous bearing,sandy silt ,,calcareous bearing sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,2,H,7,A
346-U1427B-2H-CC-A,0,17,13.88,14.05,calcareous bearing,sandy silt ,,calcareous bearing sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,2,H,CC,A
346-U1427B-3H-1-A,0,150,14.3,15.8,calcareous bearing,sandy silt ,with diatoms ,calcareous bearing sandy silt  with diatoms ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,1,A
346-U1427B-3H-2-A,0,150,15.8,17.3,calcareous bearing,sandy silt ,with diatoms ,calcareous bearing sandy silt  with diatoms ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,2,A
346-U1427B-3H-3-A,0,145,17.3,18.75,calcareous bearing,sandy silt ,with diatoms ,calcareous bearing sandy silt  with diatoms ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,3,A
346-U1427B-3H-4-A,0,87,18.75,19.62,calcareous bearing,sandy silt ,with diatoms ,calcareous bearing sandy silt  with diatoms ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,4,A
346-U1427B-3H-4-A,87,104,19.62,19.79,sandy-silty ,tephra ,,sandy-silty  tephra ,vitric,,,,10Y 5/1 (greenish gray),,,,,,,,,,,,,,,,,sandy-silty   tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,4,A
346-U1427B-3H-4-A,104,150,19.79,20.25,calcareous bearing,sandy silt ,with diatoms ,calcareous bearing sandy silt  with diatoms ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,4,A
346-U1427B-3H-5-A,0,100,20.25,21.25,calcareous bearing,sandy silt ,with diatoms ,calcareous bearing sandy silt  with diatoms ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,calcareous bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,5,A
346-U1427B-3H-5-A,110,145,21.35,21.7,,sandy silt ,with nannofossils ,sandy silt  with nannofossils ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,sandy silt ,sandy silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,5,A
346-U1427B-3H-6-A,0,146,21.7,23.16,,sandy silt ,with nannofossils ,sandy silt  with nannofossils ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,sandy silt ,sandy silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,6,A
346-U1427B-3H-7-A,0,81,23.16,23.97,,sandy silt ,with nannofossils ,sandy silt  with nannofossils ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,sandy silt ,sandy silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,7,A
346-U1427B-3H-CC-A,0,30,23.97,24.27,,sandy silt ,with nannofossils ,sandy silt  with nannofossils ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,sandy silt ,sandy silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,3,H,CC,A
346-U1427B-4H-1-A,0,140,23.8,25.2,nannofossil rich,clayey silt ,with volcanic ash ,nannofossil rich clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,1,A
346-U1427B-4H-2-A,0,150,25.2,26.7,nannofossil rich,clayey silt ,with volcanic ash ,nannofossil rich clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,2,A
346-U1427B-4H-2-A,145,146,26.65,26.66,,,,,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,2,A
346-U1427B-4H-3-A,0,149,26.7,28.19,nannofossil rich,clayey silt ,with volcanic ash ,nannofossil rich clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,3,A
346-U1427B-4H-4-A,0,149,28.19,29.68,nannofossil rich,clayey silt ,with volcanic ash ,nannofossil rich clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,4,A
346-U1427B-4H-5-A,0,57,29.68,30.25,nannofossil rich,clayey silt ,with volcanic ash ,nannofossil rich clayey silt  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,5,A
346-U1427B-4H-5-A,57,150,30.25,31.18,silty ,nannofossil ooze ,with volcanic ash ,silty  nannofossil ooze  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,5,A
346-U1427B-4H-6-A,0,150,31.18,32.68,silty ,nannofossil ooze ,with volcanic ash ,silty  nannofossil ooze  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,6,A
346-U1427B-4H-7-A,0,89,32.68,33.57,silty ,nannofossil ooze ,with volcanic ash ,silty  nannofossil ooze  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,7,A
346-U1427B-4H-CC-A,0,28,33.57,33.85,silty ,nannofossil ooze ,with volcanic ash ,silty  nannofossil ooze  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,4,H,CC,A
346-U1427B-5H-1-A,0,131,33.3,34.61,nannofossil bearing,sandy silt ,with diatoms ,nannofossil bearing sandy silt  with diatoms ,,,,,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,nannofossil bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,1,A
346-U1427B-5H-2-A,0,150,34.61,36.11,nannofossil bearing,sandy silt ,with diatoms ,nannofossil bearing sandy silt  with diatoms ,,,,,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,nannofossil bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,2,A
346-U1427B-5H-3-A,0,134,36.11,37.45,nannofossil bearing,sandy silt ,with diatoms ,nannofossil bearing sandy silt  with diatoms ,,,,,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,nannofossil bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,3,A
346-U1427B-5H-4-A,0,150,37.45,38.95,nannofossil bearing,sandy silt ,with diatoms ,nannofossil bearing sandy silt  with diatoms ,,,,,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,nannofossil bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,4,A
346-U1427B-5H-5-A,0,60,38.95,39.55,nannofossil bearing,sandy silt ,with diatoms ,nannofossil bearing sandy silt  with diatoms ,,,,,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,nannofossil bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,5,A
346-U1427B-5H-5-A,60,72,39.55,39.67,,tephra ,,tephra ,pumice,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,5,A
346-U1427B-5H-5-A,72,150,39.67,40.45,sandy-silty ,nannofossil ooze ,with volcanic ash ,sandy-silty  nannofossil ooze  with volcanic ash ,,,,,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,sandy-silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,5,A
346-U1427B-5H-6-A,0,124,40.45,41.69,sandy-silty ,nannofossil ooze ,with volcanic ash ,sandy-silty  nannofossil ooze  with volcanic ash ,,,,,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,sandy-silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,6,A
346-U1427B-5H-7-A,0,77,41.69,42.46,sandy-silty ,nannofossil ooze ,with volcanic ash ,sandy-silty  nannofossil ooze  with volcanic ash ,,,,,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,sandy-silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,7,A
346-U1427B-5H-CC-A,0,28,42.46,42.74,sandy-silty ,nannofossil ooze ,with volcanic ash ,sandy-silty  nannofossil ooze  with volcanic ash ,,,,,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,sandy-silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,5,H,CC,A
346-U1427B-6H-1-A,0,150,42.8,44.3,nannofossil bearing,clayey silt [MMK88],with diatoms [Leg339],nannofossil bearing clayey silt  with diatoms ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil bearing  clayey silt ,clayey silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,6,H,1,A
346-U1427B-6H-2-A,0,134,44.3,45.64,,sandy silt [Leg339],,sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,6,H,2,A
346-U1427B-6H-2-A,93,99,45.23,45.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,calcite,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,6,H,2,A
346-U1427B-6H-3-A,0,150,45.64,47.14,volcanic glass rich,sandy silt [Leg339],,volcanic glass rich sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,6,H,3,A
346-U1427B-6H-4-A,0,150,47.14,48.64,volcanic glass rich,sandy silt [Leg339],,volcanic glass rich sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,6,H,4,A
346-U1427B-6H-5-A,0,150,48.64,50.14,volcanic glass rich,sandy silt [Leg339],,volcanic glass rich sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,6,H,5,A
346-U1427B-6H-6-A,0,147,50.14,51.61,volcanic glass rich,sandy silt [Leg339],,volcanic glass rich sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,6,H,6,A
346-U1427B-6H-7-A,0,59,51.61,52.2,volcanic glass rich,sandy silt [Leg339],,volcanic glass rich sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,6,H,7,A
346-U1427B-6H-CC-A,0,39,52.2,52.59,volcanic glass rich,sandy silt [Leg339],,volcanic glass rich sandy silt ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,6,H,CC,A
346-U1427B-8H-1-A,0,52,53.3,53.82,volcanic glass rich,sandy silt [Leg339],with clay [Leg339],volcanic glass rich sandy silt  with clay ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt   with clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,8,H,1,A
346-U1427B-8H-2-A,0,150,53.82,55.32,volcanic glass rich,sandy silt [Leg339],with clay [Leg339],volcanic glass rich sandy silt  with clay ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt   with clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,8,H,2,A
346-U1427B-8H-3-A,0,148,55.32,56.8,volcanic glass rich,sandy silt [Leg339],with clay [Leg339],volcanic glass rich sandy silt  with clay ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt   with clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,8,H,3,A
346-U1427B-8H-4-A,0,143,56.8,58.23,volcanic glass rich,sandy silt [Leg339],with clay [Leg339],volcanic glass rich sandy silt  with clay ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt   with clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,8,H,4,A
346-U1427B-8H-5-A,0,144,58.23,59.67,silty [Leg339],nannofossil ooze [Leg339],with volcanic ash [Leg339],silty  nannofossil ooze  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,8,H,5,A
346-U1427B-8H-6-A,0,150,59.67,61.17,silty [Leg339],nannofossil ooze [Leg339],with volcanic ash [Leg339],silty  nannofossil ooze  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,8,H,6,A
346-U1427B-8H-7-A,0,82,61.17,61.99,silty [Leg339],nannofossil ooze [Leg339],with volcanic ash [Leg339],silty  nannofossil ooze  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,8,H,7,A
346-U1427B-8H-7-A,26,31,61.43,61.48,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,8,H,7,A
346-U1427B-8H-8-A,0,70,61.99,62.69,silty [Leg339],nannofossil ooze [Leg339],with volcanic ash [Leg339],silty  nannofossil ooze  with volcanic ash ,,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,silty   nannofossil ooze ,nannofossil ooze   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,8,H,8,A
346-U1427B-9H-1-A,0,22,62.8,63.02,nannofossil bearing,sandy silt [Leg339],with diatoms [Leg339],nannofossil bearing sandy silt  with diatoms ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,nannofossil bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,9,H,1,A
346-U1427B-9H-2-A,0,122,63.02,64.24,nannofossil bearing,sandy silt [Leg339],with diatoms [Leg339],nannofossil bearing sandy silt  with diatoms ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,nannofossil bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,9,H,2,A
346-U1427B-9H-3-A,0,147,64.24,65.71,nannofossil bearing,sandy silt [Leg339],with diatoms [Leg339],nannofossil bearing sandy silt  with diatoms ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,nannofossil bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,9,H,3,A
346-U1427B-9H-4-A,0,122,65.71,66.93,nannofossil bearing,sandy silt [Leg339],with diatoms [Leg339],nannofossil bearing sandy silt  with diatoms ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,nannofossil bearing  sandy silt ,sandy silt   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,B,9,H,4,A
