Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
353-U1445C-24H-1-A,0,49,210.9,211.39,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,1,A,,,,581
353-U1445C-24H-2-A,0,145,211.39,212.84,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Some light gray and olive brown sandy dots and blebs along the section.,,,,353,U1445,C,24,H,2,A,,,,582
353-U1445C-24H-3-A,0,4,212.84,212.88,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,24,H,3,A,,,,583
353-U1445C-24H-3-A,4,15,212.88,212.99,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,3,A,,,,584
353-U1445C-24H-3-A,15,16.5,212.99,213.005,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,24,H,3,A,,,,585
353-U1445C-24H-3-A,16.5,23,213.005,213.07,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,3,A,,,,586
353-U1445C-24H-3-A,23,24.5,213.07,213.085,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,24,H,3,A,,,,587
353-U1445C-24H-3-A,24.5,25.5,213.085,213.095,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,3,A,,,,588
353-U1445C-24H-3-A,25.5,27,213.095,213.11,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,24,H,3,A,,,,589
353-U1445C-24H-3-A,27,37,213.11,213.21,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,3,A,,,,590
353-U1445C-24H-3-A,37,39,213.21,213.23,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,24,H,3,A,,,,591
353-U1445C-24H-3-A,39,55,213.23,213.39,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,3,A,,,,592
353-U1445C-24H-3-A,55,56,213.39,213.4,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,24,H,3,A,,,,593
353-U1445C-24H-3-A,56,57.5,213.4,213.415,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,3,A,,,,594
353-U1445C-24H-3-A,57.5,59,213.415,213.43,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,24,H,3,A,,,,595
353-U1445C-24H-3-A,59,83.5,213.43,213.675,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,3,A,,,,596
353-U1445C-24H-3-A,83.5,85,213.675,213.69,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,24,H,3,A,,,,597
353-U1445C-24H-3-A,85,119,213.69,214.03,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,3,A,,,,598
353-U1445C-24H-4-A,0,1.5,214.03,214.045,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,24,H,4,A,,,,599
353-U1445C-24H-4-A,1.5,58,214.045,214.61,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,24,H,4,A,,,,600
353-U1445C-24H-5-A,0,145,214.61,216.06,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Some light gray sandy dots and blebs along the section.,,,,353,U1445,C,24,H,5,A,,,,601
353-U1445C-24H-6-A,0,96,216.06,217.02,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Some light gray sandy dots and blebs along the section.,,,,353,U1445,C,24,H,6,A,,,,602
353-U1445C-24H-6-A,96,97,217.02,217.03,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,24,H,6,A,,,,603
353-U1445C-24H-6-A,97,111,217.03,217.17,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Some light gray sandy dots and blebs along the section.,,,,353,U1445,C,24,H,6,A,,,,604
353-U1445C-24H-7-A,0,52,217.17,217.69,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Some light gray sandy dots and blebs along the section.,,,,353,U1445,C,24,H,7,A,,,,605
353-U1445C-24H-CC-A,0,59,217.69,218.28,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Some light gray sandy dots and blebs along the section.,,,,353,U1445,C,24,H,CC,A,,,,606
353-U1445C-25X-1-A,0,7.5,218.2,218.275,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,1,A,,,,607
353-U1445C-25X-1-A,7.5,9,218.275,218.29,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With foraminifers.,,,,353,U1445,C,25,X,1,A,,,,608
353-U1445C-25X-1-A,9,151,218.29,219.71,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,1,A,,,,609
353-U1445C-25X-2-A,0,125,219.71,220.96,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,2,A,,,,610
353-U1445C-25X-2-A,125,126.5,220.96,220.975,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,With foraminifers.,,,,353,U1445,C,25,X,2,A,,,,611
353-U1445C-25X-2-A,126.5,152,220.975,221.23,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,2,A,,,,612
353-U1445C-25X-3-A,0,56.5,221.23,221.795,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,mottling,,,,Unbroken bivalve fossil at 46.5 cm.,,,,353,U1445,C,25,X,3,A,,,,613
353-U1445C-25X-3-A,56.5,57.5,221.795,221.805,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,25,X,3,A,,,,614
353-U1445C-25X-3-A,57.5,85.5,221.805,222.085,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,3,A,,,,615
353-U1445C-25X-3-A,85.5,87,222.085,222.1,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,25,X,3,A,,,,616
353-U1445C-25X-3-A,87,108,222.1,222.31,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,3,A,,,,617
353-U1445C-25X-4-A,0,11.5,222.31,222.425,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,4,A,,,,618
353-U1445C-25X-4-A,11.5,13,222.425,222.44,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,25,X,4,A,,,,619
353-U1445C-25X-4-A,13,114,222.44,223.45,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,4,A,,,,620
353-U1445C-25X-5-A,0,76,223.45,224.21,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,5,A,,,,621
353-U1445C-25X-5-A,76,77.5,224.21,224.225,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,25,X,5,A,,,,622
353-U1445C-25X-5-A,77.5,150,224.225,224.95,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,5,A,,,,623
353-U1445C-25X-6-A,0,104,224.95,225.99,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,6,A,,,,624
353-U1445C-25X-CC-A,0,6,225.99,226.05,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,25,X,CC,A,,,,625
353-U1445C-25X-CC-A,6,6.5,226.05,226.055,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,25,X,CC,A,,,,626
353-U1445C-25X-CC-A,6.5,30,226.055,226.29,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Light gray blebs between 10 and 11 cm.,,,,353,U1445,C,25,X,CC,A,,,,627
353-U1445C-26X-1-A,0,81,227.2,228.01,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,1,A,,,,628
353-U1445C-26X-1-A,81,82,228.01,228.02,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,26,X,1,A,,,,629
353-U1445C-26X-1-A,82,150,228.02,228.7,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,1,A,,,,630
353-U1445C-26X-2-A,0,48,228.7,229.18,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,2,A,,,,631
353-U1445C-26X-2-A,48,49,229.18,229.19,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,26,X,2,A,,,,632
353-U1445C-26X-2-A,49,150,229.19,230.2,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,2,A,,,,633
353-U1445C-26X-3-A,0,52,230.2,230.72,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,3,A,,,,634
353-U1445C-26X-3-A,52,53,230.72,230.73,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,26,X,3,A,,,,635
353-U1445C-26X-3-A,53,122,230.73,231.42,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,3,A,,,,636
353-U1445C-26X-4-A,0,137,231.42,232.79,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,4,A,,,,637
353-U1445C-26X-5-A,0,118,232.79,233.97,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,5,A,,,,638
353-U1445C-26X-6-A,0,135,233.97,235.32,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,6,A,,,,639
353-U1445C-26X-7-A,0,65,235.32,235.97,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,7,A,,,,640
353-U1445C-26X-CC-A,0,25,235.97,236.22,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,26,X,CC,A,,,,641
353-U1445C-27X-1-A,0,150,233.2,234.7,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,27,X,1,A,,,,642
353-U1445C-27X-2-A,0,128,234.7,235.98,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,27,X,2,A,,,,643
353-U1445C-27X-3-A,0,106,235.98,237.04,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,27,X,3,A,,,,644
353-U1445C-27X-4-A,0,93,237.04,237.97,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,27,X,4,A,,,,645
353-U1445C-27X-4-A,93,95,237.97,237.99,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,green,GLEY 1 4/5GY (dark greenish gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,Abundant shells and glauconitic clasts (?),,,,353,U1445,C,27,X,4,A,,,,646
353-U1445C-27X-4-A,95,113,237.99,238.17,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,27,X,4,A,,,,647
353-U1445C-27X-CC-A,0,70,238.17,238.87,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,27,X,CC,A,,,,648
353-U1445C-28X-1-A,0,37,239.2,239.57,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,1,A,,,,649
353-U1445C-28X-2-A,0,23.5,239.57,239.805,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,2,A,,,,650
353-U1445C-28X-2-A,23.5,25,239.805,239.82,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,28,X,2,A,,,,651
353-U1445C-28X-2-A,25,150,239.82,241.07,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,2,A,,,,652
353-U1445C-28X-3-A,0,116,241.07,242.23,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,3,A,,,,653
353-U1445C-28X-4-A,0,57,242.23,242.8,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,4,A,,,,654
353-U1445C-28X-4-A,57,58,242.8,242.81,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,28,X,4,A,,,,655
353-U1445C-28X-4-A,58,131,242.81,243.54,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,4,A,,,,656
353-U1445C-28X-5-A,0,98,243.54,244.52,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,5,A,,,,657
353-U1445C-28X-6-A,0,133,244.52,245.85,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,6,A,,,,658
353-U1445C-28X-7-A,0,58,246.02,246.6,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,7,A,,,,659
353-U1445C-28X-8-A,0,87,246.66,247.53,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,8,A,,,,660
353-U1445C-28X-CC-A,0,61,247.53,248.14,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,28,X,CC,A,,,,661
353-U1445C-29X-1-A,0,145,247.2,248.65,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,29,X,1,A,,,,662
353-U1445C-29X-1-A,145,147,248.65,248.67,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,29,X,1,A,,,,663
353-U1445C-29X-1-A,147,150,248.67,248.7,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,,,,,,,,,353,U1445,C,29,X,1,A,,,,664
353-U1445C-29X-2-A,0,80,248.7,249.5,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,,,,,,,,,353,U1445,C,29,X,2,A,,,,665
353-U1445C-29X-2-A,80,82,249.5,249.52,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,29,X,2,A,,,,666
353-U1445C-29X-2-A,82,112,249.52,249.82,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,29,X,2,A,,,,667
353-U1445C-29X-3-A,0,67,249.82,250.49,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,,,,,,,,,353,U1445,C,29,X,3,A,,,,668
353-U1445C-29X-3-A,67,73,250.49,250.55,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,brown,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,29,X,3,A,,,,669
353-U1445C-29X-3-A,73,120,250.55,251.02,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,,,,,,,,,353,U1445,C,29,X,3,A,,,,670
353-U1445C-29X-CC-A,0,17,251.02,251.19,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,,,,,,,,,353,U1445,C,29,X,CC,A,,,,671
353-U1445C-30X-1-A,0,150,252.2,253.7,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,,,,,,,,,353,U1445,C,30,X,1,A,,,,672
353-U1445C-30X-2-A,0,17,253.7,253.87,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,,,,,353,U1445,C,30,X,2,A,,,,673
353-U1445C-30X-2-A,0,84,253.7,254.54,,,,,,,,,,GLEy 1 3/10GY (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,30,X,2,A,,,,674
353-U1445C-30X-2-A,17,20,253.87,253.9,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,30,X,2,A,,,,675
353-U1445C-30X-2-A,20,84,253.9,254.54,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,30,X,2,A,,,,676
353-U1445C-30X-3-A,0,22,254.54,254.76,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,,,,,,,,,353,U1445,C,30,X,3,A,,,,677
353-U1445C-30X-3-A,22,23,254.76,254.77,,silty,sand,,silty sand,silty sand,sand,,brown,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,30,X,3,A,,,,678
353-U1445C-30X-3-A,23,150,254.77,256.04,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,30,X,3,A,,,,679
353-U1445C-30X-4-A,0,141,256.04,257.45,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,,,,,,,,,353,U1445,C,30,X,4,A,,,,680
353-U1445C-30X-4-A,141,143,257.45,257.47,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,Quartz/mica rich?,,,,353,U1445,C,30,X,4,A,,,,681
