Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1396C-1H-4-A,340,U1396,C,1,1-4,H,4,A,0.0,8.0,4.5,4.58,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-1H-4-A,340,U1396,C,1,1-4,H,4,A,8.0,150.0,4.58,6.0,slight [drilling disturbance],2,carbonate ooze [Leg178],90,silt-fine mud [T07],2,calcareous sand [Leg210],10,fine sand [T07],4,100,,1.0,100,,0,,0,,0,,0,,0,,0,,,,rounded,0,0,0,0,0,0,0,30,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-1H-5-A,340,U1396,C,1,1-5,H,5,A,0.0,70.0,6.0,6.7,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,hemiplagic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-1H-5-A,340,U1396,C,1,1-5,H,5,A,70.0,110.0,6.7,7.1,moderate [drilling disturbance],4,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,hemiplagic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-1H-5-A,340,U1396,C,1,1-5,H,5,A,110.0,133.0,7.1,7.33,moderate [drilling disturbance],4,calcareous sand [Leg210],80,fine sand [T07],4,carbonate ooze [Leg178],20,silt-fine mud [T07],2,100,"hemiplagic fines, green coloured part at 125-128 cm depth",0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,40,10,45,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-1H-5-A,340,U1396,C,1,1-5,H,5,A,133.0,134.0,7.33,7.34,moderate [drilling disturbance],4,calcareous sand [Leg210],100,,,,,,,100,hemiplagic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,20,2,68,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-1H-5-A,340,U1396,C,1,1-5,H,5,A,134.0,150.0,7.34,7.5,moderate [drilling disturbance],4,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,hemiplagic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,20,0,0,20,2,58,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-1H-6-A,340,U1396,C,1,1-6,H,6,A,0.0,62.0,7.5,8.12,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,mottled hemipelagic sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-1H-CC-A,340,U1396,C,1,1-CC,H,CC,A,0.0,22.0,8.12,8.34,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-1H-CC-A,340,U1396,C,1,1-CC,H,CC,A,22.0,27.0,8.34,8.39,,,,,,,,,,,,PAL SAMPLE,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
340-U1396C-2H-1-A,340,U1396,C,2,2-1,H,1,A,0.0,6.0,8.4,8.46,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelgic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,0,93,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-1-A,340,U1396,C,2,2-1,H,1,A,6.0,66.0,8.46,9.06,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelgic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,0,96,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-1-A,340,U1396,C,2,2-1,H,1,A,66.0,74.0,9.06,9.14,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,hemipelgic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,10,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-1-A,340,U1396,C,2,2-1,H,1,A,74.0,79.0,9.14,9.19,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,hemipelgic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,90,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-1-A,340,U1396,C,2,2-1,H,1,A,79.0,150.0,9.19,9.9,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelgic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,1,0,98,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-2-A,340,U1396,C,2,2-2,H,2,A,0.0,39.0,9.9,10.29,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-2-A,340,U1396,C,2,2-2,H,2,A,39.0,52.0,10.29,10.42,slight [drilling disturbance],2,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,30,0,0,0,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-2-A,340,U1396,C,2,2-2,H,2,A,52.0,112.0,10.42,11.02,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-2-A,340,U1396,C,2,2-2,H,2,A,112.0,150.0,11.02,11.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-3-A,340,U1396,C,2,2-3,H,3,A,0.0,15.0,11.4,11.55,moderate to high [drilling disturbance],5,calcareous sand [Leg210],50,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],50,medium sand [T07],6,100,mixture of bioclastic and volcaniclastic materials,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,30,0,0,50,0,0,,extremely poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-3-A,340,U1396,C,2,2-3,H,3,A,15.0,54.0,11.55,11.94,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,sandy hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-3-A,340,U1396,C,2,2-3,H,3,A,54.0,56.0,11.94,11.96,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic ash,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,20,30,50,0,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-3-A,340,U1396,C,2,2-3,H,3,A,56.0,89.0,11.96,12.29,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-3-A,340,U1396,C,2,2-3,H,3,A,89.0,92.0,12.29,12.32,moderate [drilling disturbance],4,calcareous sand [Leg210],80,fine sand [T07],4,volcaniclastic-sand [BGS-S81],20,fine sand [T07],4,100,mixture of bioclastic and volcaniclastic materials,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,30,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-3-A,340,U1396,C,2,2-3,H,3,A,92.0,140.0,12.32,12.8,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,mottled silty hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-3-A,340,U1396,C,2,2-3,H,3,A,140.0,150.0,12.8,12.9,,,,,,,,,,,,IWWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1396C-2H-4-A,340,U1396,C,2,2-4,H,4,A,0.0,95.0,12.9,13.85,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,2,94,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-4-A,340,U1396,C,2,2-4,H,4,A,95.0,98.0,13.85,13.88,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],60,fine medium sand [T07],5,calcareous sand [Leg210],40,fine medium sand [T07],5,100,volcaniclastic bioclastic mixed bed,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,50,0,0,40,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-4-A,340,U1396,C,2,2-4,H,4,A,98.0,141.0,13.88,14.31,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,"hemipelagic fines, bioturbated",0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,5,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-4-A,340,U1396,C,2,2-4,H,4,A,141.0,150.0,14.31,14.4,moderate [drilling disturbance],4,calcareous sand [Leg210],60,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],40,fine medium sand [T07],5,100,volcaniclastic bioclastic mixed bed,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,30,0,0,40,0,20,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-5-A,340,U1396,C,2,2-5,H,5,A,0.0,10.0,14.4,14.5,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],60,fine medium sand [T07],5,calcareous sand [Leg210],40,fine medium sand [T07],5,100,mixed volcaniclastic and bioclastic sediments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,50,0,0,40,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-5-A,340,U1396,C,2,2-5,H,5,A,10.0,150.0,14.5,15.9,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,mottled fine grained hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-6-A,340,U1396,C,2,2-6,H,6,A,0.0,66.0,15.9,16.56,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,carbonate ooze [Leg178],40,silt-fine mud [T07],2,100,silty mottled hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,3,0,2,0,0,35,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-6-A,340,U1396,C,2,2-6,H,6,A,66.0,69.0,16.56,16.59,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,sandy hemipelagic sediment,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,30,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-6-A,340,U1396,C,2,2-6,H,6,A,69.0,141.0,16.59,17.31,slight [drilling disturbance],2,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,"silty mottled hemipelagic sediment, moderately bioturbated",0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-6-A,340,U1396,C,2,2-6,H,6,A,141.0,150.0,17.31,17.4,,,,,,,,,,,,IWWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1396C-2H-7-A,340,U1396,C,2,2-7,H,7,A,0.0,64.0,17.4,18.04,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,9,0,0,0,0,1,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-7-A,340,U1396,C,2,2-7,H,7,A,64.0,68.0,18.04,18.08,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,95,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-7-A,340,U1396,C,2,2-7,H,7,A,68.0,86.0,18.08,18.26,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-CC-A,340,U1396,C,2,2-CC,H,CC,A,0.0,10.0,18.26,18.36,,,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,20,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-CC-A,340,U1396,C,2,2-CC,H,CC,A,10.0,12.0,18.36,18.38,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,ashfall ,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,95,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-CC-A,340,U1396,C,2,2-CC,H,CC,A,12.0,16.0,18.38,18.42,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic fines,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,20,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-2H-CC-A,340,U1396,C,2,2-CC,H,CC,A,16.0,21.0,18.42,18.47,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1396C-3H-1-A,340,U1396,C,3,3-1,H,1,A,0.0,10.0,17.9,18.0,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-1-A,340,U1396,C,3,3-1,H,1,A,10.0,12.0,18.0,18.02,slight [drilling disturbance],2,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,90,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-1-A,340,U1396,C,3,3-1,H,1,A,12.0,24.0,18.02,18.14,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-1-A,340,U1396,C,3,3-1,H,1,A,24.0,28.0,18.14,18.18,slight [drilling disturbance],2,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,95,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-1-A,340,U1396,C,3,3-1,H,1,A,28.0,51.0,18.18,18.41,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-1-A,340,U1396,C,3,3-1,H,1,A,51.0,53.0,18.41,18.43,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,30,0,0,0,0,60,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1396C-3H-1-A,340,U1396,C,3,3-1,H,1,A,53.0,150.0,18.43,19.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
