Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
369-U1516A-3H-1-A,0,150,14.2,15.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 40, 47, and between 60-89 cm. There are also two fine grained intervals of foraminifera ooze with sponge spicules between 9-19 and 116-118 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,3,H,1,A,,,
369-U1516A-3H-2-A,0,150,15.7,17.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 2-13 and 25-30 cm,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,3,H,2,A,,,
369-U1516A-3H-3-A,0,150,17.2,18.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 70-71, 87-88, 96-97, 106-115 and 121-130 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,3,H,3,A,,,
369-U1516A-3H-4-A,0,142,18.7,20.12,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 73-83 and 124-133 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,3,H,4,A,,,
369-U1516A-3H-5-A,0,149,20.22,21.71,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 5-21, 34-45, 77-92, 97-103 and 144-149 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,3,H,5,A,,,
369-U1516A-3H-6-A,0,151,21.71,23.22,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 14-21, 40-51 and 77-85 cm. Black minerals are disseminated in this section between 126-150 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,3,H,6,A,,,
369-U1516A-3H-7-A,0,75,23.22,23.97,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 56 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,3,H,7,A,,,
369-U1516A-3H-CC-A,0,25,23.97,24.22,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,3,H,CC,A,,,
369-U1516A-4H-1-A,0,150,23.7,25.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,4,H,1,A,,,
369-U1516A-4H-2-A,0,61,25.2,25.81,,,,,,foraminiferal ooze,with sponge spicules,foraminiferal ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with sponge spicules,,,,369,U1516,A,4,H,2,A,,,
369-U1516A-4H-2-A,61,150,25.81,26.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 86-87 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,4,H,2,A,,,
369-U1516A-4H-3-A,0,150,26.7,28.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 11-15, 71-72 and 136-139 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,4,H,3,A,,,
369-U1516A-4H-4-A,0,139,28.2,29.59,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 19-26, 31-32, 57, 64-65, 102-105, and at 117, 122, 127 and 144 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,4,H,4,A,,,
369-U1516A-4H-5-A,0,150,29.7,31.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 0-12, 70-71, 88-100 and at 109 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,4,H,5,A,,,
369-U1516A-4H-6-A,0,150,31.2,32.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 45-54, 62-63 and 68-69 cm. There is a nodule grey in color at 56-57 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,4,H,6,A,,,
369-U1516A-4H-7-A,0,64,32.7,33.34,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 35-42 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,4,H,7,A,,,
369-U1516A-4H-CC-A,0,18,33.34,33.52,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,4,H,CC,A,,,
369-U1516A-5H-1-A,0,14,33.2,33.34,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,1,A,,,
369-U1516A-5H-1-A,14,30,33.34,33.5,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,Oxides present in the coarser grained intervals.,sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,1,A,,,
369-U1516A-5H-1-A,30,150,33.5,34.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 75-76, 101-103, 114-115, and 128-132 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,1,A,,,
369-U1516A-5H-2-A,0,150,34.7,36.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,2,A,,,
369-U1516A-5H-3-A,0,150,36.2,37.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 30-40, 87-94 cm and 106-108 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,3,A,,,
369-U1516A-5H-4-A,0,141,37.7,39.11,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 10-13, 20-25, 37-50, 94-97 cm and 106-110 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,4,A,,,
369-U1516A-5H-5-A,0,150,39.21,40.71,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 38-46 cm, 127-134 cm, and 140 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,5,A,,,
369-U1516A-5H-6-A,0,150,40.71,42.21,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 6-9 cm, 45-54 cm, 88-98 cm, and at 112-116 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,6,A,,,
369-U1516A-5H-7-A,0,71,42.21,42.92,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,7,A,,,
369-U1516A-5H-CC-A,0,11,42.92,43.03,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,5,H,CC,A,,,
369-U1516A-6H-1-A,0,51,42.7,43.21,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 9-10 cm, 24-27 cm, 31-32 cm, and at 36-37 cm.",gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,1,A,,,
369-U1516A-6H-1-A,51,60,43.21,43.3,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,Coarser interval with presence of oxides.,sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,1,A,,,
369-U1516A-6H-1-A,60,153,43.3,44.23,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 90-91 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,1,A,,,
369-U1516A-6H-2-A,0,150,44.23,45.73,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 58-61 cm, and at 97-113 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,2,A,,,
369-U1516A-6H-3-A,0,130,45.73,47.03,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 90-91 cm.,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,3,A,,,
369-U1516A-6H-3-A,130,145,47.03,47.18,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,Oxides present in the coarser grained intervals.,sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,3,A,,,
369-U1516A-6H-3-A,145,150,47.18,47.23,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 90-91 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,3,A,,,
369-U1516A-6H-4-A,0,141,47.23,48.64,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 13-14 cm and at 29-35 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,4,A,,,
369-U1516A-6H-5-A,0,150,48.74,50.24,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 25-27 cm and 130-146 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,5,A,,,
369-U1516A-6H-6-A,0,150,50.24,51.74,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 15-22 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,6,A,,,
369-U1516A-6H-7-A,0,75,51.74,52.49,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 43-46 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,7,A,,,
369-U1516A-6H-CC-A,0,11,52.49,52.6,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,6,H,CC,A,,,
369-U1516A-7H-1-A,0,150,52.2,53.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks at 96-116 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,7,H,1,A,,,
369-U1516A-7H-2-A,0,150,53.7,55.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 71 cm, 80-94 cm, 101-104 cm, 111-117 cm and 133-137 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,7,H,2,A,,,
369-U1516A-7H-3-A,0,150,55.2,56.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 17-23 cm, 63-66 cm, 124-127 cm, and 135-145 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,7,H,3,A,,,
369-U1516A-7H-4-A,0,140,56.7,58.1,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 54-58 cm, 76-80 cm, and at 134-136.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,7,H,4,A,,,
369-U1516A-7H-5-A,0,150,58.2,59.7,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks at 40-42 cm, 86-99, and 132-141 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,7,H,5,A,,,
369-U1516A-7H-6-A,0,150,59.7,61.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 28-35 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,7,H,6,A,,,
369-U1516A-7H-7-A,0,75,61.2,61.95,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green nodules between 58-61 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,7,H,7,A,,,
369-U1516A-7H-CC-A,0,19,61.95,62.14,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,7,H,CC,A,,,
369-U1516A-8H-1-A,0,32,61.7,62.02,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,1,A,,,
369-U1516A-8H-1-A,32,45,62.02,62.15,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,1,A,,,
369-U1516A-8H-1-A,45,150,62.15,63.2,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,1,A,,,
369-U1516A-8H-2-A,0,150,63.21,64.71,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 77-85 and at 99 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,2,A,,,
369-U1516A-8H-3-A,0,140,64.71,66.11,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,"There are bluish green streaks between 11-21, at 60 and between 73-78 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,3,A,,,
369-U1516A-8H-4-A,0,150,66.21,67.71,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,There are bluish green streaks between 71-76 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,4,A,,,
369-U1516A-8H-5-A,0,150,67.71,69.21,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,5,A,,,
369-U1516A-8H-6-A,0,150,69.21,70.71,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,8,H,6,A,,,
