Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
346-U1423B-1H-1-A,0,3,0,0.03,,silt ,,silt ,,,,,5YR 4/4 (reddish brown),,,,,,,,,,,,,,,,,silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,1,A,0
346-U1423B-1H-1-A,3,12,0.03,0.12,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,1,A,1
346-U1423B-1H-1-A,12,17,0.12,0.17,sandy ,tephra ,,sandy  tephra ,,,,,5YR 4/4 (reddish brown),,,,,,,,,,,,,,,,,sandy   tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,1,A,2
346-U1423B-1H-1-A,17,146,0.17,1.46,biosiliceous rich,silty clay ,,biosiliceous rich silty clay ,,,,mottling ,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,biosiliceous rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,1,A,3
346-U1423B-1H-1-A,146,150,1.46,1.5,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,layering,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,1,A,4
346-U1423B-1H-2-A,0,56,1.5,2.06,,silty clay ,,silty clay ,,,,mottling ,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A,5
346-U1423B-1H-2-A,56,57,2.06,2.07,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A,6
346-U1423B-1H-2-A,57,67,2.07,2.17,,silty clay ,,silty clay ,,,,mottling ,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A,7
346-U1423B-1H-2-A,67,70,2.17,2.2,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A,8
346-U1423B-1H-2-A,70,71,2.2,2.21,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A,9
