Sample,Exp,Site,Hole,Core,Type,Core-Sect,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,row_index
339-U1391C-30R-2-A,339,U1391,C,30,R,30-2,2,A,112,150,606.82,607.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,gastropod at 125 cm.,100,100,,285
339-U1391C-30R-3-A,339,U1391,C,30,R,30-3,3,A,0,72,607.2,607.92,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,,,,100,100,,286
339-U1391C-30R-3-A,339,U1391,C,30,R,30-3,3,A,72,96,607.92,608.16,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,287
339-U1391C-30R-3-A,339,U1391,C,30,R,30-3,3,A,96,150,608.16,608.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,288
339-U1391C-30R-4-A,339,U1391,C,30,R,30-4,4,A,0,150,608.7,610.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,more silty in 87-93 cm.,100,100,,289
339-U1391C-30R-5-A,339,U1391,C,30,R,30-5,5,A,0,150,610.2,611.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,more silty below 107 cm.,100,100,,290
339-U1391C-30R-6-A,339,U1391,C,30,R,30-6,6,A,0,150,611.7,613.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,more silty above 22 cm.,100,100,,291
339-U1391C-30R-7-A,339,U1391,C,30,R,30-7,7,A,0,74,613.2,613.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,,100,100,,292
339-U1391C-30R-CC-A,339,U1391,C,30,R,30-CC,CC,A,0,3,613.94,613.97,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,shell fragments at 64 cm.,100,100,,293
339-U1391C-31R-1-A,339,U1391,C,31,R,31-1,1,A,0,150,613.8,615.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"more greenish below 85 cm, chondrites in 105-116 cm.",100,100,,294
339-U1391C-31R-2-A,339,U1391,C,31,R,31-2,2,A,0,150,615.3,616.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,more greenish above 57 cm. Shell fragments,100,100,,295
339-U1391C-31R-3-A,339,U1391,C,31,R,31-3,3,A,0,150,616.8,618.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,shell fragments at 97 cm.,100,100,,296
339-U1391C-31R-4-A,339,U1391,C,31,R,31-4,4,A,0,150,618.3,619.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,scaphopod at 128 cm. shall fragments at 3 and 8 cm. more sponge spicules (smear slide at 10 cm).,100,100,,297
339-U1391C-31R-5-A,339,U1391,C,31,R,31-5,5,A,0,150,619.8,621.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,chondrites in 55-71.,100,100,,298
339-U1391C-31R-6-A,339,U1391,C,31,R,31-6,6,A,0,121,621.3,622.51,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,pyritized in 9-11 cm.,100,100,,299
339-U1391C-31R-7-A,339,U1391,C,31,R,31-7,7,A,0,55,622.51,623.06,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,chondrites in 8-18 cm.,100,100,,300
339-U1391C-31R-7-A,339,U1391,C,31,R,31-7,7,A,55,74,623.06,623.25,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,more biogenic siliceous fossils (smear slide at 72 cm),100,100,,301
339-U1391C-31R-CC-A,339,U1391,C,31,R,31-CC,CC,A,0,20,623.25,623.45,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,,302
339-U1391C-32R-1-A,339,U1391,C,32,R,32-1,1,A,0,135,623.4,624.75,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,pyritized burrows at 103 and 108 cm. zoophycos at 48-68 cm.,100,100,,303
339-U1391C-32R-1-A,339,U1391,C,32,R,32-1,1,A,135,149,624.75,624.89,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,304
339-U1391C-32R-2-A,339,U1391,C,32,R,32-2,2,A,0,150,624.89,626.39,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,more silty below 84 cm. Gastropod at 121 cm.,100,100,,305
339-U1391C-32R-3-A,339,U1391,C,32,R,32-3,3,A,0,90,626.39,627.29,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,,,more silty above 35 cm.,100,100,,306
339-U1391C-32R-3-A,339,U1391,C,32,R,32-3,3,A,90,150,627.29,627.89,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments at 103 and 135 cm.,100,100,,307
339-U1391C-32R-4-A,339,U1391,C,32,R,32-4,4,A,0,150,627.89,629.39,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,more clayey at 102-126 cm.,100,100,,308
339-U1391C-32R-5-A,339,U1391,C,32,R,32-5,5,A,0,150,629.39,630.89,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,more greenish,100,100,,309
339-U1391C-32R-6-A,339,U1391,C,32,R,32-6,6,A,0,151,630.89,632.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"slightly lighter, more clayey in 61-122 cm. shell fragments at 3 and 46 cm.",100,100,,310
339-U1391C-32R-7-A,339,U1391,C,32,R,32-7,7,A,0,20,632.4,632.6,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,dark,100,100,,311
339-U1391C-32R-7-A,339,U1391,C,32,R,32-7,7,A,20,76,632.6,633.16,dolomite,mudstone [Leg339],,dolomite  mudstone ,dolomite mudstone ,mudstone ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Small dolomite grains and biosiliceous fossils (smear slide at 20 cm).,100,100,,312
339-U1391C-32R-CC-A,339,U1391,C,32,R,32-CC,CC,A,0,18,633.16,633.34,dolomite,mudstone [Leg339],,dolomite  mudstone ,dolomite mudstone ,mudstone ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,313
339-U1391C-33R-1-A,339,U1391,C,33,R,33-1,1,A,0,58,633,633.58,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,slightly more silty below 40 cm.,100,100,,314
339-U1391C-33R-1-A,339,U1391,C,33,R,33-1,1,A,58,120,633.58,634.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,More silty,100,100,,315
339-U1391C-33R-1-A,339,U1391,C,33,R,33-1,1,A,120,150,634.2,634.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,parallel lamination,,,,,sparse_339 [DB91],2,,,Slight parallel lamina,100,100,,316
339-U1391C-33R-2-A,339,U1391,C,33,R,33-2,2,A,0,150,634.5,636,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Pyritized burrow at 144 cm.,100,100,,317
339-U1391C-33R-3-A,339,U1391,C,33,R,33-3,3,A,0,111,636,637.11,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,318
339-U1391C-33R-3-A,339,U1391,C,33,R,33-3,3,A,111,150,637.11,637.5,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Slightly more greenish, slight parallel lamina in 124-139 cm.",100,100,,319
339-U1391C-33R-4-A,339,U1391,C,33,R,33-4,4,A,0,49,637.5,637.99,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Slightly more greenish above 22 cm. Shell fragment at 32 sm.,100,100,,320
339-U1391C-33R-4-A,339,U1391,C,33,R,33-4,4,A,49,65,637.99,638.15,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,321
339-U1391C-33R-4-A,339,U1391,C,33,R,33-4,4,A,65,103,638.15,638.53,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,parallel lamination,,,,,sparse_339 [DB91],2,,,Slight parallel lamina in 73-103 cm.,100,100,,322
339-U1391C-33R-4-A,339,U1391,C,33,R,33-4,4,A,103,151,638.53,639.01,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,323
339-U1391C-33R-5-A,339,U1391,C,33,R,33-5,5,A,0,48,639.01,639.49,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,parallel lamination,,,,,sparse_339 [DB91],2,,,Slight parallel lamination in 35-40 cm.,100,100,,324
339-U1391C-33R-5-A,339,U1391,C,33,R,33-5,5,A,48,112,639.49,640.13,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,parallel lamination,,,,,sparse_339 [DB91],2,,,Slight parallel lamination in 71-76 cm. Slightly silty in 70-97 cm.,100,100,,325
339-U1391C-33R-5-A,339,U1391,C,33,R,33-5,5,A,112,150,640.13,640.51,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Slightly clayey. Very dark greenish gray below 125 cm.,100,100,,326
339-U1391C-33R-6-A,339,U1391,C,33,R,33-6,6,A,0,18,640.51,640.69,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,Pyritized burrows at 11 cm.,100,100,,327
339-U1391C-33R-6-A,339,U1391,C,33,R,33-6,6,A,18,109,640.69,641.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,small shell fragments at 76-77 cm.,100,100,,328
339-U1391C-34R-1-A,339,U1391,C,34,R,34-1,1,A,0,150,642.6,644.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,329
339-U1391C-34R-2-A,339,U1391,C,34,R,34-2,2,A,0,150,644.1,645.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Slightly more silty in 0-56 cm. Zoophycos at 66 cm.,100,100,,330
339-U1391C-34R-3-A,339,U1391,C,34,R,34-3,3,A,0,150,645.6,647.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments in 55-62 cm. More silty in 51-122 cm. Slightly more greenish in 14-111 cm.,100,100,,331
339-U1391C-34R-4-A,339,U1391,C,34,R,34-4,4,A,0,150,647.1,648.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments in 56-58 cm, pyritized burrow at 46 cm.",100,100,,332
339-U1391C-34R-5-A,339,U1391,C,34,R,34-5,5,A,0,147,648.6,650.07,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,parallel lamination,,,,,slight_339 [DB91],3,few [A48],,Shell fragments in 36-41 cm. Slight parallel lamina at 49-51 cm.,100,100,,333
339-U1391C-34R-5-A,339,U1391,C,34,R,34-5,5,A,147,150,650.07,650.1,,silty mud [Leg339],with biogenic components [Leg339],silty mud ,silty mud  with biogenic components ,silty mud   with biogenic components ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,More biosiliceous fossils,100,100,,334
339-U1391C-34R-6-A,339,U1391,C,34,R,34-6,6,A,0,104,650.1,651.14,,silty mud [Leg339],with biogenic components [Leg339],silty mud ,silty mud  with biogenic components ,silty mud   with biogenic components ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],fault,"Burrows (zoophycos) in 30-52 cm. Shell fragments in 37-40 cm. Microfaults in 32-46 cm, 90-93 cm and 94-100 cm. More biosiliceous fossils",100,100,,335
339-U1391C-34R-7-A,339,U1391,C,34,R,34-7,7,A,0,89,651.14,652.03,,silty mud [Leg339],with biogenic components [Leg339],silty mud ,silty mud  with biogenic components ,silty mud   with biogenic components ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,parallel lamination,,,,,slight_339 [DB91],3,few [A48],,Shell fragments at 12-13 cm. Dispersed small shell fragments throughout. Slight parallel lamina in 18-19 cm and 40-43 cm. More biosiliceous fossils,100,100,,336
339-U1391C-34R-CC-A,339,U1391,C,34,R,34-CC,CC,A,0,8,652.03,652.11,,silty mud [Leg339],with biogenic components [Leg339],silty mud ,silty mud  with biogenic components ,silty mud   with biogenic components ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,337
339-U1391C-36R-1-A,339,U1391,C,36,R,36-1,1,A,0,102,661.8,662.82,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Black specks common,100,100,,338
339-U1391C-36R-1-A,339,U1391,C,36,R,36-1,1,A,102,150,662.82,663.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. Black specks common",100,100,,339
339-U1391C-36R-2-A,339,U1391,C,36,R,36-2,2,A,0,150,663.3,664.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. Black specks common",100,100,,340
339-U1391C-36R-3-A,339,U1391,C,36,R,36-3,3,A,0,150,664.8,666.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. Black specks common",100,100,,341
339-U1391C-36R-4-A,339,U1391,C,36,R,36-4,4,A,0,150,666.3,667.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. Black specks common",100,100,,342
339-U1391C-36R-5-A,339,U1391,C,36,R,36-5,5,A,0,150,667.8,669.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Small shell fragments, forams and pyrite filled burrows present. Black specks common. Chondities present.",100,100,,343
339-U1391C-36R-6-A,339,U1391,C,36,R,36-6,6,A,0,150,669.3,670.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Mottled. Small shell fragments, forams and pyrite filled burrows present. Black specks common. Chondities present.",100,100,,344
339-U1391C-36R-6-A,339,U1391,C,36,R,36-6,6,A,56,70,669.86,670,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments.,100,100,,345
339-U1391C-36R-CC-A,339,U1391,C,36,R,36-CC,CC,A,0,18,670.8,670.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Mottled. Small shell fragments, forams and pyrite filled burrows present. Black specks common. Chondities present.",100,100,,346
