Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1482D-1H-1-A,0,12,0,0.12,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,7.5YR 6/3 (light brown),none [DB86],,petropod,,,,,,,,,,,,,,,,,363,U1482,D,1,H,1,A,,,,,0
363-U1482D-1H-1-A,12,63,0.12,0.63,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,petropod,,,,,,,,,,,,,,,,,363,U1482,D,1,H,1,A,,,,,1
363-U1482D-1H-1-A,63,150,0.63,1.5,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,petropod,,,,,,,,,,,,,,,,,363,U1482,D,1,H,1,A,,,,,2
363-U1482D-1H-2-A,0,95,1.5,2.45,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,petropod,,,,,,,,,,,,,,,,,363,U1482,D,1,H,2,A,,,,,3
363-U1482D-1H-2-A,95,150,2.45,3,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,petropod,,,,,,,,,,,,,,,,,363,U1482,D,1,H,2,A,,,,,4
363-U1482D-1H-3-A,0,31,3,3.31,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,petropod,,,,contact between colors at an angle,,,,,,,,,,,,,363,U1482,D,1,H,3,A,,,,,5
363-U1482D-1H-3-A,31,122,3.31,4.22,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,petropod,,,,,,,,,,,,,,,,,363,U1482,D,1,H,3,A,,,,,6
363-U1482D-1H-CC-A,0,15,4.22,4.37,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,petropod,,,,,,,,,,,,,,,,,363,U1482,D,1,H,CC,A,,,,,7
363-U1482D-3H-1-A,0,69,137,137.69,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,1,A,,,,,8
363-U1482D-3H-1-A,69,131,137.69,138.31,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,1,A,,,,,9
363-U1482D-3H-1-A,131,150,138.31,138.5,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,1,A,,,,,10
