Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,350,U1436,B,6,6-3,H,3,A,76,82,28.26,28.32,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170
,350,U1436,B,6,6-3,H,3,A,82,85,28.32,28.35,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
,350,U1436,B,6,6-3,H,3,A,85,114,28.35,28.64,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172
,350,U1436,B,6,6-3,H,3,A,114,119,28.64,28.69,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173
,350,U1436,B,6,6-3,H,3,A,119,137,28.69,28.87,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174
,350,U1436,B,6,6-3,H,3,A,137,142,28.87,28.92,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,brown,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175
,350,U1436,B,6,6-3,H,3,A,142,147,28.92,28.97,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176
,350,U1436,B,6,6-3,H,3,A,147,150,28.97,29,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177
,350,U1436,B,6,6-4,H,4,A,0,8,29,29.08,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178
,350,U1436,B,6,6-4,H,4,A,8,9,29.08,29.09,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179
,350,U1436,B,6,6-4,H,4,A,9,29,29.09,29.29,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
,350,U1436,B,6,6-4,H,4,A,29,34,29.29,29.34,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,brown,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
,350,U1436,B,6,6-4,H,4,A,34,63,29.34,29.63,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182
,350,U1436,B,6,6-4,H,4,A,63,67,29.63,29.67,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,non-graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183
,350,U1436,B,6,6-4,H,4,A,67,119,29.67,30.19,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184
,350,U1436,B,6,6-4,H,4,A,119,121,30.19,30.21,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185
,350,U1436,B,6,6-4,H,4,A,121,126,30.21,30.26,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186
,350,U1436,B,6,6-4,H,4,A,126,129,30.26,30.29,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187
,350,U1436,B,6,6-4,H,4,A,129,140,30.29,30.4,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188
,350,U1436,B,6,6-4,H,4,A,140,147,30.4,30.47,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,brown,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189
,350,U1436,B,6,6-4,H,4,A,147,150,30.47,30.5,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190
,350,U1436,B,6,6-5,H,5,A,0,38,30.5,30.88,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
,350,U1436,B,6,6-5,H,5,A,38,41,30.88,30.91,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,gray,,medium sand [W22_2],5,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192
,350,U1436,B,6,6-5,H,5,A,41,45,30.91,30.95,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193
,350,U1436,B,6,6-5,H,5,A,45,47,30.95,30.97,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194
,350,U1436,B,6,6-5,H,5,A,47,64,30.97,31.14,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195
,350,U1436,B,6,6-5,H,5,A,64,68,31.14,31.18,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196
,350,U1436,B,6,6-5,H,5,A,68,81,31.18,31.31,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197
,350,U1436,B,6,6-5,H,5,A,81,84,31.31,31.34,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198
,350,U1436,B,6,6-5,H,5,A,84,102,31.34,31.52,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199
,350,U1436,B,6,6-6,H,6,A,0,19,31.52,31.71,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
,350,U1436,B,6,6-6,H,6,A,19,25,31.71,31.77,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,gray,,fine sand [W22_2],4,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201
,350,U1436,B,6,6-6,H,6,A,25,35,31.77,31.87,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
,350,U1436,B,6,6-6,H,6,A,35,64,31.87,32.16,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203
,350,U1436,B,6,6-CC,H,CC,A,0,13,32.16,32.29,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204
,350,U1436,B,7,7-1,H,1,A,0,30,32.4,32.7,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,gray,,granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205
,350,U1436,B,7,7-1,H,1,A,30,51,32.7,32.91,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206
,350,U1436,B,7,7-1,H,1,A,51,53,32.91,32.93,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207
,350,U1436,B,7,7-1,H,1,A,53,55,32.93,32.95,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208
,350,U1436,B,7,7-1,H,1,A,55,56,32.95,32.96,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,coarse sand [W22_2],6,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209
,350,U1436,B,7,7-1,H,1,A,56,95,32.96,33.35,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210
,350,U1436,B,7,7-1,H,1,A,95,97,33.35,33.37,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211
,350,U1436,B,7,7-1,H,1,A,97,104,33.37,33.44,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212
,350,U1436,B,7,7-1,H,1,A,104,148,33.44,33.88,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213
,350,U1436,B,7,7-1,H,1,A,148,150,33.88,33.9,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214
,350,U1436,B,7,7-2,H,2,A,0,18,33.9,34.08,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215
,350,U1436,B,7,7-2,H,2,A,18,22,34.08,34.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216
,350,U1436,B,7,7-2,H,2,A,22,26,34.12,34.16,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217
,350,U1436,B,7,7-2,H,2,A,26,58,34.16,34.48,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218
,350,U1436,B,7,7-2,H,2,A,58,63,34.48,34.53,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219
,350,U1436,B,7,7-2,H,2,A,63,84,34.53,34.74,I,,,,,ash [2014],with mud [2014],ash,ash with mud,ash with mud,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220
,350,U1436,B,7,7-2,H,2,A,84,94,34.74,34.84,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221
,350,U1436,B,7,7-2,H,2,A,94,129,34.84,35.19,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222
,350,U1436,B,7,7-2,H,2,A,129,141,35.19,35.31,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223
,350,U1436,B,7,7-2,H,2,A,141,150,35.31,35.4,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224
,350,U1436,B,7,7-3,H,3,A,0,39,35.4,35.79,I,,,,tuffaceous,mud [2014],with lapilli [2014],tuffaceous mud,tuffaceous mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,225
,350,U1436,B,7,7-3,H,3,A,39,40,35.79,35.8,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226
,350,U1436,B,7,7-3,H,3,A,40,54,35.8,35.94,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227
,350,U1436,B,7,7-3,H,3,A,54,57,35.94,35.97,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228
,350,U1436,B,7,7-3,H,3,A,57,71,35.97,36.11,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229
,350,U1436,B,7,7-3,H,3,A,71,91,36.11,36.31,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
,350,U1436,B,7,7-3,H,3,A,91,109,36.31,36.49,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231
,350,U1436,B,7,7-3,H,3,A,109,115,36.49,36.55,I,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, monomictic, evolved lapilli-ash","matrix-supported, monomictic, evolved lapilli-ash",lapilli-ash,,gray,,fine sand [W22_2],4,granule [W22_2],8,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232
,350,U1436,B,7,7-3,H,3,A,115,150,36.55,36.9,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233
,350,U1436,B,7,7-4,H,4,A,0,2,36.9,36.92,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234
,350,U1436,B,7,7-4,H,4,A,2,8,36.92,36.98,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235
,350,U1436,B,7,7-4,H,4,A,8,10,36.98,37,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236
,350,U1436,B,7,7-4,H,4,A,10,26,37,37.16,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237
,350,U1436,B,7,7-4,H,4,A,26,30,37.16,37.2,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238
,350,U1436,B,7,7-4,H,4,A,30,56,37.2,37.46,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239
,350,U1436,B,7,7-4,H,4,A,56,61,37.46,37.51,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240
,350,U1436,B,7,7-4,H,4,A,61,77,37.51,37.67,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241
,350,U1436,B,7,7-4,H,4,A,77,80,37.67,37.7,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242
,350,U1436,B,7,7-4,H,4,A,80,86,37.7,37.76,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243
,350,U1436,B,7,7-4,H,4,A,86,93,37.76,37.83,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244
,350,U1436,B,7,7-4,H,4,A,93,111,37.83,38.01,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245
,350,U1436,B,7,7-4,H,4,A,111,118,38.01,38.08,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246
,350,U1436,B,7,7-4,H,4,A,118,149,38.08,38.39,I,,,,tuffaceous,mud [2014],with lapilli [2014],tuffaceous mud,tuffaceous mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247
,350,U1436,B,7,7-5,H,5,A,0,12,38.39,38.51,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248
,350,U1436,B,7,7-5,H,5,A,12,14,38.51,38.53,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249
,350,U1436,B,7,7-5,H,5,A,14,22,38.53,38.61,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
,350,U1436,B,7,7-5,H,5,A,22,24,38.61,38.63,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
,350,U1436,B,7,7-5,H,5,A,24,38,38.63,38.77,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252
,350,U1436,B,7,7-5,H,5,A,38,46,38.77,38.85,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253
,350,U1436,B,7,7-5,H,5,A,46,85,38.85,39.24,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254
,350,U1436,B,7,7-5,H,5,A,85,92,39.24,39.31,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255
,350,U1436,B,7,7-5,H,5,A,92,127,39.31,39.66,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
,350,U1436,B,7,7-5,H,5,A,127,130,39.66,39.69,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257
,350,U1436,B,7,7-5,H,5,A,130,138,39.69,39.77,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258
,350,U1436,B,8,8-1,H,1,A,0,30,39.8,40.1,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli [2014],with mud [2014],"clast-supported, polymictic, evolved lapilli","clast-supported, polymictic, evolved lapilli with mud",lapilli with mud,,,,granule [W22_2],8,pebble [W22_2],9,coring disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259
,350,U1436,B,8,8-1,H,1,A,30,68,40.1,40.48,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,medium sand [W22_2],5,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
,350,U1436,B,8,8-1,H,1,A,68,75,40.48,40.55,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261
,350,U1436,B,8,8-1,H,1,A,75,86,40.55,40.66,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262
,350,U1436,B,8,8-1,H,1,A,86,99,40.66,40.79,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263
,350,U1436,B,8,8-1,H,1,A,99,101,40.79,40.81,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264
,350,U1436,B,8,8-1,H,1,A,101,131,40.81,41.11,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265
,350,U1436,B,8,8-2,H,2,A,0,5,41.3,41.35,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266
