Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
367-U1500B-10R-2-A,2,56,924.17,924.71,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,irregular,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,2,A,61
367-U1500B-10R-2-A,56,59,924.71,924.74,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,irregular,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,2,A,62
367-U1500B-10R-2-A,59,133,924.74,925.48,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,2,A,63
367-U1500B-10R-3-A,0,22,925.48,925.7,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,3,A,64
367-U1500B-10R-3-A,22,48,925.7,925.96,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],clay [W22_1],1,coarse sand [W22_2],6,poor [2014],,,,irregular,horizontal,,intraclast,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,3,A,65
367-U1500B-10R-3-A,48,60,925.96,926.08,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,3,A,66
367-U1500B-10R-CC-A,0,5,926.08,926.13,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,CC,A,67
367-U1500B-10R-CC-A,5,20,926.13,926.28,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],clay [W22_1],1,coarse sand [W22_2],6,poor [2014],,,,,,,intraclast,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,CC,A,68
367-U1500B-11R-1-A,0,15,932.6,932.75,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderate [2014],,,,planar,sub-horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,11,R,1,A,69
367-U1500B-11R-1-A,15,26,932.75,932.86,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,,planar,sub-horizontal,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,11,R,1,A,70
367-U1500B-11R-1-A,26,32,932.86,932.92,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [2014],,,,planar,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,11,R,1,A,71
367-U1500B-11R-1-A,32,48,932.92,933.08,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,,,,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,11,R,1,A,72
367-U1500B-12R-1-A,0,134,942.3,943.64,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,12,R,1,A,73
367-U1500B-13R-1-A,0,98,952,952.98,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,13,R,1,A,74
367-U1500B-14R-CC-A,0,17,961.7,961.87,,claystone [Leg339],,claystone,claystone,,10YR 3/3 (dark brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,14,R,CC,A,75
367-U1500B-15R-1-A,0,62,971.4,972.02,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/2 (very dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,1,A,76
367-U1500B-15R-2-A,0,144,972.02,973.46,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/3 (very dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,2,A,77
367-U1500B-15R-3-A,0,95,973.46,974.41,,silty claystone [S54],,silty claystone,silty claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,3,A,78
367-U1500B-15R-3-A,95,100,974.41,974.46,,sandy claystone [S54],,sandy claystone,sandy claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,3,A,79
367-U1500B-15R-3-A,100,143,974.46,974.89,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/2 (very dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,3,A,80
367-U1500B-15R-4-A,0,32,974.89,975.21,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A,81
367-U1500B-15R-4-A,32,38,975.21,975.27,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,7.5YR 4/1 (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,poor [2014],,,,planar,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A,82
367-U1500B-15R-4-A,38,53,975.27,975.42,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,planar,,,parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A,83
367-U1500B-15R-4-A,53,56.5,975.42,975.455,,clayey sandstone [S54],,clayey sandstone,clayey sandstone,,10YR 5/1 (gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,,planar,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A,84
367-U1500B-15R-4-A,56.5,78,975.455,975.67,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/3 (very dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,inclined,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A,85
367-U1500B-15R-4-A,78,96,975.67,975.85,,clayey sandstone [S54],with foraminifers [2014],clayey sandstone,clayey sandstone with foraminifers,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,,planar,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A,86
367-U1500B-15R-4-A,96,130,975.85,976.19,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A,87
367-U1500B-15R-5-A,0,23,976.19,976.42,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,bioturbated,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,5,A,88
367-U1500B-15R-5-A,23,29,976.42,976.48,,silty claystone [S54],,silty claystone,silty claystone,,2.5Y 4/1 (dark gray),lithified [B84],clay [W22_1],1,very coarse sand [W22_2],7,well [2014],,,,,,,parallel lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,5,A,89
367-U1500B-15R-5-A,29,103,976.48,977.22,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/2 (very dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,5,A,90
367-U1500B-15R-5-A,103,110,977.22,977.29,,silty claystone [S54],,silty claystone,silty claystone,,2.5Y 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,5,A,91
367-U1500B-15R-6-A,0,88,977.29,978.17,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),moderately consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,6,A,92
367-U1500B-15R-CC-A,0,11,978.17,978.28,,siltstone [Leg339],,siltstone,siltstone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,CC,A,93
367-U1500B-18R-CC-A,0,15,1000.5,1000.65,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,18,R,CC,A,94
367-U1500B-19R-1-A,0,22,1010.2,1010.42,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,2.5YR 3/1 (dark reddish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,1,A,95
367-U1500B-19R-1-A,22,137,1010.42,1011.57,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,1,A,96
367-U1500B-19R-2-A,0,5,1011.57,1011.62,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,2.5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,planar,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A,97
367-U1500B-19R-2-A,5,9,1011.62,1011.66,,clayey sandstone [S54],,clayey sandstone,clayey sandstone,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],fine sand [W22_2],4,fine sand [W22_2],4,well [2014],,,,planar,inclined,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A,98
367-U1500B-19R-2-A,9,16,1011.66,1011.73,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,inclined,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A,99
367-U1500B-19R-2-A,16,31,1011.73,1011.88,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [2014],,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A,100
367-U1500B-19R-2-A,31,128,1011.88,1012.85,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A,101
367-U1500B-19R-3-A,0,145,1012.85,1014.3,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,3,A,102
367-U1500B-19R-4-A,0,131,1014.3,1015.61,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,4,A,103
367-U1500B-19R-CC-A,0,19,1015.61,1015.8,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,CC,A,104
367-U1500B-20R-1-A,0,85,1019.9,1020.75,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,20,R,1,A,105
367-U1500B-20R-2-A,0,24,1020.75,1020.99,,claystone [Leg339],,claystone,claystone,,10YR 3/3 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,20,R,2,A,106
367-U1500B-20R-2-A,24,43,1020.99,1021.18,,clayey sandstone [S54],with foraminifers [2014],clayey sandstone,clayey sandstone with foraminifers,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,planar,,,lens or pod [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,20,R,2,A,107
367-U1500B-20R-2-A,43,104,1021.18,1021.79,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,parallel lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,20,R,2,A,108
367-U1500B-21R-1-A,0,99,1029.6,1030.59,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,21,R,1,A,109
367-U1500B-21R-2-A,0,80,1030.59,1031.39,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,21,R,2,A,110
367-U1500B-22R-1-A,0,14,1039.3,1039.44,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 5/10GY (greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,22,R,1,A,111
367-U1500B-23R-1-A,0,42,1049,1049.42,,claystone [Leg339],,claystone,claystone,,7.5YR 4/2 (brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A,112
367-U1500B-23R-1-A,42,50,1049.42,1049.5,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 5/5G (grayish green),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A,113
367-U1500B-23R-1-A,50,55,1049.5,1049.55,,claystone [Leg339],,claystone,claystone,,GLEY 1 5/5G (grayish green),moderately consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,well [2014],,,,irregular,horizontal,,intraclast,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A,114
367-U1500B-23R-1-A,55,72,1049.55,1049.72,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,well [2014],,,,irregular,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A,115
367-U1500B-23R-1-A,72,100,1049.72,1050,,claystone [Leg339],,claystone,claystone,,10YR 5/1 (gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A,116
367-U1500B-23R-1-A,100,110,1050,1050.1,,sandstone [Leg339],,sandstone,sandstone,,10YR 3/1 (very dark gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,,,,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A,117
367-U1500B-23R-2-A,0,44,1050.1,1050.54,,claystone [Leg339],,claystone,claystone,,10YR 5/1 (gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,interlamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A,118
367-U1500B-23R-2-A,44,67,1050.54,1050.77,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A,119
367-U1500B-23R-2-A,67,99,1050.77,1051.09,,sandstone [Leg339],with foraminifers [2014],sandstone,sandstone with foraminifers,,10YR 5/1 (gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,,,,,interlamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A,120
367-U1500B-23R-2-A,99,105,1051.09,1051.15,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A,121
367-U1500B-23R-2-A,105,115,1051.15,1051.25,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [2014],,,,,,,interlamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A,122
367-U1500B-23R-2-A,115,125,1051.25,1051.35,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A,123
367-U1500B-23R-2-A,125,145,1051.35,1051.55,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A,124
367-U1500B-23R-3-A,0,95,1051.55,1052.5,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [2014],,,,planar,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,3,A,125
