Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
367-U1500B-4R-1-A,41,45,865.11,865.15,,nannofossil chalk [Leg339],,nannofossil chalk,nannofossil chalk,,GLEY 1 6/N (gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,,,cross-lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,1,A,10
367-U1500B-4R-1-A,45,144,865.15,866.14,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,1,A,11
367-U1500B-4R-2-A,0,59,866.14,866.73,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,2,A,12
367-U1500B-4R-2-A,59,63,866.73,866.77,calcareous rich,claystone [Leg339],,calcareous rich claystone,calcareous rich claystone,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,bioturbated,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,2,A,13
367-U1500B-4R-2-A,63,87,866.77,867.01,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,2,A,14
367-U1500B-4R-2-A,87,90,867.01,867.04,foraminifer rich,sandstone [Leg339],,foraminifer rich sandstone,foraminifer rich sandstone,,GLEY 1 5/10Y (greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,2,A,15
367-U1500B-4R-2-A,90,101,867.04,867.15,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,2,A,16
367-U1500B-4R-2-A,101,104,867.15,867.18,calcareous rich,claystone [Leg339],,calcareous rich claystone,calcareous rich claystone,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,planar,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,2,A,17
367-U1500B-4R-2-A,104,135,867.18,867.49,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,2,A,18
367-U1500B-4R-3-A,0,31,867.52,867.83,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,3,A,19
367-U1500B-4R-3-A,31,39,867.83,867.91,foraminifer rich,sandstone [Leg339],,foraminifer rich sandstone,foraminifer rich sandstone,,10YR 6/2 (light brownish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,bioturbated,,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,3,A,20
367-U1500B-4R-3-A,39,135,867.91,868.87,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,3,A,21
367-U1500B-4R-4-A,0,124,868.87,870.11,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,4,A,22
367-U1500B-4R-5-A,0,47,870.11,870.58,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,5,A,23
367-U1500B-4R-5-A,47,50,870.58,870.61,foraminifer rich,sandstone [Leg339],,foraminifer rich sandstone,foraminifer rich sandstone,,GLEY 1 5/10Y (greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,planar,,,fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,5,A,24
367-U1500B-4R-5-A,50,150,870.61,871.61,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,5,A,25
367-U1500B-4R-CC-A,0,23,871.61,871.84,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,4,R,CC,A,26
367-U1500B-5R-1-A,0,3,874.4,874.43,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,1,A,27
367-U1500B-5R-1-A,3,5,874.43,874.45,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 5/5GY (greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,1,A,28
367-U1500B-5R-1-A,5,54,874.45,874.94,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,1,A,29
367-U1500B-5R-1-A,54,61,874.94,875.01,,foraminiferal sandstone [X367],,foraminiferal sandstone,foraminiferal sandstone,,GLEY 1 7/10Y (light greenish grey),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,,planar,,,lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,1,A,30
367-U1500B-5R-1-A,61,125,875.01,875.65,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,1,A,31
367-U1500B-5R-2-A,0,100,875.65,876.65,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,2,A,32
367-U1500B-5R-2-A,100,104,876.65,876.69,,chalk [MMK88],,chalk,chalk,,5Y 8/2 (pale yellow),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,2,A,33
367-U1500B-5R-2-A,104,142,876.69,877.07,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,2,A,34
367-U1500B-5R-3-A,0,139,877.07,878.46,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,3,A,35
367-U1500B-5R-4-A,0,140,878.46,879.86,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,4,A,36
367-U1500B-5R-5-A,0,68,879.86,880.54,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,5,A,37
367-U1500B-5R-5-A,68,72,880.54,880.58,calcareous rich,siltstone [Leg339],,calcareous rich siltstone,calcareous rich siltstone,,10YR 5/1 (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,,erosive,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,5,A,38
367-U1500B-5R-5-A,72,139,880.58,881.25,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,5,A,39
367-U1500B-5R-6-A,0,102,881.25,882.27,,claystone [Leg339],,claystone,claystone,,7.5YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,6,A,40
367-U1500B-5R-7-A,0,102,882.27,883.29,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/2 (very dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,7,A,41
367-U1500B-5R-CC-A,0,29,883.29,883.58,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/2 (very dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,5,R,CC,A,42
367-U1500B-6R-1-A,0,142,884.1,885.52,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,6,R,1,A,43
367-U1500B-6R-2-A,0,136,885.52,886.88,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,6,R,2,A,44
367-U1500B-6R-3-A,0,122,886.88,888.1,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,6,R,3,A,45
367-U1500B-6R-4-A,0,107,888.1,889.17,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,6,R,4,A,46
367-U1500B-6R-5-A,0,108,889.17,890.25,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,6,R,5,A,47
367-U1500B-6R-6-A,0,106,890.25,891.31,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,6,R,6,A,48
367-U1500B-6R-7-A,0,96,891.31,892.27,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,6,R,7,A,49
367-U1500B-6R-CC-A,0,17,892.27,892.44,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,6,R,CC,A,50
367-U1500B-7R-1-A,0,113,893.8,894.93,,silty claystone [S54],,silty claystone,silty claystone,,7.5YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,7,R,1,A,51
367-U1500B-7R-1-A,117,131,894.97,895.11,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,very coarse sand [W22_2],7,poor [2014],,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,7,R,1,A,52
367-U1500B-8R-1-A,0,95,903.5,904.45,,silty claystone [S54],,silty claystone,silty claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,8,R,1,A,53
367-U1500B-8R-1-A,95,107,904.45,904.57,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,very coarse sand [W22_2],7,poor [2014],,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,8,R,1,A,54
367-U1500B-8R-1-A,107,111,904.57,904.61,,claystone [Leg339],,claystone,claystone,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,8,R,1,A,55
367-U1500B-9R-1-A,0,73,913.2,913.93,,silty claystone [S54],with sand [2014],silty claystone,silty claystone with sand,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,9,R,1,A,56
367-U1500B-10R-1-A,0,75,922.9,923.65,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,1,A,57
367-U1500B-10R-1-A,75,91,923.65,923.81,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [2014],,,,,,,intraclast,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,1,A,58
367-U1500B-10R-1-A,91,125,923.81,924.15,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,1,A,59
367-U1500B-10R-2-A,0,2,924.15,924.17,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,2,A,60
