Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
354-U1451A-43F-2-A,0,106,256,257.06,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,43,F,2,A,,,,452
354-U1451A-43F-2-A,106,150,257.06,257.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,43,F,2,A,,,,453
354-U1451A-43F-3-A,0,110,257.5,258.6,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,43,F,3,A,,,,454
354-U1451A-43F-4-A,0,60,258.6,259.2,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,43,F,4,A,,,,455
354-U1451A-43F-CC-A,0,24,259.2,259.44,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,43,F,CC,A,,,,456
354-U1451A-45F-1-A,0,26,264,264.26,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,,,,,,,,,354,U1451,A,45,F,1,A,,,,457
354-U1451A-45F-1-A,26,108,264.26,265.08,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,45,F,1,A,,,,458
354-U1451A-45F-1-A,108,150,265.08,265.5,,,silt [Leg210],,silt,silt,silt,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,A,45,F,1,A,,,,459
354-U1451A-45F-2-A,0,50,265.5,266,,,silt [Leg210],,silt,silt,silt,,gray,sharp irregular,,,,,,,,,,,,,,,354,U1451,A,45,F,2,A,,,,460
354-U1451A-45F-2-A,50,150,266,267,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,45,F,2,A,,,,461
354-U1451A-45F-3-A,0,110,267,268.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,45,F,3,A,,,,462
354-U1451A-45F-4-A,0,62,268.1,268.72,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,45,F,4,A,,,,463
354-U1451A-45F-CC-A,0,17,268.72,268.89,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,45,F,CC,A,,,,464
354-U1451A-47F-1-A,0,43,273.5,273.93,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,A,47,F,1,A,,,,465
354-U1451A-47F-1-A,43,65,273.93,274.15,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp irregular,,,,,,,parallel lamination,,,,,,,,354,U1451,A,47,F,1,A,,,,466
354-U1451A-47F-1-A,65,120,274.15,274.7,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,A,47,F,1,A,,,,467
354-U1451A-47F-1-A,120,144,274.7,274.94,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,47,F,1,A,,,,468
354-U1451A-47F-2-A,0,128,274.94,276.22,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,47,F,2,A,,,,469
354-U1451A-47F-3-A,0,106,276.22,277.28,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,47,F,3,A,,,,470
354-U1451A-49F-1-A,0,112,283,284.12,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,49,F,1,A,,,,471
354-U1451A-49F-2-A,0,141,284.12,285.53,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,49,F,2,A,,,,472
354-U1451A-49F-CC-A,0,15,285.53,285.68,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,49,F,CC,A,,,,473
354-U1451A-51F-1-A,0,150,292.5,294,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thick bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,51,F,1,A,,,,474
354-U1451A-51F-2-A,0,63,294,294.63,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,bioturbated,,thick bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,51,F,2,A,,,,475
354-U1451A-51F-2-A,63,113,294.63,295.13,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,51,F,2,A,,,,476
354-U1451A-51F-2-A,113,145,295.13,295.45,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,51,F,2,A,,,,477
354-U1451A-51F-2-A,145,150,295.45,295.5,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,51,F,2,A,,,,478
354-U1451A-51F-3-A,0,111,295.5,296.61,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,white,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,51,F,3,A,,,,479
354-U1451A-51F-4-A,0,51,296.61,297.12,,,calcareous clay [Leg210],with sand [2014],calcareous clay,calcareous clay with sand,calcareous clay with sand,,white,gradational,,,,,,,,,,,Broken pieces of ooze in soupy sand matrix.,,,,354,U1451,A,51,F,4,A,,,,480
354-U1451A-52F-1-A,0,150,297.2,298.7,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,52,F,1,A,,,,481
354-U1451A-52F-2-A,0,80,298.7,299.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,52,F,2,A,,,,482
354-U1451A-52F-2-A,80,150,299.5,300.2,,,calcareous clay [Leg210]c,with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,,,,,,,,,,nannofossil-rich clay is most probably originating by admixture of calcareous ooze and clay from mud turbidites due to coring disturbance,,,,354,U1451,A,52,F,2,A,,,,483
354-U1451A-52F-3-A,0,100,300.2,301.2,,,calcareous clay [Leg210]c,,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,nannofossil-rich clay is most probably originating by admixture of calcareous ooze and clay from mud turbidites due to coring disturbance,,,,354,U1451,A,52,F,3,A,,,,484
354-U1451A-52F-4-A,0,61,301.2,301.81,,,calcareous clay [Leg210]c,,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,nannofossil-rich clay is most probably originating by admixture of calcareous ooze and clay from mud turbidites due to coring disturbance,,,,354,U1451,A,52,F,4,A,,,,485
354-U1451A-52F-CC-A,0,33,301.81,302.14,,,calcareous clay [Leg210]c,with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,,,,,,,,,,nannofossil-rich clay is most probably originating by admixture of calcareous ooze and clay from mud turbidites due to coring disturbance,,,,354,U1451,A,52,F,CC,A,,,,486
354-U1451A-54F-1-A,0,12,306.7,306.82,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1451,A,54,F,1,A,,,,487
354-U1451A-54F-1-A,12,70,306.82,307.4,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,thick bed [B01],,,,,,,,,,,,,354,U1451,A,54,F,1,A,,,,488
354-U1451A-54F-1-A,70,115,307.4,307.85,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1451,A,54,F,1,A,,,,489
354-U1451A-54F-1-A,115,150,307.85,308.2,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,54,F,1,A,,,,490
354-U1451A-54F-2-A,0,120,308.2,309.4,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,54,F,2,A,,,,491
354-U1451A-54F-3-A,0,140,309.4,310.8,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,54,F,3,A,,,,492
354-U1451A-54F-4-A,0,60,310.8,311.4,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],,,,,,,,,,,,,354,U1451,A,54,F,4,A,,,,493
354-U1451A-56F-1-A,0,18,316.2,316.38,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-vertical,,,,,,,,,,,,,,354,U1451,A,56,F,1,A,,,,494
354-U1451A-56F-1-A,18,71,316.38,316.91,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,thick bed [B01],clay [Leg210],very thin bed [B01],,,,,,,,,,,354,U1451,A,56,F,1,A,,,,495
354-U1451A-56F-1-A,71,94,316.91,317.14,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,Fine lamination on silt.,,,,354,U1451,A,56,F,1,A,,,,496
354-U1451A-56F-1-A,94,100,317.14,317.2,,clayey [Leg339],silt [Leg210],With mica,clayey silt,clayey silt With mica,silt With mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,56,F,1,A,,,,497
354-U1451A-56F-2-A,0,8,317.2,317.28,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,"5 to 8 cm, dark gray organic matter",,,,354,U1451,A,56,F,2,A,,,,498
354-U1451A-56F-2-A,8,150,317.28,318.7,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,56,F,2,A,,,,499
354-U1451A-56F-3-A,0,150,318.7,320.2,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,Flow-in disturbance of dark gray clay in whole section.,,,,354,U1451,A,56,F,3,A,,,,500
354-U1451A-56F-4-A,0,57,320.2,320.77,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,Flow-in disturbance of dark gray clay in whole section.,,,,354,U1451,A,56,F,4,A,,,,501
354-U1451A-56F-CC-A,0,26,320.77,321.03,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,56,F,CC,A,,,,502
354-U1451A-58F-1-A,0,9,325.7,325.79,,,clay [Leg210],,clay,clay,clay,,light gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,58,F,1,A,,,,503
354-U1451A-58F-1-A,9,150,325.79,327.2,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,58,F,1,A,,,,504
354-U1451A-58F-2-A,0,150,327.2,328.7,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,58,F,2,A,,,,505
354-U1451A-58F-3-A,0,80,328.7,329.5,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,58,F,3,A,,,,506
354-U1451A-60F-1-A,0,28,335.2,335.48,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,sharp planar,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,60,F,1,A,,,,507
354-U1451A-60F-1-A,28,60,335.48,335.8,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp irregular,,,,,,,,,,,,,,,354,U1451,A,60,F,1,A,,,,508
354-U1451A-60F-1-A,60,70,335.8,335.9,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,60,F,1,A,,,,509
354-U1451A-60F-1-A,70,150,335.9,336.7,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1451,A,60,F,1,A,,,,510
354-U1451A-60F-2-A,0,150,336.7,338.2,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,60,F,2,A,,,,511
354-U1451A-60F-3-A,0,110,338.2,339.3,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,60,F,3,A,,,,512
354-U1451A-60F-4-A,0,60,339.3,339.9,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,60,F,4,A,,,,513
354-U1451A-62F-1-A,0,150,344.7,346.2,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,color banding,,,,,,,,354,U1451,A,62,F,1,A,,,,514
354-U1451A-62F-2-A,0,93,346.2,347.13,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,62,F,2,A,,,,515
354-U1451A-62F-3-A,0,150,347.13,348.63,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,62,F,3,A,,,,516
354-U1451A-62F-4-A,0,69,348.63,349.32,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,62,F,4,A,,,,517
354-U1451A-62F-CC-A,0,18,349.32,349.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,62,F,CC,A,,,,518
354-U1451A-64F-1-A,0,35,354.2,354.55,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,64,F,1,A,,,,519
354-U1451A-64F-1-A,35,95,354.55,355.15,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,,,,Debrite,,mud clast,Debrite,,,Clasts of nannofossil calcareous ooze in clayey matrix,,,,354,U1451,A,64,F,1,A,,,,520
354-U1451A-64F-1-A,95,150,355.15,355.7,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,64,F,1,A,,,,521
354-U1451A-64F-2-A,0,150,355.7,357.2,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,,,,,,,,,,,,,,354,U1451,A,64,F,2,A,,,,522
354-U1451A-64F-3-A,0,124,357.2,358.44,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,64,F,3,A,,,,523
354-U1451A-64F-CC-A,0,19,358.44,358.63,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,,,,,,,,,,,,,,354,U1451,A,64,F,CC,A,,,,524
354-U1451A-66F-1-A,0,50,363.7,364.2,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,,,,,,,,,,,,,,,354,U1451,A,66,F,1,A,,,,525
354-U1451A-66F-1-A,50,60,364.2,364.3,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,,,,,,,,,,,,,,,354,U1451,A,66,F,1,A,,,,526
354-U1451A-66F-1-A,60,65,364.3,364.35,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,,,,,,,,,,,,,,,354,U1451,A,66,F,1,A,,,,527
354-U1451A-66F-1-A,65,92,364.35,364.62,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,,,,,,,,,,,,,,354,U1451,A,66,F,1,A,,,,528
354-U1451A-66F-1-A,92,150,364.62,365.2,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,66,F,1,A,,,,529
354-U1451A-66F-2-A,0,145,365.2,366.65,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,66,F,2,A,,,,530
354-U1451A-68F-1-A,0,9,373.2,373.29,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,horizontal,,,,,,,,,,,,,,354,U1451,A,68,F,1,A,,,,531
354-U1451A-68F-1-A,9,27,373.29,373.47,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,gradational,horizontal,,,,H,,mottling [BJ80],,,,heavily bioturbated,,,,354,U1451,A,68,F,1,A,,,,532
354-U1451A-68F-1-A,9,27,373.29,373.47,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,68,F,1,A,,,,533
354-U1451A-68F-1-A,27,63,373.47,373.83,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp irregular,sub-horizontal,,,,H,,burrows,,,,,,,,354,U1451,A,68,F,1,A,,,,534
354-U1451A-68F-1-A,63,71,373.83,373.91,,silty [Leg339],calcareous clay [Leg210],with nannofossils [2014],silty calcareous clay,silty calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,sharp irregular,sub-horizontal,,,,H,,,,,,,,,,354,U1451,A,68,F,1,A,,,,535
354-U1451A-68F-1-A,71,150,373.91,374.7,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,68,F,1,A,,,,536
354-U1451A-68F-1-A,71,150,373.91,374.7,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,68,F,1,A,,,,537
354-U1451A-68F-2-A,0,57,374.7,375.27,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,,,,T,,mottling [BJ80],,,,,,,,354,U1451,A,68,F,2,A,,,,538
354-U1451A-68F-2-A,57,79,375.27,375.49,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,,,,T,,normally graded,,,,,,,,354,U1451,A,68,F,2,A,,,,539
354-U1451A-68F-2-A,79,99,375.49,375.69,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,68,F,2,A,,,,540
354-U1451A-68F-2-A,99,150,375.69,376.2,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,,,,,354,U1451,A,68,F,2,A,,,,541
354-U1451A-68F-3-A,0,111,376.2,377.31,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,high drilling disturbance,,,,354,U1451,A,68,F,3,A,,,,542
354-U1451A-68F-4-A,0,66,377.31,377.97,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,68,F,4,A,,,,543
354-U1451A-68F-CC-A,0,18,377.97,378.15,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,68,F,CC,A,,,,544
354-U1451A-70F-1-A,0,57,382.7,383.27,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,dark gray,bioturbated,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],H,,burrows,,,,,,,,354,U1451,A,70,F,1,A,,,,545
354-U1451A-70F-1-A,57,71,383.27,383.41,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,horizontal,medium bed [B01],,,H,,burrows,,,,,,,,354,U1451,A,70,F,1,A,,,,546
354-U1451A-70F-1-A,71,123,383.41,383.93,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,bioturbated,horizontal,medium bed [B01],,,H,,burrows,,,,,,,,354,U1451,A,70,F,1,A,,,,547
354-U1451A-70F-1-A,123,150,383.93,384.2,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,dark gray,,,,,,H,,,,,,,,,,354,U1451,A,70,F,1,A,,,,548
354-U1451A-70F-2-A,0,20,384.2,384.4,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,sharp planar,sub-horizontal,,,,H,,,,,,,,,,354,U1451,A,70,F,2,A,,,,549
354-U1451A-70F-2-A,20,41,384.4,384.61,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,sharp planar,sub-horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],H,,,,,,,,,,354,U1451,A,70,F,2,A,,,,550
354-U1451A-70F-2-A,41,58,384.61,384.78,,,clay [Leg210],,clay,clay,clay,,gray,,sub-horizontal,medium bed [B01],,,T,,,,,,,,,,354,U1451,A,70,F,2,A,,,,551
354-U1451A-70F-2-A,58,96,384.78,385.16,,,silt [Leg210],with nannofossils [2014],silt,silt with nannofossils,silt with nannofossils,,gray,sharp irregular,sub-horizontal,thick bed [B01],,,T,,,,,,,,,,354,U1451,A,70,F,2,A,,,,552
354-U1451A-70F-2-A,96,100,385.16,385.2,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,H,,,,,,,,,,354,U1451,A,70,F,2,A,,,,553
354-U1451A-70F-3-A,0,13,385.2,385.33,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp planar,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,A,70,F,3,A,,,,554
354-U1451A-70F-3-A,13,97,385.33,386.17,,,calcareous clay [Leg210]c,with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],silt [Leg210],thin bed [B01],H,,,,,,,,,,354,U1451,A,70,F,3,A,,,,555
354-U1451A-70F-4-A,0,130,386.17,387.47,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,silt flow-in drilling disturbance through out the section.,,,,354,U1451,A,70,F,4,A,,,,556
354-U1451A-70F-CC-A,0,27,387.47,387.74,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,silt flow-in drilling disturbance through out the section.,,,,354,U1451,A,70,F,CC,A,,,,557
354-U1451A-72F-1-A,0,3,392.2,392.23,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,horizontal,,,,H,,mud clast,,,,,,,,354,U1451,A,72,F,1,A,,,,558
354-U1451A-72F-1-A,3,16,392.23,392.36,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,gray,gradational,horizontal,,,,T,,mottling [BJ80],,,,,,,,354,U1451,A,72,F,1,A,,,,559
354-U1451A-72F-1-A,3,16,392.23,392.36,,,,with plant fragments [2014],,with plant fragments,with plant fragments,,,,,,,,,,,,,,,,,,354,U1451,A,72,F,1,A,,,,560
354-U1451A-72F-1-A,16,43,392.36,392.63,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,A,72,F,1,A,,,,561
354-U1451A-72F-1-A,16,43,392.36,392.63,,,,with plant fragments [2014],,with plant fragments,with plant fragments,,,,,,,,,,,,,,fining upward from silt to clay with wood fragments,,,,354,U1451,A,72,F,1,A,,,,562
354-U1451A-72F-1-A,43,110,392.63,393.3,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,normally graded,,,,interval of mud turbidites,,,,354,U1451,A,72,F,1,A,,,,563
354-U1451A-72F-1-A,110,127,393.3,393.47,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,,,,T,,mottling [BJ80],,,,,,,,354,U1451,A,72,F,1,A,,,,564
354-U1451A-72F-1-A,110,127,393.3,393.47,,,,with plant fragments [2014],,with plant fragments,with plant fragments,,,,,,,,,,,,,,,,,,354,U1451,A,72,F,1,A,,,,565
354-U1451A-72F-1-A,127,140,393.47,393.6,,,clay [Leg210],with plant fragments [2014],clay,clay with plant fragments,clay with plant fragments,,gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,72,F,1,A,,,,566
354-U1451A-72F-1-A,140,150,393.6,393.7,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,,,,,,,,,,,,,,,354,U1451,A,72,F,1,A,,,,567
354-U1451A-72F-1-A,140,150,393.6,393.7,,,,with plant fragments [2014],,with plant fragments,with plant fragments,,,,,,,,T,,,,,,wood fragments in silty laminae,,,,354,U1451,A,72,F,1,A,,,,568
