Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],lithology classification,Comment,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
317-U1351B-11H-1-A,317,U1351,B,11,11-1,H,1,A,60,140,70.3,71.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","mottle, shell fragments scattered",,,,,,122
317-U1351B-11H-2-A,317,U1351,B,11,11-2,H,2,A,0,115,71.2,72.35,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",spotted and rounded burrows scatter,,,,,,123
317-U1351B-11H-2-A,317,U1351,B,11,11-2,H,2,A,115,140,72.35,72.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",spotted and rounded burrows scatter,,,,,,124
317-U1351B-11H-3-A,317,U1351,B,11,11-3,H,3,A,0,88,72.7,73.58,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","mottled to massive
",,,,,,125
317-U1351B-11H-3-A,317,U1351,B,11,11-3,H,3,A,88,91,73.58,73.61,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",massive,,,,,,126
317-U1351B-11H-3-A,317,U1351,B,11,11-3,H,3,A,91,143,73.61,74.13,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","mottled to massive
",,,,,,127
317-U1351B-11H-4-A,317,U1351,B,11,11-4,H,4,A,0,70,74.2,74.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","massive to mottled, 30 to 70 cm: sand pockets filled with vfs and shells smaller than 5 mm",,,,,,128
317-U1351B-11H-4-A,317,U1351,B,11,11-4,H,4,A,70,110,74.9,75.3,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",abundant shell fragments and mud patches scatter in the sand,,,,,,129
317-U1351B-11H-CC-A,317,U1351,B,11,11-CC,H,CC,A,0,15,75.37,75.52,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,130
317-U1351B-12H-1-A,317,U1351,B,12,12-1,H,1,A,0,86,75.7,76.56,,Shell bed,,Shell bed,,,,,Expedition 317,possible fall-in,,,,,,131
317-U1351B-12H-1-A,317,U1351,B,12,12-1,H,1,A,86,111,76.56,76.81,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,132
317-U1351B-12H-1-A,317,U1351,B,12,12-1,H,1,A,111,122,76.81,76.92,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922",cemented,,,,,,133
317-U1351B-13H-1-A,317,U1351,B,13,13-1,H,1,A,0,90,85.2,86.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,134
317-U1351B-13H-1-A,317,U1351,B,13,13-1,H,1,A,90,98,86.1,86.18,,,,,,,,,,Void,,,,,,135
317-U1351B-13H-2-A,317,U1351,B,13,13-2,H,2,A,0,146,86.18,87.64,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,136
317-U1351B-13H-2-A,317,U1351,B,13,13-2,H,2,A,146,149,87.64,87.67,,,,,,,,,,void,,,,,,137
317-U1351B-13H-3-A,317,U1351,B,13,13-3,H,3,A,0,150,87.68,89.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","interbed mud (silt) layers at 106-110 cm and 113-119 cm, clayey layers at 123-127 cm, 135-140 cm, and 142-143 cm",,,,,,138
317-U1351B-13H-4-A,317,U1351,B,13,13-4,H,4,A,0,84,89.18,90.02,,Shell bed,,Shell bed,,,,,Expedition 317,Possible fall-in,,,,,,139
317-U1351B-14X-1-A,317,U1351,B,14,14-1,X,1,A,0,140,94.7,96.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous layer,,,,,,140
317-U1351B-14X-2-A,317,U1351,B,14,14-2,X,2,A,0,57,96.2,96.77,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous layer,,,,,,141
317-U1351B-14X-CC-A,317,U1351,B,14,14-CC,X,CC,A,0,33,96.77,97.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous layer,,,,,,142
317-U1351B-15X-CC-A,317,U1351,B,15,15-CC,X,CC,A,0,10,103.3,103.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Possible fall-out,,,,,,143
317-U1351B-15X-CC-A,317,U1351,B,15,15-CC,X,CC,A,10,15,103.4,103.45,,Shell bed,,Shell bed,,,,,Expedition 317,Possible fall-out,,,,,,144
317-U1351B-16X-1-A,317,U1351,B,16,16-1,X,1,A,0,150,112.9,114.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,145
317-U1351B-16X-2-A,317,U1351,B,16,16-2,X,2,A,0,36,114.4,114.76,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,146
317-U1351B-16X-2-A,317,U1351,B,16,16-2,X,2,A,36,150,114.76,115.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,147
317-U1351B-16X-3-A,317,U1351,B,16,16-3,X,3,A,0,119,115.9,117.09,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,148
317-U1351B-16X-4-A,317,U1351,B,16,16-4,X,4,A,0,112,117.4,118.52,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,149
317-U1351B-16X-4-A,317,U1351,B,16,16-4,X,4,A,112,144,118.52,118.84,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,150
317-U1351B-16X-5-A,317,U1351,B,16,16-5,X,5,A,0,100,118.9,119.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,151
317-U1351B-16X-CC-A,317,U1351,B,16,16-CC,X,CC,A,0,10,119.9,120,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous layer,,,,,,152
317-U1351B-16X-CC-A,317,U1351,B,16,16-CC,X,CC,A,10,32,120,120.22,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,153
317-U1351B-18X-1-A,317,U1351,B,18,18-1,X,1,A,0,93,132,132.93,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,154
317-U1351B-18X-1-A,317,U1351,B,18,18-1,X,1,A,93,100,132.93,133,,Clay [S54] ,,Clay,,,,,,,,,,,,155
317-U1351B-18X-1-A,317,U1351,B,18,18-1,X,1,A,100,140,133,133.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,156
317-U1351B-18X-2-A,317,U1351,B,18,18-2,X,2,A,0,53,133.5,134.03,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,157
317-U1351B-18X-CC-A,317,U1351,B,18,18-CC,X,CC,A,0,33,134.03,134.36,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,158
317-U1351B-18X-CC-A,317,U1351,B,18,18-CC,X,CC,A,33,34,134.36,134.37,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",shelly mud,,,,,,159
317-U1351B-18X-CC-A,317,U1351,B,18,18-CC,X,CC,A,34,36,134.37,134.39,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous mud,,,,,,160
317-U1351B-19X-1-A,317,U1351,B,19,19-1,X,1,A,0,118,141.6,142.78,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,161
317-U1351B-19X-1-A,317,U1351,B,19,19-1,X,1,A,118,150,142.78,143.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",shelly mud,,,,,,162
317-U1351B-19X-2-A,317,U1351,B,19,19-2,X,2,A,0,109,143.1,144.19,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922",Shelly bed (shell fragment < 1 cm),,,,,,163
317-U1351B-19X-2-A,317,U1351,B,19,19-2,X,2,A,109,140,144.19,144.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",shell fragments < 1 cm,,,,,,164
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,0,150,144.6,146.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","dark greenish gray and gray bands (56-65 cm, 69-73 cm, 95-99 cm, 119-122 cm, 140-150 cm)",,,,,,165
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,56,65,145.16,145.25,,clay [S54] ,,clay,,,,,,,,,,,,166
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,65,69,145.25,145.29,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,167
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,69,73,145.29,145.33,,clay [S54] ,,clay,,,,,,,,,,,,168
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,73,95,145.33,145.55,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,169
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,95,99,145.55,145.59,,clay [S54] ,,clay,,,,,,,,,,,,170
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,99,114,145.59,145.74,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,171
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,114,122,145.74,145.82,,clay [S54] ,,clay,,,,,,,,,,,,172
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,122,140,145.82,146,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,173
317-U1351B-19X-3-A,317,U1351,B,19,19-3,X,3,A,140,150,146,146.1,,clay [S54] ,,clay,,,,,,,,,,,,174
317-U1351B-19X-4-A,317,U1351,B,19,19-4,X,4,A,0,113,146.1,147.23,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",color banded mud,,,,,,175
317-U1351B-19X-CC-A,317,U1351,B,19,19-CC,X,CC,A,0,17,147.23,147.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",shelly mud,,,,,,176
317-U1351B-19X-CC-A,317,U1351,B,19,19-CC,X,CC,A,17,37,147.4,147.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",cemented mud,,,,,,177
317-U1351B-20X-1-A,317,U1351,B,20,20-1,X,1,A,0,150,151.2,152.7,,Clay [S54] ,,Clay,,,,,,,,,,,,178
317-U1351B-20X-2-A,317,U1351,B,20,20-2,X,2,A,0,110,152.7,153.8,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,alternation of very fine sand and silt. sands are partly muddy. sand and silt beds thicken from 1 to 15 cm. mud is cemented in the interval from 100 to 106 cm.,,,,,,179
317-U1351B-20X-2-A,317,U1351,B,20,20-2,X,2,A,100,106,153.7,153.76,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",cemented interval,,,,,,180
317-U1351B-20X-2-A,317,U1351,B,20,20-2,X,2,A,106,110,153.76,153.8,,Clay [S54] ,,Clay,,,,,"Shepard, 1954 - Leg 210 revision",cemented interval,,,,,,181
317-U1351B-20X-2-A,317,U1351,B,20,20-2,X,2,A,110,140,153.8,154.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,182
317-U1351B-20X-3-A,317,U1351,B,20,20-3,X,3,A,0,150,154.2,155.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,183
317-U1351B-20X-3-A,317,U1351,B,20,20-3,X,3,A,129,130,155.49,155.5,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,,,184
317-U1351B-20X-3-A,317,U1351,B,20,20-3,X,3,A,133,134,155.53,155.54,,Clay [S54] ,,Clay,,,,,,,,,,,,185
317-U1351B-20X-4-A,317,U1351,B,20,20-4,X,4,A,0,140,155.7,157.1,,Clay [S54] ,,Clay,,,,,,cemented,,,,,,186
317-U1351B-20X-4-A,317,U1351,B,20,20-4,X,4,A,0,140,155.7,157.1,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,130-132 cm cemented,,,,,,187
317-U1351B-20X-4-A,317,U1351,B,20,20-4,X,4,A,0,150,155.7,157.2,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,130-132 cm cemented,,,,,,188
317-U1351B-20X-5-A,317,U1351,B,20,20-5,X,5,A,0,150,157.2,158.7,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,189
317-U1351B-20X-6-A,317,U1351,B,20,20-6,X,6,A,0,111,158.7,159.81,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,,,,,190
317-U1351B-20X-CC-A,317,U1351,B,20,20-CC,X,CC,A,0,41,159.81,160.22,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogenous,,,,,,191
317-U1351B-21X-1-A,317,U1351,B,21,21-1,X,1,A,0,150,160.8,162.3,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very fine, micaceous mud, homogeneous.  rare shells & shell fragmnets are scattered.  silty, very fine sand-rilled Chondrites burrows (diameter = 4 mm).",,,,,,192
317-U1351B-21X-1-A,317,U1351,B,21,21-1,X,1,A,101,103,161.81,161.83,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","moderately well sorted, micaceous, silty very fine sand",,,,,,193
317-U1351B-21X-2-A,317,U1351,B,21,21-2,X,2,A,0,48,162.3,162.78,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,194
317-U1351B-21X-2-A,317,U1351,B,21,21-2,X,2,A,0,150,162.3,163.8,,,,,,,,,,sand-filled Chondrites burrow are common (diameter = 4 mm).,,,,,,195
317-U1351B-21X-2-A,317,U1351,B,21,21-2,X,2,A,48,110,162.78,163.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",color alternation with N4 (more silty) & N5 (more clayey),,,,,,196
317-U1351B-21X-2-A,317,U1351,B,21,21-2,X,2,A,110,150,163.4,163.8,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,"interbedded calicareous, very fine sand (N4) & mud (N5).  thinly laminated.",,,,,,197
317-U1351B-21X-2-A,317,U1351,B,21,21-2,X,2,A,110,150,163.4,163.8,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,"interbedded micaceous, very fine sand (N4) & mud (N5).  thinly laminated.",,,,,,198
317-U1351B-21X-3-A,317,U1351,B,21,21-3,X,3,A,0,55,163.8,164.35,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,"interbedded micaceous, very fine sand with mud.  thinly bedded",,,,,,199
317-U1351B-21X-3-A,317,U1351,B,21,21-3,X,3,A,0,120,163.8,165,,,,,,,,,, Chondrites burrows are common (diameter = 4 mm).,,,,,,200
317-U1351B-21X-3-A,317,U1351,B,21,21-3,X,3,A,55,120,164.35,165,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",alternating color band (N4/N5).,,,,,,201
317-U1351B-21X-4-A,317,U1351,B,21,21-4,X,4,A,0,144,165.3,166.74,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,"interbedded , very fine micaceous silty sand  (N4) & clayey mud (N5).",,,,,,202
317-U1351B-21X-4-A,317,U1351,B,21,21-4,X,4,A,0,144,165.3,166.74,,,,,,,,,,burrows of Chondrites are rare (diameter = 3 mm).  ,,,,,,203
317-U1351B-21X-4-A,317,U1351,B,21,21-4,X,4,A,7,8,165.37,165.38,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","very fine, micaceous sand.",,,,,,204
317-U1351B-21X-4-A,317,U1351,B,21,21-4,X,4,A,25,25.5,165.55,165.555,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","very fine, micaceous sand.",,,,,,205
317-U1351B-21X-4-A,317,U1351,B,21,21-4,X,4,A,142,144.5,166.72,166.745,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","very fine, micaceous sand.",,,,,,206
317-U1351B-21X-5-A,317,U1351,B,21,21-5,X,5,A,0,105,166.8,167.85,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","very fine sandy, micaceous mud, with color banding N4/N5 at cm-dm scale.  ",,,,,,207
317-U1351B-21X-5-A,317,U1351,B,21,21-5,X,5,A,105,105,167.85,167.85,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","bioturbated, calcareous sandy mud.  common shell fragments.",,,,,,208
317-U1351B-21X-5-A,317,U1351,B,21,21-5,X,5,A,105,130,167.85,168.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",calcareous fine sandy mud. common shell fragment,,,,,,209
317-U1351B-21X-CC-A,317,U1351,B,21,21-CC,X,CC,A,0,14,168.1,168.24,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",scattered rare shell fragments.,,,,,,210
317-U1351B-21X-CC-A,317,U1351,B,21,21-CC,X,CC,A,14,25,168.24,168.35,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","calcareous, sandy, shelly (common) mud with sharp lower boundary.",,,,,,211
317-U1351B-21X-CC-A,317,U1351,B,21,21-CC,X,CC,A,25,37,168.35,168.47,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",scattered rare shell fragments.,,,,,,212
317-U1351B-22X-1-A,317,U1351,B,22,22-1,X,1,A,0,6,170.4,170.46,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Likely coring artefact,,,,,,213
317-U1351B-22X-1-A,317,U1351,B,22,22-1,X,1,A,6,102,170.46,171.42,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",Moderately sorted fine sandy mud,,,,,,214
317-U1351B-22X-1-A,317,U1351,B,22,22-1,X,1,A,102,146,171.42,171.86,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Clayey mud with Thalassinoides burrows,,,,,,215
317-U1351B-22X-1-A,317,U1351,B,22,22-1,X,1,A,146,150,171.86,171.9,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",Very fine sandy mud.,,,,,,216
317-U1351B-22X-2-A,317,U1351,B,22,22-2,X,2,A,0,141,171.9,173.31,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",very fine sandy mud.,,,,,,217
317-U1351B-22X-3-A,317,U1351,B,22,22-3,X,3,A,0,150,173.4,174.9,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Moderately sorted shelly muddy sand. Clumps of bioclastic limestone (grainstone) throughout.,,,,,,218
317-U1351B-22X-CC-A,317,U1351,B,22,22-CC,X,CC,A,0,35,174.9,175.25,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",Mod. sorted shelly muddy sand. Cemented nodules of bioclastic limestone (grainstone) are common.,,,,,,219
317-U1351B-23X-CC-A,317,U1351,B,23,23-CC,X,CC,A,0,5,180,180.05,,Shell hash,,Shell hash,,,,,Leg 150,vernacle hashes are common.,,,,,,220
317-U1351B-23X-CC-A,317,U1351,B,23,23-CC,X,CC,A,5,17,180.05,180.17,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",with scattered shell hash.,,,,,,221
317-U1351B-24X-CC-W,317,U1351,B,24,24-CC,X,CC,W,0,5,189.6,189.65,,Shell hash,,Shell hash,,,,,Leg 150,"bioclastic sand (mdy shell hash & shells, up to pebble size).",,,,,,222
317-U1351B-24X-CC-W,317,U1351,B,24,24-CC,X,CC,W,5,14,189.65,189.74,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",shelly mud.  shell hashes are mostly coarse-sand to granule size.  containing shell bearing mud clast & calcareous cemented shells. ,,,,,,223
317-U1351B-25X-1-A,317,U1351,B,25,25-1,X,1,A,0,9,199.2,199.29,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","disturbed shelley mud, with sharp inclined lower boundary.",,,,,,224
317-U1351B-25X-1-A,317,U1351,B,25,25-1,X,1,A,0,85,199.2,200.05,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","with scattered rare shell hash (up to granule size). with rare Chondrites, filled with sillty very fine snad; diameter = 2.5 mm).",,,,,,225
317-U1351B-25X-1-A,317,U1351,B,25,25-1,X,1,A,85,116,200.05,200.36,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","shelly mud. with scattered shell fragments (mostly bivalves, up to 3 cm in diameter).",,,,,,226
317-U1351B-25X-2-A,317,U1351,B,25,25-2,X,2,A,0,106,200.7,201.76,,Shell hash,,Shell hash,,,,,Leg 150,shell hash and v.f. sandy mud with bioclastic sand up to 1.5 cm in diameter. ,,,,,,227
317-U1351B-25X-2-A,317,U1351,B,25,25-2,X,2,A,0,106,200.7,201.76,,,,,,,,,,"bioclastic sand, up to 1.5 cm in diameter. ",,,,,,228
317-U1351B-25X-3-A,317,U1351,B,25,25-3,X,3,A,0,47,201.8,202.27,,Shell hash,,Shell hash,,,,,Leg 150,shell hash and v.f. sandy mud with bioclastic sand.,,,,,,229
317-U1351B-25X-CC-A,317,U1351,B,25,25-CC,X,CC,A,0,32,202.27,202.59,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","v.f. sandy mud with bioclastic sand, including some calcareous cemented clasts.",,,,,,230
317-U1351B-26X-CC-A,317,U1351,B,26,26-CC,X,CC,A,0,12,208.8,208.92,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",bioclastic sand,,,,,,231
317-U1351B-27X-1-A,317,U1351,B,27,27-1,X,1,A,0,150,218.4,219.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogenous mud (silty clay) with sparse shell fragments.  Intervals of very fine sandy/silty mud from 92-103 cm and 122-132 cm.  Rare Chondrites(?) burrows infilled with very fine sand/silt. Shell fragments are bivalve and gastropods.,,,,,,232
317-U1351B-27X-2-A,317,U1351,B,27,27-2,X,2,A,0,140,219.9,221.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogenous mud (silty clay) with sparse shell fragments.  Rare Chondrites(?) burrows infilled with very fine sand/silt. Shell fragments are bivalve and gastropods.,,,,,,233
317-U1351B-27X-3-A,317,U1351,B,27,27-3,X,3,A,0,96,221.4,222.36,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Homogenous mud (silty clay) with sparse to common shell fragments.  Intervals of very shelly mud from: 0 -10, 28-33, 96-112,117-120,145-150 cm. Shell fragments are bivalve and gastropods.  Shelly concretion at 105-106 cm.",,,,,,234
317-U1351B-27X-3-A,317,U1351,B,27,27-3,X,3,A,96,112,222.36,222.52,,Silt [S54],,Silt,,,,,"Shepard, 1954",Silt with authigenic carbonate,,,,,,235
317-U1351B-27X-3-A,317,U1351,B,27,27-3,X,3,A,112,150,222.52,222.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,236
317-U1351B-27X-4-A,317,U1351,B,27,27-4,X,4,A,0,95,222.9,223.85,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with rare to common shell fragments.  Fine sand/shelly mud from 95-105 cm with sharp contact.  Common shell fragments from 20-35, 60-63, 83-106, 134-150 cm. Shell fragments include barnacle plates, bivalve fragments.  Pectin fragment at 85 cm, barnacle plates at 48 cm.
",,,,,,237
317-U1351B-27X-4-A,317,U1351,B,27,27-4,X,4,A,95,105,223.85,223.95,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,238
317-U1351B-27X-4-A,317,U1351,B,27,27-4,X,4,A,105,150,223.95,224.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,239
317-U1351B-27X-5-A,317,U1351,B,27,27-5,X,5,A,0,110,224.4,225.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with rare to common shell fragments. Common shell fragments from 5-17, 30-110 cm. Shell fragments include barnacle plates, mollusk fragements. Shelly intervals tend to be silty.",,,,,,240
317-U1351B-27X-6-A,317,U1351,B,27,27-6,X,6,A,0,50,225.5,226,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with rare to common shell fragments. Common shell fragments from 0-24 cm. Shell fragments include barnacle plates, bivalve fragements. Very fine sand/silt fill of Planolites(?) burrow at 36-37 cm.",,,,,,241
317-U1351B-27X-CC-A,317,U1351,B,27,27-CC,X,CC,A,0,25,226,226.25,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with well-sorted silt lamina at 10-11 cm,,,,,,242
317-U1351B-28X-1-A,317,U1351,B,28,28-1,X,1,A,0,150,228,229.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",sandy mud with scattered shells throughout.,,,,,,243
317-U1351B-28X-2-A,317,U1351,B,28,28-2,X,2,A,0,140,229.5,230.9,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,244
317-U1351B-28X-3-A,317,U1351,B,28,28-3,X,3,A,0,150,231,232.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",sandy mud with scattered shells throughout.,,,,,,245
