Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
320-U1332C-16X-1-A,320,U1332,C,8,8-CC,H,CC,A,0,23,67.95,68.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,,,,,110
320-U1332C-16X-2-A,320,U1332,C,8,8-CC,H,CC,A,0,23,67.95,68.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,,,,,111
320-U1332C-16X-3-A,320,U1332,C,9,9-1,H,1,A,0,150,66,67.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,,,,,112
320-U1332C-16X-4-A,320,U1332,C,9,9-2,H,2,A,0,68,67.5,68.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,,,,,113
320-U1332C-16X-5-A,320,U1332,C,9,9-2,H,2,A,68,95,68.18,68.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 5/3,,,,,,,114
320-U1332C-16X-CC-A,320,U1332,C,9,9-2,H,2,A,95,116,68.45,68.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 8/2,,,,,,,115
320-U1332C-17X-1-A,320,U1332,C,9,9-2,H,2,A,116,150,68.66,69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,"Pumice (5 mm) at 63 cm in section 6, <10% diatoms",,,,,,116
320-U1332C-17X-2-A,320,U1332,C,9,9-3,H,3,A,0,150,69,70.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,"Pumice (5 mm) at 63 cm in section 6, <10% diatoms",,,,,,117
320-U1332C-17X-CC-A,320,U1332,C,9,9-4,H,4,A,0,150,70.5,72,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,"Pumice (5 mm) at 63 cm in section 6, <10% diatoms",,,,,,118
320-U1332C-18X-CC-A,320,U1332,C,9,9-5,H,5,A,0,150,72,73.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,"Pumice (5 mm) at 63 cm in section 6, <10% diatoms",,,,,,119
,320,U1332,C,9,9-6,H,6,A,0,150,73.5,75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,"Pumice (5 mm) at 63 cm in section 6, <10% diatoms",,,,,,120
,320,U1332,C,9,9-7,H,7,A,0,48,75,75.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,"Pumice (5 mm) at 63 cm in section 6, <10% diatoms",,,,,,121
,320,U1332,C,9,9-7,H,7,A,48,59,75.48,75.59,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,,,,,122
,320,U1332,C,9,9-CC,H,CC,A,0,32,75.59,75.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,,,,,123
,320,U1332,C,10,10-1,H,1,A,0,150,75.5,77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/3,,,,,,,124
,320,U1332,C,10,10-2,H,2,A,0,150,77,78.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/3,,,,,,,125
,320,U1332,C,10,10-3,H,3,A,0,150,78.5,80,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/3,,,,,,,126
,320,U1332,C,10,10-4,H,4,A,0,150,80,81.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/3,,,,,,,127
,320,U1332,C,10,10-5,H,5,A,0,150,81.5,83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/3,,,,,,,128
,320,U1332,C,10,10-6,H,6,A,0,150,83,84.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/3,,,,,,,129
,320,U1332,C,10,10-7,H,7,A,0,74,84.5,85.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/3,,,,,,,130
,320,U1332,C,10,10-CC,H,CC,A,0,29,85.24,85.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 4/3,,,,,,,131
,320,U1332,C,11,11-1,H,1,A,0,150,85,86.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 3/3,,,,,,,132
,320,U1332,C,11,11-2,H,2,A,0,150,86.5,88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 3/3,,,,,,,133
,320,U1332,C,11,11-3,H,3,A,0,150,88,89.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 3/3,,,,,,,134
,320,U1332,C,11,11-4,H,4,A,0,150,89.5,91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 3/3,,,,,,,135
,320,U1332,C,11,11-5,H,5,A,0,150,91,92.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 3/3,,,,,,,136
,320,U1332,C,11,11-6,H,6,A,0,124,92.5,93.74,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 3/3,,,,,,,137
,320,U1332,C,11,11-CC,H,CC,A,0,29,93.74,94.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100,soft,10YR 3/3,,,,,,,138
,320,U1332,C,12,12-1,H,1,A,0,150,94.5,96,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,,,,,139
,320,U1332,C,12,12-1,H,1,A,0,150,94.5,96,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,140
,320,U1332,C,12,12-2,H,2,A,0,150,96,97.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,,,,,141
,320,U1332,C,12,12-2,H,2,A,0,150,96,97.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,142
,320,U1332,C,12,12-3,H,3,A,0,150,97.5,99,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,,,,,143
,320,U1332,C,12,12-3,H,3,A,0,150,97.5,99,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,144
,320,U1332,C,12,12-4,H,4,A,0,150,99,100.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,,,,,145
,320,U1332,C,12,12-4,H,4,A,0,150,99,100.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,146
,320,U1332,C,12,12-5,H,5,A,0,150,100.5,102,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,,,,,147
,320,U1332,C,12,12-5,H,5,A,0,150,100.5,102,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,148
,320,U1332,C,12,12-6,H,6,A,0,113,102,103.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,,,,,149
,320,U1332,C,12,12-6,H,6,A,0,113,102,103.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,150
,320,U1332,C,12,12-CC,H,CC,A,0,9,103.13,103.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,,,,,151
,320,U1332,C,12,12-CC,H,CC,A,0,9,103.13,103.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,70,soft,10YR 3/3,,,,,,,152
,320,U1332,C,13,13-1,H,1,A,0,150,104,105.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/4,,,,,,,153
,320,U1332,C,13,13-1,H,1,A,0,150,104,105.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,80,soft,10YR 3/3,Pumice (0.2-1.0 cm) at 123-126 cm interval in Section 2.,,,,,,154
,320,U1332,C,13,13-2,H,2,A,0,150,105.5,107,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/4,,,,,,,155
,320,U1332,C,13,13-2,H,2,A,0,150,105.5,107,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,80,soft,10YR 3/3,Pumice (0.2-1.0 cm) at 123-126 cm interval in Section 2.,,,,,,156
,320,U1332,C,13,13-3,H,3,A,0,150,107,108.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/4,,,,,,,157
,320,U1332,C,13,13-3,H,3,A,0,150,107,108.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,80,soft,10YR 3/3,Pumice (0.2-1.0 cm) at 123-126 cm interval in Section 2.,,,,,,158
,320,U1332,C,13,13-4,H,4,A,0,150,108.5,110,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/4,,,,,,,159
,320,U1332,C,13,13-4,H,4,A,0,150,108.5,110,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,80,soft,10YR 3/3,Pumice (0.2-1.0 cm) at 123-126 cm interval in Section 2.,,,,,,160
,320,U1332,C,13,13-5,H,5,A,0,150,110,111.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/4,,,,,,,161
,320,U1332,C,13,13-5,H,5,A,0,150,110,111.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,80,soft,10YR 3/3,Pumice (0.2-1.0 cm) at 123-126 cm interval in Section 2.,,,,,,162
,320,U1332,C,13,13-6,H,6,A,0,150,111.5,113,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/4,,,,,,,163
,320,U1332,C,13,13-6,H,6,A,0,150,111.5,113,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,80,soft,10YR 3/3,Pumice (0.2-1.0 cm) at 123-126 cm interval in Section 2.,,,,,,164
,320,U1332,C,13,13-7,H,7,A,0,77,113,113.77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/4,,,,,,,165
,320,U1332,C,13,13-7,H,7,A,0,77,113,113.77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,80,soft,10YR 3/3,Pumice (0.2-1.0 cm) at 123-126 cm interval in Section 2.,,,,,,166
,320,U1332,C,13,13-CC,H,CC,A,0,30,113.77,114.07,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/4,,,,,,,167
,320,U1332,C,13,13-CC,H,CC,A,0,30,113.77,114.07,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,80,soft,10YR 3/3,Pumice (0.2-1.0 cm) at 123-126 cm interval in Section 2.,,,,,,168
,320,U1332,C,14,14-1,X,1,A,0,85,113.5,114.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,2.5Y 6/3,,,,,,,169
,320,U1332,C,14,14-1,X,1,A,0,85,113.5,114.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,2.5Y 5/4,,,,,,,170
,320,U1332,C,14,14-2,X,2,A,0,150,114.35,115.85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,2.5Y 6/3,,,,,,,171
,320,U1332,C,14,14-2,X,2,A,0,150,114.35,115.85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,2.5Y 5/4,,,,,,,172
,320,U1332,C,14,14-3,X,3,A,0,150,115.85,117.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,2.5Y 6/3,,,,,,,173
,320,U1332,C,14,14-3,X,3,A,0,150,115.85,117.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,2.5Y 5/4,,,,,,,174
,320,U1332,C,14,14-4,X,4,A,0,150,117.35,118.85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,2.5Y 6/3,,,,,,,175
,320,U1332,C,14,14-4,X,4,A,0,150,117.35,118.85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,2.5Y 5/4,,,,,,,176
,320,U1332,C,14,14-5,X,5,A,0,84,118.85,119.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,2.5Y 6/3,,,,,,,177
,320,U1332,C,14,14-5,X,5,A,0,84,118.85,119.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,2.5Y 5/4,,,,,,,178
,320,U1332,C,14,14-CC,X,CC,A,0,14,119.69,119.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,2.5Y 6/3,,,,,,,179
,320,U1332,C,14,14-CC,X,CC,A,0,14,119.69,119.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,2.5Y 5/4,,,,,,,180
,320,U1332,C,15,15-1,X,1,A,0,150,118,119.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 3/2,,,,,,,181
,320,U1332,C,15,15-1,X,1,A,0,150,118,119.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,with clay,Nannofossil radiolarian  ooze with clay,50,soft,10YR 3/3,,,,,,,182
,320,U1332,C,15,15-2,X,2,A,0,42,119.5,119.92,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 3/2,,,,,,,183
,320,U1332,C,15,15-2,X,2,A,0,42,119.5,119.92,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,with clay,Nannofossil radiolarian  ooze with clay,50,soft,10YR 3/3,,,,,,,184
,320,U1332,C,15,15-2,X,2,A,42,59,119.92,120.09,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 2.5/1,,,,,,,185
,320,U1332,C,15,15-2,X,2,A,59,150,120.09,121,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 3/2,,,,,,,186
,320,U1332,C,15,15-2,X,2,A,59,150,120.09,121,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,with clay,Nannofossil radiolarian  ooze with clay,50,soft,10YR 3/3,,,,,,,187
,320,U1332,C,15,15-3,X,3,A,0,96,121,121.96,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 3/2,,,,,,,188
,320,U1332,C,15,15-3,X,3,A,0,96,121,121.96,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,with clay,Nannofossil radiolarian  ooze with clay,50,soft,10YR 3/3,,,,,,,189
,320,U1332,C,15,15-3,X,3,A,96,116,121.96,122.16,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian  ooze with nannofossils,100,soft,10YR 7/6,,,,,,,190
,320,U1332,C,15,15-3,X,3,A,116,150,122.16,122.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 3/2,,,,,,,191
,320,U1332,C,15,15-3,X,3,A,116,150,122.16,122.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,with clay,Nannofossil radiolarian  ooze with clay,50,soft,10YR 3/3,,,,,,,192
,320,U1332,C,15,15-4,X,4,A,0,150,122.5,124,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 3/2,,,,,,,193
,320,U1332,C,15,15-4,X,4,A,0,150,122.5,124,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,with clay,Nannofossil radiolarian  ooze with clay,50,soft,10YR 3/3,,,,,,,194
,320,U1332,C,15,15-5,X,5,A,0,150,124,125.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 3/2,,,,,,,195
,320,U1332,C,15,15-5,X,5,A,0,150,124,125.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,with clay,Nannofossil radiolarian  ooze with clay,50,soft,10YR 3/3,,,,,,,196
,320,U1332,C,15,15-6,X,6,A,0,130,125.5,126.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 3/2,,,,,,,197
,320,U1332,C,15,15-6,X,6,A,0,130,125.5,126.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,with clay,Nannofossil radiolarian  ooze with clay,50,soft,10YR 3/3,,,,,,,198
,320,U1332,C,15,15-7,X,7,A,0,57,126.8,127.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 3/2,,,,,,,199
,320,U1332,C,15,15-7,X,7,A,0,57,126.8,127.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,with clay,Nannofossil radiolarian  ooze with clay,50,soft,10YR 3/3,,,,,,,200
,320,U1332,C,16,16-1,X,1,A,0,150,127.6,129.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,soft,10YR 3/2,,,,,,,201
,320,U1332,C,16,16-1,X,1,A,0,150,127.6,129.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,,,,,202
,320,U1332,C,16,16-2,X,2,A,0,150,129.1,130.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,soft,10YR 3/2,,,,,,,203
,320,U1332,C,16,16-2,X,2,A,0,150,129.1,130.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,,,,,204
,320,U1332,C,16,16-2,X,2,A,125,128,130.35,130.38,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,10YR 4/3,fragmented,,,,,,205
,320,U1332,C,16,16-3,X,3,A,0,150,130.6,132.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,soft,10YR 3/2,,,,,,,206
,320,U1332,C,16,16-3,X,3,A,0,150,130.6,132.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,,,,,207
,320,U1332,C,16,16-3,X,3,A,1,5,130.61,130.65,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,10YR 4/3,6 cm in diameter,,,,,,208
,320,U1332,C,16,16-4,X,4,A,0,150,132.1,133.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,soft,10YR 3/2,,,,,,,209
,320,U1332,C,16,16-4,X,4,A,0,150,132.1,133.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/3,,,,,,,210
,320,U1332,C,16,16-4,X,4,A,135,142,133.45,133.52,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,10YR 4/3,fragmented,,,,,,211
,320,U1332,C,16,16-5,X,5,A,0,81,133.6,134.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,soft,10YR 5/4,,,,,,,212
,320,U1332,C,16,16-5,X,5,A,0,81,133.6,134.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 4/3,,,,,,,213
,320,U1332,C,16,16-CC,X,CC,A,0,23,134.41,134.64,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,soft,10YR 5/4,,,,,,,214
,320,U1332,C,16,16-CC,X,CC,A,0,23,134.41,134.64,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 4/3,,,,,,,215
,320,U1332,C,17,17-1,X,1,A,0,9,137.2,137.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,soft,10YR 3/4,,,,,,,216
,320,U1332,C,17,17-1,X,1,A,0,9,137.2,137.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 4/4,,,,,,,217
,320,U1332,C,17,17-1,X,1,A,9,20,137.29,137.4,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,10YR 4/3,1 cm pieces highly fragmented,,,,,,218
,320,U1332,C,17,17-1,X,1,A,20,109,137.4,138.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,soft,10YR 3/4,,,,,,,219
,320,U1332,C,17,17-1,X,1,A,20,109,137.4,138.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 4/4,,,,,,,220
,320,U1332,C,17,17-1,X,1,A,109,150,138.29,138.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,soft,10YR 3/4,,,,,,,221
,320,U1332,C,17,17-2,X,2,A,0,2,138.7,138.72,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,soft,10YR 3/4,,,,,,,222
,320,U1332,C,17,17-2,X,2,A,2,7,138.72,138.77,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,10YR 4/3,1 cm pieces highly fragmented,,,,,,223
,320,U1332,C,17,17-2,X,2,A,7,113,138.77,139.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,soft,10YR 3/4,,,,,,,224
,320,U1332,C,17,17-CC,X,CC,A,0,7,139.83,139.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,soft,10YR 3/4,,,,,,,225
,320,U1332,C,18,18-CC,X,CC,A,0,46,146.9,147.36,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,10YR 4/3,"highly fragmented  (1-5 cm in diameter), a brownish yellow mudstone chip (3 cm)",,,,,,226
