Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1422A-1H-2-A,0,38,1.5,1.88,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,2,A
346-U1422A-1H-2-A,38,52,1.88,2.02,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,2,A
346-U1422A-1H-2-A,48,49,1.98,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandy [Leg339],foraminiferal ooze [Leg339],,sandy   foraminiferal ooze ,sandy  foraminiferal ooze ,foraminiferal ooze ,,,,,,,,,,,,,346,U1422,A,1,H,2,A
346-U1422A-1H-2-A,52,70,2.02,2.2,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,2,A
346-U1422A-1H-2-A,70,75,2.2,2.25,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,2,A
346-U1422A-1H-2-A,75,114,2.25,2.64,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,2,A
346-U1422A-1H-2-A,114,128,2.64,2.78,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,2,A
346-U1422A-1H-2-A,125,126,2.75,2.76,,,,,,,,,,,,present ,1,,,pebble ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,2,A
346-U1422A-1H-2-A,128,150,2.78,3,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,2,A
346-U1422A-1H-3-A,0,35,3,3.35,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,35,66,3.35,3.66,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,58,66,3.58,3.66,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,66,67,3.66,3.67,,tephra ,,tephra ,vitric,volcaniclastic-rich,3,,10YR 6/2 (light brownish gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,67,89,3.67,3.89,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,89,113,3.89,4.13,silty ,clay ,,silty  clay ,,,,parallel lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,113,118,4.13,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,113,120,4.13,4.2,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,120,125,4.2,4.25,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,125,137,4.25,4.37,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-3-A,137,150,4.37,4.5,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,3,A
346-U1422A-1H-4-A,0,91,4.5,5.41,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,24,26,4.74,4.76,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,35,47,4.85,4.97,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,49,50,4.99,5,,,,,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,55,57,5.05,5.07,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,71,74,5.21,5.24,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,91,102,5.41,5.52,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,91,120,5.41,5.7,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,120,124,5.7,5.74,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,124,137,5.74,5.87,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,137,140,5.87,5.9,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-4-A,140,150,5.9,6,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,4,A
346-U1422A-1H-5-A,0,80,6,6.8,,clay [Leg210],,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,5,A
346-U1422A-1H-5-A,40,60,6.4,6.6,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,5,A
346-U1422A-1H-5-A,61,62,6.61,6.62,,,,,,,,lens or pod ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sand ,,sand ,sand ,sand ,,,,,,,,,,,,,346,U1422,A,1,H,5,A
346-U1422A-1H-5-A,80,84,6.8,6.84,silty ,clay ,,silty  clay ,,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,5,A
346-U1422A-1H-5-A,84,150,6.84,7.5,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,5,A
346-U1422A-1H-6-A,0,5,7.5,7.55,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-6-A,5,15,7.55,7.65,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-6-A,15,27,7.65,7.77,silty [Leg339],clay [Leg210],,silty  clay ,,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-6-A,27,42,7.77,7.92,,clay [Leg210],,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-6-A,42,54,7.92,8.04,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-6-A,54,55,8.04,8.05,,tephra [FS84],,tephra ,vitric,volcaniclastic-rich,3,,10YR 8/2 (very pale brown),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-6-A,55,63,8.05,8.13,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-6-A,63,99,8.13,8.49,silty [Leg339],clay [Leg210],,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-6-A,99,100,8.49,8.5,,tephra ,,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-6-A,100,150,8.5,9,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,6,A
346-U1422A-1H-7-A,0,40,9,9.4,,clay [Leg210],,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,7,A
346-U1422A-1H-7-A,40,71,9.4,9.71,silty ,clay ,,silty  clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,7,A
346-U1422A-1H-CC-A,0,20,9.71,9.91,silty [Leg339],clay [Leg210],,silty  clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,CC,A
