Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1422A-1H-1-A,0,20,0,0.2,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,1,A
346-U1422A-1H-1-A,20,45,0.2,0.45,silty ,clay ,,silty  clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,1,A
346-U1422A-1H-1-A,36,37,0.36,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,1,A
346-U1422A-1H-1-A,45,57,0.45,0.57,,clay ,,clay ,,,,,5YR 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,1,A
346-U1422A-1H-1-A,57,61,0.57,0.61,silty ,clay ,,silty  clay ,,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,1,A
346-U1422A-1H-1-A,61,122,0.61,1.22,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,1,A
346-U1422A-1H-1-A,105,115,1.05,1.15,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faintly laminated section with inter-bedding greenish grey (5G 4/1) with clay,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,1,A
346-U1422A-1H-1-A,122,130,1.22,1.3,silty ,clay ,,silty  clay ,,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,1,A
346-U1422A-1H-1-A,130,140,1.3,1.4,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,1,A
346-U1422A-1H-2-A,0,24,1.5,1.74,,,,,,,,,,slight ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,A,1,H,2,A
