Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Lithology Suffix,Minor Lithology Prefix,Lithology Prefix,Minor Lithology Suffix,row_index
340-U1395B-6H-4-A,340,U1395,B,6,6-4,H,4,A,39,54,48.81,48.96,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,80,0,0,0,0,20,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,148
340-U1395B-6H-4-A,340,U1395,B,6,6-4,H,4,A,54,130,48.96,49.72,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,149
340-U1395B-6H-4-A,340,U1395,B,6,6-4,H,4,A,130,150,49.72,49.92,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,150
340-U1395B-6H-5-A,340,U1395,B,6,6-5,H,5,A,0,6,49.92,49.98,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,100,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,151
340-U1395B-6H-5-A,340,U1395,B,6,6-5,H,5,A,6,153,49.98,51.45,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,152
340-U1395B-6H-6-A,340,U1395,B,6,6-6,H,6,A,0,32,51.45,51.77,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,153
340-U1395B-6H-6-A,340,U1395,B,6,6-6,H,6,A,32,39,51.77,51.84,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,10,80,0,10,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,154
340-U1395B-6H-6-A,340,U1395,B,6,6-6,H,6,A,39,137,51.84,52.82,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,155
340-U1395B-6H-6-A,340,U1395,B,6,6-6,H,6,A,137,142,52.82,52.87,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,80,0,20,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,156
340-U1395B-6H-6-A,340,U1395,B,6,6-6,H,6,A,142,150,52.87,52.95,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,157
340-U1395B-6H-7-A,340,U1395,B,6,6-7,H,7,A,0,19,52.95,53.14,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,fine sand [T07],4,calcareous sand [Leg210],40,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,60,0,0,0,0,0,0,40,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,158
340-U1395B-6H-7-A,340,U1395,B,6,6-7,H,7,A,19,23,53.14,53.18,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,fine sand [T07],4,calcareous sand [Leg210],20,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,80,0,0,0,0,0,0,20,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,159
340-U1395B-6H-7-A,340,U1395,B,6,6-7,H,7,A,23,55,53.18,53.5,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],50,fine sand [T07],4,calcareous sand [Leg210],50,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,0,0,0,0,0,50,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,160
340-U1395B-6H-7-A,340,U1395,B,6,6-7,H,7,A,55,60,53.5,53.55,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,100,0,0,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,161
340-U1395B-6H-7-A,340,U1395,B,6,6-7,H,7,A,60,67,53.55,53.62,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,fine sand [T07],4,calcareous sand [Leg210],40,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,60,0,0,0,0,0,0,40,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,162
340-U1395B-6H-CC-A,340,U1395,B,6,6-CC,H,CC,A,0,21.5,53.62,53.835,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,163
340-U1395B-6H-CC-A,340,U1395,B,6,6-CC,H,CC,A,0,27,53.62,53.89,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,80,0,0,0,0,10,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,164
340-U1395B-6H-CC-A,340,U1395,B,6,6-CC,H,CC,A,21.5,27,53.835,53.89,,,,,,,,,,,,PAL sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,165
340-U1395B-7H-1-A,340,U1395,B,7,7-1,H,1,A,0,10,53.4,53.5,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,,,100,mix bioclastic volcaniclastic hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,8,0,2,0,0,80,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,166
340-U1395B-7H-1-A,340,U1395,B,7,7-1,H,1,A,10,150,53.5,54.9,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],75,medium sand [T07],6,volcaniclastic-sand [BGS-S81],25,medium sand [T07],6,100,mix of bioclastic and volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,10,0,0,60,0,15,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,167
340-U1395B-7H-2-A,340,U1395,B,7,7-2,H,2,A,0,5,54.9,54.95,slight [drilling disturbance],2,calcareous sand [Leg210],70,coarse sand [T07],7,volcaniclastic-sand [BGS-S81],30,coarse sand [T07],7,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,60,10,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,168
340-U1395B-7H-2-A,340,U1395,B,7,7-2,H,2,A,5,34,54.95,55.24,slight [drilling disturbance],2,calcareous sand [Leg210],90,medium sand [T07],6,volcaniclastic-sand [BGS-S81],10,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,90,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,169
340-U1395B-7H-2-A,340,U1395,B,7,7-2,H,2,A,34,86,55.24,55.76,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,40,0,0,0,30,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,170
340-U1395B-7H-2-A,340,U1395,B,7,7-2,H,2,A,86,88,55.76,55.78,slight [drilling disturbance],2,volcanic ash [Leg339],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,40,0,0,20,20,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,171
340-U1395B-7H-2-A,340,U1395,B,7,7-2,H,2,A,88,150,55.78,56.4,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,1,99,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,172
340-U1395B-7H-3-A,340,U1395,B,7,7-3,H,3,A,0,7,56.4,56.47,slight [drilling disturbance],2,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,mix bioclastic volcaniclastic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,80,0,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,173
340-U1395B-7H-3-A,340,U1395,B,7,7-3,H,3,A,7,20,56.47,56.6,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,0,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,174
340-U1395B-7H-3-A,340,U1395,B,7,7-3,H,3,A,20,22,56.6,56.62,moderate [drilling disturbance],4,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,mix bioclastic volcaniclastic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,80,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,175
340-U1395B-7H-3-A,340,U1395,B,7,7-3,H,3,A,22,43,56.62,56.83,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,0,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,176
340-U1395B-7H-3-A,340,U1395,B,7,7-3,H,3,A,43,53,56.83,56.93,slight [drilling disturbance],2,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,mix bioclastic volcaniclastic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,80,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,177
340-U1395B-7H-3-A,340,U1395,B,7,7-3,H,3,A,53,110,56.93,57.5,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,178
340-U1395B-7H-3-A,340,U1395,B,7,7-3,H,3,A,110,112,57.5,57.52,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"volcanic ash?
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,90,0,0,5,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,179
340-U1395B-7H-3-A,340,U1395,B,7,7-3,H,3,A,112,151,57.52,57.91,slight [drilling disturbance],2,calcareous sand [Leg210],95,fine sand [T07],4,volcaniclastic-sand [BGS-S81],5,fine sand [T07],4,100,mix bioclastic volcaniclastic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,85,0,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,180
340-U1395B-7H-4-A,340,U1395,B,7,7-4,H,4,A,0,105,57.91,58.96,minimal [drilling disturbance],1,carbonate mud [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,95,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,181
340-U1395B-7H-4-A,340,U1395,B,7,7-4,H,4,A,106,140,58.97,59.31,minimal [drilling disturbance],1,carbonate mud [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,95,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,182
340-U1395B-7H-4-A,340,U1395,B,7,7-4,H,4,A,140,150,59.31,59.41,,,,,,,,,,,,WHOLE ROUND SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,183
340-U1395B-7H-5-A,340,U1395,B,7,7-5,H,5,A,0,107,59.41,60.48,,,calcareous ooze [Leg339],100,fine mud [T07],3,,,,,100,"grey hemipelagic, mottled slightly biodisturbed",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,1,99,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,184
340-U1395B-7H-5-A,340,U1395,B,7,7-5,H,5,A,107,150,60.48,60.91,,,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,"grey hemipelagic, mottled slightly biodisturbed",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,5,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,185
340-U1395B-7H-6-A,340,U1395,B,7,7-6,H,6,A,0,7,60.91,60.98,,,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,grey hemipelagic,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,90,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,186
340-U1395B-7H-6-A,340,U1395,B,7,7-6,H,6,A,7,9,60.98,61,,,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,"light grey, crystal rich ashfall?",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,98,0,0,0,0,2,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,187
340-U1395B-7H-6-A,340,U1395,B,7,7-6,H,6,A,9,118,61,62.09,,,calcareous sand [Leg210],80,fine sand [T07],4,carbonate ooze [Leg178],20,silt-fine mud [T07],2,100,grey hemipelagic,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,10,85,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,188
340-U1395B-7H-6-A,340,U1395,B,7,7-6,H,6,A,118,128,62.09,62.19,,,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,dark grey volcaniclastic silt,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,63,0,7,15,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,189
340-U1395B-7H-6-A,340,U1395,B,7,7-6,H,6,A,128,130,62.19,62.21,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,dark grey volcanilastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,63,0,7,15,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,190
340-U1395B-7H-CC-A,340,U1395,B,7,7-CC,H,CC,A,0,17,62.21,62.38,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,0,0,0,0,100,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,191
340-U1395B-7H-CC-A,340,U1395,B,7,7-CC,H,CC,A,17,20,62.38,62.41,,,,,,,,,,,,PAL sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,192
340-U1395B-8H-1-A,340,U1395,B,8,8-1,H,1,A,0,24,62.4,62.64,slight [drilling disturbance],2,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine medium sand [T07],5,100,mixed turbidite of bioclastic and volcaniclastic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,15,0,0,55,0,15,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,193
340-U1395B-8H-1-A,340,U1395,B,8,8-1,H,1,A,24,57,62.64,62.97,slight [drilling disturbance],2,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,mixed turbidite of bioclastic and volcaniclastic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,15,0,0,55,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,194
340-U1395B-8H-1-A,340,U1395,B,8,8-1,H,1,A,57,73,62.97,63.13,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],60,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],40,fine medium sand [T07],5,100,mixed turbidite of bioclastic and volcaniclastic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,20,0,0,50,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,195
340-U1395B-8H-1-A,340,U1395,B,8,8-1,H,1,A,73,89,63.13,63.29,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],90,silt-fine mud [T07],2,carbonate ooze [Leg178],10,silt-fine mud [T07],2,100,volcanic ash?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,70,0,20,0,0,10,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,196
340-U1395B-8H-1-A,340,U1395,B,8,8-1,H,1,A,89,150,63.29,63.9,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine medium sand [T07],5,100,turbidite of the mixtures of bioclastic and volcaniclastic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,15,0,15,55,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,197
340-U1395B-8H-2-A,340,U1395,B,8,8-2,H,2,A,0,105,63.9,64.95,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,39,0,0,0,1,60,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,198
340-U1395B-8H-2-A,340,U1395,B,8,8-2,H,2,A,105,120,64.95,65.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,1,99,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,199
340-U1395B-8H-2-A,340,U1395,B,8,8-2,H,2,A,120,150,65.1,65.4,slight [drilling disturbance],2,calcareous sand [Leg210],65,fine sand [T07],4,volcaniclastic-sand [BGS-S81],35,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,35,0,0,0,5,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,200
340-U1395B-8H-3-A,340,U1395,B,8,8-3,H,3,A,0,2,65.4,65.42,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,201
340-U1395B-8H-3-A,340,U1395,B,8,8-3,H,3,A,0,151,65.4,66.91,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,1,99,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,202
340-U1395B-8H-3-A,340,U1395,B,8,8-3,H,3,A,2,7,65.42,65.47,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,1,99,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,203
340-U1395B-8H-3-A,340,U1395,B,8,8-3,H,3,A,7,31,65.47,65.71,slight [drilling disturbance],2,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,204
340-U1395B-8H-3-A,340,U1395,B,8,8-3,H,3,A,31,78,65.71,66.18,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,2,98,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,205
340-U1395B-8H-3-A,340,U1395,B,8,8-3,H,3,A,78,88,66.18,66.28,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,90,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,206
340-U1395B-8H-3-A,340,U1395,B,8,8-3,H,3,A,88,134,66.28,66.74,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,5,95,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,207
340-U1395B-8H-3-A,340,U1395,B,8,8-3,H,3,A,134,140,66.74,66.8,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,90,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,208
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,0,12,66.91,67.03,slight [drilling disturbance],2,calcareous sand [Leg210],80,medium sand [T07],6,volcaniclastic-sand [BGS-S81],20,medium sand [T07],6,100,mixture of bioclastic and volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,20,0,0,50,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,209
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,12,36,67.03,67.27,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,210
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,36,37,67.27,67.28,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,carbonate ooze of white in color,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,0,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,211
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,37,53,67.28,67.44,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,212
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,53,55,67.44,67.46,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],50,medium sand [T07],6,calcareous sand [Leg210],50,medium sand [T07],6,100,mixture of bioclastic and volcaniclastic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,20,0,0,50,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,213
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,55,84,67.46,67.75,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,214
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,84,92,67.75,67.83,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],65,fine sand [T07],4,carbonate ooze [Leg178],35,silt-fine mud [T07],2,100,mixed volcaniclastic and bioclastic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,15,0,0,30,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,215
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,92,99,67.83,67.9,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcanic ash fall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,50,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,216
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,99,124,67.9,68.15,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,"mottled fine grained hemipelagic sediment
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,217
340-U1395B-8H-4-A,340,U1395,B,8,8-4,H,4,A,124,126,68.15,68.17,slight [drilling disturbance],2,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,sandy hemipelagic sediment ,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,218
