Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ. Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1405A-5H-2-A,342,U1405,A,5,5-2,H,2,A,0,150,36.2,37.7,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-5H-3-A,342,U1405,A,5,5-3,H,3,A,0,150,37.7,39.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-5H-4-A,342,U1405,A,5,5-4,H,4,A,0,150,39.2,40.7,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-5H-5-A,342,U1405,A,5,5-5,H,5,A,0,79,40.7,41.49,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-5H-5-A,342,U1405,A,5,5-5,H,5,A,79,150,41.49,42.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,There is an ~3cm lighter colored greenish grey (5GY) stripe at an oblique angle to the coring direction at 88cm. There is also a darker green bleb at 107cm that smear slide analysis describes as clay with glauconite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-5H-6-A,342,U1405,A,5,5-6,H,6,A,0,145,42.2,43.57,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-5H-7-A,342,U1405,A,5,5-7,H,7,A,0,71,43.7,44.41,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-5H-CC-A,342,U1405,A,5,5-CC,H,CC,A,0,21,44.41,44.6,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-6H-1-A,342,U1405,A,6,6-1,H,1,A,6,150,44.2,45.7,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-6H-2-A,342,U1405,A,6,6-2,H,2,A,0,150,45.7,47.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-6H-3-A,342,U1405,A,6,6-3,H,3,A,0,150,47.2,48.7,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-6H-4-A,342,U1405,A,6,6-4,H,4,A,0,150,48.7,50.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"There is a dark grey bleb at 71cm, and a green layer at 85cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-6H-5-A,342,U1405,A,6,6-5,H,5,A,0,150,50.2,51.7,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-6H-6-A,342,U1405,A,6,6-6,H,6,A,0,145,51.7,53.12,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,There is a dark grey undulated stripe running through an interval between 45 and 95 cm. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-6H-7-A,342,U1405,A,6,6-7,H,7,A,0,73,53.2,53.93,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-6H-CC-A,342,U1405,A,6,6-CC,H,CC,A,0,18,53.93,54.11,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-7H-1-A,342,U1405,A,7,7-1,H,1,A,12,150,53.7,55.2,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405A-7H-2-A,342,U1405,A,7,7-2,H,2,A,0,150,55.2,56.7,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405A-7H-3-A,342,U1405,A,7,7-3,H,3,A,0,150,56.7,58.2,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405A-7H-4-A,342,U1405,A,7,7-4,H,4,A,0,150,58.2,59.7,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-7H-5-A,342,U1405,A,7,7-5,H,5,A,0,150,59.7,61.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-7H-6-A,342,U1405,A,7,7-6,H,6,A,0,95,61.2,62.13,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-7H-7-A,342,U1405,A,7,7-7,H,7,A,0,68,62.2,62.88,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,There is a 2cm brown layer at 63cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-8H-1-A,342,U1405,A,8,8-1,H,1,A,13,150,63.2,64.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405A-8H-2-A,342,U1405,A,8,8-2,H,2,A,0,150,64.7,66.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405A-8H-3-A,342,U1405,A,8,8-3,H,3,A,0,150,66.2,67.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405A-8H-4-A,342,U1405,A,8,8-4,H,4,A,0,150,67.7,69.2,,clay [Leg339],,clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405A-8H-5-A,342,U1405,A,8,8-5,H,5,A,0,150,69.2,70.7,,clay [Leg339],,clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405A-8H-6-A,342,U1405,A,8,8-6,H,6,A,0,145,70.7,72.1,,clay [Leg339],,clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,This section gets darker (5GY 5/1) in the lower 50cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405A-8H-7-A,342,U1405,A,8,8-7,H,7,A,0,70,72.2,72.9,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405A-8H-CC-A,342,U1405,A,8,8-CC,H,CC,A,0,5,72.94,72.99,,clay [Leg339],,clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405A-9H-1-A,342,U1405,A,9,9-1,H,1,A,2,150,72.7,74.2,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly browner (most extreme are 10YR 5/3) layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica [Leg339],,,,,,
342-U1405A-9H-2-A,342,U1405,A,9,9-2,H,2,A,0,150,74.2,75.7,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly browner (most extreme are 10YR 5/3) layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405A-9H-3-A,342,U1405,A,9,9-3,H,3,A,0,150,75.7,77.2,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly browner (most extreme are 10YR 5/3) layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405A-9H-4-A,342,U1405,A,9,9-4,H,4,A,0,150,77.2,78.7,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly browner (most extreme are 10YR 5/3) layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405A-9H-5-A,342,U1405,A,9,9-5,H,5,A,0,150,78.7,80.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Lithology contains common biosilica, so full lithology name should be ""clay with nannofossils and biosilica.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-9H-6-A,342,U1405,A,9,9-6,H,6,A,0,145,80.2,81.6,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Lithology contains common biosilica, so full lithology name should be ""clay with nannofossils and biosilica.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-9H-7-A,342,U1405,A,9,9-7,H,7,A,0,59,81.7,82.29,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Lithology contains common biosilica, so full lithology name should be ""clay with nannofossils and biosilica.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405A-10H-1-A,342,U1405,A,10,10-1,H,1,A,11,150,82.2,83.7,,clay [Leg339],with biosilica [Leg339],clay  with biosilica [Leg339],10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly brown layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405A-10H-2-A,342,U1405,A,10,10-2,H,2,A,0,150,83.7,85.2,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly brown layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405A-10H-3-A,342,U1405,A,10,10-3,H,3,A,0,150,85.2,86.7,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly brown layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405A-10H-4-A,342,U1405,A,10,10-4,H,4,A,0,150,86.7,88.2,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly brown layers and blebs (maybe burrows) throughout. A slight oblique dark stripe, perhaps a fracture, is present at 100-130cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405A-10H-5-A,342,U1405,A,10,10-5,H,5,A,0,150,88.2,89.7,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly brown layers and blebs (maybe burrows) throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
