Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1489D-1H-1-A,0,26,0,0.26,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,7.5YR 5/3 (brown),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,,,,,0
363-U1489D-1H-1-A,26,35,0.26,0.35,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,7.5YR 4/3 (brown),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,,,,,1
363-U1489D-1H-1-A,35,65,0.35,0.65,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,2.5Y 5/3 (light olive brown),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,,,,,2
363-U1489D-1H-1-A,65,129,0.65,1.29,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,,,,,3
363-U1489D-1H-1-A,129,150,1.29,1.5,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,,,,,4
363-U1489D-1H-2-A,0,3,1.5,1.53,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,2,A,,,,,5
363-U1489D-1H-2-A,3,24,1.53,1.74,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,10Y 5/1 (greenish gray),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,2,A,,,,,6
363-U1489D-1H-2-A,24,66,1.74,2.16,radiolarian-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],radiolarian-bearing foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,clay-bearing,,,,,,,,,,,,,363,U1489,D,1,H,2,A,,,,,7
363-U1489D-1H-2-A,66,120,2.16,2.7,clay-bearing radiolarian-rich [X363],nannofossil ooze [Leg339],clay-bearing radiolarian-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,diatom-bearing,,,,,,,,,,,,,363,U1489,D,1,H,2,A,,,,,8
363-U1489D-1H-3-A,0,19,2.7,2.89,clay-bearing radiolarian-rich [X363],nannofossil ooze [Leg339],clay-bearing radiolarian-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,diatom-bearing,,,,,,,,,,,,,363,U1489,D,1,H,3,A,,,,,9
363-U1489D-1H-3-A,19,24,2.89,2.94,clay-bearing radiolarian-bearing [X363],nannofossil ooze [Leg339],clay-bearing radiolarian-bearing nannofossil ooze,,2.5Y 7/4 (pale yellow),slight [DB86],,,,,,diatom-bearing,,,,,,,,,,,,,363,U1489,D,1,H,3,A,,,,,10
363-U1489D-1H-3-A,24,32,2.94,3.02,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,1,H,3,A,,,,,11
363-U1489D-1H-3-A,32,72,3.02,3.42,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,1,H,3,A,,,,,12
363-U1489D-1H-CC-A,0,27,3.42,3.69,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,1,H,CC,A,,,,,13
363-U1489D-2H-1-A,0,113,3.7,4.83,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,1,A,,,,,14
363-U1489D-2H-1-A,113,150,4.83,5.2,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,1,A,,,,,15
363-U1489D-2H-2-A,0,50,5.2,5.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,2,A,,,,,16
363-U1489D-2H-2-A,50,130,5.7,6.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,2,A,,,,,17
363-U1489D-2H-2-A,130,150,6.5,6.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,2,A,,,,,18
