Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,row_index
339-U1388C-2R-1-A,339,U1388,C,2,2-1,R,1,A,0,13,205,205.13,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10GY 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,,100,100,,0
339-U1388C-2R-1-A,339,U1388,C,2,2-1,R,1,A,13,15,205.13,205.15,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,Shell fragments,100,100,,1
339-U1388C-2R-1-A,339,U1388,C,2,2-1,R,1,A,15,49,205.15,205.49,silty-muddy [Leg339],nannofossil ooze [Leg339],,silty-muddy   nannofossil ooze ,silty-muddy  nannofossil ooze ,nannofossil ooze ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,,100,100,,2
339-U1388C-2R-1-A,339,U1388,C,2,2-1,R,1,A,49,58,205.49,205.58,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,Mottled,100,100,,3
339-U1388C-2R-1-A,339,U1388,C,2,2-1,R,1,A,58,92,205.58,205.92,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,10GY 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,76-81 cm black ??? (check to Manu!); few shell fragments,100,100,,4
339-U1388C-2R-1-A,339,U1388,C,2,2-1,R,1,A,92,120,205.92,206.2,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,Mottled,100,100,,5
339-U1388C-2R-1-A,339,U1388,C,2,2-1,R,1,A,120,130,206.2,206.3,silty-muddy [Leg339],nannofossil ooze [Leg339],,silty-muddy   nannofossil ooze ,silty-muddy  nannofossil ooze ,nannofossil ooze ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,,100,100,,6
339-U1388C-2R-CC-A,339,U1388,C,2,2-CC,R,CC,A,0,13,206.3,206.43,silty-muddy [Leg339],nannofossil ooze [Leg339],,silty-muddy   nannofossil ooze ,silty-muddy  nannofossil ooze ,nannofossil ooze ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Scattered pyrite grains,100,100,,7
339-U1388C-3R-1-A,339,U1388,C,3,3-1,R,1,A,0,150,214.5,216,sandy-silty [Leg339],nannofossil ooze [Leg339],,sandy-silty   nannofossil ooze ,sandy-silty  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,,,,100,100,,8
339-U1388C-3R-2-A,339,U1388,C,3,3-2,R,2,A,0,14,216,216.14,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,10GY 3/1 (very dark greenish gray),fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,,,,,,,100,irregular contact,inverse grading,,,,,sparse_339 [DB91],2,,,,100,100,,9
339-U1388C-3R-2-A,339,U1388,C,3,3-2,R,2,A,14,150,216.14,217.5,sandy-silty [Leg339],nannofossil ooze [Leg339],,sandy-silty   nannofossil ooze ,sandy-silty  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,34-36 cm: burrow filled by sand,100,100,,10
339-U1388C-3R-3-A,339,U1388,C,3,3-3,R,3,A,0,150,217.5,219,sandy-silty [Leg339],nannofossil ooze [Leg339],,sandy-silty   nannofossil ooze ,sandy-silty  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Pyrite grains and shell fragments,100,100,,11
339-U1388C-3R-4-A,339,U1388,C,3,3-4,R,4,A,0,73.5,219,219.735,sandy-silty [Leg339],nannofossil ooze [Leg339],,sandy-silty   nannofossil ooze ,sandy-silty  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,12
339-U1388C-3R-4-A,339,U1388,C,3,3-4,R,4,A,73.5,81,219.735,219.81,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,13
339-U1388C-3R-4-A,339,U1388,C,3,3-4,R,4,A,81,133,219.81,220.33,sandy-silty [Leg339],nannofossil ooze [Leg339],,sandy-silty   nannofossil ooze ,sandy-silty  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,118 cm: shell fragments,100,100,,14
339-U1388C-3R-4-A,339,U1388,C,3,3-4,R,4,A,133,134,220.33,220.34,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,134 cm: shell fragments,100,100,,15
339-U1388C-3R-4-A,339,U1388,C,3,3-4,R,4,A,134,150,220.34,220.5,sandy-silty [Leg339],nannofossil ooze [Leg339],,sandy-silty   nannofossil ooze ,sandy-silty  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,16
339-U1388C-3R-5-A,339,U1388,C,3,3-5,R,5,A,0,85,220.5,221.35,sandy-silty [Leg339],nannofossil ooze [Leg339],,sandy-silty   nannofossil ooze ,sandy-silty  nannofossil ooze ,nannofossil ooze ,100,10y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,Scattered pyrite grains and shell fragments,100,100,,17
