Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
356-U1460B-62F-2-A,0,150,279.6,281.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,foraminifera (large benthic),,,,,,,,"Unlithified to partially lithified, creamy gray homogeneous packstone. Fractured during coring",,,,356,U1460,B,62,F,2,A,,,,451
356-U1460B-62F-3-A,0,100,281.1,282.1,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,,,,,"Partially lithified and unlithified, creamy gray, homogeneous packstone with rare bentic foraminifers",,,,356,U1460,B,62,F,3,A,,,,452
356-U1460B-62F-4-A,0,62,282.1,282.72,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified to partially lithified, creamy gray, homogeneous packstone",,,,356,U1460,B,62,F,4,A,,,,453
356-U1460B-62F-CC-A,0,6,282.72,282.78,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,"Partially lithified, light greenish gray packstone",,,,356,U1460,B,62,F,CC,A,,,,454
356-U1460B-63F-1-A,0,150,282.8,284.3,partially lithified,glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark greenish gray,,,,,,,,,"Partially to unlithified, dark greenish gray glauconite rich packstone. Possible bioturbation? Noted by white inclined and wavy bands.",,,,356,U1460,B,63,F,1,A,,,,455
356-U1460B-63F-2-A,0,135,284.3,285.65,partially lithified,glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark greenish gray,,slump fold [BJ80],,,,,scoured,sub-horizontal,"Partially lithified, light greenish gray, glauconite rich packstone.Dark gray, inclined bands, 2 cm thick at 64-65 and 96-97 cm. Scoured contact at 110 cm",,,,356,U1460,B,63,F,2,A,,,,456
356-U1460B-64F-1-A,0,39,285.7,286.09,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark greenish gray,,slump fold [BJ80],,,,,sharp,sub-horizontal,Mixed packstone noted by color changes in fluidized structures and intraclasts.,,,,356,U1460,B,64,F,1,A,,,,457
356-U1460B-64F-1-A,39,46,286.09,286.16,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,light greenish gray,,,,,,,,,"Homogeneous, light greenish gray packstone",,,,356,U1460,B,64,F,1,A,,,,458
356-U1460B-64F-1-A,46,99,286.16,286.69,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark greenish gray,,slump fold [BJ80],,,,,sharp,inclined,"Mixed packstone with clasts of varied colors: dark gray, light greenish gray, creamy gray and fluidized structures. Sharp inclined contact above and below separate the unit from the homogeneous packstone",,,,356,U1460,B,64,F,1,A,,,,459
356-U1460B-64F-1-A,99,120,286.69,286.9,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,light greenish gray,,,,,,,,,"Homogeneous, light greenish gray packstone",,,,356,U1460,B,64,F,1,A,,,,460
356-U1460B-64F-1-A,120,150,286.9,287.2,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark greenish gray,,slump fold [BJ80],,,,,,,"Mixed packstone with clasts of varied colors: dark gray, light greenish gray, creamy gray and fluidized structures. Sharp inclined contact above and below separate the unit from the homogeneous packstone",,,,356,U1460,B,64,F,1,A,,,,461
356-U1460B-64F-2-A,0,16,287.2,287.36,partially lithified,glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark greenish gray,,slump fold [BJ80],,,,,,,This upper part is probably continuous with the unit above and appears part of this mixed interval. Partially lithified packstone with mm long clasts.,,,,356,U1460,B,64,F,2,A,,,,462
356-U1460B-64F-2-A,16,150,287.36,288.7,partially lithified,glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,light brown,,,,,,,,,"Partially lithified, light brown homogeneous packstone",,,,356,U1460,B,64,F,2,A,,,,463
356-U1460B-64F-3-A,0,96,288.7,289.66,partially lithified,glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,light brown,,,,,,,sharp,inclined,"Partially lithified, light brown glauconite rich, homogeneous packstone",,,,356,U1460,B,64,F,3,A,,,,464
356-U1460B-64F-3-A,96,146,289.66,290.16,partially lithified,glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark greenish gray,,,,,,,,,"Partially lithified, dark greenish gray, mixed packstone. Mixing is manifested by inclined fludized structures and clasts (mm long) of varied colors",,,,356,U1460,B,64,F,3,A,,,,465
356-U1460B-64F-CC-A,0,5,290.16,290.21,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,64,F,CC,A,,,,466
356-U1460B-64F-CC-A,5,14,290.21,290.3,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light grayish green,bivalve,slump fold [BJ80],,,,,,,"Unlithified, light grayish green, grainstone with bioclasts and lithic clasts (glauconite and carbonate rich)",,,,356,U1460,B,64,F,CC,A,,,,467
356-U1460B-64F-CC-A,5,14,290.21,290.3,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,64,F,CC,A,,,,468
356-U1460B-64F-CC-A,5,14,290.21,290.3,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1460,B,64,F,CC,A,,,,469
356-U1460B-65F-1-A,0,8,290.4,290.48,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,slump fold [BJ80],,,absent [B06],0,,,Mixed partially lithified packstone with unlithified wackestone characterized by slump structures.,,,,356,U1460,B,65,F,1,A,,,,470
356-U1460B-65F-1-A,8,18,290.48,290.58,lithified [B84],,packstone [E&K72; D62],3,with non-skeletal carbonate,packstone with non-skeletal carbonate,hemipelagic,bluish gray,,intraclasts,,,absent [B06],0,,,Lithified bluish gray packstone with non-skeltal carbonate,,,,356,U1460,B,65,F,1,A,,,,471
356-U1460B-65F-1-A,18,150,290.58,291.9,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,slump fold [BJ80],,,absent [B06],0,,,Mixed partially lithified packstone with unlithified wackestone characterized by slump structures.,,,,356,U1460,B,65,F,1,A,,,,472
356-U1460B-65F-2-A,0,150,291.9,293.4,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,slump fold [BJ80],,,absent [B06],0,,,Mixed partially lithified packstone with unlithified wackestone characterized by slump structures.,,,,356,U1460,B,65,F,2,A,,,,473
356-U1460B-65F-3-A,0,48,293.4,293.88,partially lithified,,packstone [E&K72; D62],3,with non-skeletal carbonate,packstone with non-skeletal carbonate,hemipelagic,beige,,intraclasts,,,absent [B06],0,,,Partially lithified beige packstone with intracrasts.,,,,356,U1460,B,65,F,3,A,,,,474
356-U1460B-65F-3-A,48,103,293.88,294.43,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,slump fold [BJ80],,,absent [B06],0,sharp,horizontal,Mixed partially lithified packstone with unlithified wackestone characterized by slump structures.,,,,356,U1460,B,65,F,3,A,,,,475
356-U1460B-65F-3-A,103,105,294.43,294.45,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light gray,,,,,absent [B06],0,sharp,horizontal,,,,,356,U1460,B,65,F,3,A,,,,476
356-U1460B-65F-3-A,105,148,294.45,294.88,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,slump fold [BJ80],,,absent [B06],0,,,Mixed partially lithified packstone with unlithified wackestone characterized by slump structures.,,,,356,U1460,B,65,F,3,A,,,,477
356-U1460B-65F-CC-A,0,11,294.88,294.99,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,absent [B06],0,,,Fragmented due to drilling disturbance,,,,356,U1460,B,65,F,CC,A,,,,478
356-U1460B-65F-CC-A,11,16,294.99,295.04,,,,,,,,,,,,,,,,,to plaeo,,,,356,U1460,B,65,F,CC,A,,,,479
356-U1460B-66F-1-A,0,29,295.1,295.39,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,absent [B06],0,,,Fragmented due to drilling disturbance,,,,356,U1460,B,66,F,1,A,,,,480
356-U1460B-66F-1-A,29,150,295.39,296.6,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,absent [B06],0,,,Mixed partially lithified packstone with unlithified wackestone,,,,356,U1460,B,66,F,1,A,,,,481
356-U1460B-66F-2-A,0,3,296.6,296.63,,,,,,,,,,,,,,,,,to paleo,,,,356,U1460,B,66,F,2,A,,,,482
356-U1460B-66F-2-A,3,9,296.63,296.69,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,absent [B06],0,,,Mixed partially lithified packstone with unlithified wackestone,,,,356,U1460,B,66,F,2,A,,,,483
356-U1460B-66F-2-A,9,65,296.69,297.25,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,fall-in,,,,356,U1460,B,66,F,2,A,,,,484
356-U1460B-66F-3-A,0,65,297.25,297.9,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,66,F,3,A,,,,485
356-U1460B-66F-3-A,65,141,297.9,298.66,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,absent [B06],0,,,fall-in,,,,356,U1460,B,66,F,3,A,,,,486
356-U1460B-66F-CC-A,0,26,298.66,298.92,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,absent [B06],0,,,fall-in,,,,356,U1460,B,66,F,CC,A,,,,487
356-U1460B-67F-1-A,0,13,298.9,299.03,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,absent [B06],0,,,Mixed lithified light gray packstone with fall-in sediment.,,,,356,U1460,B,67,F,1,A,,,,488
356-U1460B-67F-1-A,13,30,299.03,299.2,unlithified [Leg194],,rudstone [E&K72; D62],6,,rudstone,neritic,gray,,,,,absent [B06],0,,,fall-in,,,,356,U1460,B,67,F,1,A,,,,489
356-U1460B-67F-1-A,30,150,299.2,300.4,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,intraclasts,,,absent [B06],0,,,Mixed partially lithified wackestone with unlithified mudstone. Intracrasts sporadically contain.,,,,356,U1460,B,67,F,1,A,,,,490
356-U1460B-67F-1-A,30,150,299.2,300.4,,,,,,,,,,slump fold [BJ80],,,,,,,,,,,356,U1460,B,67,F,1,A,,,,491
356-U1460B-67F-2-A,0,40,300.4,300.8,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,intraclasts,,,absent [B06],0,,,Mixed partially lithified wackestone with unlithified mudstone. Intracrasts sporadically contain.,,,,356,U1460,B,67,F,2,A,,,,492
356-U1460B-67F-2-A,0,40,300.4,300.8,,,,,,,,,,slump fold [BJ80],,,,,,,,,,,356,U1460,B,67,F,2,A,,,,493
356-U1460B-67F-3-A,0,22,300.8,301.02,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,67,F,3,A,,,,494
356-U1460B-67F-3-A,22,36,301.02,301.16,unlithified [Leg194],,rudstone [E&K72; D62],6,,rudstone,neritic,beige,,,,,,,,,fall-in,,,,356,U1460,B,67,F,3,A,,,,495
356-U1460B-67F-4-A,0,62,301.16,301.78,unlithified [Leg194],,rudstone [E&K72; D62],6,,rudstone,neritic,beige,,,,,,,,,fall-in,,,,356,U1460,B,67,F,4,A,,,,496
356-U1460B-67F-CC-A,0,13,301.78,301.91,unlithified [Leg194],,rudstone [E&K72; D62],6,,rudstone,neritic,beige,,,,,,,,,fall-in,,,,356,U1460,B,67,F,CC,A,,,,497
356-U1460B-67F-CC-A,13,18,301.91,301.96,,,,,,,,,,,,,,,,,all to paleo,,,,356,U1460,B,67,F,CC,A,,,,498
356-U1460B-68F-1-A,0,150,301.9,303.4,partially lithified,,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,beige,foraminifera (small benthic),intraclasts,,,absent [B06],0,,,"Mixed partially lithified wackestone with unlithified mudstone. Foraminifers, shell fragments, sporadically contain.",,,,356,U1460,B,68,F,1,A,,,,499
356-U1460B-68F-1-A,0,150,301.9,303.4,,,,,,,,,,slump fold [BJ80],,,,,,,,,,,356,U1460,B,68,F,1,A,,,,500
356-U1460B-68F-2-A,0,150,303.4,304.9,partially lithified,,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,beige,foraminifera (small benthic),intraclasts,,,absent [B06],0,,,"Mixed partially lithified wackestone with unlithified mudstone. Foraminifers, shell fragments, sporadically contain.",,,,356,U1460,B,68,F,2,A,,,,501
356-U1460B-68F-2-A,0,150,303.4,304.9,,,,,,,,,,slump fold [BJ80],,,,,,,,,,,356,U1460,B,68,F,2,A,,,,502
356-U1460B-68F-3-A,0,101,304.9,305.91,partially lithified,,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,beige,foraminifera (small benthic),intraclasts,,,absent [B06],0,,,"Mixed partially lithified wackestone with unlithified mudstone. Foraminifers, shell fragments, sporadically contain.",,,,356,U1460,B,68,F,3,A,,,,503
356-U1460B-68F-3-A,0,101,304.9,305.91,,,,,,,,,,slump fold [BJ80],,,,,,,,,,,356,U1460,B,68,F,3,A,,,,504
356-U1460B-68F-4-A,0,62,305.91,306.53,partially lithified,,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,beige,foraminifera (small benthic),intraclasts,,,absent [B06],0,,,"Mixed partially lithified wackestone with unlithified mudstone. Foraminifers, shell fragments, sporadically contain.",,,,356,U1460,B,68,F,4,A,,,,505
356-U1460B-68F-4-A,0,62,305.91,306.53,,,,,,,,,,slump fold [BJ80],,,,,,,,,,,356,U1460,B,68,F,4,A,,,,506
356-U1460B-68F-CC-A,0,7,306.53,306.6,partially lithified,,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,beige,foraminifera (small benthic),intraclasts,,,absent [B06],0,,,,,,,356,U1460,B,68,F,CC,A,,,,507
