Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1394B-1H-CC-A,340,U1394,B,1,1-CC,H,CC,A,14.0,23.0,8.17,8.26,,,,,,,,,,,,PAL sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1394B-2H-1-A,340,U1394,B,2,2-1,H,1,A,0.0,55.0,8.2,8.75,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,very coarse sand [T07],8,calcareous sand [Leg210],20,coarse sand [T07],7,100,,30,100,granule [T07],0,,0,,0,,0,,0,,0,,,occasional pumice up to 20 mm. Most < 10 mm.,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-1-A,340,U1394,B,2,2-1,H,1,A,55.0,112.0,8.75,9.32,,,volcaniclastic-sand [BGS-S81],95,coarse sand [T07],7,calcareous sand [Leg210],5,medium sand [T07],6,100,,2,95,granule [T07],0,,0,,0,,0,,0,,5,granule [T07],,large mud-silt clasts at base of interval.,rounded,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-1-A,340,U1394,B,2,2-1,H,1,A,112.0,118.0,9.32,9.38,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],90,coarse sand [T07],7,calcareous sand [Leg210],10,medium sand [T07],6,100,,1,0,,0,,0,,0,,0,,0,,100,granule [T07],,"several large clasts of a silty-mud, calcareous ooze.",rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-1-A,340,U1394,B,2,2-1,H,1,A,118.0,145.0,9.38,9.65,,,volcaniclastic-sand [BGS-S81],95,medium sand [T07],6,calcareous sand [Leg210],5,medium sand [T07],6,100,,40,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-1-A,340,U1394,B,2,2-1,H,1,A,145.0,150.0,9.65,9.7,,,volcaniclastic-gravel [BGS-S81],100,granule [T07],9,,,,,100,,100,100,granule [T07],0,,0,,0,,0,,0,,0,,,clast supported pumices,rounded,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-2-A,340,U1394,B,2,2-2,H,2,A,0.0,4.0,9.7,9.74,,,volcaniclastic-gravel [BGS-S81],100,granule [T07],9,,,,,100,"coarse sand matrix, very coarse to granule (up tp 1.5cm) sized white pumice clasts",30,100,,0,,0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-2-A,340,U1394,B,2,2-2,H,2,A,4.0,67.0,9.74,10.37,,,volcaniclastic-sand [BGS-S81],90,medium sand [T07],6,calcareous sand [Leg210],10,medium sand [T07],6,100,"Normally graded turbidite facies (continued the below sequence), base is not sharp, non-erosive. dark coloured entirely, with 2-5 mm white pumice, at the depth of 22cm, a hemipelagic mud clast, ",2,90,,0,,0,,0,,0,,0,,10,,,,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-2-A,340,U1394,B,2,2-2,H,2,A,67.0,133.0,10.37,11.03,,,volcaniclastic-sand [BGS-S81],95,coarse sand [T07],7,calcareous sand [Leg210],5,medium sand [T07],6,100,Normally graded volcaniclastic turbidite facies. with 0.5 cm pumice clasts. Entirely dark coloured.,1,100,,0,,0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-3-A,340,U1394,B,2,2-3,H,3,A,0.0,76.0,11.03,11.79,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],95,very coarse sand [T07],8,calcareous sand [Leg210],5,coarse sand [T07],7,100,,2,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-3-A,340,U1394,B,2,2-3,H,3,A,76.0,92.0,11.79,11.95,,,volcaniclastic-sand [BGS-S81],98,medium sand [T07],6,calcareous sand [Leg210],2,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-3-A,340,U1394,B,2,2-3,H,3,A,92.0,150.0,11.95,12.53,,,volcaniclastic-sand [BGS-S81],90,coarse sand [T07],7,calcareous sand [Leg210],10,coarse sand [T07],7,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-4-A,340,U1394,B,2,2-4,H,4,A,0.0,125.0,12.53,13.78,,,volcaniclastic-sand [BGS-S81],95,very coarse sand [T07],8,carbonate ooze [Leg178],5,coarse sand [T07],7,100,,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-5-A,340,U1394,B,2,2-5,H,5,A,0.0,39.0,13.78,14.17,,,volcaniclastic-gravel [BGS-S81],95,granule [T07],9,calcareous sand [Leg210],5,very coarse sand [T07],8,100,base unit of volcaniclastic turbidite; grains are scoriaceos;; base is erosive; slightly fines upwards; at the depth 24-34 cm one rip up clast of hemipelagic mud,2,0,,0,,0,,0,,0,,60,,40,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-5-A,340,U1394,B,2,2-5,H,5,A,39.0,53.0,14.17,14.31,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediments; slightly laminated,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-5-A,340,U1394,B,2,2-5,H,5,A,53.0,58.0,14.31,14.36,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic/bioclastic mixture; top of turbidite sequence,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-5-A,340,U1394,B,2,2-5,H,5,A,58.0,64.0,14.36,14.42,,,volcaniclastic-sand [BGS-S81],95,coarse sand [T07],7,calcareous sand [Leg210],5,coarse sand [T07],7,100,volcaniclastic/bioclastic mixture; shell fragments; bottom of turbidite sequence; base erosive,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-5-A,340,U1394,B,2,2-5,H,5,A,64.0,67.0,14.42,14.45,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-2H-CC-A,340,U1394,B,2,2-CC,H,CC,A,0.0,12.5,14.45,14.575,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-1-A,340,U1394,B,3,3-1,H,1,A,0.0,9.0,14.6,14.69,slight [drilling disturbance],2,carbonate ooze [Leg178],70,fine mud [T07],3,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,hemipelagic fines dominant with volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-1-A,340,U1394,B,3,3-1,H,1,A,9.0,10.0,14.69,14.7,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,thin volcaniclastic fine sand layer,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-1-A,340,U1394,B,3,3-1,H,1,A,10.0,25.0,14.7,14.85,slight [drilling disturbance],2,carbonate ooze [Leg178],60,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,laminated hemipelagic fines with volcaniclastic very fine sand,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-1-A,340,U1394,B,3,3-1,H,1,A,25.0,27.0,14.85,14.87,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,"dark colour, scoriaceous",0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-1-A,340,U1394,B,3,3-1,H,1,A,27.0,29.0,14.87,14.89,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"dark colour, scoriaceos; normally graded",0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-1-A,340,U1394,B,3,3-1,H,1,A,29.0,35.0,14.89,14.95,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-1-A,340,U1394,B,3,3-1,H,1,A,35.0,44.0,14.95,15.04,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],70,very coarse sand [T07],8,carbonate ooze [Leg178],30,fine mud [T07],3,100,very coarse volcaniclastic sand with muddy matrix,10,0,,90,,0,,0,,0,,0,,10,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-1-A,340,U1394,B,3,3-1,H,1,A,44.0,65.0,15.04,15.25,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-1-A,340,U1394,B,3,3-1,H,1,A,65.0,66.0,15.25,15.26,,,,,,,,,,,,void,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1394B-3X-CC,340,U1394,B,3,3-CC,H,CC,A,0.0,12.0,15.26,15.38,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-3X-CC,340,U1394,B,3,3-CC,H,CC,A,12.0,18.0,15.38,15.44,,,,,,,,,,,,"PAL
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1394B-4X-1-A,340,U1394,B,4,4-1,H,1,A,0.0,30.0,21.5,21.8,high [drilling disturbance],6,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,,30,0,,0,,100,granule [T07],0,,0,,0,,0,,,,rounded,,,,,,,,,,,,very well [BP01],absent [alteration],0,dark tan colour,,,,,,,,,,,,
340-U1394B-4X-1-A,340,U1394,B,4,4-1,H,1,A,30.0,52.0,21.8,22.02,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,30,0,,0,,100,granule [T07],0,,0,,0,,0,,,,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,light tan colour,,,,,,,,,,,,
340-U1394B-4X-1-A,340,U1394,B,4,4-1,H,1,A,52.0,62.0,22.02,22.12,high [drilling disturbance],6,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,,50,50,granule [T07],0,,50,granule [T07],0,,0,,0,,0,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,dark brown colour,,,,,,,,,,,,
340-U1394B-4X-1-A,340,U1394,B,4,4-1,H,1,A,62.0,64.0,22.12,22.14,,,,,,,,,,,,VOID,0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,absent [alteration],0,VOID,,,,,,,,,,,,
340-U1394B-4X-CC-A,340,U1394,B,4,4-CC,H,CC,A,0.0,20.0,22.14,22.34,moderate to high [drilling disturbance],5,calcareous sand [Leg210],100,coarse sand [T07],7,,,,,100,,30,0,,0,,100,granule [T07],0,,0,,0,,0,,,,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-4X-CC-A,340,U1394,B,4,4-CC,H,CC,A,20.0,26.0,22.34,22.4,destroyed [drilling disturbance],8,calcareous sand [Leg210],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-4X-CC-A,340,U1394,B,4,4-CC,H,CC,A,26.0,31.0,22.4,22.45,,,,,,,,,,,,PAL Sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,PAL Sample,,,,,,,,,,,,
340-U1394B-5X-CC-A,340,U1394,B,5,5-CC,H,CC,A,0.0,6.0,31.0,31.06,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-5X-CC-A,340,U1394,B,5,5-CC,H,CC,A,6.0,17.0,31.06,31.17,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],90,very coarse sand [T07],8,carbonate ooze [Leg178],10,silt-fine mud [T07],2,100,scoriaceous with silty matrix plus limestone fragments,30,0,,70,,0,,0,,0,,30,,0,,,,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-5X-CC-A,340,U1394,B,5,5-CC,H,CC,A,17.0,23.0,31.17,31.23,,,volcaniclastic-gravel [BGS-S81],95,granule [T07],9,calcareous sand [Leg210],5,very coarse sand [T07],8,100,scoriaceous up tp 1 cm with limestone fragments,70,0,,95,,0,,0,,0,,5,,0,,,,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-5X-CC-A,340,U1394,B,5,5-CC,H,CC,A,23.0,30.0,31.23,31.3,,,lime-gravel [USGS],100,pebble [W22_2],9,,,,,100,"1 limestone (packstone) pebble (inside: volcaniclastic grains, shell fragments, bivalve)",100,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,
340-U1394B-6X-CC-A,340,U1394,B,6,6-CC,H,CC,A,0.0,8.0,40.6,40.68,high [drilling disturbance],6,calcareous sand [Leg210],50,medium sand [T07],6,volcaniclastic-sand [BGS-S81],50,medium sand [T07],6,100,,2,0,,0,,50,granule [T07],0,,0,,0,,50,granule [T07],,carbonate material,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-6X-CC-A,340,U1394,B,6,6-CC,H,CC,A,8.0,13.0,40.68,40.73,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,0,,0,,0,PAL Sample,,,,,,,,,,,,,,,,PAL Sample,,,,,,,,,,,,
340-U1394B-7X-1-A,340,U1394,B,7,7-1,H,1,A,0.0,20.0,50.2,50.4,high [drilling disturbance],6,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,10,0,,0,,50,granule [T07],0,,0,,0,,50,granule [T07],,carbonate material,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-7X-1-A,340,U1394,B,7,7-1,H,1,A,20.0,47.0,50.4,50.67,moderate to high [drilling disturbance],5,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,10,0,,0,,50,granule [T07],0,,0,,0,,50,granule [T07],,carbonate material,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-7X-1-A,340,U1394,B,7,7-1,H,1,A,47.0,48.0,50.67,50.68,,,,0,,,,,,,0,VOID,0,0,,0,,0,,0,,0,,0,,0,,,VOID,,,,,,,,,,,,,,absent [alteration],0,VOID,,,,,,,,,,,,
340-U1394B-7X-1-A,340,U1394,B,7,7-1,H,1,A,48.0,92.0,50.68,51.12,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,,10,0,,0,,50,granule [T07],0,,0,,0,,50,granule [T07],,carbonate material,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-7X-CC-A,340,U1394,B,7,7-CC,H,CC,A,0.0,16.0,51.2,51.36,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,"""hemipelagic sediments
""",0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-7X-CC-A,340,U1394,B,7,7-CC,H,CC,A,16.0,29.0,51.36,51.49,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-7X-CC-A,340,U1394,B,7,7-CC,H,CC,A,29.0,40.0,51.49,51.6,,,carbonate ooze [Leg178],70,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],30,silt-fine mud [T07],2,100,"hemipelagic sediments, laminated",0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-7X-CC-A,340,U1394,B,7,7-CC,H,CC,A,40.0,43.0,51.6,51.63,,,volcaniclastic-sand [BGS-S81],60,medium sand [T07],6,calcareous sand [Leg210],40,medium sand [T07],6,100,"""grey coloured volcaniclastic and bioclastic mixture
""",0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-7X-CC-A,340,U1394,B,7,7-CC,H,CC,A,43.0,48.0,51.63,51.68,,,,,,,,,,,,PAL,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
340-U1394B-8H-1-A,340,U1394,B,8,8-1,H,1,A,0.0,43.0,59.8,60.23,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,fine sand [T07],4,calcareous sand [Leg210],20,fine sand [T07],4,100,,80,5,granule [T07],0,,75,granule [T07],0,,0,,0,,20,granule [T07],,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-1-A,340,U1394,B,8,8-1,H,1,A,43.0,150.0,60.23,61.3,,,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-2-A,340,U1394,B,8,8-2,H,2,A,0.0,9.0,61.3,61.39,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-2-A,340,U1394,B,8,8-2,H,2,A,9.0,12.0,61.39,61.42,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-2-A,340,U1394,B,8,8-2,H,2,A,12.0,19.0,61.42,61.49,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-2-A,340,U1394,B,8,8-2,H,2,A,19.0,39.0,61.49,61.69,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-2-A,340,U1394,B,8,8-2,H,2,A,39.0,66.0,61.69,61.96,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-2-A,340,U1394,B,8,8-2,H,2,A,66.0,68.0,61.96,61.98,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-2-A,340,U1394,B,8,8-2,H,2,A,68.0,76.0,61.98,62.06,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-2-A,340,U1394,B,8,8-2,H,2,A,76.0,117.0,62.06,62.47,,,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-3-A,340,U1394,B,8,8-3,H,3,A,0.0,122.0,62.47,63.69,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,crystal rich,,,,,,,,,,,,
340-U1394B-8H-4-A,340,U1394,B,8,8-4,H,4,A,0.0,121.0,63.69,64.9,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-5-A,340,U1394,B,8,8-5,H,5,A,0.0,63.0,64.9,65.53,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,soupy sediments with high core disturbance; volcaniclastic sand; grey coloured; high contents of crystals; mud clasts are present,1,0,,0,,0,,0,,0,,0,,100,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-5-A,340,U1394,B,8,8-5,H,5,A,63.0,72.0,65.53,65.62,,,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,"laminated volcaniclastic sand; base is erosive; bottom sequence of turbidite facies?
",0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-5-A,340,U1394,B,8,8-5,H,5,A,72.0,74.0,65.62,65.64,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic? fines,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-5-A,340,U1394,B,8,8-5,H,5,A,74.0,127.0,65.64,66.17,,,volcaniclastic-breccia [BGS-S81],100,fine medium sand [T07],5,,,,,100,grey coloured; mud clasts at the depth of 110-113 cm,2,0,,0,,0,,0,,0,,0,,100,,,,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-8H-CC-A,340,U1394,B,8,8-CC,H,CC,A,0.0,10.5,66.17,66.275,,,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-9H-1-A,340,U1394,B,9,9-1,H,1,A,0.0,18.0,66.3,66.48,slight [drilling disturbance],2,volcaniclastic-gravel [BGS-S81],70,granule [T07],9,lime-gravel [USGS],30,granule [T07],9,100,clasts: vesiculated lava and limestone; this part could be of a drilling problem; see 10H-1-A; and 8H-1-A,60,0,,0,,0,,70,,0,,30,,0,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-9H-1-A,340,U1394,B,9,9-1,H,1,A,18.0,70.0,66.48,67.0,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,"laminated, alternation of hemipelagic fines and turbidite sand",0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-9H-1-A,340,U1394,B,9,9-1,H,1,A,70.0,86.0,67.0,67.16,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-9H-1-A,340,U1394,B,9,9-1,H,1,A,86.0,90.0,67.16,67.2,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic ,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1394B-9H-1-A,340,U1394,B,9,9-1,H,1,A,90.0,150.0,67.2,67.8,,,calcareous sand [Leg210],80,fine sand [T07],4,volcaniclastic-sand [BGS-S81],20,fine sand [T07],4,100,"bioclastic dominated turbidite facies, fines upwards",0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,
