Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1456D-27R-2-A,98,114,703.78,703.94,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,27,R,2,A
355-U1456D-27R-2-A,114,147,703.94,704.27,,nannofossil rich,claystone,,claystone,,color banding,dark gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,27,R,2,A
355-U1456D-27R-2-A,147,150,704.27,704.3,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,27,R,2,A
355-U1456D-27R-3-A,0,4,704.3,704.34,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,27,R,3,A
355-U1456D-27R-3-A,4,18,704.34,704.48,,nannofossil rich,claystone,,claystone,,color banding,dark gray,GLEY 1 4/5GY (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),20,silt,2,silt,2,,100,planar,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,27,R,3,A
355-U1456D-27R-3-A,18,43,704.48,704.73,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),70,fine sand,4,fine sand,4,,nannofossil rich,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,27,R,3,A
355-U1456D-27R-3-A,43,62,704.73,704.92,,nannofossil rich,claystone,,claystone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),50,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),50,silt,2,silt,2,,100,erosive,wavy,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,27,R,3,A
355-U1456D-27R-3-A,62,70,704.92,705,,nannofossil rich,claystone,,claystone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),20,silt,2,silt,2,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,27,R,3,A
355-U1456D-27R-3-A,70,85,705,705.15,,silty,sandstone,,silty sandstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,27,R,3,A
355-U1456D-27R-CC-A,0,8,705.15,705.23,,,sandstone,,sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),50,medium sand,5,medium sand,5,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),50,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,27,R,CC,A
355-U1456D-28R-1-A,0,32,711,711.32,,,claystone,,claystone,,parallel lamination,dark gray,GLEY 1 4/5GY (dark greenish gray),70,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,28,R,1,A
355-U1456D-28R-1-A,32,61,711.32,711.61,,,sandstone,,sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),95,fine sand,4,fine sand,4,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),5,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,28,R,1,A
355-U1456D-28R-1-A,61,73,711.61,711.73,,,claystone,,claystone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),70,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,silt,2,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,28,R,1,A
355-U1456D-28R-1-A,73,129,711.73,712.29,,,claystone,,claystone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,28,R,1,A
355-U1456D-28R-1-A,129,150,712.29,712.5,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),90,fine sand,4,fine sand,4,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),10,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,28,R,1,A
355-U1456D-28R-2-A,0,22,712.5,712.72,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,28,R,2,A
355-U1456D-28R-2-A,22,36,712.72,712.86,,,claystone,,claystone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,28,R,2,A
355-U1456D-28R-2-A,36,45,712.86,712.95,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,silt,2,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,28,R,2,A
355-U1456D-28R-2-A,45,60,712.95,713.1,,silty,claystone,,silty claystone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),60,clay,1,silt,2,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),40,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,28,R,2,A
355-U1456D-28R-CC-A,0,9,713.1,713.19,,,claystone,,claystone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),70,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,D,28,R,CC,A
355-U1456D-29R-1-A,0,26,720.7,720.96,,clayey,siltstone,,clayey siltstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),70,silt,2,silt,2,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,clay,1,,100,bioturbated,bioturbated,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,29,R,1,A
355-U1456D-29R-1-A,26,37,720.96,721.07,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,1,A
355-U1456D-29R-1-A,37,79,721.07,721.49,,,claystone,,claystone,,color banding,dark gray,GLEY 1 4/5GY (dark greenish gray),85,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,GLEY 1 4/5GY (dark greenish gray),15,fine sand,4,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,1,A
355-U1456D-29R-1-A,79,99,721.49,721.69,,,sandstone,,sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),70,fine sand,4,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark green,GLEY 1 3/10GY (very dark greenish gray),30,clay,1,clay,1,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,1,A
355-U1456D-29R-1-A,99,120,721.69,721.9,,silty,sandstone,,silty sandstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),70,fine sand,4,fine sand,4,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,29,R,1,A
355-U1456D-29R-2-A,0,15,721.9,722.05,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),70,fine sand,4,fine sand,4,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,dark green,GLEY 1 4/5G (dark greenish gray),30,clay,1,clay,1,,100,planar,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,29,R,2,A
355-U1456D-29R-2-A,15,38,722.05,722.28,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),70,fine sand,4,fine sand,4,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,clay,1,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,2,A
355-U1456D-29R-2-A,38,57,722.28,722.47,,,claystone,,claystone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,2,A
355-U1456D-29R-2-A,57,73,722.47,722.63,,silty,sandstone,,silty sandstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),100,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,2,A
355-U1456D-29R-2-A,73,85,722.63,722.75,,clayey,siltstone,,clayey siltstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),100,silt,2,silt,2,,,,,,,,,,,,,,,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,2,A
355-U1456D-29R-2-A,85,112,722.75,723.02,,silty,sandstone,,silty sandstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),80,fine sand,4,fine sand,4,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),20,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,2,A
355-U1456D-29R-2-A,112,127,723.02,723.17,,clayey,siltstone,,clayey siltstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),60,silt,2,silt,2,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),40,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,29,R,2,A
355-U1456D-29R-3-A,0,13,723.33,723.46,,clayey,siltstone,,clayey siltstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),60,silt,2,silt,2,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),40,clay,1,clay,1,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,29,R,3,A
355-U1456D-29R-3-A,13,29,723.46,723.62,,sandy,siltstone,,sandy siltstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),70,silt,2,very fine sand,3,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,3,A
355-U1456D-29R-3-A,29,44,723.62,723.77,,silty,sandstone,,silty sandstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),50,very fine sand,3,very fine sand,3,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),50,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,29,R,3,A
355-U1456D-29R-3-A,44,56,723.77,723.89,,silty,sandstone,,silty sandstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),70,very fine sand,3,very fine sand,3,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,29,R,3,A
355-U1456D-29R-3-A,56,90,723.89,724.23,,,claystone,,claystone,,color banding,dark gray,GLEY 1 4/5GY (dark greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,3,A
355-U1456D-29R-3-A,90,107,724.23,724.4,,,claystone,,claystone,,color banding,dark gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,3,A
355-U1456D-29R-3-A,107,122,724.4,724.55,,,claystone,,claystone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),50,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),50,silt,2,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,3,A
355-U1456D-29R-3-A,122,142,724.55,724.75,,silty,sandstone,,silty sandstone,,,dark gray,GLEY 1 4/5GY (dark greenish gray),80,very fine sand,3,very fine sand,3,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),20,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,29,R,3,A
355-U1456D-29R-4-A,0,31,724.75,725.06,,,sandstone,,sandstone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),75,fine sand,4,fine sand,4,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),25,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,4,A
355-U1456D-29R-4-A,31,49,725.06,725.24,,,claystone,,claystone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),10,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,4,A
355-U1456D-29R-4-A,49,63,725.24,725.38,,,claystone,,claystone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),20,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,4,A
355-U1456D-29R-4-A,63,100,725.38,725.75,,,claystone,,claystone,,color banding,dark gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,29,R,4,A
355-U1456D-29R-5-A,0,8,725.75,725.83,,,claystone,,claystone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),50,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/5GY (dark greenish gray),50,silt,2,silt,2,,100,planar,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,29,R,5,A
355-U1456D-29R-5-A,8,28,725.83,726.03,,,claystone,,claystone,,color banding,dark gray,GLEY 1 4/5GY (dark greenish gray),95,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),5,clay,1,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,5,A
355-U1456D-29R-5-A,28,47,726.03,726.22,,,claystone,,claystone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),60,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),40,clay,1,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,5,A
355-U1456D-29R-5-A,47,62,726.22,726.37,,,claystone,,claystone,,normal grading,dark gray,GLEY 1 4/5GY (dark greenish gray),70,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/5GY (dark greenish gray),30,clay,1,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,29,R,5,A
355-U1456D-29R-5-A,62,73,726.37,726.48,,,claystone,,claystone,,color banding,dark gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,29,R,5,A
355-U1456D-29R-CC-A,0,8,726.48,726.56,,,claystone,,claystone,,color banding,dark gray,GLEY 1 4/5GY (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,29,R,CC,A
355-U1456D-30R-1-A,0,17,730.4,730.57,,silty,sandstone,,silty sandstone,,,gray,10YR 5/1 (gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,D,30,R,1,A
355-U1456D-30R-1-A,17,30,730.57,730.7,,silty,claystone,,silty claystone,,,gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,30,R,1,A
355-U1456D-30R-1-A,30,61,730.7,731.01,,,nannofossil chalk,,nannofossil chalk,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,sharp,horizontal,thickly bedded,,,,,moderate,3,,,,,,,355,U1456,D,30,R,1,A
355-U1456D-30R-1-A,61,86,731.01,731.26,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,30,R,1,A
355-U1456D-30R-1-A,86,98,731.26,731.38,,,nannofossil chalk,,nannofossil chalk,,Planolites,gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,D,30,R,1,A
355-U1456D-30R-1-A,98,115,731.38,731.55,,,nannofossil chalk,with clay,nannofossil chalk with clay,,Chondrites,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,30,R,1,A
355-U1456D-30R-1-A,115,150,731.55,731.9,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,pyrite,,,,,,355,U1456,D,30,R,1,A
355-U1456D-30R-2-A,0,41,731.9,732.31,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,30,R,2,A
355-U1456D-30R-2-A,41,92,732.31,732.82,,,nannofossil chalk,,nannofossil chalk,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,sharp,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,D,30,R,2,A
355-U1456D-30R-2-A,92,132,732.82,733.22,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,,,pyrite,,,,,,355,U1456,D,30,R,2,A
355-U1456D-30R-2-A,132,150,733.22,733.4,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,30,R,2,A
355-U1456D-30R-3-A,0,20,733.4,733.6,,,nannofossil chalk,with clay,nannofossil chalk with clay,,Zoophycos,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,30,R,3,A
355-U1456D-30R-3-A,20,46,733.6,733.86,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,30,R,3,A
355-U1456D-30R-3-A,46,115,733.86,734.55,,,nannofossil chalk,with clay,nannofossil chalk with clay,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,moderate,3,,,,,,,355,U1456,D,30,R,3,A
355-U1456D-30R-3-A,115,139,734.55,734.79,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,30,R,3,A
355-U1456D-30R-3-A,139,150,734.79,734.9,,,nannofossil chalk,with clay,nannofossil chalk with clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,30,R,3,A
355-U1456D-30R-4-A,0,25,734.9,735.15,,,nannofossil chalk,,nannofossil chalk,,Chondrites,gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,D,30,R,4,A
355-U1456D-30R-4-A,25,65,735.15,735.55,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,sharp,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,D,30,R,4,A
355-U1456D-30R-4-A,65,88,735.55,735.78,,,nannofossil chalk,,nannofossil chalk,,Planolites,gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1456,D,30,R,4,A
355-U1456D-30R-4-A,88,150,735.78,736.4,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,D,30,R,4,A
355-U1456D-30R-5-A,0,13,736.4,736.53,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,30,R,5,A
355-U1456D-30R-5-A,13,33,736.53,736.73,,,nannofossil chalk,,nannofossil chalk,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,D,30,R,5,A
355-U1456D-30R-5-A,33,75,736.73,737.15,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,D,30,R,5,A
355-U1456D-30R-5-A,75,109,737.15,737.49,,,nannofossil chalk,,nannofossil chalk,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,moderate,3,,,,,,,355,U1456,D,30,R,5,A
355-U1456D-30R-5-A,109,129,737.49,737.69,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,30,R,5,A
355-U1456D-30R-5-A,129,150,737.69,737.9,,,nannofossil chalk,with clay,nannofossil chalk with clay,,Planolites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,D,30,R,5,A
355-U1456D-30R-6-A,0,13,737.9,738.03,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,pyrite,,,,,,355,U1456,D,30,R,6,A
355-U1456D-30R-6-A,13,101,738.03,738.91,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,D,30,R,6,A
