Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
350-U1437E-69R-1-A,350,U1437,E,69,69-1,R,1,A,0,150,1709.2,1710.7,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,green,,granule [W22_2],8,cobble [W22_2],10,,,not recovered,,,poor [2014],,,none [DB86],0,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],lithic matrix [2014],,,,,,,
350-U1437E-69R-2-A,350,U1437,E,69,69-2,R,2,A,0,147,1710.7,1712.17,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,green,,granule [W22_2],8,cobble [W22_2],10,andesite clasts have jig-saw fit textures,,not recovered,,,poor [2014],,,none [DB86],0,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],lithic matrix [2014],,,,,,,
350-U1437E-69R-3-A,350,U1437,E,69,69-3,R,3,A,0,56,1712.17,1712.73,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,green,,granule [W22_2],8,cobble [W22_2],10,,,not recovered,,,poor [2014],,,none [DB86],0,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],lithic matrix [2014],,,,,,,
350-U1437E-70R-1-A,350,U1437,E,70,70-1,R,1,A,0,140,1719,1720.4,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark gray,consolidated [2014],coarse sand [W22_2],6,cobble [W22_2],10,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,,,,,,,,,,,,,,,,
350-U1437E-70R-2-A,350,U1437,E,70,70-2,R,2,A,0,144,1720.4,1721.84,VII,,,,"clast-supported, polymictic, evolved [2014]",consolidated volcanic breccia [2014],,"clast-supported, polymictic, evolved consolidated volcanic breccia","clast-supported, polymictic, evolved consolidated volcanic breccia",consolidated volcanic breccia,,dark gray,,coarse sand [W22_2],6,boulder [W22_2],11,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-3-A,350,U1437,E,70,70-3,R,3,A,0,16,1721.84,1722,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,dark green,,coarse sand [W22_2],6,pebble [W22_2],9,,irregular,sharp,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],crystal [2014],"volcanic, mafic [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,,,,,,,,,,,,,,,,
350-U1437E-70R-3-A,350,U1437,E,70,70-3,R,3,A,16,46,1722,1722.3,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,dark green,,coarse sand [W22_2],6,pebble [W22_2],9,,planar,sharp to gradational,sub-horizontal,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],crystal [2014],"volcanic, mafic [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,,,,,,,,,,,,,,,,
350-U1437E-70R-3-A,350,U1437,E,70,70-3,R,3,A,46,70,1722.3,1722.54,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,purple,,coarse sand [W22_2],6,cobble [W22_2],10,abundant red coarse-sand grains,irregular,sharp to gradational,,,poor [2014],,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-3-A,350,U1437,E,70,70-3,R,3,A,70,135,1722.54,1723.19,VII,,,,"clast-supported, polymictic, evolved [2014]",lapillistone [2014],,"clast-supported, polymictic, evolved lapillistone","clast-supported, polymictic, evolved lapillistone",lapillistone,,dark green,,granule [W22_2],8,pebble [W22_2],9,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],crystal [2014],"volcanic, mafic [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,,,,,,,,,,,,,,,,
350-U1437E-70R-4-A,350,U1437,E,70,70-4,R,4,A,0,151,1723.19,1724.7,VII,,,,"clast-supported, polymictic, evolved [2014]",lapillistone [2014],,"clast-supported, polymictic, evolved lapillistone","clast-supported, polymictic, evolved lapillistone",lapillistone,,dark green,,granule [W22_2],8,pebble [W22_2],9,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],crystal [2014],"volcanic, mafic [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,,,,,,,,,,,,,,,,
350-U1437E-70R-5-A,350,U1437,E,70,70-5,R,5,A,0,9,1724.7,1724.79,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,gray,,medium sand [W22_2],5,cobble [W22_2],10,,planar,sharp to gradational,sub-horizontal,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-5-A,350,U1437,E,70,70-5,R,5,A,9,61,1724.79,1725.31,VII,0,,,closely intercalated,lapilli-tuff [2014],with tuff [2014],closely intercalated lapilli-tuff,closely intercalated lapilli-tuff with tuff,lapilli-tuff with tuff,,,,,,,,,curviplanar,sharp,inclined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-5-A,350,U1437,E,70,70-5,R,5,A,9,61,1724.79,1725.31,VII,1,,70,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,70,green,,medium sand [W22_2],5,pebble [W22_2],9,,planar,diffuse,,,,normally graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-5-A,350,U1437,E,70,70-5,R,5,A,9,61,1724.79,1725.31,VII,2,,30,,tuff [2014],,tuff,tuff,tuff,30,green,,medium sand [W22_2],5,coarse sand [W22_2],6,,planar,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-5-A,350,U1437,E,70,70-5,R,5,A,61,144,1725.31,1726.14,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,,medium sand [W22_2],5,cobble [W22_2],10,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, mafic [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-6-A,350,U1437,E,70,70-6,R,6,A,0,19,1726.14,1726.33,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,medium sand [W22_2],5,pebble [W22_2],9,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],crystal [2014],"volcanic, mafic [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,,,,,,,,,,,,,,,,
350-U1437E-70R-6-A,350,U1437,E,70,70-6,R,6,A,19,28,1726.33,1726.42,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,,medium sand [W22_2],5,coarse sand [W22_2],6,,curviplanar,sharp to gradational,inclined,,well [2014],normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-6-A,350,U1437,E,70,70-6,R,6,A,28,44,1726.42,1726.58,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,planar,sharp to gradational,horizontal,,moderate [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, mafic [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-6-A,350,U1437,E,70,70-6,R,6,A,44,58,1726.58,1726.72,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,irregular,diffuse,horizontal,,moderate [2014],normally graded,stratification,,,,,,lithic [2014],vitric [2014],,"volcanic, mafic [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-6-A,350,U1437,E,70,70-6,R,6,A,58,83,1726.72,1726.97,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,irregular,diffuse,horizontal,,moderate [2014],reversely graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, mafic [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-6-A,350,U1437,E,70,70-6,R,6,A,83,118,1726.97,1727.32,VII,,,,"clast-supported, polymictic, evolved [2014]",consolidated volcanic breccia [2014],,"clast-supported, polymictic, evolved consolidated volcanic breccia","clast-supported, polymictic, evolved consolidated volcanic breccia",consolidated volcanic breccia,,dark green,,granule [W22_2],8,cobble [W22_2],10,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-70R-7-A,350,U1437,E,70,70-7,R,7,A,0,74,1727.32,1728.06,VII,,,,"clast-supported, polymictic, evolved [2014]",consolidated volcanic breccia [2014],,"clast-supported, polymictic, evolved consolidated volcanic breccia","clast-supported, polymictic, evolved consolidated volcanic breccia",consolidated volcanic breccia,,dark green,,granule [W22_2],8,cobble [W22_2],10,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-71R-1-A,350,U1437,E,71,71-1,R,1,A,0,107,1728.7,1729.77,VII,,,,"clast-supported, polymictic, evolved [2014]",consolidated volcanic breccia [2014],,"clast-supported, polymictic, evolved consolidated volcanic breccia","clast-supported, polymictic, evolved consolidated volcanic breccia",consolidated volcanic breccia,,dark green,,granule [W22_2],8,cobble [W22_2],10,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-71R-2-A,350,U1437,E,71,71-2,R,2,A,0,74,1729.77,1730.51,VII,,,,"clast-supported, polymictic, evolved [2014]",consolidated volcanic breccia [2014],,"clast-supported, polymictic, evolved consolidated volcanic breccia","clast-supported, polymictic, evolved consolidated volcanic breccia",consolidated volcanic breccia,,dark green,,granule [W22_2],8,cobble [W22_2],10,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-71R-2-A,350,U1437,E,71,71-2,R,2,A,74,85,1730.51,1730.62,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,,not recovered,,,moderate [2014],non-graded,,,,,,,lithic [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-71R-2-A,350,U1437,E,71,71-2,R,2,A,85,115,1730.62,1730.92,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,planar,diffuse,,,moderate [2014],normally graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-71R-2-A,350,U1437,E,71,71-2,R,2,A,115,135,1730.92,1731.12,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,,not recovered,,,moderate [2014],normally graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-71R-3-A,350,U1437,E,71,71-3,R,3,A,0,3,1731.12,1731.15,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,medium sand [W22_2],5,granule [W22_2],8,,planar,sharp to gradational,,,moderate [2014],non-graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-71R-3-A,350,U1437,E,71,71-3,R,3,A,3,7,1731.15,1731.19,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,,medium sand [W22_2],5,coarse sand [W22_2],6,,planar,sharp to gradational,,,well [2014],non-graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-71R-3-A,350,U1437,E,71,71-3,R,3,A,7,53,1731.19,1731.65,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,irregular,sharp,,,moderate [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-71R-3-A,350,U1437,E,71,71-3,R,3,A,53,144,1731.65,1732.56,VII,,,,"clast-supported, polymictic, evolved [2014]",consolidated volcanic breccia [2014],,"clast-supported, polymictic, evolved consolidated volcanic breccia","clast-supported, polymictic, evolved consolidated volcanic breccia",consolidated volcanic breccia,,green,,granule [W22_2],8,cobble [W22_2],10,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-1-A,350,U1437,E,72,72-1,R,1,A,0,112,1738.4,1739.52,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,,coarse sand [W22_2],6,cobble [W22_2],10,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-2-A,350,U1437,E,72,72-2,R,2,A,0,32,1739.52,1739.84,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,,coarse sand [W22_2],6,cobble [W22_2],10,,curviplanar,sharp to gradational,sub-horizontal,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-2-A,350,U1437,E,72,72-2,R,2,A,32,46,1739.84,1739.98,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],with fiamme [2014],"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff with fiamme",lapilli-tuff with fiamme,,green,,medium sand [W22_2],5,pebble [W22_2],9,,curviplanar,diffuse,sub-horizontal,,moderate [2014],non-graded,,,,,,,vitric [2014],lithic [2014],lithic [2014],"volcanic, evolved [2014]",sub-rounded,"volcanic, mafic [2014]",sub-rounded,,,fiamme [2014],angular,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-2-A,350,U1437,E,72,72-2,R,2,A,46,66,1739.98,1740.18,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,medium sand [W22_2],5,pebble [W22_2],9,,planar,sharp to gradational,horizontal,,moderate [2014],normally graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-2-A,350,U1437,E,72,72-2,R,2,A,66,75,1740.18,1740.27,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,medium sand [W22_2],5,pebble [W22_2],9,,planar,sharp to gradational,horizontal,,moderate [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-2-A,350,U1437,E,72,72-2,R,2,A,75,128,1740.27,1740.8,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,,coarse sand [W22_2],6,boulder [W22_2],11,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-3-A,350,U1437,E,72,72-3,R,3,A,0,31,1740.8,1741.11,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,,coarse sand [W22_2],6,cobble [W22_2],10,,planar,diffuse,horizontal,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-3-A,350,U1437,E,72,72-3,R,3,A,31,133,1741.11,1742.13,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,,not recovered,,,moderate [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-4-A,350,U1437,E,72,72-4,R,4,A,0,7,1742.13,1742.2,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,medium sand [W22_2],5,pebble [W22_2],9,,irregular,diffuse,,,moderate [2014],reversely graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-4-A,350,U1437,E,72,72-4,R,4,A,7,136,1742.2,1743.49,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,green,,coarse sand [W22_2],6,cobble [W22_2],10,,,not recovered,,,poor [2014],normally graded,,,,,,,lithic [2014],lithic [2014],,"volcanic, mafic [2014]",sub-rounded,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-72R-5-A,350,U1437,E,72,72-5,R,5,A,0,104,1743.49,1744.53,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,medium sand [W22_2],5,cobble [W22_2],10,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",angular,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-73R-1-A,350,U1437,E,73,73-1,R,1,A,0,120,1748.1,1749.3,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark gray,,coarse sand [W22_2],6,boulder [W22_2],11,,,not recovered,,,poor [2014],non-graded,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-74R-1-A,350,U1437,E,74,74-1,R,1,A,0,129,1757.9,1759.19,VII,,,,"matrix-supported, polymictic",lapilli-tuff [2014],with consolidated breccia [2014],"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff with consolidated breccia",lapilli-tuff with consolidated breccia,,green,,coarse sand [W22_2],6,cobble [W22_2],10,,,,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,,,"volcanic, evolved [2014]",sub-rounded,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-75R-1-A,350,U1437,E,75,75-1,R,1,A,0,141,1767.6,1769.01,VII,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,dark green,consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,,,not recovered,,,moderate [2014],non-graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,lithic matrix [2014],vitric matrix [2014],crystal matrix [2014],,,,,,,
350-U1437E-75R-2-A,350,U1437,E,75,75-2,R,2,A,0,100,1769.01,1770.01,VII,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,dark green,consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,,,not recovered,,,poor [2014],non-graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,lithic matrix [2014],vitric matrix [2014],crystal matrix [2014],,,,,,,
350-U1437E-75R-3-A,350,U1437,E,75,75-3,R,3,A,0,73,1770.01,1770.74,VII,,,,"matrix-supported, polymictic",lapilli-tuff [2014],with consolidated breccia [2014],"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff with consolidated breccia",lapilli-tuff with consolidated breccia,,green,consolidated [2014],medium sand [W22_2],5,cobble [W22_2],10,,,,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,lithic matrix [2014],vitric matrix [2014],crystal matrix [2014],,,,,,,
350-U1437E-76R-1-A,350,U1437,E,76,76-1,R,1,A,0,138,1777.3,1778.68,VII,,,,"clast-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"clast-supported, polymictic, evolved tuff-breccia","clast-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,consolidated [2014],coarse sand [W22_2],6,cobble [W22_2],10,,,,,,poor [2014],non-graded,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,lithic matrix [2014],vitric matrix [2014],crystal matrix [2014],,,,,,,
