Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1489B-2H-4-A,133,145,11.53,11.65,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,4,A,,,,,29
363-U1489B-2H-5-A,0,10,11.7,11.8,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,30
363-U1489B-2H-5-A,10,32,11.8,12.02,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,31
363-U1489B-2H-5-A,32,46,12.02,12.16,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,32
363-U1489B-2H-5-A,46,82,12.16,12.52,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,33
363-U1489B-2H-5-A,82,105,12.52,12.75,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,34
363-U1489B-2H-5-A,105,145,12.75,13.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,two green bands at ~128 and 130 cm,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,35
363-U1489B-2H-6-A,0,33,13.2,13.53,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,36
363-U1489B-2H-6-A,33,46,13.53,13.66,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,37
363-U1489B-2H-6-A,46,73,13.66,13.93,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,a green band at ~69 cm,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,38
363-U1489B-2H-6-A,73,81,13.93,14.01,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,39
363-U1489B-2H-6-A,81,140,14.01,14.6,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,40
363-U1489B-2H-7-A,0,15,14.7,14.85,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,7,A,,,,,41
363-U1489B-2H-7-A,15,37,14.85,15.07,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,7,A,,,,,42
363-U1489B-2H-7-A,37,50,15.07,15.2,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,,,,,rough surface,,,,,,,,,,,,,363,U1489,B,2,H,7,A,,,,,43
363-U1489B-2H-7-A,50,59,15.2,15.29,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,7,A,,,,,44
363-U1489B-2H-CC-A,0,20,15.29,15.49,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,CC,A,,,,,45
363-U1489B-3H-1-A,0,146,15.2,16.66,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,1,A,,,,,46
363-U1489B-3H-2-A,0,146,16.7,18.16,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,2,A,,,,,47
363-U1489B-3H-3-A,0,141,18.2,19.61,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,3,A,,,,,48
363-U1489B-3H-4-A,0,22,19.7,19.92,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,4,A,,,,,49
363-U1489B-3H-4-A,22,146,19.92,21.16,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,4,A,,,,,50
363-U1489B-3H-5-A,0,57,21.2,21.77,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,5,A,,,,,51
363-U1489B-3H-5-A,57,145,21.77,22.65,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,5,A,,,,,52
363-U1489B-3H-6-A,0,64,22.7,23.34,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,6,A,,,,,53
363-U1489B-3H-6-A,64,139,23.34,24.09,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,6,A,,,,,54
363-U1489B-3H-7-A,0,67,24.2,24.87,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,7,A,,,,,55
363-U1489B-3H-CC-A,0,15,24.87,25.02,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,CC,A,,,,,56
363-U1489B-4H-1-A,0,60,24.7,25.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,1,A,,,,,57
363-U1489B-4H-1-A,60,85,25.3,25.55,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,1,A,,,,,58
363-U1489B-4H-1-A,85,146,25.55,26.16,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,1,A,,,,,59
363-U1489B-4H-2-A,0,11,26.2,26.31,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,60
363-U1489B-4H-2-A,11,32,26.31,26.52,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,61
363-U1489B-4H-2-A,32,57,26.52,26.77,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,62
363-U1489B-4H-2-A,57,70,26.77,26.9,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,63
363-U1489B-4H-2-A,70,93,26.9,27.13,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,64
363-U1489B-4H-2-A,93,145,27.13,27.65,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,65
363-U1489B-4H-3-A,0,87,27.7,28.57,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,3,A,,,,,66
363-U1489B-4H-3-A,87,141,28.57,29.11,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,3,A,,,,,67
363-U1489B-4H-4-A,0,23,29.2,29.43,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,68
363-U1489B-4H-4-A,23,72,29.43,29.92,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,69
363-U1489B-4H-4-A,72,82,29.92,30.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,70
363-U1489B-4H-4-A,82,96,30.02,30.16,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,71
363-U1489B-4H-4-A,96,107,30.16,30.27,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,72
363-U1489B-4H-4-A,107,146,30.27,30.66,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,73
363-U1489B-4H-5-A,0,41,30.7,31.11,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,5,A,,,,,74
363-U1489B-4H-5-A,41,145,31.11,32.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,5,A,,,,,75
363-U1489B-4H-6-A,0,141,32.2,33.61,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,6,A,,,,,76
363-U1489B-4H-7-A,0,24,33.7,33.94,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,7,A,,,,,77
363-U1489B-4H-7-A,24,68,33.94,34.38,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,7,A,,,,,78
363-U1489B-4H-CC-A,0,30,34.38,34.68,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,CC,A,,,,,79
363-U1489B-5H-1-A,0,24,34.2,34.44,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,1,A,,,,,80
363-U1489B-5H-1-A,24,145,34.44,35.65,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,1,A,,,,,81
363-U1489B-5H-2-A,0,60,35.7,36.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,2,A,,,,,82
363-U1489B-5H-2-A,60,71,36.3,36.41,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,2,A,,,,,83
363-U1489B-5H-2-A,71,145,36.41,37.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,2,A,,,,,84
363-U1489B-5H-3-A,0,13,37.2,37.33,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,85
363-U1489B-5H-3-A,13,47,37.33,37.67,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5PB 7/1 (light bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,86
363-U1489B-5H-3-A,47,85,37.67,38.05,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,87
363-U1489B-5H-3-A,85,90,38.05,38.1,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5PB 7/1 (light bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,88
363-U1489B-5H-3-A,90,140,38.1,38.6,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,89
363-U1489B-5H-4-A,0,8,38.7,38.78,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,90
363-U1489B-5H-4-A,8,19,38.78,38.89,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,faint greenish layers,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,91
363-U1489B-5H-4-A,19,24,38.89,38.94,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5PB 7/1 (light bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,92
363-U1489B-5H-4-A,24,35,38.94,39.05,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,93
363-U1489B-5H-4-A,35,66,39.05,39.36,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,94
363-U1489B-5H-4-A,66,88,39.36,39.58,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,95
363-U1489B-5H-4-A,88,118,39.58,39.88,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,faint greenish layers,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,96
363-U1489B-5H-4-A,118,121,39.88,39.91,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5PB 7/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,97
363-U1489B-5H-4-A,121,145,39.91,40.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,98
363-U1489B-5H-5-A,0,145,40.2,41.65,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,faint greenish layers,,,,,,,,,,,,,363,U1489,B,5,H,5,A,,,,,99
363-U1489B-5H-6-A,0,111,41.7,42.81,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,6,A,,,,,100
363-U1489B-5H-6-A,111,126,42.81,42.96,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,6,A,,,,,101
363-U1489B-5H-6-A,126,140,42.96,43.1,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,6,A,,,,,102
