Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1417D-36H-CC-A,341,U1417,D,36,36-CC,H,CC,A,0,24,223.08,223.32,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud and sand - also occasional interbedding of ash(?)
- strata characteristics:
- either 10Y 5/1 (darker) or 5Y 5/1 (lighter)
- continuous or discontinuous
- generally sharp boundaries (partly erosive lower boundaries?)
- upper boundaries of lighter intervals often irregular & apparent 'upcore bioturbation'
",,,,,,,,,515
341-U1417D-36H-CC-A,341,U1417,D,36,36-CC,H,CC,A,24,29,223.32,223.37,,,,,,,,,,,,,,,,,,,,,,SAMPLE (PAL),,,,,,,,,516
341-U1417D-37H-1-A,341,U1417,D,37,37-1,H,1,A,0,47,223.3,223.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,few black mottles; big clast (4 cm) @ 2 - 7 cm: mica-rich (mainly biotite) granitoid,,,,,,,,,517
341-U1417D-37H-CC-A,341,U1417,D,37,37-CC,H,CC,A,0,7,223.77,223.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,518
341-U1417D-37H-CC-A,341,U1417,D,37,37-CC,H,CC,A,7,12,223.84,223.89,,,,,,,,,,,,,,,,,,,,,,PAl sample,,,,,,,,,519
341-U1417D-38X-1-A,341,U1417,D,38,38-1,X,1,A,0,84,223.9,224.74,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,mud (N4) interbedded with fine sand (10Y 4/1); sand layers with sharp upper and lower bounadries,sharp contact,erosive,,,,,,,520
341-U1417D-38X-CC-A,341,U1417,D,38,38-CC,X,CC,A,0,26,224.77,225.03,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,sand with sharp erosive lower and upper boundaries,,,,,,,,,521
341-U1417D-38X-CC-A,341,U1417,D,38,38-CC,X,CC,A,26,32,225.03,225.09,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,522
341-U1417D-39X-1-A,341,U1417,D,39,39-1,X,1,A,0,143,233.6,235.03,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"11 interbedded silt layers 1-4 cm thick, normally graded, lighter coloured (10YR 4/1)",,,,,,,,,523
341-U1417D-39X-CC-A,341,U1417,D,39,39-CC,X,CC,A,0,30,235.03,235.33,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"interbedded silts 1-2.5 cm thick, normally graded, lighter coloured (10YR 4/1)",,,,,,,,,524
341-U1417D-39X-CC-A,341,U1417,D,39,39-CC,X,CC,A,30,34,235.33,235.37,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,525
341-U1417D-40X-1-A,341,U1417,D,40,40-1,X,1,A,0,52,243.3,243.82,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],1,,,,,,,,,,"interbedded silts laminated to thin bedded, normal grading;
2cm piece of XCB bit",,,,,,,,,526
341-U1417D-40X-1-A,341,U1417,D,40,40-1,X,1,A,52,54,243.82,243.84,,sand [Leg210],,sand ,,,normal grading,N 6 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,527
341-U1417D-40X-1-A,341,U1417,D,40,40-1,X,1,A,54,98,243.84,244.28,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,528
341-U1417D-40X-1-A,341,U1417,D,40,40-1,X,1,A,98,102,244.28,244.32,volcaniclastic rich,sand [Leg210],,volcaniclastic rich sand ,volcaniclastic-rich,3,,2.5Y 3/1 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,some diatoms present,,,,,,,,,529
341-U1417D-40X-1-A,341,U1417,D,40,40-1,X,1,A,102,150,244.32,244.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,530
341-U1417D-40X-2-A,341,U1417,D,40,40-2,X,2,A,0,65,244.8,245.45,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"interbedded silts, very thinly bedded (1-2cm), normally graded",,,,,,,,,531
341-U1417D-40X-2-A,341,U1417,D,40,40-2,X,2,A,65,94,245.45,245.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,532
341-U1417D-40X-2-A,341,U1417,D,40,40-2,X,2,A,94,104,245.74,245.84,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,533
341-U1417D-40X-3-A,341,U1417,D,40,40-3,X,3,A,0,76,245.84,246.6,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"interbedded silts, laminated to thin bedded (3mm-4cm), normal grading",,,,,,,,,534
341-U1417D-40X-3-A,341,U1417,D,40,40-3,X,3,A,76,94,246.6,246.78,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,535
341-U1417D-40X-3-A,341,U1417,D,40,40-3,X,3,A,94,96,246.78,246.8,,sand [Leg210],,sand ,,,,2.5Y 5/2 (grayish brown),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,536
341-U1417D-40X-3-A,341,U1417,D,40,40-3,X,3,A,96,120,246.8,247.04,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,537
341-U1417D-40X-CC-A,341,U1417,D,40,40-CC,X,CC,A,0,24,247.04,247.28,,mud [Leg210],,mud ,,,structureless,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,538
341-U1417D-40X-CC-A,341,U1417,D,40,40-CC,X,CC,A,24,29,247.28,247.33,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,539
341-U1417D-41X-1-A,341,U1417,D,41,41-1,X,1,A,0,120,253,254.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,pebble [W22_2],rounded,,,,,,"clast 3 cm at 8 cm, sandy mud rip-up clast",,,,,,,,,540
341-U1417D-41X-1-A,341,U1417,D,41,41-1,X,1,A,120,135,254.2,254.35,,,,,,,,,,,,,,,,,,,,,,SAFF,,,,,,,,,541
341-U1417D-41X-1-A,341,U1417,D,41,41-1,X,1,A,135,150,254.35,254.5,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,,,,542
341-U1417D-41X-2-A,341,U1417,D,41,41-2,X,2,A,0,51,254.5,255.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,543
341-U1417D-41X-2-A,341,U1417,D,41,41-2,X,2,A,51,72,255.01,255.22,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silts normally graded, 10YR 4/1, ,1.5 cm thick",,,,,,,,,544
341-U1417D-41X-2-A,341,U1417,D,41,41-2,X,2,A,72,98,255.22,255.48,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,545
341-U1417D-41X-2-A,341,U1417,D,41,41-2,X,2,A,98,108,255.48,255.58,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silts normally graded, 10YR 4/1, ,1.5 cm thick",,,,,,,,,546
341-U1417D-41X-2-A,341,U1417,D,41,41-2,X,2,A,108,150,255.58,256,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,547
341-U1417D-41X-3-A,341,U1417,D,41,41-3,X,3,A,0,15,256,256.15,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,548
341-U1417D-41X-3-A,341,U1417,D,41,41-3,X,3,A,15,40,256.15,256.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silts normally graded, 10YR 4/1, ,1.5 cm thick",,,,,,,,,549
341-U1417D-41X-3-A,341,U1417,D,41,41-3,X,3,A,40,116,256.4,257.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,550
341-U1417D-41X-3-A,341,U1417,D,41,41-3,X,3,A,116,118,257.16,257.18,,silt [Leg210],,silt ,,,normal grading,10YR 4/1 (dark gray),,,,,,,,,,,,,,,,,,,,,,,551
341-U1417D-41X-3-A,341,U1417,D,41,41-3,X,3,A,118,138,257.18,257.38,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,552
341-U1417D-41X-3-A,341,U1417,D,41,41-3,X,3,A,138,150,257.38,257.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,553
341-U1417D-41X-4-A,341,U1417,D,41,41-4,X,4,A,0,16,257.5,257.66,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,554
341-U1417D-41X-4-A,341,U1417,D,41,41-4,X,4,A,16,18,257.66,257.68,,silt [Leg210],,silt ,,,normal grading,2.5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,555
341-U1417D-41X-4-A,341,U1417,D,41,41-4,X,4,A,18,30.5,257.68,257.805,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,556
341-U1417D-41X-4-A,341,U1417,D,41,41-4,X,4,A,30.5,30.5,257.805,257.805,,silt [Leg210],,silt ,,,,2.5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,557
341-U1417D-41X-4-A,341,U1417,D,41,41-4,X,4,A,30.5,100,257.805,258.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,558
341-U1417D-41X-4-A,341,U1417,D,41,41-4,X,4,A,100,100,258.5,258.5,,silt [Leg210],,silt ,,,,N 5 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,559
341-U1417D-41X-4-A,341,U1417,D,41,41-4,X,4,A,100,150,258.5,259,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,560
341-U1417D-41X-5-A,341,U1417,D,41,41-5,X,5,A,0,22,259,259.22,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,561
341-U1417D-41X-5-A,341,U1417,D,41,41-5,X,5,A,22,24,259.22,259.24,,silt [Leg210],,silt ,,,normal grading,2.5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,562
341-U1417D-41X-5-A,341,U1417,D,41,41-5,X,5,A,24,82,259.24,259.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,563
341-U1417D-41X-5-A,341,U1417,D,41,41-5,X,5,A,82,85,259.82,259.85,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,564
341-U1417D-41X-CC-A,341,U1417,D,41,41-CC,X,CC,A,0,2,259.85,259.87,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,565
341-U1417D-41X-CC-A,341,U1417,D,41,41-CC,X,CC,A,2,4,259.87,259.89,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,N 6 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,566
341-U1417D-41X-CC-A,341,U1417,D,41,41-CC,X,CC,A,4,31,259.89,260.16,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,567
341-U1417D-41X-CC-A,341,U1417,D,41,41-CC,X,CC,A,31,36,260.16,260.21,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,568
341-U1417D-42X-1-A,341,U1417,D,42,42-1,X,1,A,0,85,262.7,263.55,calcareous bearing,mud [Leg210],with biogenic carbonate [Leg339],calcareous bearing mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"muds with pyritized diatoms, whole and broken:
cm 76 to 75: low angle crossbedded mud;",,,,,,,,,569
341-U1417D-42X-1-A,341,U1417,D,42,42-1,X,1,A,85,86,263.55,263.56,,diamict [M89m],,diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"cm 85 to 86: mud matrix with subrounded clasts up to 4 mm, variable lithologies (""microdiamict""); 

",,,,,,,,,570
341-U1417D-42X-1-A,341,U1417,D,42,42-1,X,1,A,86,105,263.56,263.75,calcareous bearing,mud [Leg210],with biogenic carbonate [Leg339],calcareous bearing mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,571
341-U1417D-42X-1-A,341,U1417,D,42,42-1,X,1,A,105,107.5,263.75,263.775,,diamict [M89m],,diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"cm 105 to 107.5: mud matrix with silt to vf sand clasts (""microdiamict"")",,,,,,,,,572
341-U1417D-42X-1-A,341,U1417,D,42,42-1,X,1,A,107.5,128.5,263.775,263.985,calcareous bearing,mud [Leg210],with biogenic carbonate [Leg339],calcareous bearing mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,573
341-U1417D-42X-1-A,341,U1417,D,42,42-1,X,1,A,128.5,130.5,263.985,264.005,,diamict [M89m],,diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"cm 128.5 to 130.5: mud matrix with silt to vf sand clasts (""microdiamict"")",,,,,,,,,574
341-U1417D-42X-1-A,341,U1417,D,42,42-1,X,1,A,130.5,150,264.005,264.2,calcareous bearing,mud [Leg210],with biogenic carbonate [Leg339],calcareous bearing mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,575
341-U1417D-42X-1-A,341,U1417,D,42,42-1,X,1,A,140,150,264.1,264.2,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,576
341-U1417D-42X-2-A,341,U1417,D,42,42-2,X,2,A,0,29,264.2,264.49,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,577
341-U1417D-42X-2-A,341,U1417,D,42,42-2,X,2,A,29,32,264.49,264.52,,diamict [M89m],,diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"cm 32 to 29: mud matrix with subrounded clasts up to 4 mm, variable lithologies (""microdiamict""); ",,,,,,,,,578
341-U1417D-42X-2-A,341,U1417,D,42,42-2,X,2,A,32,91,264.52,265.11,,mud [Leg210],with biogenic carbonate [Leg339],mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"muds with pyritized diatoms, whole and broken:
cm 54 to 53: parallel to low angle cross bedded mud;",,,,,,,,,579
341-U1417D-42X-2-A,341,U1417,D,42,42-2,X,2,A,91,92,265.11,265.12,,diamict [M89m],,diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"cm 391o 92mud matrix with subrounded clasts up to 4 mm, variable lithologies (""microdiamict""); ",,,,,,,,,580
341-U1417D-42X-2-A,341,U1417,D,42,42-2,X,2,A,92,123,265.12,265.43,,mud [Leg210],with biogenic carbonate [Leg339],mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,581
341-U1417D-42X-2-A,341,U1417,D,42,42-2,X,2,A,123,130,265.43,265.5,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,10YR 4/3 (brown),,,,,,,,,,,,,,cm 130 to 123: brown (10YR 4/3) parallel laminated ash overlain by parallel laminated mud,,,,,,,,,582
341-U1417D-42X-2-A,341,U1417,D,42,42-2,X,2,A,130,140,265.5,265.6,,mud [Leg210],with biogenic carbonate [Leg339],mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,583
341-U1417D-42X-2-A,341,U1417,D,42,42-2,X,2,A,140,150,265.6,265.7,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,584
341-U1417D-42X-3-A,341,U1417,D,42,42-3,X,3,A,0,2,265.7,265.72,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,,,,585
341-U1417D-42X-3-A,341,U1417,D,42,42-3,X,3,A,2,53,265.72,266.23,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black/green color bands,,,,,,,,,586
341-U1417D-42X-3-A,341,U1417,D,42,42-3,X,3,A,53,96,266.23,266.66,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,,587
341-U1417D-42X-3-A,341,U1417,D,42,42-3,X,3,A,96,100,266.66,266.7,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,,588
341-U1417D-42X-3-A,341,U1417,D,42,42-3,X,3,A,100,110,266.7,266.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black/green color bands,,,,,,,,,589
341-U1417D-42X-3-A,341,U1417,D,42,42-3,X,3,A,110,122,266.8,266.92,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,,,,590
341-U1417D-42X-4-A,341,U1417,D,42,42-4,X,4,A,0,21.5,266.92,267.135,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black/green color bands; laminated 2-3cm,,,,,,,,,591
341-U1417D-42X-4-A,341,U1417,D,42,42-4,X,4,A,21.5,24,267.135,267.16,,diamict [M89m],,diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,gradational contact,,,,,,,,592
341-U1417D-42X-4-A,341,U1417,D,42,42-4,X,4,A,24,41,267.16,267.33,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black/green color bands; thinly laminated 40-41cm,,,,,,,,,593
341-U1417D-42X-4-A,341,U1417,D,42,42-4,X,4,A,41,45,267.33,267.37,,diamict [M89m],,diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,gradational contact,,,,,,,,594
341-U1417D-42X-4-A,341,U1417,D,42,42-4,X,4,A,45,56,267.37,267.48,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black/green color bands,,,,,,,,,595
341-U1417D-42X-CC-A,341,U1417,D,42,42-CC,X,CC,A,0,3,267.48,267.51,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,596
341-U1417D-42X-CC-A,341,U1417,D,42,42-CC,X,CC,A,3,6,267.51,267.54,,diamict [M89m],,diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,,,,,,,,,597
341-U1417D-42X-CC-A,341,U1417,D,42,42-CC,X,CC,A,6,9,267.54,267.57,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,598
341-U1417D-42X-CC-A,341,U1417,D,42,42-CC,X,CC,A,9,10,267.57,267.58,,diamict [M89m],,diamict ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,599
341-U1417D-42X-CC-A,341,U1417,D,42,42-CC,X,CC,A,10,40.5,267.58,267.885,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,"green/black color bands; thinly laminated 18-19, 30-31.5cm; calcareous bearing",,,,,,,,,600
341-U1417D-42X-CC-A,341,U1417,D,42,42-CC,X,CC,A,40.5,41,267.885,267.89,,diamict [M89m],,diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,,,,,,,,,601
341-U1417D-42X-CC-A,341,U1417,D,42,42-CC,X,CC,A,41,43,267.89,267.91,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,602
341-U1417D-42X-CC-A,341,U1417,D,42,42-CC,X,CC,A,43,48,267.91,267.96,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,603
341-U1417D-43X-1-A,341,U1417,D,43,43-1,X,1,A,0,76,272.4,273.16,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,present [A79],24,,,,,,,,,,clasts are sand-size and of variable llithology and degree of rounding; 3 cycles of upward increase of clast abundance with a sharp top,,,,,,,,,604
341-U1417D-43X-1-A,341,U1417,D,43,43-1,X,1,A,76,130,273.16,273.7,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,"partly thinly laminated, laminae decrease and fade upwards",,,,,,,,,605
341-U1417D-43X-1-A,341,U1417,D,43,43-1,X,1,A,130,135,273.7,273.75,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,,,,present [A79],2,,,,,,,,,,,,,,,,,,,606
341-U1417D-43X-2-A,341,U1417,D,43,43-2,X,2,A,0,44,273.75,274.19,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,present [A79],16,,,,,,,,,,clasts are sand-size and of variable llithology and degree of rounding; 3 cycles of upward increase of clast abundance with a sharp top,,,,,,,,,607
341-U1417D-43X-2-A,341,U1417,D,43,43-2,X,2,A,44,66,274.19,274.41,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,608
341-U1417D-43X-2-A,341,U1417,D,43,43-2,X,2,A,66,148,274.41,275.23,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,parallel lamination,N 4 (dark gray),,,present [A79],36,,,,,,,,,,"clasts are sand-size and of variable llithology and degree of rounding; 6 cycles of upward increase of clast abundance with a sharp top; muds parallel and thinly laminated, lamination thins and fades upward; 1 clast 1.5 cm, rounded, at 127 cm",,,,,,,,,609
341-U1417D-43X-3-A,341,U1417,D,43,43-3,X,3,A,0,132,275.23,276.55,calcareous bearing,interbedded mud(stone) and diamict [McKW53],,calcareous bearing interbedded mud(stone) and diamict ,,,parallel lamination,N 4 (dark gray),,,present [A79],28,,,,,,,,,,"clasts are sand-size and of variable llithology and degree of rounding; 5 cycles of upward increase of clast abundance with a sharp top; muds parallel and thinly laminated, lamination thins and fades upward",,,,,,,,,610
341-U1417D-43X-3-A,341,U1417,D,43,43-3,X,3,A,0,141,275.23,276.64,,,,,,,,,,,,,,,,,,,,,,WRND,,,,,,,,,611
341-U1417D-43X-4-A,341,U1417,D,43,43-4,X,4,A,0,64,276.64,277.28,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/black color bands,,,,,,,,,612
341-U1417D-43X-4-A,341,U1417,D,43,43-4,X,4,A,64,91,277.28,277.55,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,clasts in diamict mostly sand sized,,,,,,,,,613
341-U1417D-43X-4-A,341,U1417,D,43,43-4,X,4,A,91,119,277.55,277.83,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,,,,614
341-U1417D-43X-4-A,341,U1417,D,43,43-4,X,4,A,119,148,277.83,278.12,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,clasts in diamict mostly sand sized,,,,,,,,,615
341-U1417D-43X-5-A,341,U1417,D,43,43-5,X,5,A,0,53,278.12,278.65,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],5,,,,,,,,,,"0-15cm: 3 thin reverse grade diamict layers;
clasts in diamict mostly sand sized",,,,,,,,,616
341-U1417D-43X-CC-A,341,U1417,D,43,43-CC,X,CC,A,0,49,278.65,279.14,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,clasts in diamict mostly sand sized,,,,,,,,,617
341-U1417D-43X-CC-A,341,U1417,D,43,43-CC,X,CC,A,49,54,279.14,279.19,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,618
341-U1417D-44X-1-A,341,U1417,D,44,44-1,X,1,A,0,6,282.1,282.16,,mud [Leg210],,mud ,,,structureless,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,619
341-U1417D-44X-1-A,341,U1417,D,44,44-1,X,1,A,6,58,282.16,282.68,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,clasts of diamicts mostly sand sized; diamict thickness ranges from thinly laminated to thin bedded,,,,,,,,,620
341-U1417D-44X-1-A,341,U1417,D,44,44-1,X,1,A,58,60.5,282.68,282.705,,silt [Leg210],,silt ,,,,2.5Y 3/1 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,621
341-U1417D-44X-1-A,341,U1417,D,44,44-1,X,1,A,60.5,69,282.705,282.79,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,,,,622
