Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1420A-69R-CC-A,13,19,654.39,654.45,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- greenstones pebble and several black granules (not possible to identify)",,,,,,341,U1420,A,69,R,CC,A,,,,394
341-U1420A-70R-CC-A,0,13,661.9,662.03,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy clast rich diamict; clasts (up to 2 cm) include siltstone, sandstone, metasiltstone; not all of the matrix has been recovered (washed away while drilling); at the top only pebbles are left",,,,,,341,U1420,A,70,R,CC,A,,,,395
341-U1420A-70R-CC-A,13,19,662.03,662.09,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,70,R,CC,A,,,,396
341-U1420A-70R-CC-A,19,24,662.09,662.14,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,70,R,CC,A,,,,397
341-U1420A-71R-1-A,7,112,671.67,672.72,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy clast rich diamict with granules and pebbles (up to 2x4 cm): siltstone, sandstone, greenstone, granitoids; on top two fall in siltstone pebbles, at the bottom 3 washed pebbles of green metasiltstone and dark gray metasandstone",,,,,,341,U1420,A,71,R,1,A,,,,398
341-U1420A-71R-1-A,112,118,672.72,672.78,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1420,A,71,R,1,A,,,,399
341-U1420A-72R-1-A,0,21,681.3,681.51,,,,,,,,,,,present [A79],2,,,cobble [W22_2],subrounded,,,,,,2 siltstone cobbles (12 and 7cm dia),,,,,,341,U1420,A,72,R,1,A,,,,400
341-U1420A-72R-1-A,21,66,681.51,681.96,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"clasts include: volcanics (@ least one vesicular basalt), sandstone, siltstone, granite, quartz;
5cm clast @43cm: fine grained basalt or sedimentary??",,,,,,341,U1420,A,72,R,1,A,,,,401
341-U1420A-73R-1-A,0,101,691,692.01,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 7, siltst 5, argillite 1, sandst 2, rhyolite 1, vein qtz 1",,,,,,341,U1420,A,73,R,1,A,,,,402
341-U1420A-73R-CC-A,0,5,692.01,692.06,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,73,R,CC,A,,,,403
341-U1420A-74R-1-A,0,81,700.7,701.51,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 4, rhyolite 1, basalt 2, vein qtz 3, siltst 3, granite 1",,,,,,341,U1420,A,74,R,1,A,,,,404
341-U1420A-74R-1-A,81,86,701.51,701.56,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,74,R,1,A,,,,405
341-U1420A-74R-1-A,86,88,701.56,701.58,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"rhyolite, sandstone breccia",,,,,,341,U1420,A,74,R,1,A,,,,406
341-U1420A-75R-1-#1-A,0,6,710.4,710.46,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,75,R,1,A,,,,407
341-U1420A-75R-1-#2-A,0,6,710.46,710.52,,,,,,,,,,,present [A79],1,,,,,,,,,,greywacke,,,,,,341,U1420,A,75,R,1,A,,,,408
341-U1420A-75R-1-#3-A,0,3,710.52,710.55,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,75,R,1,A,,,,409
341-U1420A-75R-1-#3-A,3,7,710.55,710.59,,mud [Leg210],,mud ,,,,N 3 (very dark gray),none [DB86],0,present [A79],3,,,,,,,,,,pebbles (too small/too much mud to ID),,,,,,341,U1420,A,75,R,1,A,,,,410
341-U1420A-75R-1-#4-A,0,3,710.59,710.62,,,,,,,,,,,present [A79],3,,,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,"2 sandtstones, 1 greywacke",,,,,,341,U1420,A,75,R,1,A,,,,411
341-U1420A-75R-1-#5-A,0,8,710.62,710.7,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,75,R,1,A,,,,412
341-U1420A-75R-1-#6-A,0,6,710.7,710.76,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,75,R,1,A,,,,413
341-U1420A-75R-1-#7-A,0,7,710.76,710.83,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,75,R,1,A,,,,414
341-U1420A-75R-1-#8-A,0,6,710.83,710.89,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,75,R,1,A,,,,415
341-U1420A-76R-1-#1-A,0,4,720.1,720.14,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,76,R,1,A,,,,416
341-U1420A-76R-1-#2-A,0,4,720.14,720.18,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,76,R,1,A,,,,417
341-U1420A-76R-1-#3-A,0,7,720.18,720.25,,,,,,,,,,,present [A79],1,,,,,,,,,,greywacke,,,,,,341,U1420,A,76,R,1,A,,,,418
341-U1420A-76R-1-#4-A,0,8,720.25,720.33,,,,,,,,,,,present [A79],4,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"sandstone (2), siltstone, altered basalt",,,,,,341,U1420,A,76,R,1,A,,,,419
341-U1420A-76R-1-#5-A,0,5,720.33,720.38,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,76,R,1,A,,,,420
341-U1420A-76R-1-#6-A,0,8,720.38,720.46,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,76,R,1,A,,,,421
341-U1420A-76R-1-#7-A,0,7,720.46,720.53,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,76,R,1,A,,,,422
341-U1420A-77R-1-#1-A,0,8,729.8,729.88,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,77,R,1,A,,,,423
341-U1420A-77R-1-#10-A,0,5,730.42,730.47,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,77,R,1,A,,,,424
341-U1420A-77R-1-#11-A,0,5,730.47,730.52,,,,,,,,,,,present [A79],1,,,,,,,,,,quarzite,,,,,,341,U1420,A,77,R,1,A,,,,425
341-U1420A-77R-1-#12-A,0,9,730.52,730.61,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,77,R,1,A,,,,426
341-U1420A-77R-1-#13-A,0,7,730.61,730.68,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,77,R,1,A,,,,427
341-U1420A-77R-1-#2-A,0,7,729.88,729.95,,,,,,,,,,,present [A79],1,,,,,,,,,,volcanic,,,,,,341,U1420,A,77,R,1,A,,,,428
341-U1420A-77R-1-#3-A,0,9,729.95,730.04,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,present [A79],1,,,,,pebble [W22_2],subangular,,,,gneiss,,,,,,341,U1420,A,77,R,1,A,,,,429
341-U1420A-77R-1-#4-A,0,7,730.04,730.11,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,77,R,1,A,,,,430
341-U1420A-77R-1-#5-A,0,7,730.11,730.18,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,77,R,1,A,,,,431
341-U1420A-77R-1-#6-A,0,7,730.18,730.25,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,77,R,1,A,,,,432
341-U1420A-77R-1-#7-A,0,3,730.25,730.28,,,,,,,,,,,present [A79],4,,,,,,,,,,"argillie 3, granite 1",,,,,,341,U1420,A,77,R,1,A,,,,433
341-U1420A-77R-1-#8-A,0,4,730.28,730.32,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,77,R,1,A,,,,434
341-U1420A-77R-1-#9-A,0,10,730.32,730.42,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,77,R,1,A,,,,435
341-U1420A-78R-1-#1-A,0,5,739.5,739.55,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,78,R,1,A,,,,436
341-U1420A-78R-1-#2-A,0,6,739.55,739.61,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,78,R,1,A,,,,437
341-U1420A-78R-1-#3-A,0,9,739.61,739.7,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,78,R,1,A,,,,438
341-U1420A-79R-1-#1-A,0,5,749.2,749.25,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,79,R,1,A,,,,439
341-U1420A-79R-1-#2-A,0,6,749.25,749.31,,,,,,,,,,,present [A79],1,,,,,,,,,,diorite,,,,,,341,U1420,A,79,R,1,A,,,,440
341-U1420A-79R-1-#3-A,0,4,749.31,749.35,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,79,R,1,A,,,,441
341-U1420A-79R-1-#4-A,0,5,749.35,749.4,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,79,R,1,A,,,,442
341-U1420A-79R-1-#5-A,0,4,749.4,749.44,,,,,,,,,,,present [A79],10,,,,,,,,,,argillite pebbles and granules,,,,,,341,U1420,A,79,R,1,A,,,,443
341-U1420A-79R-1-#6-A,0,4,749.44,749.48,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone with fabric,,,,,,341,U1420,A,79,R,1,A,,,,444
341-U1420A-80R-1-A,0,88,758.9,759.78,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],4,,,pebble [W22_2],subrounded,,,,,,siltstone (1.5cm) and sandstone(6cm) at top of section,,,,,,341,U1420,A,80,R,1,A,,,,445
341-U1420A-80R-1-A,88,97,759.78,759.87,silty,mud [Leg210],with sand [Leg339],silty mud  with sand ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1420,A,80,R,1,A,,,,446
341-U1420A-80R-1-A,97,128,759.87,760.18,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,pebble [W22_2],subangular,,,,,,,,volcanic clast @ 115cm,,,,,,341,U1420,A,80,R,1,A,,,,447
341-U1420A-80R-1-A,128,150,760.18,760.4,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1420,A,80,R,1,A,,,,448
341-U1420A-80R-2-A,0,54,760.4,760.94,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1420,A,80,R,2,A,,,,449
341-U1420A-80R-2-A,54,150,760.94,761.9,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1420,A,80,R,2,A,,,,450
341-U1420A-80R-3-A,0,60,761.9,762.5,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,shell fragment,,,shell fragment @ 11cm,gradational contact,,,,,341,U1420,A,80,R,3,A,,,,451
341-U1420A-80R-3-A,60,140,762.5,763.3,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,shell fragment,,,shell fragment @ 81cm,,,,,,341,U1420,A,80,R,3,A,,,,452
341-U1420A-80R-3-A,140,150,763.3,763.4,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1420,A,80,R,3,A,,,,453
341-U1420A-80R-4-A,0,133,763.4,764.73,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1420,A,80,R,4,A,,,,454
341-U1420A-80R-5-A,0,150,764.73,766.23,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,shell fragment,,,"shell, cross section at 48 cm",,,,,,341,U1420,A,80,R,5,A,,,,455
341-U1420A-80R-6-A,0,126,766.23,767.49,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,shell fragment,,,"worm tube cross section at 25; shell layer, cross sections at 80 cm; worm tubes, cross section at 99 and 100 cm;",,,,,,341,U1420,A,80,R,6,A,,,,456
341-U1420A-80R-6-A,126,142,767.49,767.65,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1420,A,80,R,6,A,,,,457
341-U1420A-80R-CC-A,0,32,767.65,767.97,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1420,A,80,R,CC,A,,,,458
341-U1420A-80R-CC-A,32,37,767.97,768.02,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,80,R,CC,A,,,,459
341-U1420A-81R-1-A,0,109,768.6,769.69,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,cobble [W22_2],subrounded,pebble [W22_2],subrounded,,,,"clasts include: basalt (19), argillite (3), granite (7), sandstone (4), siltstone (20), quartz (2)",,,,,,341,U1420,A,81,R,1,A,,,,460
341-U1420A-81R-CC-A,0,4,769.69,769.73,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,basalt and siltstone,,,,,,341,U1420,A,81,R,CC,A,,,,461
341-U1420A-81R-CC-A,4,9,769.73,769.78,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,81,R,CC,A,,,,462
341-U1420A-81R-CC-A,9,24,769.78,769.93,,,,,,,,,,,present [A79],7,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"small amount of clast-poor diamict remains;
clasts include: basalt (1), sandstone (2), siltstone (4)",,,,,,341,U1420,A,81,R,CC,A,,,,463
341-U1420A-82R-1-A,0,80,778.3,779.1,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 15, siltstone 8, sandstone 5, rhyolite 2, vein qtz 5, argillite 2, granite 1;",,,,,,341,U1420,A,82,R,1,A,,,,464
341-U1420A-82R-2-A,0,74,779.1,779.84,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 9, vein qtz 4, sandst 4, granite 2, siltst 4",,,,,,341,U1420,A,82,R,2,A,,,,465
341-U1420A-82R-2-A,74,77,779.84,779.87,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,82,R,2,A,,,,466
341-U1420A-82R-2-A,77,84,779.87,779.94,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,2 pebbles argillite + siltstone,,,,,,341,U1420,A,82,R,2,A,,,,467
341-U1420A-83R-1-A,0,15,788,788.15,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1420,A,83,R,1,A,,,,468
341-U1420A-83R-1-A,15,57,788.15,788.57,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,very fine mud with sponge spicules; foram or gastropod @ 50.5 cm,,,,,,341,U1420,A,83,R,1,A,,,,469
341-U1420A-83R-1-A,57,88,788.57,788.88,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,very fine mud with increasing silt content (towards depth); few dispersed fine to medium lithic grains,,,,,,341,U1420,A,83,R,1,A,,,,470
341-U1420A-83R-1-A,88,103,788.88,789.03,,clast-rich diamict [M89m],,clast-rich diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"fine, muddy matrix; granules and pebbles of black siltstone, greenstone",,,,,,341,U1420,A,83,R,1,A,,,,471
341-U1420A-83R-2-A,0,60,789.03,789.63,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"muddy, partly more sandy clast rich diamict, pebbles (up to 4 cm) and granules: siltstone, metasiltstone, sandstone, granitoid, quartz; shell fragments @ 35 and 58 cm; metasandstone cobble @ 29 - 38 cm",,,,,,341,U1420,A,83,R,2,A,,,,472
341-U1420A-83R-CC-A,0,19,789.63,789.82,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"muddy, partly more sandy clast rich diamict, pebbles (up to 2 cm) and granules: siltstone, granitoid",,,,,,341,U1420,A,83,R,CC,A,,,,473
341-U1420A-83R-CC-A,19,24,789.82,789.87,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1420,A,83,R,CC,A,,,,474
341-U1420A-84R-1-A,0,95,797.7,798.65,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granules and pebble clasts including well-cemented to slightly metamorphosed sandstone; sandstone; greenstone; shale (partly with pyrite); metasediment with quartz veins; vein quartz; siltstone/very-fine sandstone; partly weathered grano-dioritic pebble; green & fine-grained volcanic clast; basalt(?)",,,,,,341,U1420,A,84,R,1,A,,,,475
341-U1420A-84R-1-A,95,100,798.65,798.7,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1420,A,84,R,1,A,,,,476
341-U1420A-84R-1-A,100,107,798.7,798.77,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,- see interval from 0-95 for details,,,,,,341,U1420,A,84,R,1,A,,,,477
341-U1420A-85R-1-#1-A,0,4,807.4,807.44,,,,,,,,,,,present [A79],1,,,,,,,,,,metagraywacke,,,,,,341,U1420,A,85,R,1,A,,,,478
341-U1420A-85R-1-#2-A,0,8,807.44,807.52,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,85,R,1,A,,,,479
341-U1420A-85R-1-#3-A,0,6,807.52,807.58,,,,,,,,,,,present [A79],1,,,,,,,,,,granite or diorite,,,,,,341,U1420,A,85,R,1,A,,,,480
341-U1420A-85R-1-#4-A,0,4,807.58,807.62,,,,,,,,,,,present [A79],1,,,,,,,,,,granite or diorite,,,,,,341,U1420,A,85,R,1,A,,,,481
341-U1420A-85R-1-#5-A,0,3,807.62,807.65,,,,,,,,,,,present [A79],1,,,,,,,,,,small pebble of greenstone,,,,,,341,U1420,A,85,R,1,A,,,,482
341-U1420A-85R-1-#6-A,0,4,807.65,807.69,,,,,,,,,,,present [A79],1,,,,,,,,,,greenish gray metasediment,,,,,,341,U1420,A,85,R,1,A,,,,483
341-U1420A-85R-1-#7-A,0,3,807.69,807.72,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1420,A,85,R,1,A,,,,484
341-U1420A-85R-1-#8-A,0,9,807.72,807.81,,,,,,,,,,,present [A79],1,,,,,,,,,,fine sand- or siltstone,,,,,,341,U1420,A,85,R,1,A,,,,485
341-U1420A-85R-1-#9-A,0,7,807.81,807.88,,,,,,,,,,,present [A79],1,,,,,,,,,,fine sand- or siltstone,,,,,,341,U1420,A,85,R,1,A,,,,486
341-U1420A-86R-1-A,0,135,817.1,818.45,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granule and pebble clasts, including metasandstone, granite, mudstone, greenstone/basalt(?)",,,,,,341,U1420,A,86,R,1,A,,,,487
341-U1420A-86R-1-A,135,150,818.45,818.6,,,,,,,,,,,,,,,,,,,,,,Sample DAIG,,,,,,341,U1420,A,86,R,1,A,,,,488
341-U1420A-86R-2-A,0,135,818.6,819.95,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"sandy matrix, granules and pebbles (up to 2 cm), siltstone, sandstone, granitoid; shell fragment @ 95.5 cm",,,,,,341,U1420,A,86,R,2,A,,,,489
341-U1420A-86R-2-A,135,150,819.95,820.1,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1420,A,86,R,2,A,,,,490
341-U1420A-86R-3-A,0,116,820.1,821.26,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"sandy matrix, granules and pebbles (up to 3 cm), and cobbles: siltstone, sandstone, greenstone, granitoid, quartz-mica schist; shell fragment @ 16 cm",,,,,,341,U1420,A,86,R,3,A,,,,491
341-U1420A-86R-CC-A,0,9,821.26,821.35,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy matrix, granules and pebbles (up to 2 cm), siltstone, granitoid",,,,,,341,U1420,A,86,R,CC,A,,,,492
341-U1420A-86R-CC-A,9,14,821.35,821.4,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1420,A,86,R,CC,A,,,,493
341-U1420A-87R-1-A,0,150,826.8,828.3,sandy,clast-rich diamict [M89m],with foraminifers [Leg339],sandy clast-rich diamict  with foraminifers ,,,,N 4 (dark gray),,,,,,,,,,,,,,"muddy matrix with sand; granules and pebbles (up to 3 cm) of siltstone, sandstone, granitoids, greenstone; subtle color change to N3 at the bottom of this section",,,,,,341,U1420,A,87,R,1,A,,,,494
341-U1420A-87R-2-A,0,132,828.3,829.62,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"muddy matrix with sand; granules and pebbles (up to 3 cm) of siltstone, sandstone, granitoids, greenstone",,,,,,341,U1420,A,87,R,2,A,,,,495
341-U1420A-87R-2-A,132,135,829.62,829.65,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,87,R,2,A,,,,496
341-U1420A-87R-2-A,135,150,829.65,829.8,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1420,A,87,R,2,A,,,,497
341-U1420A-87R-3-A,0,150,829.8,831.3,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,shell fragment,,,"clayey matrix, granules and pebbles (up to 1 cm) of greenstone, siltstone, granitoids; dispersed shell fragments @ 19, 35.5, 63, 77.5, 89 cm; outsized (3 cm) diorite or granite clast @ 92 cm and metasandstone pebble (2 cm) @ 133 cm",,,,,,341,U1420,A,87,R,3,A,,,,498
341-U1420A-87R-4-A,0,131,831.3,832.61,,clast-poor diamict [M89m],,clast-poor diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,shell fragment,,,"clayey matrix, granules and pebbles (up to 1 cm) of siltstone, granitoids; shell fragments @ 108 cm; outsized (3 cm) volcanic rock @ 45 cm; subtle color transition to N 4 @ bottom of core",,,,,,341,U1420,A,87,R,4,A,,,,499
341-U1420A-87R-CC-A,0,5,832.61,832.66,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,87,R,CC,A,,,,500
341-U1420A-87R-CC-A,5,15,832.66,832.76,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granules and pebbles of siltstone, sandstone, granitoids",,,,,,341,U1420,A,87,R,CC,A,,,,501
341-U1420A-87R-CC-A,15,20,832.76,832.81,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1420,A,87,R,CC,A,,,,502
341-U1420A-87R-CC-A,20,28,832.81,832.89,,,,,,,,,,,present [A79],1,,,,,,,,,,washed pebble of metasandstone (?) with quartz,,,,,,341,U1420,A,87,R,CC,A,,,,503
341-U1420A-88R-1-A,0,150,836.5,838,silty,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 10, basalt 2, siltstone 10",,,,,,341,U1420,A,88,R,1,A,,,,504
341-U1420A-88R-2-A,0,150,838,839.5,silty,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 2, siltstone 2, basalt 1, vein qtz 1",,,,,,341,U1420,A,88,R,2,A,,,,505
341-U1420A-88R-3-A,0,4,839.5,839.54,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1420,A,88,R,3,A,,,,506
341-U1420A-88R-3-A,4,11.5,839.54,839.615,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"clasts: argillite (1), sandstone (7), siltstone(3), granite(1), basalt(1), quartz(1)",,,,,,341,U1420,A,88,R,3,A,,,,507
341-U1420A-88R-3-A,11.5,27,839.615,839.77,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"gneiss, sandstone, siltstone",,,,,,341,U1420,A,88,R,3,A,,,,508
