Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1490B-1H-1-A,0,20,0,0.2,radiolarian-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],radiolarian-bearing foraminifer-rich nannofossil ooze,,7.5YR 7/3 (pink),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,1,A,,,,,0
363-U1490B-1H-1-A,20,73,0.2,0.73,radiolarian-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],radiolarian-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,1,A,,,,,1
363-U1490B-1H-1-A,73,142,0.73,1.42,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,10YR 8/2 (very pale brown),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,1,A,,,,,2
363-U1490B-1H-1-A,142,150,1.42,1.5,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,1,A,,,,,3
363-U1490B-1H-2-A,0,42,1.5,1.92,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,2,A,,,,,4
363-U1490B-1H-2-A,42,45,1.92,1.95,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,10YR 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,2,A,,,,,5
363-U1490B-1H-2-A,45,115,1.95,2.65,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,2,A,,,,,6
363-U1490B-1H-2-A,115,119,2.65,2.69,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,10YR 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,2,A,,,,,7
363-U1490B-1H-2-A,119,150,2.69,3,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,2,A,,,,,8
363-U1490B-1H-3-A,0,5,3,3.05,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,1,H,3,A,,,,,9
